DATE,Fuel_Code,POC_Code,Total_TP,PS,T2M,WD50M,WD50M_rad,u,v,WS50M
2015-03-01,Wind,BPE0331,472971.48,99.5,18.88,302.2,5.274384999526864,0.5328762760707295,-0.8461931661275643,5.89
2015-03-02,Wind,BPE0331,119485.18,99.39,18.43,304.9,5.32150888933071,0.5721458734455156,-0.8201518758737726,6.52
2015-03-03,Wind,BPE0331,173416.5861,99.24,18.92,302.8,5.28485697503883,0.5417082102827396,-0.8405666034956845,5.08
2015-03-04,Wind,BPE0331,127370.3811,98.9,18.34,315.5,5.50651379004211,0.7132504491541817,-0.7009092642998508,4.19
2015-03-05,Wind,BPE0331,59379.3772,98.46,19.62,328.2,5.728170605045389,0.8498926929868638,-0.5269557954966778,3.64
2015-03-06,Wind,BPE0331,334889.0991,97.69,17.97,332.8,5.808455750637129,0.8894163732912975,-0.4570979270586942,10.65
2015-03-07,Wind,BPE0331,586853.54,97.47,16.91,326.5,5.698500007761486,0.833885822067168,-0.5519369853120584,11.64
2015-03-08,Wind,BPE0331,544984.01,98.0,16.17,287.6,5.019566928735692,0.3023698907504447,-0.9531906677929468,9.5
2015-03-09,Wind,BPE0331,126038.9779,99.02,16.24,306.9,5.356415474370597,0.6004202253258838,-0.7996846584870907,5.37
2015-03-10,Wind,BPE0331,92748.6445,99.28,17.36,325.9,5.68802803224952,0.8280603346224942,-0.5606389945632422,4.06
2015-03-11,Wind,BPE0331,175663.2445,99.43,16.9,114.7,2.001892652037496,-0.4178670738010769,0.9085081775267216,4.18
2015-03-12,Wind,BPE0331,90434.2362,99.28,16.32,61.1,1.0663961729685354,0.4832823832550023,0.8754645270000179,4.32
2015-03-13,Wind,BPE0331,30374.9799,99.08,17.05,315.7,5.510004448546098,0.7156927337037358,-0.698415285431006,4.26
2015-03-14,Wind,BPE0331,133495.9992,99.24,18.29,125.6,2.192133540504878,-0.5821229701572893,0.8131007610470277,4.23
2015-03-15,Wind,BPE0331,320892.67,98.52,18.14,66.9,1.1676252695842066,0.3923371166035613,0.9198214973217376,6.61
2015-03-16,Wind,BPE0331,295041.746,97.34,16.36,127.1,2.218313479284793,-0.6032079877452825,0.7975839288252284,8.1
2015-03-17,Wind,BPE0331,369157.97,97.44,12.44,191.5,3.342305517569141,-0.9799247046208296,-0.199367934417197,10.65
2015-03-18,Wind,BPE0331,97103.2262,98.41,11.25,198.8,3.4697145529647275,-0.9466492601156964,-0.3222656952305114,7.96
2015-03-19,Wind,BPE0331,178355.548,99.36,10.59,178.7,3.118903373313867,-0.9997426093226984,0.0226873335727814,7.01
2015-03-20,Wind,BPE0331,62961.1089,100.06,11.1,134.3,2.343977185428385,-0.6984152854310061,0.7156927337037358,4.72
2015-03-21,Wind,BPE0331,98476.3016,100.01,13.82,332.9,5.810201079889123,0.8902128046111265,-0.4555449072335156,6.2
2015-03-22,Wind,BPE0331,51481.5432,99.83,14.99,345.4,6.028367236388414,0.9677091704819712,-0.252069358243114,4.62
2015-03-23,Wind,BPE0331,114162.95,99.64,16.04,82.1,1.4329153158873444,0.1374445460371468,0.9905094632383088,3.43
2015-03-24,Wind,BPE0331,67559.4409,99.44,15.71,316.1,5.516985765554076,0.7205511116803307,-0.6934018282758128,5.65
2015-03-25,Wind,BPE0331,185553.426,99.55,16.43,316.1,5.516985765554076,0.7205511116803307,-0.6934018282758128,5.9
2015-03-26,Wind,BPE0331,113793.0259,99.38,16.68,323.4,5.644394800949661,0.8028174751911142,-0.5962248749656162,4.7
2015-03-27,Wind,BPE0331,122499.912,99.25,16.57,106.9,1.8657569703819383,-0.2907021935982525,0.9568135840576074,3.79
2015-03-28,Wind,BPE0331,40877.1029,99.03,17.04,325.1,5.674065398233566,0.8201518758737724,-0.5721458734455159,5.86
2015-03-29,Wind,BPE0331,385853.9987,98.6,16.18,315.6,5.508259119294104,0.7144726796328034,-0.6996633405133654,9.63
2015-03-30,Wind,BPE0331,439541.8,98.82,15.91,288.0,5.026548245743669,0.3090169943749472,-0.9510565162951536,6.51
2015-03-31,Wind,BPE0331,249582.4884,99.52,15.01,290.3,5.066690818539539,0.3469356515732558,-0.9378889346118976,5.15
2015-04-01,Wind,BPE0331,42730.3901,100.22,15.37,64.5,1.1257373675363425,0.4305110968082952,0.9025852843498604,2.91
2015-04-02,Wind,BPE0331,482642.7673,100.23,15.19,315.9,5.513495107050087,0.7181262977631886,-0.6959127965923145,9.23
2015-04-03,Wind,BPE0331,374646.3807,100.08,16.08,305.9,5.338962181850654,0.5863723567357892,-0.8100416404457961,6.96
2015-04-04,Wind,BPE0331,622503.92,99.45,16.08,306.2,5.344198169606637,0.5906056676199251,-0.8069603121438021,11.4
2015-04-05,Wind,BPE0331,149914.617,99.76,15.42,111.5,1.9460421159736772,-0.3665012267242972,0.9304175679820246,4.48
2015-04-06,Wind,BPE0331,53178.3808,99.97,16.78,331.4,5.784021141109208,0.8779829754279804,-0.478691857940607,6.57
2015-04-07,Wind,BPE0331,469993.32,99.77,17.35,325.8,5.686282702997526,0.827080574274562,-0.5620833778521301,9.59
2015-04-08,Wind,BPE0331,289452.35,99.42,17.2,327.0,5.707226654021458,0.838670567945424,-0.544639035015027,8.38
2015-04-09,Wind,BPE0331,364122.4497,99.33,15.17,128.2,2.2375121010567303,-0.618408395357554,0.7858568931754021,6.66
2015-04-10,Wind,BPE0331,219131.0184,98.3,16.26,318.2,5.553637679845957,0.745475999682862,-0.6665324702494526,7.8
2015-04-11,Wind,BPE0331,205000.5136,98.47,12.84,181.6,3.1695179216217024,-0.9996101150403544,-0.0279216387235687,5.11
2015-04-12,Wind,BPE0331,734951.27,98.06,13.73,305.0,5.323254218582705,0.573576436351046,-0.8191520442889918,13.64
2015-04-13,Wind,BPE0331,440197.0185,96.65,11.21,295.6,5.159193268895239,0.4320857488019827,-0.9018325264051136,11.57
2015-04-14,Wind,BPE0331,35179.4988,97.79,6.73,211.9,3.698352684975984,-0.8489716876291415,-0.528438334722347,7.06
2015-04-15,Wind,BPE0331,148690.0776,98.84,7.96,228.5,3.988077340807043,-0.6626200482157374,-0.7489557207890022,8.37
2015-04-16,Wind,BPE0331,113220.1697,99.63,8.89,225.0,3.9269908169872414,-0.7071067811865477,-0.7071067811865475,6.18
2015-04-17,Wind,BPE0331,659782.29,99.53,11.53,320.5,5.593780252641826,0.77162458338772,-0.636078220277764,9.66
2015-04-18,Wind,BPE0331,192492.2128,99.71,11.5,132.3,2.309070600388498,-0.6730125135097734,0.7396310949786096,4.84
2015-04-19,Wind,BPE0331,25304.98,100.2,11.9,335.5,5.855579640440976,0.9099612708765432,-0.4146932426562393,4.32
2015-04-20,Wind,BPE0331,303107.56,100.32,13.61,317.5,5.541420375081996,0.7372773368101239,-0.6755902076156605,7.18
2015-04-21,Wind,BPE0331,67326.1204,100.42,14.03,302.8,5.28485697503883,0.5417082102827396,-0.8405666034956845,4.96
2015-04-22,Wind,BPE0331,236039.838,100.5,13.59,151.5,2.644173816771409,-0.8788171126619653,0.4771587602596086,5.0
2015-04-23,Wind,BPE0331,332824.45,100.72,12.47,88.5,1.5446163880149817,0.0261769483078731,0.9996573249755571,7.11
2015-04-24,Wind,BPE0331,176013.8354,100.54,12.15,54.8,0.9564404300928926,0.5764323161697933,0.8171448983351285,5.99
2015-04-25,Wind,BPE0331,109627.6214,100.12,11.75,340.3,5.939355444536703,0.9414705448120378,-0.3370952584230822,6.0
2015-04-26,Wind,BPE0331,391646.04,99.39,12.19,343.2,5.9899699928445385,0.9573194975320672,-0.2890317969444722,8.5
2015-04-27,Wind,BPE0331,292764.2985,97.85,15.19,346.9,6.054547175168329,0.9739759672790516,-0.2266513074368552,13.39
2015-04-28,Wind,BPE0331,523862.262,97.54,12.24,289.6,5.054473513775579,0.3354515697502557,-0.9420574527872964,10.91
2015-04-29,Wind,BPE0331,613573.515,97.83,11.6,284.4,4.963716392671873,0.248689887164854,-0.9685831611286312,12.75
2015-04-30,Wind,BPE0331,130118.3364,98.8,8.6,220.5,3.848451000647497,-0.760405965600031,-0.6494480483301835,8.7
2015-05-01,Wind,BPE0331,420830.2,100.08,10.47,300.2,5.239478414486977,0.503019946630235,-0.8642748019537048,7.54
2015-05-02,Wind,BPE0331,357156.02,100.47,12.11,317.9,5.548401692089973,0.741975840975616,-0.6704266189587996,7.74
2015-05-03,Wind,BPE0331,155639.7789,100.67,11.16,325.7,5.684537373745531,0.8260982944957638,-0.5635260489375716,5.04
2015-05-04,Wind,BPE0331,445210.1605,100.66,9.9,331.1,5.778785153353225,0.8754645270000179,-0.4832823832550023,6.15
2015-05-05,Wind,BPE0331,614403.04,100.29,12.83,323.0,5.6374134839416845,0.7986355100472928,-0.6018150231520483,7.89
2015-05-06,Wind,BPE0331,613562.22,99.63,14.34,327.7,5.719443958785417,0.8452618332218558,-0.5343523493898269,11.67
2015-05-07,Wind,BPE0331,660433.23,98.73,15.7,323.3,5.642649471697668,0.8017756442437544,-0.5976251469755207,12.27
2015-05-08,Wind,BPE0331,639686.7,98.16,14.12,308.9,5.391322059410483,0.6279630576493374,-0.7782431485260214,9.61
2015-05-09,Wind,BPE0331,676743.82,98.27,12.55,296.3,5.171410573659198,0.4430711908241794,-0.8964864303834407,10.83
2015-05-10,Wind,BPE0331,631474.07,98.54,13.81,299.6,5.229006438975012,0.4939418665842314,-0.8694949295052188,9.69
2015-05-11,Wind,BPE0331,445107.65,98.3,13.67,325.1,5.674065398233566,0.8201518758737724,-0.5721458734455159,10.14
2015-05-12,Wind,BPE0331,551175.5,97.41,12.71,316.4,5.522221753310058,0.7241718614374669,-0.6896195437356704,11.72
2015-05-13,Wind,BPE0331,754931.0,98.34,12.42,302.1,5.27263967027487,0.5313985795180832,-0.8471219213821369,12.5
2015-05-14,Wind,BPE0331,433390.8008,98.13,12.9,340.7,5.94633676154468,0.9438009515832292,-0.3305143927132236,9.75
2015-05-15,Wind,BPE0331,86877.7544,97.13,11.31,273.4,4.771730174952497,0.0593063735759613,-0.9982398279237652,5.3
2015-05-16,Wind,BPE0331,12867.7371,98.39,9.17,208.4,3.637266161156183,-0.8796485728666165,-0.4756242090702753,10.11
2015-05-17,Wind,BPE0331,42141.4777,99.64,8.91,191.1,3.335324200561164,-0.9812926639922452,-0.1925219665259072,4.69
2015-05-18,Wind,BPE0331,619917.08,99.27,10.18,300.3,5.241223743738972,0.504527623815019,-0.8633955506067718,8.52
2015-05-19,Wind,BPE0331,136754.5082,99.54,8.3,172.0,3.001966313430247,-0.9902680687415704,0.1391731009600653,4.42
2015-05-20,Wind,BPE0331,259932.0986,99.65,7.96,317.5,5.541420375081996,0.7372773368101239,-0.6755902076156605,4.98
2015-05-21,Wind,BPE0331,783390.1,98.82,12.15,305.0,5.323254218582705,0.573576436351046,-0.8191520442889918,12.03
2015-05-22,Wind,BPE0331,225667.1392,98.96,8.3,236.8,4.132939668722573,-0.5475632234925499,-0.8367643134589619,6.01
2015-05-23,Wind,BPE0331,264646.4478,97.99,7.79,49.0,0.8552113334772214,0.6560590289905073,0.754709580222772,6.49
2015-05-24,Wind,BPE0331,385748.4987,97.29,8.95,248.3,4.333652532701921,-0.369746757273829,-0.9291325715340564,8.92
2015-05-25,Wind,BPE0331,98531.9965,98.01,5.11,235.8,4.11548637620263,-0.5620833778521301,-0.8270805742745622,7.82
2015-05-26,Wind,BPE0331,114274.9422,98.5,5.25,248.7,4.3406338497098975,-0.3632512304729784,-0.9316912275855488,6.81
2015-05-27,Wind,BPE0331,8501.7693,99.15,5.72,202.5,3.5342917352885173,-0.9238795325112868,-0.3826834323650896,6.71
2015-05-28,Wind,BPE0331,174.9259,100.17,7.15,237.0,4.136430327226561,-0.544639035015027,-0.8386705679454242,2.56
2015-05-29,Wind,BPE0331,87601.3923,100.43,6.34,327.2,5.710717312525446,0.8405666034956841,-0.54170821028274,5.88
2015-05-30,Wind,BPE0331,261252.5363,100.0,7.45,332.6,5.80496509213314,0.8878153851364015,-0.4601997847838515,7.68
2015-05-31,Wind,BPE0331,46252.0313,99.71,9.46,340.5,5.942846103040692,0.9426414910921784,-0.3338068592337713,5.0
2015-06-01,Wind,BPE0331,72993.7785,99.13,9.31,38.2,0.6667157742618339,0.7858568931754019,0.6184083953575542,6.46
2015-06-02,Wind,BPE0331,185016.2995,97.94,12.38,38.2,0.6667157742618339,0.7858568931754019,0.6184083953575542,8.31
2015-06-03,Wind,BPE0331,174719.7743,96.92,10.48,3.4,0.0593411945678072,0.9982398279237652,0.0593063735759616,8.32
2015-06-04,Wind,BPE0331,162177.1575,97.24,8.56,221.0,3.857177646907468,-0.7547095802227721,-0.656059028990507,7.74
2015-06-05,Wind,BPE0331,99176.7322,98.74,5.49,161.3,2.815216083466854,-0.9472102777460288,0.320612990585676,4.49
2015-06-06,Wind,BPE0331,154683.0413,99.5,6.95,332.3,5.799729104377158,0.8853936257544162,-0.4648420457246192,5.92
2015-06-07,Wind,BPE0331,491534.44,99.65,8.95,302.9,5.286602304290824,0.5431744499506703,-0.8396198645344134,6.2
2015-06-08,Wind,BPE0331,575977.66,100.04,9.8,328.5,5.733406592801373,0.8526401643540923,-0.5224985647159487,7.85
2015-06-09,Wind,BPE0331,782343.4,99.89,12.01,311.0,5.427973973702365,0.656059028990507,-0.7547095802227722,12.43
2015-06-10,Wind,BPE0331,767577.2,99.33,12.18,312.2,5.448917924726296,0.6717205893229896,-0.7408045962867505,14.23
2015-06-11,Wind,BPE0331,592326.01,99.09,8.6,289.2,5.0474921967676005,0.3288666467385827,-0.9443763702374812,12.7
2015-06-12,Wind,BPE0331,616367.62,98.44,8.98,290.4,5.068436147791533,0.348572047321815,-0.9372819894918916,14.63
2015-06-13,Wind,BPE0331,652231.54,98.44,8.39,280.3,4.892157893340106,0.1788022151163497,-0.9838850379335417,11.48
2015-06-14,Wind,BPE0331,772845.8,98.56,10.7,283.1,4.941027112395948,0.2266513074368557,-0.9739759672790514,11.73
2015-06-15,Wind,BPE0331,314707.5566,98.85,7.18,224.5,3.91826417072727,-0.7132504491541817,-0.7009092642998509,6.51
2015-06-16,Wind,BPE0331,21555.6713,99.69,5.17,215.0,3.7524578917878086,-0.8191520442889918,-0.5735764363510462,5.14
2015-06-17,Wind,BPE0331,327347.567,100.18,6.18,311.4,5.434955290710342,0.6613118653236513,-0.75011106963046,6.03
2015-06-18,Wind,BPE0331,712009.2,99.5,9.68,312.3,5.450663253978291,0.6730125135097733,-0.7396310949786097,11.72
2015-06-19,Wind,BPE0331,700224.67,98.82,12.23,326.2,5.693264020005503,0.8309844692743283,-0.5562956155003047,14.15
2015-06-20,Wind,BPE0331,434568.2448,98.14,11.7,290.2,5.0649454892875445,0.3452981989985347,-0.938493022759556,9.63
2015-06-21,Wind,BPE0331,554325.469,98.28,8.79,284.4,4.963716392671873,0.248689887164854,-0.9685831611286312,9.28
2015-06-22,Wind,BPE0331,215048.6016,99.63,4.43,191.3,3.3388148590651525,-0.980614658546613,-0.1959461442425177,9.62
2015-06-23,Wind,BPE0331,365760.09,100.61,4.16,157.0,2.740166925631097,-0.9205048534524404,0.3907311284892737,8.26
2015-06-24,Wind,BPE0331,134525.3496,100.1,5.32,160.7,2.804744107954888,-0.9438009515832294,0.3305143927132231,6.75
2015-06-25,Wind,BPE0331,125460.5112,99.51,4.55,229.5,4.005530633326987,-0.6494480483301834,-0.7604059656000312,5.02
2015-06-26,Wind,BPE0331,722613.6,98.96,8.08,298.0,5.201081170943102,0.4694715627858904,-0.8829475928589271,10.54
2015-06-27,Wind,BPE0331,437057.2561,99.08,7.36,270.3,4.717624968140673,0.0052359638314199,-0.9999862922474267,7.38
2015-06-28,Wind,BPE0331,705389.82,98.99,8.83,295.5,5.157447939643244,0.4305110968082948,-0.9025852843498609,11.17
2015-06-29,Wind,BPE0331,735924.55,98.71,9.99,288.2,5.030038904247657,0.3123349185122321,-0.9499720515246528,14.63
2015-06-30,Wind,BPE0331,578744.272,99.09,9.48,295.5,5.157447939643244,0.4305110968082948,-0.9025852843498609,8.84
2015-07-01,Wind,BPE0331,466363.85,99.31,10.08,288.7,5.038765550507629,0.3206129905856762,-0.9472102777460288,6.67
2015-07-02,Wind,BPE0331,510206.93,99.37,8.88,315.7,5.510004448546098,0.7156927337037358,-0.698415285431006,8.13
2015-07-03,Wind,BPE0331,560150.76,98.42,9.17,328.1,5.726425275793396,0.8489716876291419,-0.5284383347223466,10.97
2015-07-04,Wind,BPE0331,317148.4021,98.52,8.6,108.9,1.900663555421825,-0.3239174181981494,0.9460853588275452,5.1
2015-07-05,Wind,BPE0331,572295.131,98.1,8.75,292.2,5.099852074327431,0.3778407868184668,-0.9258705848099948,9.35
2015-07-06,Wind,BPE0331,632349.4,98.01,9.37,291.8,5.092870757319454,0.3713678355502349,-0.9284858268809136,12.39
2015-07-07,Wind,BPE0331,268432.4413,97.78,6.57,245.0,4.276056667386108,-0.4226182617406991,-0.9063077870366502,5.64
2015-07-08,Wind,BPE0331,212818.4322,98.31,3.97,183.9,3.209660494417572,-0.9976842788356052,-0.0680152906652482,8.22
2015-07-09,Wind,BPE0331,106062.818,99.09,2.45,188.7,3.2934362985133,-0.9884938868086836,-0.1512608202472189,8.94
2015-07-10,Wind,BPE0331,55485.1955,99.75,3.28,181.0,3.1590459461097367,-0.9998476951563912,-0.0174524064372836,7.77
2015-07-11,Wind,BPE0331,1212.8854,100.09,3.87,205.3,3.5831609543443586,-0.9040825496607784,-0.4273578633871923,4.97
2015-07-12,Wind,BPE0331,18915.7503,100.46,4.79,151.8,2.6494098045273926,-0.8813034520649924,0.4725507648690537,3.09
2015-07-13,Wind,BPE0331,24369.5983,100.67,3.96,17.8,0.3106686068549906,0.9521293927421388,0.3056953049631056,3.16
2015-07-14,Wind,BPE0331,16130.8253,100.28,3.87,19.3,0.3368485456349056,0.9438009515832294,0.3305143927132231,5.09
2015-07-15,Wind,BPE0331,27756.194,99.42,7.45,16.5,0.2879793265790644,0.958819734868193,0.2840153447039226,7.49
2015-07-16,Wind,BPE0331,288877.3992,98.93,9.25,297.2,5.187118536927147,0.4570979270586938,-0.8894163732912977,6.77
2015-07-17,Wind,BPE0331,351174.0334,98.9,8.47,295.8,5.162683927399227,0.4352310993723277,-0.9003187714021934,7.28
2015-07-18,Wind,BPE0331,125397.5848,97.43,7.61,359.0,6.265732014659643,0.9998476951563912,-0.0174524064372835,6.75
2015-07-19,Wind,BPE0331,283684.2947,97.95,4.46,211.3,3.6878807094640185,-0.8544588301328073,-0.5195191118795094,11.48
2015-07-20,Wind,BPE0331,281850.68,98.92,5.04,240.5,4.1975168510463625,-0.4924235601034672,-0.8703556959398996,8.57
2015-07-21,Wind,BPE0331,104109.8549,99.92,6.42,218.6,3.815289744859604,-0.781520472418819,-0.623879596709386,9.08
2015-07-22,Wind,BPE0331,48579.3796,100.76,6.78,183.2,3.197443189653612,-0.998440764181981,-0.0558215049931637,7.19
2015-07-23,Wind,BPE0331,408062.0723,100.88,5.75,329.4,5.749114556069321,0.8607420270039433,-0.509041415750372,5.94
2015-07-24,Wind,BPE0331,467890.9894,100.67,8.27,312.4,5.4524085832302855,0.6743023875837233,-0.7384553406258838,6.58
2015-07-25,Wind,BPE0331,76550.1226,100.72,7.36,44.5,0.7766715171374766,0.7132504491541817,0.7009092642998509,4.37
2015-07-26,Wind,BPE0331,371956.128,99.95,7.48,349.1,6.092944418712205,0.9819587126964436,-0.1890954429898912,8.7
2015-07-27,Wind,BPE0331,114922.6273,99.08,11.16,349.1,6.092944418712205,0.9819587126964436,-0.1890954429898912,7.39
2015-07-28,Wind,BPE0331,515333.276,97.96,9.99,307.0,5.358160803622591,0.6018150231520479,-0.798635510047293,10.44
2015-07-29,Wind,BPE0331,196769.1706,98.61,7.03,210.5,3.673918075448064,-0.8616291604415257,-0.5075383629607042,7.77
2015-07-30,Wind,BPE0331,102176.457,99.85,4.1,217.3,3.7926004645836784,-0.7954734808548958,-0.6059884002657112,5.68
2015-07-31,Wind,BPE0331,472560.3,99.82,6.56,328.7,5.736897251305361,0.8544588301328074,-0.5195191118795094,7.96
2015-08-01,Wind,BPE0331,554463.47,99.61,9.25,319.1,5.569345643113906,0.75585346916764,-0.6547408137173393,9.12
2015-08-02,Wind,BPE0331,565330.47,99.6,10.23,318.1,5.551892350593962,0.744311546231154,-0.6678325554710467,8.88
2015-08-03,Wind,BPE0331,611795.66,99.34,10.65,324.9,5.6705747397295765,0.8181497174250233,-0.5750052520432788,11.2
2015-08-04,Wind,BPE0331,697150.06,98.8,11.52,315.8,5.511749777798093,0.7169106076504826,-0.6971651028545647,13.44
2015-08-05,Wind,BPE0331,108293.4361,99.04,7.67,348.0,6.073745796940266,0.9781476007338056,-0.2079116908177598,5.69
2015-08-06,Wind,BPE0331,337058.9509,97.61,8.85,339.4,5.9236474812687545,0.9360595357389732,-0.3518416484047019,10.51
2015-08-07,Wind,BPE0331,492179.37,96.94,7.91,309.6,5.403539364174445,0.63742398974869,-0.770513242775789,12.8
2015-08-08,Wind,BPE0331,140010.1483,97.33,5.55,269.0,4.694935687864747,-0.0174524064372834,-0.9998476951563912,7.04
2015-08-09,Wind,BPE0331,178880.66,98.56,3.88,158.0,2.7576202181510405,-0.9271838545667872,0.3746065934159122,6.23
2015-08-10,Wind,BPE0331,165136.072,99.2,3.82,169.5,2.9583330821303884,-0.9832549075639544,0.1822355254921477,6.94
2015-08-11,Wind,BPE0331,64677.9661,99.44,4.83,185.1,3.230604445441504,-0.9960410654107696,-0.0888942968664412,7.85
2015-08-12,Wind,BPE0331,13999.3025,99.52,4.4,200.7,3.502875808752619,-0.9354440308298676,-0.3534748437792567,4.58
2015-08-13,Wind,BPE0331,44404.5692,99.55,5.1,357.5,6.239552075879728,0.9990482215818578,-0.0436193873653361,3.94
2015-08-14,Wind,BPE0331,259638.546,98.73,7.03,55.7,0.9721483933608416,0.5635260489375714,0.8260982944957639,7.77
2015-08-15,Wind,BPE0331,172962.8144,98.07,8.95,91.2,1.5917402778188283,-0.0209424198833569,0.9997806834748456,6.69
2015-08-16,Wind,BPE0331,340032.59,98.73,8.24,124.2,2.167698930976957,-0.5620833778521307,0.8270805742745617,8.2
2015-08-17,Wind,BPE0331,57140.5937,99.48,7.2,39.6,0.6911503837897546,0.7705132427757891,0.6374239897486897,4.66
2015-08-18,Wind,BPE0331,252252.08,99.58,8.21,344.8,6.017895260876449,0.9650164944723116,-0.2621891786408644,9.36
2015-08-19,Wind,BPE0331,523663.71,98.67,8.96,318.9,5.565854984609916,0.7535633923016373,-0.6573752457940965,11.18
2015-08-20,Wind,BPE0331,257793.9391,99.36,6.56,225.3,3.932226804743225,-0.7033947028105039,-0.7107994738729925,6.16
2015-08-21,Wind,BPE0331,31258.0867,100.23,5.82,138.0,2.4085543677521746,-0.7431448254773941,0.6691306063588583,2.83
2015-08-22,Wind,BPE0331,77384.8345,100.53,6.23,345.6,6.031857894892403,0.9685831611286312,-0.2486898871648545,4.2
2015-08-23,Wind,BPE0331,414213.77,100.28,8.55,320.0,5.585053606381854,0.7660444431189778,-0.6427876096865396,8.06
2015-08-24,Wind,BPE0331,727828.73,99.8,10.48,315.7,5.510004448546098,0.7156927337037358,-0.698415285431006,10.77
2015-08-25,Wind,BPE0331,431906.841,99.25,9.69,303.8,5.302310267558774,0.5562956155003052,-0.830984469274328,9.44
2015-08-26,Wind,BPE0331,211366.0465,100.06,7.47,209.6,3.6582101121801145,-0.8694949295052191,-0.4939418665842307,5.75
2015-08-27,Wind,BPE0331,37330.4869,100.85,5.53,69.7,1.2164944886400475,0.3469356515732558,0.9378889346118976,2.66
2015-08-28,Wind,BPE0331,318273.126,100.63,8.5,319.4,5.574581630869888,0.7592713073348805,-0.6507742172658514,5.2
2015-08-29,Wind,BPE0331,372102.06,100.07,8.55,331.2,5.78053048260522,0.8763066800438636,-0.4817536741017153,7.6
2015-08-30,Wind,BPE0331,312357.6181,99.27,11.2,294.2,5.134758659367317,0.4099230338415721,-0.9121201161722732,7.33
2015-08-31,Wind,BPE0331,507599.49,99.44,7.81,119.4,2.083923126881229,-0.4909037536151408,0.8712138111201895,6.77
2015-09-01,Wind,BPE0331,556301.4807,98.79,8.39,67.9,1.18507856210415,0.3762242631393654,0.9265286308718372,10.38
2015-09-02,Wind,BPE0331,575929.255,97.79,10.31,324.7,5.667084081225588,0.8161375900801602,-0.5778576243835054,10.0
2015-09-03,Wind,BPE0331,159839.8335,97.79,7.61,212.5,3.7088246604879513,-0.8433914458128856,-0.5372996083468239,6.54
2015-09-04,Wind,BPE0331,601133.48,98.22,8.57,297.8,5.197590512439113,0.466386640339891,-0.884580975215084,10.1
2015-09-05,Wind,BPE0331,490539.5178,97.92,8.41,303.2,5.291838292046807,0.5475632234925496,-0.8367643134589621,9.08
2015-09-06,Wind,BPE0331,442179.3,97.94,7.26,266.2,4.646066468808905,-0.0662739004000006,-0.99780146829205,7.53
2015-09-07,Wind,BPE0331,3303.5358,98.82,4.37,204.8,3.574434308084387,-0.9077774785329088,-0.4194520824461771,6.06
2015-09-08,Wind,BPE0331,276816.9338,99.41,6.61,294.9,5.146975964131277,0.4210358133674904,-0.9070440142914652,5.65
2015-09-09,Wind,BPE0331,655128.09,99.52,9.21,313.4,5.469861875750229,0.6870875108044228,-0.726574670970976,9.87
2015-09-10,Wind,BPE0331,305745.4134,98.37,9.54,323.4,5.644394800949661,0.8028174751911142,-0.5962248749656162,9.26
2015-09-11,Wind,BPE0331,168817.8693,98.45,6.21,210.2,3.6686820876920807,-0.8642748019537048,-0.503019946630235,7.79
2015-09-12,Wind,BPE0331,195631.0839,99.24,4.87,214.9,3.7507125625358144,-0.820151875873772,-0.5721458734455164,6.76
2015-09-13,Wind,BPE0331,462460.4941,99.47,9.17,243.8,4.255112716362175,-0.4415058527917453,-0.8972583696743284,6.51
2015-09-14,Wind,BPE0331,176542.1602,100.02,6.05,214.2,3.7384952577718535,-0.827080574274562,-0.5620833778521303,4.47
2015-09-15,Wind,BPE0331,706579.83,99.33,9.6,307.3,5.363396791378575,0.6059884002657111,-0.7954734808548958,8.57
2015-09-16,Wind,BPE0331,686952.24,99.19,10.55,304.8,5.319763560078717,0.5707135676844318,-0.8211492091337039,12.97
2015-09-17,Wind,BPE0331,731338.5,99.13,11.67,318.4,5.557128338349945,0.7477980904985316,-0.6639262126522418,10.88
2015-09-18,Wind,BPE0331,712292.5,98.74,11.52,306.4,5.347688828110625,0.5934188866037009,-0.8048937973559145,10.83
2015-09-19,Wind,BPE0331,456786.337,99.04,8.44,178.5,3.115412714809878,-0.9996573249755571,0.0261769483078734,7.39
2015-09-20,Wind,BPE0331,777556.7,99.11,7.53,144.4,2.520255439879812,-0.8131007610470276,0.5821229701572895,11.1
2015-09-21,Wind,BPE0331,701391.91,98.78,6.65,162.6,2.83790536374278,-0.9542403285162768,0.299040792256087,13.98
2015-09-22,Wind,BPE0331,174295.2049,98.22,9.59,163.3,2.8501226685067405,-0.957822494845315,0.2873605198497118,5.35
2015-09-23,Wind,BPE0331,327128.4446,98.18,10.44,118.8,2.0734511513692637,-0.481753674101715,0.8763066800438637,8.34
2015-09-24,Wind,BPE0331,685561.88,98.83,9.66,130.3,2.274164015348612,-0.6467897795104597,0.7626683296956882,10.72
2015-09-25,Wind,BPE0331,205065.438,98.99,8.72,127.0,2.2165681500327987,-0.6018150231520484,0.7986355100472927,6.65
2015-09-26,Wind,BPE0331,467013.19,99.82,7.36,143.2,2.49931148885588,-0.8007313709487334,0.599023598515586,8.45
2015-09-27,Wind,BPE0331,166088.9,100.05,7.4,105.3,1.837831702350029,-0.2638730499653728,0.964557418457798,4.61
2015-09-28,Wind,BPE0331,106257.7861,100.0,7.81,306.9,5.356415474370597,0.6004202253258838,-0.7996846584870907,4.7
