DATE,POC_Code,WS50M,Island,Fuel_Code,Latitude,Longitude
2015-03-19,BPE0331,7.01,NI,Wind,-40.280614262851415,175.6405101202204
2015-03-20,BPE0331,4.72,NI,Wind,-40.280614262851415,175.6405101202204
2015-03-21,BPE0331,6.2,NI,Wind,-40.280614262851415,175.6405101202204
2015-03-22,BPE0331,4.62,NI,Wind,-40.280614262851415,175.6405101202204
2015-03-23,BPE0331,3.43,NI,Wind,-40.280614262851415,175.6405101202204
2015-03-24,BPE0331,5.65,NI,Wind,-40.280614262851415,175.6405101202204
2015-03-25,BPE0331,5.9,NI,Wind,-40.280614262851415,175.6405101202204
2015-03-26,BPE0331,4.7,NI,Wind,-40.280614262851415,175.6405101202204
2015-03-27,BPE0331,3.79,NI,Wind,-40.280614262851415,175.6405101202204
2015-03-28,BPE0331,5.86,NI,Wind,-40.280614262851415,175.6405101202204
2015-03-29,BPE0331,9.63,NI,Wind,-40.280614262851415,175.6405101202204
2015-03-30,BPE0331,6.51,NI,Wind,-40.280614262851415,175.6405101202204
2015-03-31,BPE0331,5.15,NI,Wind,-40.280614262851415,175.6405101202204
2015-04-01,BPE0331,2.91,NI,Wind,-40.280614262851415,175.6405101202204
2015-04-02,BPE0331,9.23,NI,Wind,-40.280614262851415,175.6405101202204
2015-04-03,BPE0331,6.96,NI,Wind,-40.280614262851415,175.6405101202204
2015-04-04,BPE0331,11.4,NI,Wind,-40.280614262851415,175.6405101202204
2015-04-05,BPE0331,4.48,NI,Wind,-40.280614262851415,175.6405101202204
2015-04-06,BPE0331,6.57,NI,Wind,-40.280614262851415,175.6405101202204
2015-04-07,BPE0331,9.59,NI,Wind,-40.280614262851415,175.6405101202204
2015-04-08,BPE0331,8.38,NI,Wind,-40.280614262851415,175.6405101202204
2015-04-09,BPE0331,6.66,NI,Wind,-40.280614262851415,175.6405101202204
2015-04-10,BPE0331,7.8,NI,Wind,-40.280614262851415,175.6405101202204
2015-04-11,BPE0331,5.11,NI,Wind,-40.280614262851415,175.6405101202204
2015-04-12,BPE0331,13.64,NI,Wind,-40.280614262851415,175.6405101202204
2015-04-13,BPE0331,11.57,NI,Wind,-40.280614262851415,175.6405101202204
2015-04-14,BPE0331,7.06,NI,Wind,-40.280614262851415,175.6405101202204
2015-04-15,BPE0331,8.37,NI,Wind,-40.280614262851415,175.6405101202204
2015-04-16,BPE0331,6.18,NI,Wind,-40.280614262851415,175.6405101202204
2015-04-17,BPE0331,9.66,NI,Wind,-40.280614262851415,175.6405101202204
2015-04-18,BPE0331,4.84,NI,Wind,-40.280614262851415,175.6405101202204
2015-04-19,BPE0331,4.32,NI,Wind,-40.280614262851415,175.6405101202204
2015-04-20,BPE0331,7.18,NI,Wind,-40.280614262851415,175.6405101202204
2015-04-21,BPE0331,4.96,NI,Wind,-40.280614262851415,175.6405101202204
2015-04-22,BPE0331,5.0,NI,Wind,-40.280614262851415,175.6405101202204
2015-04-23,BPE0331,7.11,NI,Wind,-40.280614262851415,175.6405101202204
2015-04-24,BPE0331,5.99,NI,Wind,-40.280614262851415,175.6405101202204
2015-04-25,BPE0331,6.0,NI,Wind,-40.280614262851415,175.6405101202204
2015-04-26,BPE0331,8.5,NI,Wind,-40.280614262851415,175.6405101202204
2015-04-27,BPE0331,13.39,NI,Wind,-40.280614262851415,175.6405101202204
2015-04-28,BPE0331,10.91,NI,Wind,-40.280614262851415,175.6405101202204
2015-04-29,BPE0331,12.75,NI,Wind,-40.280614262851415,175.6405101202204
2015-04-30,BPE0331,8.7,NI,Wind,-40.280614262851415,175.6405101202204
2015-05-01,BPE0331,7.54,NI,Wind,-40.280614262851415,175.6405101202204
2015-05-02,BPE0331,7.74,NI,Wind,-40.280614262851415,175.6405101202204
2015-05-03,BPE0331,5.04,NI,Wind,-40.280614262851415,175.6405101202204
2015-05-04,BPE0331,6.15,NI,Wind,-40.280614262851415,175.6405101202204
2015-05-05,BPE0331,7.89,NI,Wind,-40.280614262851415,175.6405101202204
2015-05-06,BPE0331,11.67,NI,Wind,-40.280614262851415,175.6405101202204
2015-05-07,BPE0331,12.27,NI,Wind,-40.280614262851415,175.6405101202204
2015-05-08,BPE0331,9.61,NI,Wind,-40.280614262851415,175.6405101202204
2015-05-09,BPE0331,10.83,NI,Wind,-40.280614262851415,175.6405101202204
2015-05-10,BPE0331,9.69,NI,Wind,-40.280614262851415,175.6405101202204
2015-05-11,BPE0331,10.14,NI,Wind,-40.280614262851415,175.6405101202204
2015-05-12,BPE0331,11.72,NI,Wind,-40.280614262851415,175.6405101202204
2015-05-13,BPE0331,12.5,NI,Wind,-40.280614262851415,175.6405101202204
2015-05-14,BPE0331,9.75,NI,Wind,-40.280614262851415,175.6405101202204
2015-05-15,BPE0331,5.3,NI,Wind,-40.280614262851415,175.6405101202204
2015-05-16,BPE0331,10.11,NI,Wind,-40.280614262851415,175.6405101202204
2015-05-17,BPE0331,4.69,NI,Wind,-40.280614262851415,175.6405101202204
2015-05-18,BPE0331,8.52,NI,Wind,-40.280614262851415,175.6405101202204
2015-05-19,BPE0331,4.42,NI,Wind,-40.280614262851415,175.6405101202204
2015-05-20,BPE0331,4.98,NI,Wind,-40.280614262851415,175.6405101202204
2015-05-21,BPE0331,12.03,NI,Wind,-40.280614262851415,175.6405101202204
2015-05-22,BPE0331,6.01,NI,Wind,-40.280614262851415,175.6405101202204
2015-05-23,BPE0331,6.49,NI,Wind,-40.280614262851415,175.6405101202204
2015-05-24,BPE0331,8.92,NI,Wind,-40.280614262851415,175.6405101202204
2015-05-25,BPE0331,7.82,NI,Wind,-40.280614262851415,175.6405101202204
2015-05-26,BPE0331,6.81,NI,Wind,-40.280614262851415,175.6405101202204
2015-05-27,BPE0331,6.71,NI,Wind,-40.280614262851415,175.6405101202204
2015-05-28,BPE0331,2.56,NI,Wind,-40.280614262851415,175.6405101202204
2015-05-29,BPE0331,5.88,NI,Wind,-40.280614262851415,175.6405101202204
2015-05-30,BPE0331,7.68,NI,Wind,-40.280614262851415,175.6405101202204
2015-05-31,BPE0331,5.0,NI,Wind,-40.280614262851415,175.6405101202204
2015-06-01,BPE0331,6.46,NI,Wind,-40.280614262851415,175.6405101202204
2015-06-02,BPE0331,8.31,NI,Wind,-40.280614262851415,175.6405101202204
2015-06-03,BPE0331,8.32,NI,Wind,-40.280614262851415,175.6405101202204
2015-06-04,BPE0331,7.74,NI,Wind,-40.280614262851415,175.6405101202204
2015-06-05,BPE0331,4.49,NI,Wind,-40.280614262851415,175.6405101202204
2015-06-06,BPE0331,5.92,NI,Wind,-40.280614262851415,175.6405101202204
2015-06-07,BPE0331,6.2,NI,Wind,-40.280614262851415,175.6405101202204
2015-06-08,BPE0331,7.85,NI,Wind,-40.280614262851415,175.6405101202204
2015-06-09,BPE0331,12.43,NI,Wind,-40.280614262851415,175.6405101202204
2015-06-10,BPE0331,14.23,NI,Wind,-40.280614262851415,175.6405101202204
2015-06-11,BPE0331,12.7,NI,Wind,-40.280614262851415,175.6405101202204
2015-06-12,BPE0331,14.63,NI,Wind,-40.280614262851415,175.6405101202204
2015-06-13,BPE0331,11.48,NI,Wind,-40.280614262851415,175.6405101202204
2015-06-14,BPE0331,11.73,NI,Wind,-40.280614262851415,175.6405101202204
2015-06-15,BPE0331,6.51,NI,Wind,-40.280614262851415,175.6405101202204
2015-06-16,BPE0331,5.14,NI,Wind,-40.280614262851415,175.6405101202204
2015-06-17,BPE0331,6.03,NI,Wind,-40.280614262851415,175.6405101202204
2015-06-18,BPE0331,11.72,NI,Wind,-40.280614262851415,175.6405101202204
2015-06-19,BPE0331,14.15,NI,Wind,-40.280614262851415,175.6405101202204
2015-06-20,BPE0331,9.63,NI,Wind,-40.280614262851415,175.6405101202204
2015-06-21,BPE0331,9.28,NI,Wind,-40.280614262851415,175.6405101202204
2015-06-22,BPE0331,9.62,NI,Wind,-40.280614262851415,175.6405101202204
2015-06-23,BPE0331,8.26,NI,Wind,-40.280614262851415,175.6405101202204
2015-06-24,BPE0331,6.75,NI,Wind,-40.280614262851415,175.6405101202204
2015-06-25,BPE0331,5.02,NI,Wind,-40.280614262851415,175.6405101202204
2015-06-26,BPE0331,10.54,NI,Wind,-40.280614262851415,175.6405101202204
2015-06-27,BPE0331,7.38,NI,Wind,-40.280614262851415,175.6405101202204
2015-06-28,BPE0331,11.17,NI,Wind,-40.280614262851415,175.6405101202204
2015-06-29,BPE0331,14.63,NI,Wind,-40.280614262851415,175.6405101202204
2015-06-30,BPE0331,8.84,NI,Wind,-40.280614262851415,175.6405101202204
2015-07-01,BPE0331,6.67,NI,Wind,-40.280614262851415,175.6405101202204
2015-07-02,BPE0331,8.13,NI,Wind,-40.280614262851415,175.6405101202204
2015-07-03,BPE0331,10.97,NI,Wind,-40.280614262851415,175.6405101202204
2015-07-04,BPE0331,5.1,NI,Wind,-40.280614262851415,175.6405101202204
2015-07-05,BPE0331,9.35,NI,Wind,-40.280614262851415,175.6405101202204
2015-07-06,BPE0331,12.39,NI,Wind,-40.280614262851415,175.6405101202204
2015-07-07,BPE0331,5.64,NI,Wind,-40.280614262851415,175.6405101202204
2015-07-08,BPE0331,8.22,NI,Wind,-40.280614262851415,175.6405101202204
2015-07-09,BPE0331,8.94,NI,Wind,-40.280614262851415,175.6405101202204
2015-07-10,BPE0331,7.77,NI,Wind,-40.280614262851415,175.6405101202204
2015-07-11,BPE0331,4.97,NI,Wind,-40.280614262851415,175.6405101202204
2015-07-12,BPE0331,3.09,NI,Wind,-40.280614262851415,175.6405101202204
2015-07-13,BPE0331,3.16,NI,Wind,-40.280614262851415,175.6405101202204
2015-07-14,BPE0331,5.09,NI,Wind,-40.280614262851415,175.6405101202204
2015-07-15,BPE0331,7.49,NI,Wind,-40.280614262851415,175.6405101202204
2015-07-16,BPE0331,6.77,NI,Wind,-40.280614262851415,175.6405101202204
2015-07-17,BPE0331,7.28,NI,Wind,-40.280614262851415,175.6405101202204
2015-07-18,BPE0331,6.75,NI,Wind,-40.280614262851415,175.6405101202204
2015-07-19,BPE0331,11.48,NI,Wind,-40.280614262851415,175.6405101202204
2015-07-20,BPE0331,8.57,NI,Wind,-40.280614262851415,175.6405101202204
2015-07-21,BPE0331,9.08,NI,Wind,-40.280614262851415,175.6405101202204
2015-07-22,BPE0331,7.19,NI,Wind,-40.280614262851415,175.6405101202204
2015-07-23,BPE0331,5.94,NI,Wind,-40.280614262851415,175.6405101202204
2015-07-24,BPE0331,6.58,NI,Wind,-40.280614262851415,175.6405101202204
2015-07-25,BPE0331,4.37,NI,Wind,-40.280614262851415,175.6405101202204
2015-07-26,BPE0331,8.7,NI,Wind,-40.280614262851415,175.6405101202204
2015-07-27,BPE0331,7.39,NI,Wind,-40.280614262851415,175.6405101202204
2015-07-28,BPE0331,10.44,NI,Wind,-40.280614262851415,175.6405101202204
2015-07-29,BPE0331,7.77,NI,Wind,-40.280614262851415,175.6405101202204
2015-07-30,BPE0331,5.68,NI,Wind,-40.280614262851415,175.6405101202204
2015-07-31,BPE0331,7.96,NI,Wind,-40.280614262851415,175.6405101202204
2015-08-01,BPE0331,9.12,NI,Wind,-40.280614262851415,175.6405101202204
2015-08-02,BPE0331,8.88,NI,Wind,-40.280614262851415,175.6405101202204
2015-08-03,BPE0331,11.2,NI,Wind,-40.280614262851415,175.6405101202204
2015-08-04,BPE0331,13.44,NI,Wind,-40.280614262851415,175.6405101202204
2015-08-05,BPE0331,5.69,NI,Wind,-40.280614262851415,175.6405101202204
2015-08-06,BPE0331,10.51,NI,Wind,-40.280614262851415,175.6405101202204
2015-08-07,BPE0331,12.8,NI,Wind,-40.280614262851415,175.6405101202204
2015-08-08,BPE0331,7.04,NI,Wind,-40.280614262851415,175.6405101202204
2015-08-09,BPE0331,6.23,NI,Wind,-40.280614262851415,175.6405101202204
2015-08-10,BPE0331,6.94,NI,Wind,-40.280614262851415,175.6405101202204
2015-08-11,BPE0331,7.85,NI,Wind,-40.280614262851415,175.6405101202204
2015-08-12,BPE0331,4.58,NI,Wind,-40.280614262851415,175.6405101202204
2015-08-13,BPE0331,3.94,NI,Wind,-40.280614262851415,175.6405101202204
2015-08-14,BPE0331,7.77,NI,Wind,-40.280614262851415,175.6405101202204
2015-08-15,BPE0331,6.69,NI,Wind,-40.280614262851415,175.6405101202204
2015-08-16,BPE0331,8.2,NI,Wind,-40.280614262851415,175.6405101202204
2015-08-17,BPE0331,4.66,NI,Wind,-40.280614262851415,175.6405101202204
2015-08-18,BPE0331,9.36,NI,Wind,-40.280614262851415,175.6405101202204
2015-08-19,BPE0331,11.18,NI,Wind,-40.280614262851415,175.6405101202204
2015-08-20,BPE0331,6.16,NI,Wind,-40.280614262851415,175.6405101202204
2015-08-21,BPE0331,2.83,NI,Wind,-40.280614262851415,175.6405101202204
2015-08-22,BPE0331,4.2,NI,Wind,-40.280614262851415,175.6405101202204
2015-08-23,BPE0331,8.06,NI,Wind,-40.280614262851415,175.6405101202204
2015-08-24,BPE0331,10.77,NI,Wind,-40.280614262851415,175.6405101202204
2015-08-25,BPE0331,9.44,NI,Wind,-40.280614262851415,175.6405101202204
2015-08-26,BPE0331,5.75,NI,Wind,-40.280614262851415,175.6405101202204
2015-08-27,BPE0331,2.66,NI,Wind,-40.280614262851415,175.6405101202204
2015-08-28,BPE0331,5.2,NI,Wind,-40.280614262851415,175.6405101202204
2015-08-29,BPE0331,7.6,NI,Wind,-40.280614262851415,175.6405101202204
2015-08-30,BPE0331,7.33,NI,Wind,-40.280614262851415,175.6405101202204
2015-08-31,BPE0331,6.77,NI,Wind,-40.280614262851415,175.6405101202204
2015-09-01,BPE0331,10.38,NI,Wind,-40.280614262851415,175.6405101202204
2015-09-02,BPE0331,10.0,NI,Wind,-40.280614262851415,175.6405101202204
2015-09-03,BPE0331,6.54,NI,Wind,-40.280614262851415,175.6405101202204
2015-09-04,BPE0331,10.1,NI,Wind,-40.280614262851415,175.6405101202204
2015-09-05,BPE0331,9.08,NI,Wind,-40.280614262851415,175.6405101202204
2015-09-06,BPE0331,7.53,NI,Wind,-40.280614262851415,175.6405101202204
2015-09-07,BPE0331,6.06,NI,Wind,-40.280614262851415,175.6405101202204
2015-09-08,BPE0331,5.65,NI,Wind,-40.280614262851415,175.6405101202204
2015-09-09,BPE0331,9.87,NI,Wind,-40.280614262851415,175.6405101202204
2015-09-10,BPE0331,9.26,NI,Wind,-40.280614262851415,175.6405101202204
2015-09-11,BPE0331,7.79,NI,Wind,-40.280614262851415,175.6405101202204
2015-09-12,BPE0331,6.76,NI,Wind,-40.280614262851415,175.6405101202204
2015-09-13,BPE0331,6.51,NI,Wind,-40.280614262851415,175.6405101202204
2015-09-14,BPE0331,4.47,NI,Wind,-40.280614262851415,175.6405101202204
2015-09-15,BPE0331,8.57,NI,Wind,-40.280614262851415,175.6405101202204
2015-09-16,BPE0331,12.97,NI,Wind,-40.280614262851415,175.6405101202204
2015-09-17,BPE0331,10.88,NI,Wind,-40.280614262851415,175.6405101202204
2015-09-18,BPE0331,10.83,NI,Wind,-40.280614262851415,175.6405101202204
2015-09-19,BPE0331,7.39,NI,Wind,-40.280614262851415,175.6405101202204
2015-09-20,BPE0331,11.1,NI,Wind,-40.280614262851415,175.6405101202204
2015-09-21,BPE0331,13.98,NI,Wind,-40.280614262851415,175.6405101202204
2015-09-22,BPE0331,5.35,NI,Wind,-40.280614262851415,175.6405101202204
2015-09-23,BPE0331,8.34,NI,Wind,-40.280614262851415,175.6405101202204
2015-09-24,BPE0331,10.72,NI,Wind,-40.280614262851415,175.6405101202204
2015-09-25,BPE0331,6.65,NI,Wind,-40.280614262851415,175.6405101202204
2015-09-26,BPE0331,8.45,NI,Wind,-40.280614262851415,175.6405101202204
2015-09-27,BPE0331,4.61,NI,Wind,-40.280614262851415,175.6405101202204
2015-09-28,BPE0331,4.7,NI,Wind,-40.280614262851415,175.6405101202204
2015-09-29,BPE0331,3.29,NI,Wind,-40.280614262851415,175.6405101202204
2015-09-30,BPE0331,6.37,NI,Wind,-40.280614262851415,175.6405101202204
2015-10-01,BPE0331,11.55,NI,Wind,-40.280614262851415,175.6405101202204
2015-10-02,BPE0331,11.9,NI,Wind,-40.280614262851415,175.6405101202204
2015-10-03,BPE0331,6.31,NI,Wind,-40.280614262851415,175.6405101202204
2015-10-04,BPE0331,14.17,NI,Wind,-40.280614262851415,175.6405101202204
2015-10-05,BPE0331,7.9,NI,Wind,-40.280614262851415,175.6405101202204
2015-10-06,BPE0331,11.2,NI,Wind,-40.280614262851415,175.6405101202204
2015-10-07,BPE0331,12.07,NI,Wind,-40.280614262851415,175.6405101202204
2015-10-08,BPE0331,8.23,NI,Wind,-40.280614262851415,175.6405101202204
2015-10-09,BPE0331,5.82,NI,Wind,-40.280614262851415,175.6405101202204
2015-10-10,BPE0331,7.68,NI,Wind,-40.280614262851415,175.6405101202204
2015-10-11,BPE0331,9.31,NI,Wind,-40.280614262851415,175.6405101202204
2015-10-12,BPE0331,13.75,NI,Wind,-40.280614262851415,175.6405101202204
2015-10-13,BPE0331,10.52,NI,Wind,-40.280614262851415,175.6405101202204
2015-10-14,BPE0331,4.34,NI,Wind,-40.280614262851415,175.6405101202204
2015-10-15,BPE0331,6.55,NI,Wind,-40.280614262851415,175.6405101202204
2015-10-16,BPE0331,13.57,NI,Wind,-40.280614262851415,175.6405101202204
2015-10-17,BPE0331,11.85,NI,Wind,-40.280614262851415,175.6405101202204
2015-10-18,BPE0331,14.78,NI,Wind,-40.280614262851415,175.6405101202204
2015-10-19,BPE0331,10.73,NI,Wind,-40.280614262851415,175.6405101202204
2015-10-20,BPE0331,7.8,NI,Wind,-40.280614262851415,175.6405101202204
2015-10-21,BPE0331,14.15,NI,Wind,-40.280614262851415,175.6405101202204
2015-10-22,BPE0331,12.8,NI,Wind,-40.280614262851415,175.6405101202204
2015-10-23,BPE0331,11.35,NI,Wind,-40.280614262851415,175.6405101202204
2015-10-24,BPE0331,3.71,NI,Wind,-40.280614262851415,175.6405101202204
2015-10-25,BPE0331,6.43,NI,Wind,-40.280614262851415,175.6405101202204
2015-10-26,BPE0331,7.84,NI,Wind,-40.280614262851415,175.6405101202204
2015-10-27,BPE0331,7.77,NI,Wind,-40.280614262851415,175.6405101202204
2015-10-28,BPE0331,7.79,NI,Wind,-40.280614262851415,175.6405101202204
2015-10-29,BPE0331,8.45,NI,Wind,-40.280614262851415,175.6405101202204
2015-10-30,BPE0331,6.66,NI,Wind,-40.280614262851415,175.6405101202204
2015-10-31,BPE0331,6.22,NI,Wind,-40.280614262851415,175.6405101202204
2015-11-01,BPE0331,3.19,NI,Wind,-40.280614262851415,175.6405101202204
2015-11-02,BPE0331,11.45,NI,Wind,-40.280614262851415,175.6405101202204
2015-11-03,BPE0331,12.8,NI,Wind,-40.280614262851415,175.6405101202204
2015-11-04,BPE0331,11.23,NI,Wind,-40.280614262851415,175.6405101202204
2015-11-05,BPE0331,8.34,NI,Wind,-40.280614262851415,175.6405101202204
2015-11-06,BPE0331,4.87,NI,Wind,-40.280614262851415,175.6405101202204
2015-11-07,BPE0331,6.08,NI,Wind,-40.280614262851415,175.6405101202204
2015-11-08,BPE0331,7.76,NI,Wind,-40.280614262851415,175.6405101202204
2015-11-09,BPE0331,4.72,NI,Wind,-40.280614262851415,175.6405101202204
2015-11-10,BPE0331,7.59,NI,Wind,-40.280614262851415,175.6405101202204
2015-11-11,BPE0331,8.71,NI,Wind,-40.280614262851415,175.6405101202204
2015-11-12,BPE0331,8.69,NI,Wind,-40.280614262851415,175.6405101202204
2015-11-13,BPE0331,7.12,NI,Wind,-40.280614262851415,175.6405101202204
2015-11-14,BPE0331,7.88,NI,Wind,-40.280614262851415,175.6405101202204
2015-11-15,BPE0331,8.43,NI,Wind,-40.280614262851415,175.6405101202204
2015-11-16,BPE0331,4.61,NI,Wind,-40.280614262851415,175.6405101202204
2015-11-17,BPE0331,7.81,NI,Wind,-40.280614262851415,175.6405101202204
2015-11-18,BPE0331,6.3,NI,Wind,-40.280614262851415,175.6405101202204
2015-11-19,BPE0331,4.44,NI,Wind,-40.280614262851415,175.6405101202204
2015-11-20,BPE0331,14.05,NI,Wind,-40.280614262851415,175.6405101202204
2015-11-21,BPE0331,9.74,NI,Wind,-40.280614262851415,175.6405101202204
2015-11-22,BPE0331,11.35,NI,Wind,-40.280614262851415,175.6405101202204
2015-11-23,BPE0331,11.21,NI,Wind,-40.280614262851415,175.6405101202204
2015-11-24,BPE0331,11.74,NI,Wind,-40.280614262851415,175.6405101202204
2015-11-25,BPE0331,9.39,NI,Wind,-40.280614262851415,175.6405101202204
2015-11-26,BPE0331,10.53,NI,Wind,-40.280614262851415,175.6405101202204
2015-11-27,BPE0331,13.69,NI,Wind,-40.280614262851415,175.6405101202204
2015-11-28,BPE0331,10.52,NI,Wind,-40.280614262851415,175.6405101202204
2015-11-29,BPE0331,5.15,NI,Wind,-40.280614262851415,175.6405101202204
2015-11-30,BPE0331,4.64,NI,Wind,-40.280614262851415,175.6405101202204
2015-12-01,BPE0331,4.3,NI,Wind,-40.280614262851415,175.6405101202204
2015-12-02,BPE0331,5.06,NI,Wind,-40.280614262851415,175.6405101202204
2015-12-03,BPE0331,9.68,NI,Wind,-40.280614262851415,175.6405101202204
2015-12-04,BPE0331,9.45,NI,Wind,-40.280614262851415,175.6405101202204
