DATE,POC_Code,T2M,Island,Fuel_Code,Latitude,Longitude
2023-10-22,LTN2201,10.63,NI,Wind,-40.41045203836097,175.63139355408708
2023-10-23,LTN2201,10.62,NI,Wind,-40.41045203836097,175.63139355408708
2023-10-24,LTN2201,12.46,NI,Wind,-40.41045203836097,175.63139355408708
2023-10-25,LTN2201,13.37,NI,Wind,-40.41045203836097,175.63139355408708
2023-10-26,LTN2201,14.8,NI,Wind,-40.41045203836097,175.63139355408708
2023-10-27,LTN2201,9.56,NI,Wind,-40.41045203836097,175.63139355408708
2023-10-28,LTN2201,7.97,NI,Wind,-40.41045203836097,175.63139355408708
2023-10-29,LTN2201,9.28,NI,Wind,-40.41045203836097,175.63139355408708
2023-10-30,LTN2201,11.73,NI,Wind,-40.41045203836097,175.63139355408708
2023-10-31,LTN2201,15.98,NI,Wind,-40.41045203836097,175.63139355408708
2023-11-01,LTN2201,15.24,NI,Wind,-40.41045203836097,175.63139355408708
2023-11-02,LTN2201,14.39,NI,Wind,-40.41045203836097,175.63139355408708
2023-11-03,LTN2201,13.93,NI,Wind,-40.41045203836097,175.63139355408708
2023-11-04,LTN2201,13.86,NI,Wind,-40.41045203836097,175.63139355408708
2023-11-05,LTN2201,13.09,NI,Wind,-40.41045203836097,175.63139355408708
2023-11-06,LTN2201,11.07,NI,Wind,-40.41045203836097,175.63139355408708
2023-11-07,LTN2201,11.49,NI,Wind,-40.41045203836097,175.63139355408708
2023-11-08,LTN2201,10.45,NI,Wind,-40.41045203836097,175.63139355408708
2023-11-09,LTN2201,10.83,NI,Wind,-40.41045203836097,175.63139355408708
2023-11-10,LTN2201,9.27,NI,Wind,-40.41045203836097,175.63139355408708
2023-11-11,LTN2201,10.43,NI,Wind,-40.41045203836097,175.63139355408708
2023-11-12,LTN2201,12.16,NI,Wind,-40.41045203836097,175.63139355408708
2023-11-13,LTN2201,13.33,NI,Wind,-40.41045203836097,175.63139355408708
2023-11-14,LTN2201,13.62,NI,Wind,-40.41045203836097,175.63139355408708
2023-11-15,LTN2201,14.24,NI,Wind,-40.41045203836097,175.63139355408708
2023-11-16,LTN2201,14.45,NI,Wind,-40.41045203836097,175.63139355408708
2023-11-17,LTN2201,14.84,NI,Wind,-40.41045203836097,175.63139355408708
2023-11-18,LTN2201,13.97,NI,Wind,-40.41045203836097,175.63139355408708
2023-11-19,LTN2201,14.89,NI,Wind,-40.41045203836097,175.63139355408708
2023-11-20,LTN2201,13.15,NI,Wind,-40.41045203836097,175.63139355408708
2023-11-21,LTN2201,14.36,NI,Wind,-40.41045203836097,175.63139355408708
2023-11-22,LTN2201,15.84,NI,Wind,-40.41045203836097,175.63139355408708
2023-11-23,LTN2201,14.82,NI,Wind,-40.41045203836097,175.63139355408708
2023-11-24,LTN2201,10.71,NI,Wind,-40.41045203836097,175.63139355408708
2023-11-25,LTN2201,9.97,NI,Wind,-40.41045203836097,175.63139355408708
2023-11-26,LTN2201,11.77,NI,Wind,-40.41045203836097,175.63139355408708
2023-11-27,LTN2201,12.25,NI,Wind,-40.41045203836097,175.63139355408708
2023-11-28,LTN2201,14.54,NI,Wind,-40.41045203836097,175.63139355408708
2023-11-29,LTN2201,13.11,NI,Wind,-40.41045203836097,175.63139355408708
2023-11-30,LTN2201,12.42,NI,Wind,-40.41045203836097,175.63139355408708
2023-12-01,LTN2201,12.68,NI,Wind,-40.41045203836097,175.63139355408708
2023-12-02,LTN2201,15.22,NI,Wind,-40.41045203836097,175.63139355408708
2023-12-03,LTN2201,15.26,NI,Wind,-40.41045203836097,175.63139355408708
2023-12-04,LTN2201,13.16,NI,Wind,-40.41045203836097,175.63139355408708
2023-12-05,LTN2201,13.35,NI,Wind,-40.41045203836097,175.63139355408708
2023-12-06,LTN2201,14.88,NI,Wind,-40.41045203836097,175.63139355408708
2023-12-07,LTN2201,15.42,NI,Wind,-40.41045203836097,175.63139355408708
2023-12-08,LTN2201,13.95,NI,Wind,-40.41045203836097,175.63139355408708
2023-12-09,LTN2201,14.59,NI,Wind,-40.41045203836097,175.63139355408708
2023-12-10,LTN2201,13.12,NI,Wind,-40.41045203836097,175.63139355408708
2023-12-11,LTN2201,13.39,NI,Wind,-40.41045203836097,175.63139355408708
2023-12-12,LTN2201,12.47,NI,Wind,-40.41045203836097,175.63139355408708
2023-12-13,LTN2201,12.39,NI,Wind,-40.41045203836097,175.63139355408708
2023-12-14,LTN2201,15.08,NI,Wind,-40.41045203836097,175.63139355408708
2023-12-15,LTN2201,14.79,NI,Wind,-40.41045203836097,175.63139355408708
2023-12-16,LTN2201,16.51,NI,Wind,-40.41045203836097,175.63139355408708
2023-12-17,LTN2201,16.83,NI,Wind,-40.41045203836097,175.63139355408708
2023-12-18,LTN2201,18.06,NI,Wind,-40.41045203836097,175.63139355408708
2023-12-19,LTN2201,18.02,NI,Wind,-40.41045203836097,175.63139355408708
2023-12-20,LTN2201,17.17,NI,Wind,-40.41045203836097,175.63139355408708
2023-12-21,LTN2201,16.78,NI,Wind,-40.41045203836097,175.63139355408708
2023-12-22,LTN2201,18.22,NI,Wind,-40.41045203836097,175.63139355408708
2023-12-23,LTN2201,19.77,NI,Wind,-40.41045203836097,175.63139355408708
2023-12-24,LTN2201,19.89,NI,Wind,-40.41045203836097,175.63139355408708
2023-12-25,LTN2201,19.23,NI,Wind,-40.41045203836097,175.63139355408708
2023-12-26,LTN2201,18.58,NI,Wind,-40.41045203836097,175.63139355408708
2023-12-27,LTN2201,16.08,NI,Wind,-40.41045203836097,175.63139355408708
2023-12-28,LTN2201,17.67,NI,Wind,-40.41045203836097,175.63139355408708
2023-12-29,LTN2201,19.62,NI,Wind,-40.41045203836097,175.63139355408708
2023-12-30,LTN2201,19.15,NI,Wind,-40.41045203836097,175.63139355408708
2023-12-31,LTN2201,18.01,NI,Wind,-40.41045203836097,175.63139355408708
2024-01-01,LTN2201,15.06,NI,Wind,-40.41045203836097,175.63139355408708
2024-01-02,LTN2201,15.29,NI,Wind,-40.41045203836097,175.63139355408708
2024-01-03,LTN2201,17.46,NI,Wind,-40.41045203836097,175.63139355408708
2024-01-04,LTN2201,16.99,NI,Wind,-40.41045203836097,175.63139355408708
2024-01-05,LTN2201,15.55,NI,Wind,-40.41045203836097,175.63139355408708
2024-01-06,LTN2201,14.69,NI,Wind,-40.41045203836097,175.63139355408708
2024-01-07,LTN2201,15.6,NI,Wind,-40.41045203836097,175.63139355408708
2024-01-08,LTN2201,18.04,NI,Wind,-40.41045203836097,175.63139355408708
2024-01-09,LTN2201,18.14,NI,Wind,-40.41045203836097,175.63139355408708
2024-01-10,LTN2201,19.85,NI,Wind,-40.41045203836097,175.63139355408708
2024-01-11,LTN2201,20.15,NI,Wind,-40.41045203836097,175.63139355408708
2024-01-12,LTN2201,19.59,NI,Wind,-40.41045203836097,175.63139355408708
2024-01-13,LTN2201,19.41,NI,Wind,-40.41045203836097,175.63139355408708
2024-01-14,LTN2201,19.86,NI,Wind,-40.41045203836097,175.63139355408708
2024-01-15,LTN2201,17.67,NI,Wind,-40.41045203836097,175.63139355408708
2024-01-16,LTN2201,16.76,NI,Wind,-40.41045203836097,175.63139355408708
2024-01-17,LTN2201,21.0,NI,Wind,-40.41045203836097,175.63139355408708
2024-01-18,LTN2201,21.43,NI,Wind,-40.41045203836097,175.63139355408708
2024-01-19,LTN2201,23.0,NI,Wind,-40.41045203836097,175.63139355408708
2024-01-20,LTN2201,22.54,NI,Wind,-40.41045203836097,175.63139355408708
2024-01-21,LTN2201,22.2,NI,Wind,-40.41045203836097,175.63139355408708
2024-01-22,LTN2201,21.69,NI,Wind,-40.41045203836097,175.63139355408708
2024-01-23,LTN2201,18.86,NI,Wind,-40.41045203836097,175.63139355408708
2024-01-24,LTN2201,15.11,NI,Wind,-40.41045203836097,175.63139355408708
2024-01-25,LTN2201,15.2,NI,Wind,-40.41045203836097,175.63139355408708
2024-01-26,LTN2201,16.69,NI,Wind,-40.41045203836097,175.63139355408708
2024-01-27,LTN2201,17.93,NI,Wind,-40.41045203836097,175.63139355408708
2024-01-28,LTN2201,16.39,NI,Wind,-40.41045203836097,175.63139355408708
2024-01-29,LTN2201,16.75,NI,Wind,-40.41045203836097,175.63139355408708
2024-01-30,LTN2201,18.72,NI,Wind,-40.41045203836097,175.63139355408708
2024-01-31,LTN2201,18.64,NI,Wind,-40.41045203836097,175.63139355408708
2024-02-01,LTN2201,18.5,NI,Wind,-40.41045203836097,175.63139355408708
2024-02-02,LTN2201,18.18,NI,Wind,-40.41045203836097,175.63139355408708
2024-02-03,LTN2201,14.2,NI,Wind,-40.41045203836097,175.63139355408708
2024-02-04,LTN2201,14.8,NI,Wind,-40.41045203836097,175.63139355408708
2024-02-05,LTN2201,18.16,NI,Wind,-40.41045203836097,175.63139355408708
2024-02-06,LTN2201,18.01,NI,Wind,-40.41045203836097,175.63139355408708
2024-02-07,LTN2201,17.52,NI,Wind,-40.41045203836097,175.63139355408708
2024-02-08,LTN2201,18.06,NI,Wind,-40.41045203836097,175.63139355408708
2024-02-09,LTN2201,18.55,NI,Wind,-40.41045203836097,175.63139355408708
2024-02-10,LTN2201,17.73,NI,Wind,-40.41045203836097,175.63139355408708
2024-02-11,LTN2201,13.17,NI,Wind,-40.41045203836097,175.63139355408708
2024-02-12,LTN2201,14.38,NI,Wind,-40.41045203836097,175.63139355408708
2024-02-13,LTN2201,15.72,NI,Wind,-40.41045203836097,175.63139355408708
2024-02-14,LTN2201,16.61,NI,Wind,-40.41045203836097,175.63139355408708
2024-02-15,LTN2201,17.32,NI,Wind,-40.41045203836097,175.63139355408708
2024-02-16,LTN2201,17.91,NI,Wind,-40.41045203836097,175.63139355408708
2024-02-17,LTN2201,17.63,NI,Wind,-40.41045203836097,175.63139355408708
2024-02-18,LTN2201,17.41,NI,Wind,-40.41045203836097,175.63139355408708
2024-02-19,LTN2201,18.52,NI,Wind,-40.41045203836097,175.63139355408708
2024-02-20,LTN2201,15.23,NI,Wind,-40.41045203836097,175.63139355408708
2024-02-21,LTN2201,14.87,NI,Wind,-40.41045203836097,175.63139355408708
2024-02-22,LTN2201,17.6,NI,Wind,-40.41045203836097,175.63139355408708
2024-02-23,LTN2201,17.28,NI,Wind,-40.41045203836097,175.63139355408708
2024-02-24,LTN2201,18.33,NI,Wind,-40.41045203836097,175.63139355408708
2024-02-25,LTN2201,19.14,NI,Wind,-40.41045203836097,175.63139355408708
2024-02-26,LTN2201,16.49,NI,Wind,-40.41045203836097,175.63139355408708
2024-02-27,LTN2201,16.33,NI,Wind,-40.41045203836097,175.63139355408708
2024-02-28,LTN2201,16.2,NI,Wind,-40.41045203836097,175.63139355408708
2024-02-29,LTN2201,15.65,NI,Wind,-40.41045203836097,175.63139355408708
2024-03-01,LTN2201,16.31,NI,Wind,-40.41045203836097,175.63139355408708
2024-03-02,LTN2201,16.37,NI,Wind,-40.41045203836097,175.63139355408708
2024-03-03,LTN2201,17.42,NI,Wind,-40.41045203836097,175.63139355408708
2024-03-04,LTN2201,16.84,NI,Wind,-40.41045203836097,175.63139355408708
2024-03-05,LTN2201,13.92,NI,Wind,-40.41045203836097,175.63139355408708
2024-03-06,LTN2201,13.24,NI,Wind,-40.41045203836097,175.63139355408708
2024-03-07,LTN2201,13.8,NI,Wind,-40.41045203836097,175.63139355408708
2024-03-08,LTN2201,15.89,NI,Wind,-40.41045203836097,175.63139355408708
2024-03-09,LTN2201,15.51,NI,Wind,-40.41045203836097,175.63139355408708
2024-03-10,LTN2201,13.82,NI,Wind,-40.41045203836097,175.63139355408708
2024-03-11,LTN2201,15.4,NI,Wind,-40.41045203836097,175.63139355408708
2024-03-12,LTN2201,16.55,NI,Wind,-40.41045203836097,175.63139355408708
2024-03-13,LTN2201,16.01,NI,Wind,-40.41045203836097,175.63139355408708
2024-03-14,LTN2201,14.37,NI,Wind,-40.41045203836097,175.63139355408708
2024-03-15,LTN2201,13.37,NI,Wind,-40.41045203836097,175.63139355408708
2024-03-16,LTN2201,11.13,NI,Wind,-40.41045203836097,175.63139355408708
2024-03-17,LTN2201,13.9,NI,Wind,-40.41045203836097,175.63139355408708
2024-03-18,LTN2201,13.97,NI,Wind,-40.41045203836097,175.63139355408708
2024-03-19,LTN2201,10.66,NI,Wind,-40.41045203836097,175.63139355408708
2024-03-20,LTN2201,10.73,NI,Wind,-40.41045203836097,175.63139355408708
2024-03-21,LTN2201,11.75,NI,Wind,-40.41045203836097,175.63139355408708
2024-03-22,LTN2201,13.66,NI,Wind,-40.41045203836097,175.63139355408708
2024-03-23,LTN2201,15.06,NI,Wind,-40.41045203836097,175.63139355408708
2024-03-24,LTN2201,15.55,NI,Wind,-40.41045203836097,175.63139355408708
2024-03-25,LTN2201,15.68,NI,Wind,-40.41045203836097,175.63139355408708
2024-03-26,LTN2201,16.56,NI,Wind,-40.41045203836097,175.63139355408708
2024-03-27,LTN2201,15.25,NI,Wind,-40.41045203836097,175.63139355408708
2024-03-28,LTN2201,13.51,NI,Wind,-40.41045203836097,175.63139355408708
2024-03-29,LTN2201,10.07,NI,Wind,-40.41045203836097,175.63139355408708
2024-03-30,LTN2201,10.75,NI,Wind,-40.41045203836097,175.63139355408708
2024-03-31,LTN2201,11.98,NI,Wind,-40.41045203836097,175.63139355408708
2024-04-01,LTN2201,12.88,NI,Wind,-40.41045203836097,175.63139355408708
2024-04-02,LTN2201,13.84,NI,Wind,-40.41045203836097,175.63139355408708
2024-04-03,LTN2201,14.65,NI,Wind,-40.41045203836097,175.63139355408708
2024-04-04,LTN2201,15.57,NI,Wind,-40.41045203836097,175.63139355408708
2024-04-05,LTN2201,13.36,NI,Wind,-40.41045203836097,175.63139355408708
2024-04-06,LTN2201,12.1,NI,Wind,-40.41045203836097,175.63139355408708
2024-04-07,LTN2201,11.97,NI,Wind,-40.41045203836097,175.63139355408708
2024-04-08,LTN2201,13.44,NI,Wind,-40.41045203836097,175.63139355408708
2024-04-09,LTN2201,15.31,NI,Wind,-40.41045203836097,175.63139355408708
2024-04-10,LTN2201,17.29,NI,Wind,-40.41045203836097,175.63139355408708
2024-04-11,LTN2201,17.32,NI,Wind,-40.41045203836097,175.63139355408708
2024-04-12,LTN2201,17.38,NI,Wind,-40.41045203836097,175.63139355408708
2024-04-13,LTN2201,13.57,NI,Wind,-40.41045203836097,175.63139355408708
2024-04-14,LTN2201,11.86,NI,Wind,-40.41045203836097,175.63139355408708
2024-04-15,LTN2201,12.45,NI,Wind,-40.41045203836097,175.63139355408708
2024-04-16,LTN2201,14.1,NI,Wind,-40.41045203836097,175.63139355408708
2024-04-17,LTN2201,14.79,NI,Wind,-40.41045203836097,175.63139355408708
2024-04-18,LTN2201,13.46,NI,Wind,-40.41045203836097,175.63139355408708
2024-04-19,LTN2201,13.53,NI,Wind,-40.41045203836097,175.63139355408708
2024-04-20,LTN2201,13.66,NI,Wind,-40.41045203836097,175.63139355408708
2024-04-21,LTN2201,13.39,NI,Wind,-40.41045203836097,175.63139355408708
2024-04-22,LTN2201,11.72,NI,Wind,-40.41045203836097,175.63139355408708
2024-04-23,LTN2201,10.25,NI,Wind,-40.41045203836097,175.63139355408708
2024-04-24,LTN2201,12.33,NI,Wind,-40.41045203836097,175.63139355408708
2024-04-25,LTN2201,12.55,NI,Wind,-40.41045203836097,175.63139355408708
2024-04-26,LTN2201,12.75,NI,Wind,-40.41045203836097,175.63139355408708
2024-04-27,LTN2201,9.24,NI,Wind,-40.41045203836097,175.63139355408708
2024-04-28,LTN2201,10.42,NI,Wind,-40.41045203836097,175.63139355408708
2024-04-29,LTN2201,10.79,NI,Wind,-40.41045203836097,175.63139355408708
2024-04-30,LTN2201,10.95,NI,Wind,-40.41045203836097,175.63139355408708
2024-05-01,LTN2201,12.91,NI,Wind,-40.41045203836097,175.63139355408708
2024-05-02,LTN2201,10.66,NI,Wind,-40.41045203836097,175.63139355408708
2024-05-03,LTN2201,10.37,NI,Wind,-40.41045203836097,175.63139355408708
2024-05-04,LTN2201,9.27,NI,Wind,-40.41045203836097,175.63139355408708
2024-05-05,LTN2201,9.86,NI,Wind,-40.41045203836097,175.63139355408708
2024-05-06,LTN2201,12.12,NI,Wind,-40.41045203836097,175.63139355408708
2024-05-07,LTN2201,6.97,NI,Wind,-40.41045203836097,175.63139355408708
2024-05-08,LTN2201,7.26,NI,Wind,-40.41045203836097,175.63139355408708
2024-05-09,LTN2201,6.18,NI,Wind,-40.41045203836097,175.63139355408708
2024-05-10,LTN2201,5.69,NI,Wind,-40.41045203836097,175.63139355408708
2024-05-11,LTN2201,6.89,NI,Wind,-40.41045203836097,175.63139355408708
2024-05-12,LTN2201,8.07,NI,Wind,-40.41045203836097,175.63139355408708
2024-05-13,LTN2201,9.47,NI,Wind,-40.41045203836097,175.63139355408708
2024-05-14,LTN2201,8.23,NI,Wind,-40.41045203836097,175.63139355408708
2024-05-15,LTN2201,10.97,NI,Wind,-40.41045203836097,175.63139355408708
2024-05-16,LTN2201,11.05,NI,Wind,-40.41045203836097,175.63139355408708
2024-05-17,LTN2201,9.45,NI,Wind,-40.41045203836097,175.63139355408708
2024-05-18,LTN2201,10.67,NI,Wind,-40.41045203836097,175.63139355408708
2024-05-19,LTN2201,9.99,NI,Wind,-40.41045203836097,175.63139355408708
2024-05-20,LTN2201,10.09,NI,Wind,-40.41045203836097,175.63139355408708
2024-05-21,LTN2201,12.03,NI,Wind,-40.41045203836097,175.63139355408708
2024-05-22,LTN2201,10.46,NI,Wind,-40.41045203836097,175.63139355408708
2024-05-23,LTN2201,9.36,NI,Wind,-40.41045203836097,175.63139355408708
2024-05-24,LTN2201,8.44,NI,Wind,-40.41045203836097,175.63139355408708
2024-05-25,LTN2201,8.77,NI,Wind,-40.41045203836097,175.63139355408708
2024-05-26,LTN2201,9.74,NI,Wind,-40.41045203836097,175.63139355408708
2024-05-27,LTN2201,7.7,NI,Wind,-40.41045203836097,175.63139355408708
2024-05-28,LTN2201,8.86,NI,Wind,-40.41045203836097,175.63139355408708
2024-05-29,LTN2201,8.5,NI,Wind,-40.41045203836097,175.63139355408708
2024-05-30,LTN2201,7.95,NI,Wind,-40.41045203836097,175.63139355408708
2024-05-31,LTN2201,11.87,NI,Wind,-40.41045203836097,175.63139355408708
2024-06-01,LTN2201,12.31,NI,Wind,-40.41045203836097,175.63139355408708
2024-06-02,LTN2201,11.92,NI,Wind,-40.41045203836097,175.63139355408708
2024-06-03,LTN2201,10.39,NI,Wind,-40.41045203836097,175.63139355408708
2024-06-04,LTN2201,7.96,NI,Wind,-40.41045203836097,175.63139355408708
2024-06-05,LTN2201,8.46,NI,Wind,-40.41045203836097,175.63139355408708
2024-06-06,LTN2201,8.74,NI,Wind,-40.41045203836097,175.63139355408708
2024-06-07,LTN2201,9.34,NI,Wind,-40.41045203836097,175.63139355408708
2024-06-08,LTN2201,9.53,NI,Wind,-40.41045203836097,175.63139355408708
2024-06-09,LTN2201,11.27,NI,Wind,-40.41045203836097,175.63139355408708
2024-06-10,LTN2201,13.46,NI,Wind,-40.41045203836097,175.63139355408708
2024-06-11,LTN2201,10.24,NI,Wind,-40.41045203836097,175.63139355408708
2024-06-12,LTN2201,8.07,NI,Wind,-40.41045203836097,175.63139355408708
2024-06-13,LTN2201,7.3,NI,Wind,-40.41045203836097,175.63139355408708
2024-06-14,LTN2201,11.17,NI,Wind,-40.41045203836097,175.63139355408708
2024-06-15,LTN2201,10.3,NI,Wind,-40.41045203836097,175.63139355408708
2024-06-16,LTN2201,9.47,NI,Wind,-40.41045203836097,175.63139355408708
2024-06-17,LTN2201,10.53,NI,Wind,-40.41045203836097,175.63139355408708
2024-06-18,LTN2201,10.0,NI,Wind,-40.41045203836097,175.63139355408708
2024-06-19,LTN2201,8.25,NI,Wind,-40.41045203836097,175.63139355408708
2024-06-20,LTN2201,8.16,NI,Wind,-40.41045203836097,175.63139355408708
2024-06-21,LTN2201,7.25,NI,Wind,-40.41045203836097,175.63139355408708
2024-06-22,LTN2201,7.33,NI,Wind,-40.41045203836097,175.63139355408708
2024-06-23,LTN2201,8.32,NI,Wind,-40.41045203836097,175.63139355408708
2024-06-24,LTN2201,9.69,NI,Wind,-40.41045203836097,175.63139355408708
2024-06-25,LTN2201,10.2,NI,Wind,-40.41045203836097,175.63139355408708
2024-06-26,LTN2201,9.49,NI,Wind,-40.41045203836097,175.63139355408708
2024-06-27,LTN2201,8.59,NI,Wind,-40.41045203836097,175.63139355408708
2024-06-28,LTN2201,7.58,NI,Wind,-40.41045203836097,175.63139355408708
2024-06-29,LTN2201,8.77,NI,Wind,-40.41045203836097,175.63139355408708
2024-06-30,LTN2201,7.62,NI,Wind,-40.41045203836097,175.63139355408708
2024-07-01,LTN2201,10.32,NI,Wind,-40.41045203836097,175.63139355408708
2024-07-02,LTN2201,7.92,NI,Wind,-40.41045203836097,175.63139355408708
2024-07-03,LTN2201,5.47,NI,Wind,-40.41045203836097,175.63139355408708
2024-07-04,LTN2201,5.32,NI,Wind,-40.41045203836097,175.63139355408708
2024-07-05,LTN2201,6.31,NI,Wind,-40.41045203836097,175.63139355408708
2024-07-06,LTN2201,7.12,NI,Wind,-40.41045203836097,175.63139355408708
2024-07-07,LTN2201,6.86,NI,Wind,-40.41045203836097,175.63139355408708
2024-07-08,LTN2201,6.85,NI,Wind,-40.41045203836097,175.63139355408708
2024-07-09,LTN2201,4.98,NI,Wind,-40.41045203836097,175.63139355408708
2024-07-10,LTN2201,6.58,NI,Wind,-40.41045203836097,175.63139355408708
2024-07-11,LTN2201,7.1,NI,Wind,-40.41045203836097,175.63139355408708
2024-07-12,LTN2201,6.36,NI,Wind,-40.41045203836097,175.63139355408708
2024-07-13,LTN2201,7.94,NI,Wind,-40.41045203836097,175.63139355408708
2024-07-14,LTN2201,7.96,NI,Wind,-40.41045203836097,175.63139355408708
2024-07-15,LTN2201,8.21,NI,Wind,-40.41045203836097,175.63139355408708
2024-07-16,LTN2201,10.49,NI,Wind,-40.41045203836097,175.63139355408708
2024-07-17,LTN2201,9.48,NI,Wind,-40.41045203836097,175.63139355408708
2024-07-18,LTN2201,9.64,NI,Wind,-40.41045203836097,175.63139355408708
2024-07-19,LTN2201,8.69,NI,Wind,-40.41045203836097,175.63139355408708
2024-07-20,LTN2201,9.8,NI,Wind,-40.41045203836097,175.63139355408708
2024-07-21,LTN2201,10.01,NI,Wind,-40.41045203836097,175.63139355408708
2024-07-22,LTN2201,7.44,NI,Wind,-40.41045203836097,175.63139355408708
2024-07-23,LTN2201,6.9,NI,Wind,-40.41045203836097,175.63139355408708
2024-07-24,LTN2201,7.03,NI,Wind,-40.41045203836097,175.63139355408708
2024-07-25,LTN2201,8.58,NI,Wind,-40.41045203836097,175.63139355408708
2024-07-26,LTN2201,8.42,NI,Wind,-40.41045203836097,175.63139355408708
2024-07-27,LTN2201,10.25,NI,Wind,-40.41045203836097,175.63139355408708
2024-07-28,LTN2201,10.15,NI,Wind,-40.41045203836097,175.63139355408708
2024-07-29,LTN2201,10.11,NI,Wind,-40.41045203836097,175.63139355408708
2024-07-30,LTN2201,10.16,NI,Wind,-40.41045203836097,175.63139355408708
2024-07-31,LTN2201,7.22,NI,Wind,-40.41045203836097,175.63139355408708
2024-08-01,LTN2201,6.75,NI,Wind,-40.41045203836097,175.63139355408708
2024-08-02,LTN2201,6.03,NI,Wind,-40.41045203836097,175.63139355408708
2024-08-03,LTN2201,4.75,NI,Wind,-40.41045203836097,175.63139355408708
2024-08-04,LTN2201,4.81,NI,Wind,-40.41045203836097,175.63139355408708
2024-08-05,LTN2201,7.56,NI,Wind,-40.41045203836097,175.63139355408708
2024-08-06,LTN2201,8.5,NI,Wind,-40.41045203836097,175.63139355408708
2024-08-07,LTN2201,7.05,NI,Wind,-40.41045203836097,175.63139355408708
2024-08-08,LTN2201,8.15,NI,Wind,-40.41045203836097,175.63139355408708
2024-08-09,LTN2201,8.78,NI,Wind,-40.41045203836097,175.63139355408708
2024-08-10,LTN2201,9.03,NI,Wind,-40.41045203836097,175.63139355408708
2024-08-11,LTN2201,8.52,NI,Wind,-40.41045203836097,175.63139355408708
2024-08-12,LTN2201,9.68,NI,Wind,-40.41045203836097,175.63139355408708
2024-08-13,LTN2201,5.31,NI,Wind,-40.41045203836097,175.63139355408708
2024-08-14,LTN2201,6.01,NI,Wind,-40.41045203836097,175.63139355408708
2024-08-15,LTN2201,9.52,NI,Wind,-40.41045203836097,175.63139355408708
2024-08-16,LTN2201,11.05,NI,Wind,-40.41045203836097,175.63139355408708
2024-08-17,LTN2201,11.56,NI,Wind,-40.41045203836097,175.63139355408708
2024-08-18,LTN2201,12.77,NI,Wind,-40.41045203836097,175.63139355408708
2024-08-19,LTN2201,7.47,NI,Wind,-40.41045203836097,175.63139355408708
2024-08-20,LTN2201,5.65,NI,Wind,-40.41045203836097,175.63139355408708
2024-08-21,LTN2201,6.4,NI,Wind,-40.41045203836097,175.63139355408708
2024-08-22,LTN2201,8.01,NI,Wind,-40.41045203836097,175.63139355408708
2024-08-23,LTN2201,9.44,NI,Wind,-40.41045203836097,175.63139355408708
2024-08-24,LTN2201,11.15,NI,Wind,-40.41045203836097,175.63139355408708
2024-08-25,LTN2201,10.8,NI,Wind,-40.41045203836097,175.63139355408708
2024-08-26,LTN2201,11.53,NI,Wind,-40.41045203836097,175.63139355408708
2024-08-27,LTN2201,11.99,NI,Wind,-40.41045203836097,175.63139355408708
2024-08-28,LTN2201,11.41,NI,Wind,-40.41045203836097,175.63139355408708
2024-08-29,LTN2201,12.68,NI,Wind,-40.41045203836097,175.63139355408708
2024-08-30,LTN2201,10.75,NI,Wind,-40.41045203836097,175.63139355408708
2024-08-31,LTN2201,12.81,NI,Wind,-40.41045203836097,175.63139355408708
2024-09-01,LTN2201,12.6,NI,Wind,-40.41045203836097,175.63139355408708
2024-09-02,LTN2201,11.36,NI,Wind,-40.41045203836097,175.63139355408708
2024-09-03,LTN2201,11.99,NI,Wind,-40.41045203836097,175.63139355408708
2024-09-04,LTN2201,8.16,NI,Wind,-40.41045203836097,175.63139355408708
2024-09-05,LTN2201,7.47,NI,Wind,-40.41045203836097,175.63139355408708
2024-09-06,LTN2201,10.14,NI,Wind,-40.41045203836097,175.63139355408708
2024-09-07,LTN2201,12.7,NI,Wind,-40.41045203836097,175.63139355408708
2024-09-08,LTN2201,9.96,NI,Wind,-40.41045203836097,175.63139355408708
2024-09-09,LTN2201,10.45,NI,Wind,-40.41045203836097,175.63139355408708
2024-09-10,LTN2201,11.71,NI,Wind,-40.41045203836097,175.63139355408708
2024-09-11,LTN2201,7.81,NI,Wind,-40.41045203836097,175.63139355408708
2024-09-12,LTN2201,9.55,NI,Wind,-40.41045203836097,175.63139355408708
2024-09-13,LTN2201,10.25,NI,Wind,-40.41045203836097,175.63139355408708
2024-09-14,LTN2201,9.86,NI,Wind,-40.41045203836097,175.63139355408708
2024-09-15,LTN2201,9.54,NI,Wind,-40.41045203836097,175.63139355408708
2024-09-16,LTN2201,9.14,NI,Wind,-40.41045203836097,175.63139355408708
2024-09-17,LTN2201,6.31,NI,Wind,-40.41045203836097,175.63139355408708
2024-09-18,LTN2201,6.51,NI,Wind,-40.41045203836097,175.63139355408708
2024-09-19,LTN2201,10.71,NI,Wind,-40.41045203836097,175.63139355408708
2024-09-20,LTN2201,11.0,NI,Wind,-40.41045203836097,175.63139355408708
2024-09-21,LTN2201,9.82,NI,Wind,-40.41045203836097,175.63139355408708
2024-09-22,LTN2201,10.19,NI,Wind,-40.41045203836097,175.63139355408708
2024-09-23,LTN2201,10.78,NI,Wind,-40.41045203836097,175.63139355408708
2024-09-24,LTN2201,10.96,NI,Wind,-40.41045203836097,175.63139355408708
2024-09-25,LTN2201,8.96,NI,Wind,-40.41045203836097,175.63139355408708
