DATE,POC_Code,PS,Island,Fuel_Code,Latitude,Longitude
2015-03-19,BPE0331,99.36,NI,Wind,-40.280614262851415,175.6405101202204
2015-03-20,BPE0331,100.06,NI,Wind,-40.280614262851415,175.6405101202204
2015-03-21,BPE0331,100.01,NI,Wind,-40.280614262851415,175.6405101202204
2015-03-22,BPE0331,99.83,NI,Wind,-40.280614262851415,175.6405101202204
2015-03-23,BPE0331,99.64,NI,Wind,-40.280614262851415,175.6405101202204
2015-03-24,BPE0331,99.44,NI,Wind,-40.280614262851415,175.6405101202204
2015-03-25,BPE0331,99.55,NI,Wind,-40.280614262851415,175.6405101202204
2015-03-26,BPE0331,99.38,NI,Wind,-40.280614262851415,175.6405101202204
2015-03-27,BPE0331,99.25,NI,Wind,-40.280614262851415,175.6405101202204
2015-03-28,BPE0331,99.03,NI,Wind,-40.280614262851415,175.6405101202204
2015-03-29,BPE0331,98.6,NI,Wind,-40.280614262851415,175.6405101202204
2015-03-30,BPE0331,98.82,NI,Wind,-40.280614262851415,175.6405101202204
2015-03-31,BPE0331,99.52,NI,Wind,-40.280614262851415,175.6405101202204
2015-04-01,BPE0331,100.22,NI,Wind,-40.280614262851415,175.6405101202204
2015-04-02,BPE0331,100.23,NI,Wind,-40.280614262851415,175.6405101202204
2015-04-03,BPE0331,100.08,NI,Wind,-40.280614262851415,175.6405101202204
2015-04-04,BPE0331,99.45,NI,Wind,-40.280614262851415,175.6405101202204
2015-04-05,BPE0331,99.76,NI,Wind,-40.280614262851415,175.6405101202204
2015-04-06,BPE0331,99.97,NI,Wind,-40.280614262851415,175.6405101202204
2015-04-07,BPE0331,99.77,NI,Wind,-40.280614262851415,175.6405101202204
2015-04-08,BPE0331,99.42,NI,Wind,-40.280614262851415,175.6405101202204
2015-04-09,BPE0331,99.33,NI,Wind,-40.280614262851415,175.6405101202204
2015-04-10,BPE0331,98.3,NI,Wind,-40.280614262851415,175.6405101202204
2015-04-11,BPE0331,98.47,NI,Wind,-40.280614262851415,175.6405101202204
2015-04-12,BPE0331,98.06,NI,Wind,-40.280614262851415,175.6405101202204
2015-04-13,BPE0331,96.65,NI,Wind,-40.280614262851415,175.6405101202204
2015-04-14,BPE0331,97.79,NI,Wind,-40.280614262851415,175.6405101202204
2015-04-15,BPE0331,98.84,NI,Wind,-40.280614262851415,175.6405101202204
2015-04-16,BPE0331,99.63,NI,Wind,-40.280614262851415,175.6405101202204
2015-04-17,BPE0331,99.53,NI,Wind,-40.280614262851415,175.6405101202204
2015-04-18,BPE0331,99.71,NI,Wind,-40.280614262851415,175.6405101202204
2015-04-19,BPE0331,100.2,NI,Wind,-40.280614262851415,175.6405101202204
2015-04-20,BPE0331,100.32,NI,Wind,-40.280614262851415,175.6405101202204
2015-04-21,BPE0331,100.42,NI,Wind,-40.280614262851415,175.6405101202204
2015-04-22,BPE0331,100.5,NI,Wind,-40.280614262851415,175.6405101202204
2015-04-23,BPE0331,100.72,NI,Wind,-40.280614262851415,175.6405101202204
2015-04-24,BPE0331,100.54,NI,Wind,-40.280614262851415,175.6405101202204
2015-04-25,BPE0331,100.12,NI,Wind,-40.280614262851415,175.6405101202204
2015-04-26,BPE0331,99.39,NI,Wind,-40.280614262851415,175.6405101202204
2015-04-27,BPE0331,97.85,NI,Wind,-40.280614262851415,175.6405101202204
2015-04-28,BPE0331,97.54,NI,Wind,-40.280614262851415,175.6405101202204
2015-04-29,BPE0331,97.83,NI,Wind,-40.280614262851415,175.6405101202204
2015-04-30,BPE0331,98.8,NI,Wind,-40.280614262851415,175.6405101202204
2015-05-01,BPE0331,100.08,NI,Wind,-40.280614262851415,175.6405101202204
2015-05-02,BPE0331,100.47,NI,Wind,-40.280614262851415,175.6405101202204
2015-05-03,BPE0331,100.67,NI,Wind,-40.280614262851415,175.6405101202204
2015-05-04,BPE0331,100.66,NI,Wind,-40.280614262851415,175.6405101202204
2015-05-05,BPE0331,100.29,NI,Wind,-40.280614262851415,175.6405101202204
2015-05-06,BPE0331,99.63,NI,Wind,-40.280614262851415,175.6405101202204
2015-05-07,BPE0331,98.73,NI,Wind,-40.280614262851415,175.6405101202204
2015-05-08,BPE0331,98.16,NI,Wind,-40.280614262851415,175.6405101202204
2015-05-09,BPE0331,98.27,NI,Wind,-40.280614262851415,175.6405101202204
2015-05-10,BPE0331,98.54,NI,Wind,-40.280614262851415,175.6405101202204
2015-05-11,BPE0331,98.3,NI,Wind,-40.280614262851415,175.6405101202204
2015-05-12,BPE0331,97.41,NI,Wind,-40.280614262851415,175.6405101202204
2015-05-13,BPE0331,98.34,NI,Wind,-40.280614262851415,175.6405101202204
2015-05-14,BPE0331,98.13,NI,Wind,-40.280614262851415,175.6405101202204
2015-05-15,BPE0331,97.13,NI,Wind,-40.280614262851415,175.6405101202204
2015-05-16,BPE0331,98.39,NI,Wind,-40.280614262851415,175.6405101202204
2015-05-17,BPE0331,99.64,NI,Wind,-40.280614262851415,175.6405101202204
2015-05-18,BPE0331,99.27,NI,Wind,-40.280614262851415,175.6405101202204
2015-05-19,BPE0331,99.54,NI,Wind,-40.280614262851415,175.6405101202204
2015-05-20,BPE0331,99.65,NI,Wind,-40.280614262851415,175.6405101202204
2015-05-21,BPE0331,98.82,NI,Wind,-40.280614262851415,175.6405101202204
2015-05-22,BPE0331,98.96,NI,Wind,-40.280614262851415,175.6405101202204
2015-05-23,BPE0331,97.99,NI,Wind,-40.280614262851415,175.6405101202204
2015-05-24,BPE0331,97.29,NI,Wind,-40.280614262851415,175.6405101202204
2015-05-25,BPE0331,98.01,NI,Wind,-40.280614262851415,175.6405101202204
2015-05-26,BPE0331,98.5,NI,Wind,-40.280614262851415,175.6405101202204
2015-05-27,BPE0331,99.15,NI,Wind,-40.280614262851415,175.6405101202204
2015-05-28,BPE0331,100.17,NI,Wind,-40.280614262851415,175.6405101202204
2015-05-29,BPE0331,100.43,NI,Wind,-40.280614262851415,175.6405101202204
2015-05-30,BPE0331,100.0,NI,Wind,-40.280614262851415,175.6405101202204
2015-05-31,BPE0331,99.71,NI,Wind,-40.280614262851415,175.6405101202204
2015-06-01,BPE0331,99.13,NI,Wind,-40.280614262851415,175.6405101202204
2015-06-02,BPE0331,97.94,NI,Wind,-40.280614262851415,175.6405101202204
2015-06-03,BPE0331,96.92,NI,Wind,-40.280614262851415,175.6405101202204
2015-06-04,BPE0331,97.24,NI,Wind,-40.280614262851415,175.6405101202204
2015-06-05,BPE0331,98.74,NI,Wind,-40.280614262851415,175.6405101202204
2015-06-06,BPE0331,99.5,NI,Wind,-40.280614262851415,175.6405101202204
2015-06-07,BPE0331,99.65,NI,Wind,-40.280614262851415,175.6405101202204
2015-06-08,BPE0331,100.04,NI,Wind,-40.280614262851415,175.6405101202204
2015-06-09,BPE0331,99.89,NI,Wind,-40.280614262851415,175.6405101202204
2015-06-10,BPE0331,99.33,NI,Wind,-40.280614262851415,175.6405101202204
2015-06-11,BPE0331,99.09,NI,Wind,-40.280614262851415,175.6405101202204
2015-06-12,BPE0331,98.44,NI,Wind,-40.280614262851415,175.6405101202204
2015-06-13,BPE0331,98.44,NI,Wind,-40.280614262851415,175.6405101202204
2015-06-14,BPE0331,98.56,NI,Wind,-40.280614262851415,175.6405101202204
2015-06-15,BPE0331,98.85,NI,Wind,-40.280614262851415,175.6405101202204
2015-06-16,BPE0331,99.69,NI,Wind,-40.280614262851415,175.6405101202204
2015-06-17,BPE0331,100.18,NI,Wind,-40.280614262851415,175.6405101202204
2015-06-18,BPE0331,99.5,NI,Wind,-40.280614262851415,175.6405101202204
2015-06-19,BPE0331,98.82,NI,Wind,-40.280614262851415,175.6405101202204
2015-06-20,BPE0331,98.14,NI,Wind,-40.280614262851415,175.6405101202204
2015-06-21,BPE0331,98.28,NI,Wind,-40.280614262851415,175.6405101202204
2015-06-22,BPE0331,99.63,NI,Wind,-40.280614262851415,175.6405101202204
2015-06-23,BPE0331,100.61,NI,Wind,-40.280614262851415,175.6405101202204
2015-06-24,BPE0331,100.1,NI,Wind,-40.280614262851415,175.6405101202204
2015-06-25,BPE0331,99.51,NI,Wind,-40.280614262851415,175.6405101202204
2015-06-26,BPE0331,98.96,NI,Wind,-40.280614262851415,175.6405101202204
2015-06-27,BPE0331,99.08,NI,Wind,-40.280614262851415,175.6405101202204
2015-06-28,BPE0331,98.99,NI,Wind,-40.280614262851415,175.6405101202204
2015-06-29,BPE0331,98.71,NI,Wind,-40.280614262851415,175.6405101202204
2015-06-30,BPE0331,99.09,NI,Wind,-40.280614262851415,175.6405101202204
2015-07-01,BPE0331,99.31,NI,Wind,-40.280614262851415,175.6405101202204
2015-07-02,BPE0331,99.37,NI,Wind,-40.280614262851415,175.6405101202204
2015-07-03,BPE0331,98.42,NI,Wind,-40.280614262851415,175.6405101202204
2015-07-04,BPE0331,98.52,NI,Wind,-40.280614262851415,175.6405101202204
2015-07-05,BPE0331,98.1,NI,Wind,-40.280614262851415,175.6405101202204
2015-07-06,BPE0331,98.01,NI,Wind,-40.280614262851415,175.6405101202204
2015-07-07,BPE0331,97.78,NI,Wind,-40.280614262851415,175.6405101202204
2015-07-08,BPE0331,98.31,NI,Wind,-40.280614262851415,175.6405101202204
2015-07-09,BPE0331,99.09,NI,Wind,-40.280614262851415,175.6405101202204
2015-07-10,BPE0331,99.75,NI,Wind,-40.280614262851415,175.6405101202204
2015-07-11,BPE0331,100.09,NI,Wind,-40.280614262851415,175.6405101202204
2015-07-12,BPE0331,100.46,NI,Wind,-40.280614262851415,175.6405101202204
2015-07-13,BPE0331,100.67,NI,Wind,-40.280614262851415,175.6405101202204
2015-07-14,BPE0331,100.28,NI,Wind,-40.280614262851415,175.6405101202204
2015-07-15,BPE0331,99.42,NI,Wind,-40.280614262851415,175.6405101202204
2015-07-16,BPE0331,98.93,NI,Wind,-40.280614262851415,175.6405101202204
2015-07-17,BPE0331,98.9,NI,Wind,-40.280614262851415,175.6405101202204
2015-07-18,BPE0331,97.43,NI,Wind,-40.280614262851415,175.6405101202204
2015-07-19,BPE0331,97.95,NI,Wind,-40.280614262851415,175.6405101202204
2015-07-20,BPE0331,98.92,NI,Wind,-40.280614262851415,175.6405101202204
2015-07-21,BPE0331,99.92,NI,Wind,-40.280614262851415,175.6405101202204
2015-07-22,BPE0331,100.76,NI,Wind,-40.280614262851415,175.6405101202204
2015-07-23,BPE0331,100.88,NI,Wind,-40.280614262851415,175.6405101202204
2015-07-24,BPE0331,100.67,NI,Wind,-40.280614262851415,175.6405101202204
2015-07-25,BPE0331,100.72,NI,Wind,-40.280614262851415,175.6405101202204
2015-07-26,BPE0331,99.95,NI,Wind,-40.280614262851415,175.6405101202204
2015-07-27,BPE0331,99.08,NI,Wind,-40.280614262851415,175.6405101202204
2015-07-28,BPE0331,97.96,NI,Wind,-40.280614262851415,175.6405101202204
2015-07-29,BPE0331,98.61,NI,Wind,-40.280614262851415,175.6405101202204
2015-07-30,BPE0331,99.85,NI,Wind,-40.280614262851415,175.6405101202204
2015-07-31,BPE0331,99.82,NI,Wind,-40.280614262851415,175.6405101202204
2015-08-01,BPE0331,99.61,NI,Wind,-40.280614262851415,175.6405101202204
2015-08-02,BPE0331,99.6,NI,Wind,-40.280614262851415,175.6405101202204
2015-08-03,BPE0331,99.34,NI,Wind,-40.280614262851415,175.6405101202204
2015-08-04,BPE0331,98.8,NI,Wind,-40.280614262851415,175.6405101202204
2015-08-05,BPE0331,99.04,NI,Wind,-40.280614262851415,175.6405101202204
2015-08-06,BPE0331,97.61,NI,Wind,-40.280614262851415,175.6405101202204
2015-08-07,BPE0331,96.94,NI,Wind,-40.280614262851415,175.6405101202204
2015-08-08,BPE0331,97.33,NI,Wind,-40.280614262851415,175.6405101202204
2015-08-09,BPE0331,98.56,NI,Wind,-40.280614262851415,175.6405101202204
2015-08-10,BPE0331,99.2,NI,Wind,-40.280614262851415,175.6405101202204
2015-08-11,BPE0331,99.44,NI,Wind,-40.280614262851415,175.6405101202204
2015-08-12,BPE0331,99.52,NI,Wind,-40.280614262851415,175.6405101202204
2015-08-13,BPE0331,99.55,NI,Wind,-40.280614262851415,175.6405101202204
2015-08-14,BPE0331,98.73,NI,Wind,-40.280614262851415,175.6405101202204
2015-08-15,BPE0331,98.07,NI,Wind,-40.280614262851415,175.6405101202204
2015-08-16,BPE0331,98.73,NI,Wind,-40.280614262851415,175.6405101202204
2015-08-17,BPE0331,99.48,NI,Wind,-40.280614262851415,175.6405101202204
2015-08-18,BPE0331,99.58,NI,Wind,-40.280614262851415,175.6405101202204
2015-08-19,BPE0331,98.67,NI,Wind,-40.280614262851415,175.6405101202204
2015-08-20,BPE0331,99.36,NI,Wind,-40.280614262851415,175.6405101202204
2015-08-21,BPE0331,100.23,NI,Wind,-40.280614262851415,175.6405101202204
2015-08-22,BPE0331,100.53,NI,Wind,-40.280614262851415,175.6405101202204
2015-08-23,BPE0331,100.28,NI,Wind,-40.280614262851415,175.6405101202204
2015-08-24,BPE0331,99.8,NI,Wind,-40.280614262851415,175.6405101202204
2015-08-25,BPE0331,99.25,NI,Wind,-40.280614262851415,175.6405101202204
2015-08-26,BPE0331,100.06,NI,Wind,-40.280614262851415,175.6405101202204
2015-08-27,BPE0331,100.85,NI,Wind,-40.280614262851415,175.6405101202204
2015-08-28,BPE0331,100.63,NI,Wind,-40.280614262851415,175.6405101202204
2015-08-29,BPE0331,100.07,NI,Wind,-40.280614262851415,175.6405101202204
2015-08-30,BPE0331,99.27,NI,Wind,-40.280614262851415,175.6405101202204
2015-08-31,BPE0331,99.44,NI,Wind,-40.280614262851415,175.6405101202204
2015-09-01,BPE0331,98.79,NI,Wind,-40.280614262851415,175.6405101202204
2015-09-02,BPE0331,97.79,NI,Wind,-40.280614262851415,175.6405101202204
2015-09-03,BPE0331,97.79,NI,Wind,-40.280614262851415,175.6405101202204
2015-09-04,BPE0331,98.22,NI,Wind,-40.280614262851415,175.6405101202204
2015-09-05,BPE0331,97.92,NI,Wind,-40.280614262851415,175.6405101202204
2015-09-06,BPE0331,97.94,NI,Wind,-40.280614262851415,175.6405101202204
2015-09-07,BPE0331,98.82,NI,Wind,-40.280614262851415,175.6405101202204
2015-09-08,BPE0331,99.41,NI,Wind,-40.280614262851415,175.6405101202204
2015-09-09,BPE0331,99.52,NI,Wind,-40.280614262851415,175.6405101202204
2015-09-10,BPE0331,98.37,NI,Wind,-40.280614262851415,175.6405101202204
2015-09-11,BPE0331,98.45,NI,Wind,-40.280614262851415,175.6405101202204
2015-09-12,BPE0331,99.24,NI,Wind,-40.280614262851415,175.6405101202204
2015-09-13,BPE0331,99.47,NI,Wind,-40.280614262851415,175.6405101202204
2015-09-14,BPE0331,100.02,NI,Wind,-40.280614262851415,175.6405101202204
2015-09-15,BPE0331,99.33,NI,Wind,-40.280614262851415,175.6405101202204
2015-09-16,BPE0331,99.19,NI,Wind,-40.280614262851415,175.6405101202204
2015-09-17,BPE0331,99.13,NI,Wind,-40.280614262851415,175.6405101202204
2015-09-18,BPE0331,98.74,NI,Wind,-40.280614262851415,175.6405101202204
2015-09-19,BPE0331,99.04,NI,Wind,-40.280614262851415,175.6405101202204
2015-09-20,BPE0331,99.11,NI,Wind,-40.280614262851415,175.6405101202204
2015-09-21,BPE0331,98.78,NI,Wind,-40.280614262851415,175.6405101202204
2015-09-22,BPE0331,98.22,NI,Wind,-40.280614262851415,175.6405101202204
2015-09-23,BPE0331,98.18,NI,Wind,-40.280614262851415,175.6405101202204
2015-09-24,BPE0331,98.83,NI,Wind,-40.280614262851415,175.6405101202204
2015-09-25,BPE0331,98.99,NI,Wind,-40.280614262851415,175.6405101202204
2015-09-26,BPE0331,99.82,NI,Wind,-40.280614262851415,175.6405101202204
2015-09-27,BPE0331,100.05,NI,Wind,-40.280614262851415,175.6405101202204
2015-09-28,BPE0331,100.0,NI,Wind,-40.280614262851415,175.6405101202204
2015-09-29,BPE0331,100.56,NI,Wind,-40.280614262851415,175.6405101202204
2015-09-30,BPE0331,100.6,NI,Wind,-40.280614262851415,175.6405101202204
2015-10-01,BPE0331,100.05,NI,Wind,-40.280614262851415,175.6405101202204
2015-10-02,BPE0331,98.87,NI,Wind,-40.280614262851415,175.6405101202204
2015-10-03,BPE0331,98.84,NI,Wind,-40.280614262851415,175.6405101202204
2015-10-04,BPE0331,98.49,NI,Wind,-40.280614262851415,175.6405101202204
2015-10-05,BPE0331,99.01,NI,Wind,-40.280614262851415,175.6405101202204
2015-10-06,BPE0331,99.91,NI,Wind,-40.280614262851415,175.6405101202204
2015-10-07,BPE0331,99.88,NI,Wind,-40.280614262851415,175.6405101202204
2015-10-08,BPE0331,99.62,NI,Wind,-40.280614262851415,175.6405101202204
2015-10-09,BPE0331,100.12,NI,Wind,-40.280614262851415,175.6405101202204
2015-10-10,BPE0331,99.68,NI,Wind,-40.280614262851415,175.6405101202204
2015-10-11,BPE0331,99.48,NI,Wind,-40.280614262851415,175.6405101202204
2015-10-12,BPE0331,99.2,NI,Wind,-40.280614262851415,175.6405101202204
2015-10-13,BPE0331,98.95,NI,Wind,-40.280614262851415,175.6405101202204
2015-10-14,BPE0331,99.51,NI,Wind,-40.280614262851415,175.6405101202204
2015-10-15,BPE0331,99.81,NI,Wind,-40.280614262851415,175.6405101202204
2015-10-16,BPE0331,99.67,NI,Wind,-40.280614262851415,175.6405101202204
2015-10-17,BPE0331,99.61,NI,Wind,-40.280614262851415,175.6405101202204
2015-10-18,BPE0331,99.22,NI,Wind,-40.280614262851415,175.6405101202204
2015-10-19,BPE0331,98.84,NI,Wind,-40.280614262851415,175.6405101202204
2015-10-20,BPE0331,99.36,NI,Wind,-40.280614262851415,175.6405101202204
2015-10-21,BPE0331,99.11,NI,Wind,-40.280614262851415,175.6405101202204
2015-10-22,BPE0331,98.62,NI,Wind,-40.280614262851415,175.6405101202204
2015-10-23,BPE0331,98.66,NI,Wind,-40.280614262851415,175.6405101202204
2015-10-24,BPE0331,99.0,NI,Wind,-40.280614262851415,175.6405101202204
2015-10-25,BPE0331,99.18,NI,Wind,-40.280614262851415,175.6405101202204
2015-10-26,BPE0331,99.25,NI,Wind,-40.280614262851415,175.6405101202204
2015-10-27,BPE0331,99.26,NI,Wind,-40.280614262851415,175.6405101202204
2015-10-28,BPE0331,99.23,NI,Wind,-40.280614262851415,175.6405101202204
2015-10-29,BPE0331,98.25,NI,Wind,-40.280614262851415,175.6405101202204
2015-10-30,BPE0331,98.83,NI,Wind,-40.280614262851415,175.6405101202204
2015-10-31,BPE0331,99.22,NI,Wind,-40.280614262851415,175.6405101202204
2015-11-01,BPE0331,99.74,NI,Wind,-40.280614262851415,175.6405101202204
2015-11-02,BPE0331,99.59,NI,Wind,-40.280614262851415,175.6405101202204
2015-11-03,BPE0331,98.84,NI,Wind,-40.280614262851415,175.6405101202204
2015-11-04,BPE0331,98.74,NI,Wind,-40.280614262851415,175.6405101202204
2015-11-05,BPE0331,99.58,NI,Wind,-40.280614262851415,175.6405101202204
2015-11-06,BPE0331,99.6,NI,Wind,-40.280614262851415,175.6405101202204
2015-11-07,BPE0331,99.21,NI,Wind,-40.280614262851415,175.6405101202204
2015-11-08,BPE0331,98.84,NI,Wind,-40.280614262851415,175.6405101202204
2015-11-09,BPE0331,98.83,NI,Wind,-40.280614262851415,175.6405101202204
2015-11-10,BPE0331,98.63,NI,Wind,-40.280614262851415,175.6405101202204
2015-11-11,BPE0331,98.7,NI,Wind,-40.280614262851415,175.6405101202204
2015-11-12,BPE0331,99.77,NI,Wind,-40.280614262851415,175.6405101202204
2015-11-13,BPE0331,100.18,NI,Wind,-40.280614262851415,175.6405101202204
2015-11-14,BPE0331,99.4,NI,Wind,-40.280614262851415,175.6405101202204
2015-11-15,BPE0331,98.61,NI,Wind,-40.280614262851415,175.6405101202204
2015-11-16,BPE0331,98.56,NI,Wind,-40.280614262851415,175.6405101202204
2015-11-17,BPE0331,98.13,NI,Wind,-40.280614262851415,175.6405101202204
2015-11-18,BPE0331,99.0,NI,Wind,-40.280614262851415,175.6405101202204
2015-11-19,BPE0331,99.68,NI,Wind,-40.280614262851415,175.6405101202204
2015-11-20,BPE0331,98.63,NI,Wind,-40.280614262851415,175.6405101202204
2015-11-21,BPE0331,97.81,NI,Wind,-40.280614262851415,175.6405101202204
2015-11-22,BPE0331,97.96,NI,Wind,-40.280614262851415,175.6405101202204
2015-11-23,BPE0331,99.17,NI,Wind,-40.280614262851415,175.6405101202204
2015-11-24,BPE0331,99.37,NI,Wind,-40.280614262851415,175.6405101202204
2015-11-25,BPE0331,99.51,NI,Wind,-40.280614262851415,175.6405101202204
2015-11-26,BPE0331,99.47,NI,Wind,-40.280614262851415,175.6405101202204
2015-11-27,BPE0331,98.93,NI,Wind,-40.280614262851415,175.6405101202204
2015-11-28,BPE0331,98.95,NI,Wind,-40.280614262851415,175.6405101202204
2015-11-29,BPE0331,99.81,NI,Wind,-40.280614262851415,175.6405101202204
2015-11-30,BPE0331,100.35,NI,Wind,-40.280614262851415,175.6405101202204
2015-12-01,BPE0331,100.49,NI,Wind,-40.280614262851415,175.6405101202204
2015-12-02,BPE0331,100.29,NI,Wind,-40.280614262851415,175.6405101202204
2015-12-03,BPE0331,99.76,NI,Wind,-40.280614262851415,175.6405101202204
2015-12-04,BPE0331,99.37,NI,Wind,-40.280614262851415,175.6405101202204
