Island,Total_TP,PS,T2M,WD50M,WS50M
NI,720109.5491000001,101.36142857142856,8.928571428571429,274.8142857142857,5.3028571428571425
NI,336937.4965571429,101.37428571428572,8.161428571428571,136.32857142857142,4.8185714285714285
NI,899662.5418571428,100.52857142857144,9.164285714285715,301.9428571428571,9.695714285714285
NI,539561.0448571428,99.67571428571429,11.732857142857142,300.6,8.087142857142856
NI,965741.2915714287,98.61714285714285,10.744285714285715,307.15714285714284,9.544285714285715
NI,653629.6939428571,99.35000000000001,8.114285714285714,209.4,8.744285714285715
NI,342510.7252714286,100.54999999999998,5.65142857142857,211.0,5.682857142857143
NI,890169.7336285714,100.4542857142857,7.702857142857142,320.3,7.351428571428571
NI,1071704.0842857142,100.24285714285715,9.969999999999999,317.4428571428572,8.527142857142858
NI,1054222.2969714287,100.23714285714286,10.62142857142857,316.7857142857143,8.3
NI,1149148.207285714,99.94428571428571,11.45142857142857,325.40000000000003,10.77
NI,1230738.8642857145,99.41285714285713,12.032857142857143,320.8,12.558571428571428
NI,263897.01747142855,99.67142857142858,8.717142857142857,300.74285714285713,5.278571428571429
NI,761890.3197,98.27,9.567142857142857,330.5,9.537142857142857
NI,1220426.0042857141,97.58285714285714,8.848571428571429,309.1857142857143,12.252857142857142
NI,704485.3785,98.05428571428571,6.322857142857143,256.5571428571429,7.444285714285714
NI,645316.6432571429,99.23142857142857,5.172857142857143,182.58571428571426,6.284285714285715
NI,645899.357,99.88857142857144,4.937142857142858,168.08571428571426,7.272857142857143
NI,459560.17089999997,100.17428571428572,5.6414285714285715,184.9857142857143,8.198571428571428
NI,131107.77535714285,100.23,5.632857142857143,193.29999999999998,4.372857142857143
NI,238170.61045714284,100.19142857142857,6.621428571428572,309.92857142857144,4.627142857142857
NI,652262.2835714286,99.33714285714287,8.459999999999999,46.885714285714286,7.755714285714285
NI,295443.6173714286,98.76285714285713,9.56,113.81428571428572,6.575714285714286
NI,644783.3413142858,99.40714285714286,8.898571428571428,136.57142857142858,7.575714285714286
NI,295662.5830428571,100.12857142857142,8.222857142857142,129.07142857142858,4.967142857142858
NI,765712.41,100.17999999999999,9.53857142857143,297.87142857142857,9.732857142857142
NI,984787.6071428572,99.32285714285715,9.828571428571431,318.5,10.245714285714286
NI,557688.2622857143,100.07428571428571,7.695714285714286,217.9857142857143,6.247142857142857
NI,84228.83517142858,100.89714285714285,7.131428571428572,115.51428571428572,2.9042857142857144
NI,258501.26214285713,101.17,7.654285714285714,304.07142857142856,4.595714285714286
NI,882379.6088571429,100.90285714285714,9.335714285714285,277.6142857142857,7.728571428571429
NI,1249819.0185714287,100.43142857142857,10.582857142857142,322.45714285714286,10.142857142857142
NI,915068.8012857143,99.93142857142857,10.255714285714285,299.9428571428571,9.0
NI,510126.63180000003,100.74857142857142,8.255714285714285,202.0142857142857,6.2128571428571435
NI,230807.4270142857,101.51142857142857,7.177142857142857,150.14285714285714,3.345714285714286
NI,685354.8426571429,101.26428571428572,9.474285714285713,321.2142857142857,5.4471428571428575
NI,824040.606,100.68999999999998,9.721428571428573,336.09999999999997,7.918571428571428
NI,523508.31861428573,99.94000000000001,11.587142857142856,287.6714285714285,6.594285714285713
NI,978217.0264285716,100.08857142857143,8.81,120.37142857142858,6.894285714285714
NI,972313.4689571429,99.40857142857143,9.471428571428572,64.01428571428572,9.924285714285714
NI,1123675.6778571429,98.41,11.062857142857142,327.1857142857143,9.571428571428571
NI,584955.6178,98.52714285714286,8.92,212.57142857142858,7.591428571428572
NI,976991.0187714286,98.88428571428572,9.301428571428572,295.61428571428576,8.741428571428571
NI,911295.8772857143,98.56857142857143,9.152857142857142,293.4428571428571,8.004285714285714
NI,688577.522,98.66142857142857,8.087142857142856,248.2428571428571,7.057142857142857
NI,151432.77781428568,99.50571428571428,6.184285714285714,205.45714285714286,6.737142857142857
NI,455086.8268428571,100.09714285714286,7.882857142857143,298.4428571428571,5.127142857142857
NI,971546.4141428572,100.16285714285713,9.772857142857143,313.57142857142856,8.70142857142857
NI,760752.6444857143,99.00428571428571,10.221428571428572,323.7571428571428,9.691428571428572
NI,477147.48625714285,99.17857142857143,7.371428571428572,208.02857142857144,7.861428571428571
NI,527807.9808428572,99.94142857142857,6.305714285714286,205.70000000000002,6.958571428571429
NI,767924.0708142857,100.16571428571429,9.675714285714287,223.55714285714288,6.535714285714286
NI,378541.7257,100.67857142857143,7.625714285714286,221.79999999999998,4.6499999999999995
NI,1131510.3157142857,99.98571428571428,10.388571428571428,303.4428571428571,7.698571428571428
NI,1189504.9485714287,99.82857142857142,11.197142857142856,301.11428571428576,11.024285714285714
NI,1215597.4514285715,99.75285714285714,12.147142857142857,320.38571428571424,10.115714285714287
NI,1101422.152857143,99.36571428571428,12.075714285714286,308.7,9.567142857142857
NI,873336.0923714285,99.74000000000001,8.897142857142857,191.4,7.314285714285715
NI,1331957.108142857,99.77428571428571,8.272857142857143,142.18571428571428,10.17
NI,1197873.3057142857,99.5257142857143,7.2542857142857144,166.91428571428574,13.597142857142858
NI,537570.8181285715,98.94714285714285,9.387142857142857,175.85714285714286,6.558571428571428
NI,644121.9483428571,98.92142857142858,10.817142857142857,140.04285714285714,8.395714285714286
NI,1170562.281,99.51714285714286,10.191428571428572,134.71428571428572,9.808571428571428
NI,467433.2828285714,99.66285714285713,9.434285714285716,134.4857142857143,6.365714285714286
NI,865400.7242857143,100.5,8.404285714285715,143.97142857142856,8.107142857142858
NI,295220.93745714286,100.74000000000001,8.448571428571428,109.38571428571429,4.208571428571429
NI,194348.42397142856,100.66428571428571,8.957142857142857,306.09999999999997,3.9842857142857144
NI,131854.17824285713,101.24285714285715,9.764285714285714,137.29999999999998,3.1871428571428573
NI,246529.0023857143,101.24714285714286,10.508571428571429,283.07142857142856,6.037142857142858
NI,1084761.722857143,100.66571428571429,11.930000000000001,323.2142857142857,10.602857142857143
NI,1238135.9042857143,99.51714285714286,11.948571428571428,310.5142857142857,10.948571428571428
NI,597158.7490428572,99.50571428571428,11.525714285714287,259.2285714285714,6.894285714285714
NI,1309670.5899999999,99.11428571428571,12.004285714285714,306.8,12.299999999999999
NI,708889.5139571428,99.68857142857144,11.084285714285715,251.57142857142858,8.227142857142857
NI,1213532.7657142857,100.53571428571429,11.088571428571429,303.3857142857143,9.684285714285712
NI,1175273.5635714286,100.47857142857143,12.295714285714284,306.2,11.18857142857143
NI,811317.3624,100.32571428571428,10.337142857142856,220.6142857142857,8.125714285714286
NI,471546.43508571427,100.77285714285715,9.144285714285713,299.7285714285714,5.522857142857142
NI,846184.1153142856,100.34428571428573,10.842857142857143,307.74285714285713,6.632857142857143
NI,1135513.6697142858,100.10714285714286,11.575714285714286,311.1857142857143,8.528571428571428
NI,1229603.1685714286,99.84,13.012857142857143,295.8857142857143,11.5
NI,1020958.1494428571,99.64,12.09142857142857,296.11428571428576,9.444285714285714
NI,417387.1939571429,100.17285714285715,11.197142857142856,71.04285714285714,4.661428571428571
NI,527207.4744857142,100.48571428571428,11.478571428571428,312.9428571428571,5.781428571428571
NI,1108514.4742857143,100.30714285714285,12.072857142857142,300.59999999999997,11.198571428571428
NI,974222.2561857143,100.29142857142857,12.454285714285714,285.24285714285713,10.384285714285713
NI,1029828.2387142858,99.85571428571428,12.695714285714287,305.0571428571429,12.719999999999999
NI,1056769.2057142856,99.55714285714285,11.564285714285715,268.5571428571428,9.524285714285714
NI,1022715.3871428572,100.03571428571429,11.165714285714285,294.0142857142857,7.1899999999999995
NI,1259915.5581428572,99.7242857142857,12.464285714285714,303.57142857142856,12.632857142857144
NI,931719.8871428572,99.33571428571429,12.495714285714286,213.94285714285715,10.572857142857144
NI,953720.7085714285,99.34142857142857,13.212857142857143,308.7857142857143,9.804285714285713
NI,477655.4552857143,99.65428571428572,12.389999999999999,91.5,4.501428571428572
NI,597100.5983571429,99.85285714285715,12.072857142857142,246.44285714285712,6.251428571428571
NI,721534.6860857143,99.86714285714287,12.497142857142858,318.7857142857143,7.375714285714286
NI,912297.7871428571,99.96714285714286,11.98,232.71428571428572,7.357142857142857
NI,460776.0867571429,99.85428571428572,11.825714285714286,337.18571428571425,7.208571428571429
NI,743608.6692,98.93714285714285,11.528571428571427,257.75714285714287,7.529999999999999
NI,597536.1170285714,99.48285714285714,9.901428571428571,150.6285714285714,6.237142857142857
NI,597967.7980571429,99.86857142857141,10.654285714285715,299.2,5.647142857142858
NI,224877.29941428572,100.40714285714284,12.282857142857143,207.79999999999998,3.9071428571428575
NI,1254484.3316571428,100.18285714285715,12.04857142857143,308.7857142857143,10.458571428571428
NI,1199732.3128571429,99.47,12.54142857142857,308.7,11.577142857142858
NI,1163604.7742857144,99.47857142857141,9.594285714285714,178.8,11.352857142857143
NI,503736.9904285715,100.24285714285715,9.41,141.04285714285714,7.3028571428571425
NI,419425.2402,100.2242857142857,10.855714285714285,173.77142857142857,4.578571428571428
NI,661729.1080428573,99.78999999999999,11.954285714285714,314.12857142857143,6.721428571428572
NI,1064982.6932857144,99.42571428571429,12.045714285714284,305.4714285714286,7.9957142857142856
NI,307505.49725714285,99.49000000000001,14.362857142857141,260.4857142857143,4.107142857142857
NI,636241.6161428571,99.25857142857141,14.207142857142857,311.75714285714287,6.9799999999999995
NI,988820.8537285713,99.37571428571428,12.292857142857144,242.7,8.141428571428571
NI,820435.5275714286,100.42999999999999,9.507142857142856,168.5142857142857,8.915714285714285
NI,345070.3697428572,100.86428571428571,8.984285714285715,159.02857142857144,6.865714285714286
NI,684796.7866428571,100.01857142857143,10.455714285714285,319.12857142857143,7.935714285714285
NI,943337.8061142858,99.31000000000002,12.808571428571428,262.15714285714284,8.055714285714286
NI,441039.0395571428,99.21000000000001,11.855714285714287,101.58571428571429,4.525714285714286
NI,1107725.73,98.81142857142856,12.848571428571429,262.8285714285714,7.442857142857143
NI,597264.7831428571,99.68142857142857,10.565714285714288,166.14285714285714,7.008571428571428
NI,336421.4317571429,100.32285714285715,11.607142857142858,11.842857142857143,5.358571428571429
NI,1208396.001,99.25142857142858,13.687142857142858,320.7285714285714,13.162857142857144
NI,952464.1981428572,98.46714285714286,13.24,302.4857142857143,9.11
NI,1042220.6685714286,98.63714285714286,13.709999999999999,282.2142857142857,9.855714285714285
NI,1196690.3757142858,99.77857142857144,13.112857142857141,301.3,9.870000000000001
NI,1265923.711714286,99.96857142857142,13.954285714285716,302.0285714285714,10.257142857142856
NI,983021.4293428572,100.10000000000001,15.198571428571428,313.5428571428571,8.581428571428571
NI,1014684.0242857143,100.06428571428572,16.392857142857142,314.7857142857143,9.872857142857143
NI,1119116.06,99.51142857142858,17.232857142857142,323.2,12.774285714285714
NI,1116035.9385714284,99.56714285714285,14.528571428571428,301.3142857142857,9.54142857142857
NI,456013.9238571428,100.46000000000001,14.530000000000001,222.58571428571432,4.871428571428572
NI,256172.2949285714,100.99714285714286,16.462857142857143,48.08571428571429,4.451428571428571
NI,248597.7504,101.10285714285715,16.185714285714287,118.18571428571428,5.47
NI,370128.64028571424,100.89142857142858,16.63285714285714,293.0857142857143,6.224285714285714
NI,700091.119542857,100.33857142857143,16.638571428571428,275.68571428571425,9.522857142857143
NI,803350.4022285715,100.00571428571428,15.700000000000001,314.42857142857144,7.304285714285713
NI,1248478.3714285714,99.44428571428571,15.124285714285715,299.35714285714283,10.462857142857144
NI,580783.2693285714,99.49,13.258571428571429,234.95714285714286,5.53
NI,852134.1157857142,99.28714285714285,13.248571428571427,291.68571428571425,8.831428571428571
NI,594505.8628571428,99.49285714285715,13.354285714285714,225.37142857142857,4.887142857142857
NI,309480.6142142857,99.96857142857142,13.461428571428572,212.35714285714286,5.2700000000000005
NI,1228131.49,99.47571428571429,14.232857142857142,303.12857142857143,10.912857142857144
NI,630691.7164285715,99.34285714285714,15.90857142857143,207.18571428571428,6.435714285714285
NI,873576.3898571429,99.07285714285715,17.19142857142857,322.8,10.002857142857142
NI,1137240.872857143,99.03714285714285,14.790000000000001,287.2857142857143,11.887142857142859
NI,894405.8200000001,99.65857142857143,13.268571428571429,294.37142857142857,7.621428571428571
NI,1062014.0542857142,99.31285714285715,14.955714285714285,299.5142857142857,7.977142857142858
NI,819160.4365714286,99.03,13.157142857142857,245.12857142857143,6.1971428571428575
NI,494780.1160571429,99.12714285714286,11.73857142857143,182.31428571428572,6.7457142857142856
NI,266293.7080142857,99.19428571428571,12.355714285714287,196.71428571428572,6.642857142857143
NI,368360.77802857145,99.49285714285715,13.818571428571428,173.74285714285716,6.114285714285714
NI,571987.5590428571,100.08285714285715,14.98,304.8285714285715,5.4557142857142855
NI,1308206.8942857143,99.91714285714285,16.904285714285713,307.62857142857143,10.217142857142857
NI,1096644.4185714286,99.55428571428571,16.305714285714284,272.9428571428571,9.887142857142857
NI,674987.1195142857,99.98,14.035714285714286,110.47142857142856,6.048571428571429
NI,242893.41131428568,99.85428571428572,15.099999999999998,285.45714285714286,6.345714285714286
NI,90793.8576142857,99.94571428571429,16.277142857142856,218.87142857142857,3.942857142857143
NI,142848.37132857143,100.42714285714285,17.107142857142858,165.37142857142857,3.605714285714286
NI,506251.87831428566,100.47857142857143,16.128571428571426,119.07142857142857,4.444285714285714
NI,245547.27912857145,99.7057142857143,16.73857142857143,113.52857142857144,4.082857142857143
NI,347702.5567571429,98.79857142857144,14.857142857142858,171.1,5.855714285714286
NI,205833.02892857144,98.89857142857143,16.354285714285716,212.18571428571428,3.404285714285714
NI,888911.4184,100.23857142857142,16.447142857142858,112.91428571428573,6.392857142857143
NI,502360.2233428572,100.39285714285714,19.07,132.35714285714286,5.380000000000001
NI,291777.0267714286,99.70000000000002,17.562857142857144,107.27142857142859,4.784285714285715
NI,636792.7423857143,98.90142857142857,16.832857142857144,234.82857142857145,7.53
NI,907170.8061428572,100.14285714285714,13.464285714285714,146.95714285714286,9.502857142857142
NI,235069.37394285714,100.50285714285714,14.344285714285714,102.21428571428571,4.002857142857144
NI,322403.55725714285,100.64428571428572,15.928571428571429,57.285714285714285,4.18
NI,804678.3364285715,100.18285714285715,17.16142857142857,273.0571428571429,8.501428571428573
NI,976825.5385714285,98.49000000000001,18.972857142857144,323.95714285714286,14.802857142857144
NI,1158253.0785714285,98.75142857142858,17.372857142857143,298.4428571428571,8.878571428571428
NI,1042673.8099999999,99.09,16.3,263.8285714285714,9.927142857142856
NI,397387.8463714286,100.09142857142857,16.72,40.17142857142857,4.612857142857143
NI,994256.3037571429,99.73857142857143,16.678571428571427,320.4857142857143,8.84142857142857
NI,956995.7835857143,99.76428571428572,16.07,232.64285714285714,8.661428571428571
NI,624405.0314999999,100.32285714285715,17.08142857142857,286.3,6.090000000000001
NI,1194150.8087142857,99.83857142857143,17.827142857142857,309.4571428571429,11.714285714285714
NI,680166.5158,99.89571428571428,18.872857142857146,305.8,5.922857142857143
NI,176257.31667142856,99.80999999999999,20.25,102.78571428571429,3.21
NI,558850.8605714286,99.63571428571427,20.131428571428575,71.89999999999999,5.978571428571429
NI,440975.4328714286,99.37571428571428,19.139999999999997,331.34285714285716,8.671428571428573
NI,792525.0560571429,99.79714285714286,18.608571428571427,308.8285714285715,8.342857142857143
NI,992785.9424571429,100.12,17.888571428571428,301.12857142857143,8.044285714285714
NI,954389.4134857142,100.04714285714284,17.81142857142857,302.9857142857143,8.571428571428571
NI,983457.1264285714,99.82857142857142,19.195714285714285,303.3,7.484285714285714
NI,616051.0677428572,99.85000000000001,19.537142857142857,299.0,7.091428571428572
NI,504267.73222857143,99.85857142857142,20.060000000000002,269.0571428571428,6.582857142857143
NI,367571.21354285715,99.78857142857143,21.062857142857144,277.5285714285714,4.945714285714287
