Fuel_Code,POC_Code,DATE,Total_TP,Island,Latitude,Longitude,PS,T2M,WD50M,WS50M
Wind,BPE0331,1/03/2015,472971.48,NI,-40.28061426,175.6405101202204,99.5,18.88,302.2,5.89
Wind,BPE0331,2/03/2015,119485.18,NI,-40.28061426,175.6405101202204,99.39,18.43,304.9,6.52
Wind,BPE0331,3/03/2015,173416.5861,NI,-40.28061426,175.6405101202204,99.24,18.92,302.8,5.08
Wind,BPE0331,4/03/2015,127370.3811,NI,-40.28061426,175.6405101202204,98.9,18.34,315.5,4.19
Wind,BPE0331,5/03/2015,59379.3772,NI,-40.28061426,175.6405101202204,98.46,19.62,328.2,3.64
Wind,BPE0331,6/03/2015,334889.0991,NI,-40.28061426,175.6405101202204,97.69,17.97,332.8,10.65
Wind,BPE0331,7/03/2015,586853.54,NI,-40.28061426,175.6405101202204,97.47,16.91,326.5,11.64
Wind,BPE0331,8/03/2015,544984.01,NI,-40.28061426,175.6405101202204,98,16.17,287.6,9.5
Wind,BPE0331,9/03/2015,126038.9779,NI,-40.28061426,175.6405101202204,99.02,16.24,306.9,5.37
Wind,BPE0331,10/03/2015,92748.6445,NI,-40.28061426,175.6405101202204,99.28,17.36,325.9,4.06
Wind,BPE0331,11/03/2015,175663.2445,NI,-40.28061426,175.6405101202204,99.43,16.9,114.7,4.18
Wind,BPE0331,12/03/2015,90434.2362,NI,-40.28061426,175.6405101202204,99.28,16.32,61.1,4.32
Wind,BPE0331,13/03/2015,30374.9799,NI,-40.28061426,175.6405101202204,99.08,17.05,315.7,4.26
Wind,BPE0331,14/03/2015,133495.9992,NI,-40.28061426,175.6405101202204,99.24,18.29,125.6,4.23
Wind,BPE0331,15/03/2015,320892.67,NI,-40.28061426,175.6405101202204,98.52,18.14,66.9,6.61
Wind,BPE0331,16/03/2015,295041.746,NI,-40.28061426,175.6405101202204,97.34,16.36,127.1,8.1
Wind,BPE0331,17/03/2015,369157.97,NI,-40.28061426,175.6405101202204,97.44,12.44,191.5,10.65
Wind,BPE0331,18/03/2015,97103.2262,NI,-40.28061426,175.6405101202204,98.41,11.25,198.8,7.96
Wind,BPE0331,19/03/2015,178355.548,NI,-40.28061426,175.6405101202204,99.36,10.59,178.7,7.01
Wind,BPE0331,20/03/2015,62961.1089,NI,-40.28061426,175.6405101202204,100.06,11.1,134.3,4.72
Wind,BPE0331,21/03/2015,98476.3016,NI,-40.28061426,175.6405101202204,100.01,13.82,332.9,6.2
Wind,BPE0331,22/03/2015,51481.5432,NI,-40.28061426,175.6405101202204,99.83,14.99,345.4,4.62
Wind,BPE0331,23/03/2015,114162.95,NI,-40.28061426,175.6405101202204,99.64,16.04,82.1,3.43
Wind,BPE0331,24/03/2015,67559.4409,NI,-40.28061426,175.6405101202204,99.44,15.71,316.1,5.65
Wind,BPE0331,25/03/2015,185553.426,NI,-40.28061426,175.6405101202204,99.55,16.43,316.1,5.9
Wind,BPE0331,26/03/2015,113793.0259,NI,-40.28061426,175.6405101202204,99.38,16.68,323.4,4.7
Wind,BPE0331,27/03/2015,122499.912,NI,-40.28061426,175.6405101202204,99.25,16.57,106.9,3.79
Wind,BPE0331,28/03/2015,40877.1029,NI,-40.28061426,175.6405101202204,99.03,17.04,325.1,5.86
Wind,BPE0331,29/03/2015,385853.9987,NI,-40.28061426,175.6405101202204,98.6,16.18,315.6,9.63
Wind,BPE0331,30/03/2015,439541.8,NI,-40.28061426,175.6405101202204,98.82,15.91,288,6.51
Wind,BPE0331,31/03/2015,249582.4884,NI,-40.28061426,175.6405101202204,99.52,15.01,290.3,5.15
Wind,BPE0331,1/04/2015,42730.3901,NI,-40.28061426,175.6405101202204,100.22,15.37,64.5,2.91
Wind,BPE0331,2/04/2015,482642.7673,NI,-40.28061426,175.6405101202204,100.23,15.19,315.9,9.23
Wind,BPE0331,3/04/2015,374646.3807,NI,-40.28061426,175.6405101202204,100.08,16.08,305.9,6.96
Wind,BPE0331,4/04/2015,622503.92,NI,-40.28061426,175.6405101202204,99.45,16.08,306.2,11.4
Wind,BPE0331,5/04/2015,149914.617,NI,-40.28061426,175.6405101202204,99.76,15.42,111.5,4.48
Wind,BPE0331,6/04/2015,53178.3808,NI,-40.28061426,175.6405101202204,99.97,16.78,331.4,6.57
Wind,BPE0331,7/04/2015,469993.32,NI,-40.28061426,175.6405101202204,99.77,17.35,325.8,9.59
Wind,BPE0331,8/04/2015,289452.35,NI,-40.28061426,175.6405101202204,99.42,17.2,327,8.38
Wind,BPE0331,9/04/2015,364122.4497,NI,-40.28061426,175.6405101202204,99.33,15.17,128.2,6.66
Wind,BPE0331,10/04/2015,219131.0184,NI,-40.28061426,175.6405101202204,98.3,16.26,318.2,7.8
Wind,BPE0331,11/04/2015,205000.5136,NI,-40.28061426,175.6405101202204,98.47,12.84,181.6,5.11
Wind,BPE0331,12/04/2015,734951.27,NI,-40.28061426,175.6405101202204,98.06,13.73,305,13.64
Wind,BPE0331,13/04/2015,440197.0185,NI,-40.28061426,175.6405101202204,96.65,11.21,295.6,11.57
Wind,BPE0331,14/04/2015,35179.4988,NI,-40.28061426,175.6405101202204,97.79,6.73,211.9,7.06
Wind,BPE0331,15/04/2015,148690.0776,NI,-40.28061426,175.6405101202204,98.84,7.96,228.5,8.37
Wind,BPE0331,16/04/2015,113220.1697,NI,-40.28061426,175.6405101202204,99.63,8.89,225,6.18
Wind,BPE0331,17/04/2015,659782.29,NI,-40.28061426,175.6405101202204,99.53,11.53,320.5,9.66
Wind,BPE0331,18/04/2015,192492.2128,NI,-40.28061426,175.6405101202204,99.71,11.5,132.3,4.84
Wind,BPE0331,19/04/2015,25304.98,NI,-40.28061426,175.6405101202204,100.2,11.9,335.5,4.32
Wind,BPE0331,20/04/2015,303107.56,NI,-40.28061426,175.6405101202204,100.32,13.61,317.5,7.18
Wind,BPE0331,21/04/2015,67326.1204,NI,-40.28061426,175.6405101202204,100.42,14.03,302.8,4.96
Wind,BPE0331,22/04/2015,236039.838,NI,-40.28061426,175.6405101202204,100.5,13.59,151.5,5
Wind,BPE0331,23/04/2015,332824.45,NI,-40.28061426,175.6405101202204,100.72,12.47,88.5,7.11
Wind,BPE0331,24/04/2015,176013.8354,NI,-40.28061426,175.6405101202204,100.54,12.15,54.8,5.99
Wind,BPE0331,25/04/2015,109627.6214,NI,-40.28061426,175.6405101202204,100.12,11.75,340.3,6
Wind,BPE0331,26/04/2015,391646.04,NI,-40.28061426,175.6405101202204,99.39,12.19,343.2,8.5
Wind,BPE0331,27/04/2015,292764.2985,NI,-40.28061426,175.6405101202204,97.85,15.19,346.9,13.39
Wind,BPE0331,28/04/2015,523862.262,NI,-40.28061426,175.6405101202204,97.54,12.24,289.6,10.91
Wind,BPE0331,29/04/2015,613573.515,NI,-40.28061426,175.6405101202204,97.83,11.6,284.4,12.75
Wind,BPE0331,30/04/2015,130118.3364,NI,-40.28061426,175.6405101202204,98.8,8.6,220.5,8.7
Wind,BPE0331,1/05/2015,420830.2,NI,-40.28061426,175.6405101202204,100.08,10.47,300.2,7.54
Wind,BPE0331,2/05/2015,357156.02,NI,-40.28061426,175.6405101202204,100.47,12.11,317.9,7.74
Wind,BPE0331,3/05/2015,155639.7789,NI,-40.28061426,175.6405101202204,100.67,11.16,325.7,5.04
Wind,BPE0331,4/05/2015,445210.1605,NI,-40.28061426,175.6405101202204,100.66,9.9,331.1,6.15
Wind,BPE0331,5/05/2015,614403.04,NI,-40.28061426,175.6405101202204,100.29,12.83,323,7.89
Wind,BPE0331,6/05/2015,613562.22,NI,-40.28061426,175.6405101202204,99.63,14.34,327.7,11.67
Wind,BPE0331,7/05/2015,660433.23,NI,-40.28061426,175.6405101202204,98.73,15.7,323.3,12.27
Wind,BPE0331,8/05/2015,639686.7,NI,-40.28061426,175.6405101202204,98.16,14.12,308.9,9.61
Wind,BPE0331,9/05/2015,676743.82,NI,-40.28061426,175.6405101202204,98.27,12.55,296.3,10.83
Wind,BPE0331,10/05/2015,631474.07,NI,-40.28061426,175.6405101202204,98.54,13.81,299.6,9.69
Wind,BPE0331,11/05/2015,445107.65,NI,-40.28061426,175.6405101202204,98.3,13.67,325.1,10.14
Wind,BPE0331,12/05/2015,551175.5,NI,-40.28061426,175.6405101202204,97.41,12.71,316.4,11.72
Wind,BPE0331,13/05/2015,754931,NI,-40.28061426,175.6405101202204,98.34,12.42,302.1,12.5
Wind,BPE0331,14/05/2015,433390.8008,NI,-40.28061426,175.6405101202204,98.13,12.9,340.7,9.75
Wind,BPE0331,15/05/2015,86877.7544,NI,-40.28061426,175.6405101202204,97.13,11.31,273.4,5.3
Wind,BPE0331,16/05/2015,12867.7371,NI,-40.28061426,175.6405101202204,98.39,9.17,208.4,10.11
Wind,BPE0331,17/05/2015,42141.4777,NI,-40.28061426,175.6405101202204,99.64,8.91,191.1,4.69
Wind,BPE0331,18/05/2015,619917.08,NI,-40.28061426,175.6405101202204,99.27,10.18,300.3,8.52
Wind,BPE0331,19/05/2015,136754.5082,NI,-40.28061426,175.6405101202204,99.54,8.3,172,4.42
Wind,BPE0331,20/05/2015,259932.0986,NI,-40.28061426,175.6405101202204,99.65,7.96,317.5,4.98
Wind,BPE0331,21/05/2015,783390.1,NI,-40.28061426,175.6405101202204,98.82,12.15,305,12.03
Wind,BPE0331,22/05/2015,225667.1392,NI,-40.28061426,175.6405101202204,98.96,8.3,236.8,6.01
Wind,BPE0331,23/05/2015,264646.4478,NI,-40.28061426,175.6405101202204,97.99,7.79,49,6.49
Wind,BPE0331,24/05/2015,385748.4987,NI,-40.28061426,175.6405101202204,97.29,8.95,248.3,8.92
Wind,BPE0331,25/05/2015,98531.9965,NI,-40.28061426,175.6405101202204,98.01,5.11,235.8,7.82
Wind,BPE0331,26/05/2015,114274.9422,NI,-40.28061426,175.6405101202204,98.5,5.25,248.7,6.81
Wind,BPE0331,27/05/2015,8501.7693,NI,-40.28061426,175.6405101202204,99.15,5.72,202.5,6.71
Wind,BPE0331,28/05/2015,174.9259,NI,-40.28061426,175.6405101202204,100.17,7.15,237,2.56
Wind,BPE0331,29/05/2015,87601.3923,NI,-40.28061426,175.6405101202204,100.43,6.34,327.2,5.88
Wind,BPE0331,30/05/2015,261252.5363,NI,-40.28061426,175.6405101202204,100,7.45,332.6,7.68
Wind,BPE0331,31/05/2015,46252.0313,NI,-40.28061426,175.6405101202204,99.71,9.46,340.5,5
Wind,BPE0331,1/06/2015,72993.7785,NI,-40.28061426,175.6405101202204,99.13,9.31,38.2,6.46
Wind,BPE0331,2/06/2015,185016.2995,NI,-40.28061426,175.6405101202204,97.94,12.38,38.2,8.31
Wind,BPE0331,3/06/2015,174719.7743,NI,-40.28061426,175.6405101202204,96.92,10.48,3.4,8.32
Wind,BPE0331,4/06/2015,162177.1575,NI,-40.28061426,175.6405101202204,97.24,8.56,221,7.74
Wind,BPE0331,5/06/2015,99176.7322,NI,-40.28061426,175.6405101202204,98.74,5.49,161.3,4.49
Wind,BPE0331,6/06/2015,154683.0413,NI,-40.28061426,175.6405101202204,99.5,6.95,332.3,5.92
Wind,BPE0331,7/06/2015,491534.44,NI,-40.28061426,175.6405101202204,99.65,8.95,302.9,6.2
Wind,BPE0331,8/06/2015,575977.66,NI,-40.28061426,175.6405101202204,100.04,9.8,328.5,7.85
Wind,BPE0331,9/06/2015,782343.4,NI,-40.28061426,175.6405101202204,99.89,12.01,311,12.43
Wind,BPE0331,10/06/2015,767577.2,NI,-40.28061426,175.6405101202204,99.33,12.18,312.2,14.23
Wind,BPE0331,11/06/2015,592326.01,NI,-40.28061426,175.6405101202204,99.09,8.6,289.2,12.7
Wind,BPE0331,12/06/2015,616367.62,NI,-40.28061426,175.6405101202204,98.44,8.98,290.4,14.63
Wind,BPE0331,13/06/2015,652231.54,NI,-40.28061426,175.6405101202204,98.44,8.39,280.3,11.48
Wind,BPE0331,14/06/2015,772845.8,NI,-40.28061426,175.6405101202204,98.56,10.7,283.1,11.73
Wind,BPE0331,15/06/2015,314707.5566,NI,-40.28061426,175.6405101202204,98.85,7.18,224.5,6.51
Wind,BPE0331,16/06/2015,21555.6713,NI,-40.28061426,175.6405101202204,99.69,5.17,215,5.14
Wind,BPE0331,17/06/2015,327347.567,NI,-40.28061426,175.6405101202204,100.18,6.18,311.4,6.03
Wind,BPE0331,18/06/2015,712009.2,NI,-40.28061426,175.6405101202204,99.5,9.68,312.3,11.72
Wind,BPE0331,19/06/2015,700224.67,NI,-40.28061426,175.6405101202204,98.82,12.23,326.2,14.15
Wind,BPE0331,20/06/2015,434568.2448,NI,-40.28061426,175.6405101202204,98.14,11.7,290.2,9.63
Wind,BPE0331,21/06/2015,554325.469,NI,-40.28061426,175.6405101202204,98.28,8.79,284.4,9.28
Wind,BPE0331,22/06/2015,215048.6016,NI,-40.28061426,175.6405101202204,99.63,4.43,191.3,9.62
Wind,BPE0331,23/06/2015,365760.09,NI,-40.28061426,175.6405101202204,100.61,4.16,157,8.26
Wind,BPE0331,24/06/2015,134525.3496,NI,-40.28061426,175.6405101202204,100.1,5.32,160.7,6.75
Wind,BPE0331,25/06/2015,125460.5112,NI,-40.28061426,175.6405101202204,99.51,4.55,229.5,5.02
Wind,BPE0331,26/06/2015,722613.6,NI,-40.28061426,175.6405101202204,98.96,8.08,298,10.54
Wind,BPE0331,27/06/2015,437057.2561,NI,-40.28061426,175.6405101202204,99.08,7.36,270.3,7.38
Wind,BPE0331,28/06/2015,705389.82,NI,-40.28061426,175.6405101202204,98.99,8.83,295.5,11.17
Wind,BPE0331,29/06/2015,735924.55,NI,-40.28061426,175.6405101202204,98.71,9.99,288.2,14.63
Wind,BPE0331,30/06/2015,578744.272,NI,-40.28061426,175.6405101202204,99.09,9.48,295.5,8.84
Wind,BPE0331,1/07/2015,466363.85,NI,-40.28061426,175.6405101202204,99.31,10.08,288.7,6.67
Wind,BPE0331,2/07/2015,510206.93,NI,-40.28061426,175.6405101202204,99.37,8.88,315.7,8.13
Wind,BPE0331,3/07/2015,560150.76,NI,-40.28061426,175.6405101202204,98.42,9.17,328.1,10.97
Wind,BPE0331,4/07/2015,317148.4021,NI,-40.28061426,175.6405101202204,98.52,8.6,108.9,5.1
Wind,BPE0331,5/07/2015,572295.131,NI,-40.28061426,175.6405101202204,98.1,8.75,292.2,9.35
Wind,BPE0331,6/07/2015,632349.4,NI,-40.28061426,175.6405101202204,98.01,9.37,291.8,12.39
Wind,BPE0331,7/07/2015,268432.4413,NI,-40.28061426,175.6405101202204,97.78,6.57,245,5.64
Wind,BPE0331,8/07/2015,212818.4322,NI,-40.28061426,175.6405101202204,98.31,3.97,183.9,8.22
Wind,BPE0331,9/07/2015,106062.818,NI,-40.28061426,175.6405101202204,99.09,2.45,188.7,8.94
Wind,BPE0331,10/07/2015,55485.1955,NI,-40.28061426,175.6405101202204,99.75,3.28,181,7.77
Wind,BPE0331,11/07/2015,1212.8854,NI,-40.28061426,175.6405101202204,100.09,3.87,205.3,4.97
Wind,BPE0331,12/07/2015,18915.7503,NI,-40.28061426,175.6405101202204,100.46,4.79,151.8,3.09
Wind,BPE0331,13/07/2015,24369.5983,NI,-40.28061426,175.6405101202204,100.67,3.96,17.8,3.16
Wind,BPE0331,14/07/2015,16130.8253,NI,-40.28061426,175.6405101202204,100.28,3.87,19.3,5.09
Wind,BPE0331,15/07/2015,27756.194,NI,-40.28061426,175.6405101202204,99.42,7.45,16.5,7.49
Wind,BPE0331,16/07/2015,288877.3992,NI,-40.28061426,175.6405101202204,98.93,9.25,297.2,6.77
Wind,BPE0331,17/07/2015,351174.0334,NI,-40.28061426,175.6405101202204,98.9,8.47,295.8,7.28
Wind,BPE0331,18/07/2015,125397.5848,NI,-40.28061426,175.6405101202204,97.43,7.61,359,6.75
Wind,BPE0331,19/07/2015,283684.2947,NI,-40.28061426,175.6405101202204,97.95,4.46,211.3,11.48
Wind,BPE0331,20/07/2015,281850.68,NI,-40.28061426,175.6405101202204,98.92,5.04,240.5,8.57
Wind,BPE0331,21/07/2015,104109.8549,NI,-40.28061426,175.6405101202204,99.92,6.42,218.6,9.08
Wind,BPE0331,22/07/2015,48579.3796,NI,-40.28061426,175.6405101202204,100.76,6.78,183.2,7.19
Wind,BPE0331,23/07/2015,408062.0723,NI,-40.28061426,175.6405101202204,100.88,5.75,329.4,5.94
Wind,BPE0331,24/07/2015,467890.9894,NI,-40.28061426,175.6405101202204,100.67,8.27,312.4,6.58
Wind,BPE0331,25/07/2015,76550.1226,NI,-40.28061426,175.6405101202204,100.72,7.36,44.5,4.37
Wind,BPE0331,26/07/2015,371956.128,NI,-40.28061426,175.6405101202204,99.95,7.48,349.1,8.7
Wind,BPE0331,27/07/2015,114922.6273,NI,-40.28061426,175.6405101202204,99.08,11.16,349.1,7.39
Wind,BPE0331,28/07/2015,515333.276,NI,-40.28061426,175.6405101202204,97.96,9.99,307,10.44
Wind,BPE0331,29/07/2015,196769.1706,NI,-40.28061426,175.6405101202204,98.61,7.03,210.5,7.77
Wind,BPE0331,30/07/2015,102176.457,NI,-40.28061426,175.6405101202204,99.85,4.1,217.3,5.68
Wind,BPE0331,31/07/2015,472560.3,NI,-40.28061426,175.6405101202204,99.82,6.56,328.7,7.96
Wind,BPE0331,1/08/2015,554463.47,NI,-40.28061426,175.6405101202204,99.61,9.25,319.1,9.12
Wind,BPE0331,2/08/2015,565330.47,NI,-40.28061426,175.6405101202204,99.6,10.23,318.1,8.88
Wind,BPE0331,3/08/2015,611795.66,NI,-40.28061426,175.6405101202204,99.34,10.65,324.9,11.2
Wind,BPE0331,4/08/2015,697150.06,NI,-40.28061426,175.6405101202204,98.8,11.52,315.8,13.44
Wind,BPE0331,5/08/2015,108293.4361,NI,-40.28061426,175.6405101202204,99.04,7.67,348,5.69
Wind,BPE0331,6/08/2015,337058.9509,NI,-40.28061426,175.6405101202204,97.61,8.85,339.4,10.51
Wind,BPE0331,7/08/2015,492179.37,NI,-40.28061426,175.6405101202204,96.94,7.91,309.6,12.8
Wind,BPE0331,8/08/2015,140010.1483,NI,-40.28061426,175.6405101202204,97.33,5.55,269,7.04
Wind,BPE0331,9/08/2015,178880.66,NI,-40.28061426,175.6405101202204,98.56,3.88,158,6.23
Wind,BPE0331,10/08/2015,165136.072,NI,-40.28061426,175.6405101202204,99.2,3.82,169.5,6.94
Wind,BPE0331,11/08/2015,64677.9661,NI,-40.28061426,175.6405101202204,99.44,4.83,185.1,7.85
Wind,BPE0331,12/08/2015,13999.3025,NI,-40.28061426,175.6405101202204,99.52,4.4,200.7,4.58
Wind,BPE0331,13/08/2015,44404.5692,NI,-40.28061426,175.6405101202204,99.55,5.1,357.5,3.94
Wind,BPE0331,14/08/2015,259638.546,NI,-40.28061426,175.6405101202204,98.73,7.03,55.7,7.77
Wind,BPE0331,15/08/2015,172962.8144,NI,-40.28061426,175.6405101202204,98.07,8.95,91.2,6.69
Wind,BPE0331,16/08/2015,340032.59,NI,-40.28061426,175.6405101202204,98.73,8.24,124.2,8.2
Wind,BPE0331,17/08/2015,57140.5937,NI,-40.28061426,175.6405101202204,99.48,7.2,39.6,4.66
Wind,BPE0331,18/08/2015,252252.08,NI,-40.28061426,175.6405101202204,99.58,8.21,344.8,9.36
Wind,BPE0331,19/08/2015,523663.71,NI,-40.28061426,175.6405101202204,98.67,8.96,318.9,11.18
Wind,BPE0331,20/08/2015,257793.9391,NI,-40.28061426,175.6405101202204,99.36,6.56,225.3,6.16
Wind,BPE0331,21/08/2015,31258.0867,NI,-40.28061426,175.6405101202204,100.23,5.82,138,2.83
Wind,BPE0331,22/08/2015,77384.8345,NI,-40.28061426,175.6405101202204,100.53,6.23,345.6,4.2
Wind,BPE0331,23/08/2015,414213.77,NI,-40.28061426,175.6405101202204,100.28,8.55,320,8.06
Wind,BPE0331,24/08/2015,727828.73,NI,-40.28061426,175.6405101202204,99.8,10.48,315.7,10.77
Wind,BPE0331,25/08/2015,431906.841,NI,-40.28061426,175.6405101202204,99.25,9.69,303.8,9.44
Wind,BPE0331,26/08/2015,211366.0465,NI,-40.28061426,175.6405101202204,100.06,7.47,209.6,5.75
Wind,BPE0331,27/08/2015,37330.4869,NI,-40.28061426,175.6405101202204,100.85,5.53,69.7,2.66
Wind,BPE0331,28/08/2015,318273.126,NI,-40.28061426,175.6405101202204,100.63,8.5,319.4,5.2
Wind,BPE0331,29/08/2015,372102.06,NI,-40.28061426,175.6405101202204,100.07,8.55,331.2,7.6
Wind,BPE0331,30/08/2015,312357.6181,NI,-40.28061426,175.6405101202204,99.27,11.2,294.2,7.33
Wind,BPE0331,31/08/2015,507599.49,NI,-40.28061426,175.6405101202204,99.44,7.81,119.4,6.77
Wind,BPE0331,1/09/2015,556301.4807,NI,-40.28061426,175.6405101202204,98.79,8.39,67.9,10.38
Wind,BPE0331,2/09/2015,575929.255,NI,-40.28061426,175.6405101202204,97.79,10.31,324.7,10
Wind,BPE0331,3/09/2015,159839.8335,NI,-40.28061426,175.6405101202204,97.79,7.61,212.5,6.54
Wind,BPE0331,4/09/2015,601133.48,NI,-40.28061426,175.6405101202204,98.22,8.57,297.8,10.1
Wind,BPE0331,5/09/2015,490539.5178,NI,-40.28061426,175.6405101202204,97.92,8.41,303.2,9.08
Wind,BPE0331,6/09/2015,442179.3,NI,-40.28061426,175.6405101202204,97.94,7.26,266.2,7.53
Wind,BPE0331,7/09/2015,3303.5358,NI,-40.28061426,175.6405101202204,98.82,4.37,204.8,6.06
Wind,BPE0331,8/09/2015,276816.9338,NI,-40.28061426,175.6405101202204,99.41,6.61,294.9,5.65
Wind,BPE0331,9/09/2015,655128.09,NI,-40.28061426,175.6405101202204,99.52,9.21,313.4,9.87
Wind,BPE0331,10/09/2015,305745.4134,NI,-40.28061426,175.6405101202204,98.37,9.54,323.4,9.26
Wind,BPE0331,11/09/2015,168817.8693,NI,-40.28061426,175.6405101202204,98.45,6.21,210.2,7.79
Wind,BPE0331,12/09/2015,195631.0839,NI,-40.28061426,175.6405101202204,99.24,4.87,214.9,6.76
Wind,BPE0331,13/09/2015,462460.4941,NI,-40.28061426,175.6405101202204,99.47,9.17,243.8,6.51
Wind,BPE0331,14/09/2015,176542.1602,NI,-40.28061426,175.6405101202204,100.02,6.05,214.2,4.47
Wind,BPE0331,15/09/2015,706579.83,NI,-40.28061426,175.6405101202204,99.33,9.6,307.3,8.57
Wind,BPE0331,16/09/2015,686952.24,NI,-40.28061426,175.6405101202204,99.19,10.55,304.8,12.97
Wind,BPE0331,17/09/2015,731338.5,NI,-40.28061426,175.6405101202204,99.13,11.67,318.4,10.88
Wind,BPE0331,18/09/2015,712292.5,NI,-40.28061426,175.6405101202204,98.74,11.52,306.4,10.83
Wind,BPE0331,19/09/2015,456786.337,NI,-40.28061426,175.6405101202204,99.04,8.44,178.5,7.39
Wind,BPE0331,20/09/2015,777556.7,NI,-40.28061426,175.6405101202204,99.11,7.53,144.4,11.1
Wind,BPE0331,21/09/2015,701391.91,NI,-40.28061426,175.6405101202204,98.78,6.65,162.6,13.98
Wind,BPE0331,22/09/2015,174295.2049,NI,-40.28061426,175.6405101202204,98.22,9.59,163.3,5.35
Wind,BPE0331,23/09/2015,327128.4446,NI,-40.28061426,175.6405101202204,98.18,10.44,118.8,8.34
Wind,BPE0331,24/09/2015,685561.88,NI,-40.28061426,175.6405101202204,98.83,9.66,130.3,10.72
Wind,BPE0331,25/09/2015,205065.438,NI,-40.28061426,175.6405101202204,98.99,8.72,127,6.65
Wind,BPE0331,26/09/2015,467013.19,NI,-40.28061426,175.6405101202204,99.82,7.36,143.2,8.45
Wind,BPE0331,27/09/2015,166088.9,NI,-40.28061426,175.6405101202204,100.05,7.4,105.3,4.61
Wind,BPE0331,28/09/2015,106257.7861,NI,-40.28061426,175.6405101202204,100,7.81,306.9,4.7
Wind,BPE0331,29/09/2015,64898.8251,NI,-40.28061426,175.6405101202204,100.56,9.17,130.6,3.29
Wind,BPE0331,30/09/2015,74047.1162,NI,-40.28061426,175.6405101202204,100.6,9.7,324.4,6.37
Wind,BPE0331,1/10/2015,575374.15,NI,-40.28061426,175.6405101202204,100.05,11.15,319,11.55
Wind,BPE0331,2/10/2015,683857.73,NI,-40.28061426,175.6405101202204,98.87,11.49,307,11.9
Wind,BPE0331,3/10/2015,258198.6143,NI,-40.28061426,175.6405101202204,98.84,11.1,263.2,6.31
Wind,BPE0331,4/10/2015,742006.24,NI,-40.28061426,175.6405101202204,98.49,11.31,310.7,14.17
Wind,BPE0331,5/10/2015,339937.7843,NI,-40.28061426,175.6405101202204,99.01,10.39,256.8,7.9
Wind,BPE0331,6/10/2015,802638.2,NI,-40.28061426,175.6405101202204,99.91,10.12,308.6,11.2
Wind,BPE0331,7/10/2015,738029.55,NI,-40.28061426,175.6405101202204,99.88,11.53,308.1,12.07
Wind,BPE0331,8/10/2015,356940.5957,NI,-40.28061426,175.6405101202204,99.62,9.52,227.4,8.23
Wind,BPE0331,9/10/2015,263145.8255,NI,-40.28061426,175.6405101202204,100.12,7.83,304.6,5.82
Wind,BPE0331,10/10/2015,274196.092,NI,-40.28061426,175.6405101202204,99.68,10.24,311.2,7.68
Wind,BPE0331,11/10/2015,626722.069,NI,-40.28061426,175.6405101202204,99.48,10.66,318.5,9.31
Wind,BPE0331,12/10/2015,760318.19,NI,-40.28061426,175.6405101202204,99.2,12.41,298.8,13.75
Wind,BPE0331,13/10/2015,582437.6311,NI,-40.28061426,175.6405101202204,98.95,11.72,293.5,10.52
Wind,BPE0331,14/10/2015,189982.7351,NI,-40.28061426,175.6405101202204,99.51,10.39,57.5,4.34
Wind,BPE0331,15/10/2015,143154.9514,NI,-40.28061426,175.6405101202204,99.81,10.94,314.2,6.55
Wind,BPE0331,16/10/2015,458697.63,NI,-40.28061426,175.6405101202204,99.67,11.12,307,13.57
Wind,BPE0331,17/10/2015,511901.1532,NI,-40.28061426,175.6405101202204,99.61,12.1,291.2,11.85
Wind,BPE0331,18/10/2015,551378.927,NI,-40.28061426,175.6405101202204,99.22,11.91,307.3,14.78
Wind,BPE0331,19/10/2015,730310.41,NI,-40.28061426,175.6405101202204,98.84,10.82,278.7,10.73
Wind,BPE0331,20/10/2015,715999.38,NI,-40.28061426,175.6405101202204,99.36,10.12,295.2,7.8
Wind,BPE0331,21/10/2015,628969.517,NI,-40.28061426,175.6405101202204,99.11,11.69,306.5,14.15
Wind,BPE0331,22/10/2015,565687.53,NI,-40.28061426,175.6405101202204,98.62,12.11,299.6,12.8
Wind,BPE0331,23/10/2015,530230.62,NI,-40.28061426,175.6405101202204,98.66,12.92,305.9,11.35
Wind,BPE0331,24/10/2015,247095.642,NI,-40.28061426,175.6405101202204,99,11.7,79.1,3.71
Wind,BPE0331,25/10/2015,268770.4816,NI,-40.28061426,175.6405101202204,99.18,11.77,301,6.43
Wind,BPE0331,26/10/2015,385272.0777,NI,-40.28061426,175.6405101202204,99.25,11.98,331.1,7.84
Wind,BPE0331,27/10/2015,491256.03,NI,-40.28061426,175.6405101202204,99.26,11.84,254.6,7.77
Wind,BPE0331,28/10/2015,173775.3945,NI,-40.28061426,175.6405101202204,99.23,11.15,338.4,7.79
Wind,BPE0331,29/10/2015,489161.2908,NI,-40.28061426,175.6405101202204,98.25,11.36,284.8,8.45
Wind,BPE0331,30/10/2015,351739.522,NI,-40.28061426,175.6405101202204,98.83,8.95,140.1,6.66
Wind,BPE0331,31/10/2015,373239.4504,NI,-40.28061426,175.6405101202204,99.22,9.22,302.4,6.22
Wind,BPE0331,1/11/2015,87052.1299,NI,-40.28061426,175.6405101202204,99.74,11.81,302.5,3.19
Wind,BPE0331,2/11/2015,690628.282,NI,-40.28061426,175.6405101202204,99.59,11.05,311.5,11.45
Wind,BPE0331,3/11/2015,621183.78,NI,-40.28061426,175.6405101202204,98.84,11.79,307.6,12.8
