DATE,Avg_WS50M
15/03/2018,9.2723
16/03/2018,10.39
17/03/2018,7.1885
18/03/2018,5.9015
19/03/2018,6.8523
20/03/2018,5.8169
21/03/2018,6.7754
22/03/2018,5.4485
23/03/2018,5.6592
24/03/2018,5.6292
25/03/2018,5.9162
26/03/2018,7.8154
27/03/2018,9.3323
28/03/2018,7.3746
29/03/2018,5.2223
30/03/2018,3.6831
31/03/2018,10.1185
1/04/2018,5.0869
2/04/2018,8.98
3/04/2018,10.4085
4/04/2018,10.5877
5/04/2018,5.8354
6/04/2018,8.6769
7/04/2018,8.6738
8/04/2018,6.7038
9/04/2018,7.4008
10/04/2018,12.2146
11/04/2018,12.04
12/04/2018,9.56
13/04/2018,6.5638
14/04/2018,5.6346
15/04/2018,6.35
16/04/2018,11.1592
17/04/2018,11.3077
18/04/2018,9.54
19/04/2018,9.72
20/04/2018,12.7146
21/04/2018,12.83
22/04/2018,6.3415
23/04/2018,5.68
24/04/2018,8.0931
25/04/2018,5.2792
26/04/2018,4.5654
27/04/2018,5.8769
28/04/2018,7.33
29/04/2018,7.51
30/04/2018,5.5369
1/05/2018,5.4969
2/05/2018,7.1769
3/05/2018,3.0877
4/05/2018,2.8554
5/05/2018,7.7431
6/05/2018,10.5608
7/05/2018,9.4254
8/05/2018,10.7023
9/05/2018,7.7462
10/05/2018,6.5746
11/05/2018,8.0877
12/05/2018,7.2269
13/05/2018,6.25
14/05/2018,4.9662
15/05/2018,4.9123
16/05/2018,8.2115
17/05/2018,8.4515
18/05/2018,10.0323
19/05/2018,10.8592
20/05/2018,11.8638
21/05/2018,11.4669
22/05/2018,11.7877
23/05/2018,8.4169
24/05/2018,10.9431
25/05/2018,7.8215
26/05/2018,8.2562
27/05/2018,8.8769
28/05/2018,10.7338
29/05/2018,7.3585
30/05/2018,4.6377
31/05/2018,3.5146
1/06/2018,3.9285
2/06/2018,5.4838
3/06/2018,6.74
4/06/2018,6.9885
5/06/2018,7.2138
6/06/2018,9.45
7/06/2018,9.2962
8/06/2018,6.4708
9/06/2018,7.7585
10/06/2018,5.2477
11/06/2018,8.5877
12/06/2018,12.53
13/06/2018,6.2915
14/06/2018,5.3585
15/06/2018,6.5215
16/06/2018,7.5546
17/06/2018,7.3154
18/06/2018,6.4531
19/06/2018,7.3577
20/06/2018,8.1915
21/06/2018,6.6323
22/06/2018,2.5808
23/06/2018,5.9031
24/06/2018,11.1185
25/06/2018,9.9369
26/06/2018,9.7946
27/06/2018,5.1815
28/06/2018,3.1115
29/06/2018,3.7946
30/06/2018,4.5946
1/07/2018,9.3792
2/07/2018,9.3154
3/07/2018,6.3738
4/07/2018,4.3423
5/07/2018,4.4062
6/07/2018,7.7454
7/07/2018,11.9792
8/07/2018,13.1008
9/07/2018,12.29
10/07/2018,7.3554
11/07/2018,8.2808
12/07/2018,5.8192
13/07/2018,6.6677
14/07/2018,6.4008
15/07/2018,9.5623
16/07/2018,7.8385
17/07/2018,8.0292
18/07/2018,4.9531
19/07/2018,6.4638
20/07/2018,7.3438
21/07/2018,10.6423
22/07/2018,10.7485
23/07/2018,8.0308
24/07/2018,3.7685
25/07/2018,4.1277
26/07/2018,9.2446
27/07/2018,9.7769
28/07/2018,11.42
29/07/2018,10.3285
30/07/2018,4.9
31/07/2018,7.7931
1/08/2018,7.5408
2/08/2018,7.3777
3/08/2018,4.3738
4/08/2018,4.6385
5/08/2018,6.1154
6/08/2018,5.2038
7/08/2018,5.2777
8/08/2018,7.7846
9/08/2018,7.0608
10/08/2018,6.0162
11/08/2018,3.6569
12/08/2018,4.2262
13/08/2018,5.7223
14/08/2018,5.48
15/08/2018,7.9215
16/08/2018,9.8015
17/08/2018,8.2969
18/08/2018,5.7492
19/08/2018,4.9408
20/08/2018,7.3792
21/08/2018,9.3731
22/08/2018,9.0392
23/08/2018,5.3269
24/08/2018,7.7408
25/08/2018,6.9469
26/08/2018,6.0585
27/08/2018,7.6385
28/08/2018,5.6838
29/08/2018,6.5969
30/08/2018,4.43
31/08/2018,6.4354
1/09/2018,6.9423
2/09/2018,9.0923
3/09/2018,8.8062
4/09/2018,11
5/09/2018,11.0808
6/09/2018,10.7023
7/09/2018,10.5792
8/09/2018,7.1223
9/09/2018,6.0846
10/09/2018,4.2477
11/09/2018,5.7108
12/09/2018,6.19
13/09/2018,10.66
14/09/2018,7.8369
15/09/2018,6.1323
16/09/2018,8.7031
17/09/2018,8.8546
18/09/2018,6.1569
19/09/2018,5.7138
20/09/2018,5.4415
21/09/2018,6.3415
22/09/2018,6.5431
23/09/2018,5.6931
24/09/2018,7.8546
25/09/2018,9.8185
26/09/2018,9.0954
27/09/2018,4.2254
28/09/2018,4.5831
29/09/2018,8.1962
30/09/2018,7.7538
1/10/2018,8.4715
2/10/2018,8.1454
3/10/2018,5.5269
4/10/2018,8.23
5/10/2018,5.5338
6/10/2018,5.2523
7/10/2018,6.3738
8/10/2018,4.6946
9/10/2018,6.2723
10/10/2018,9.7792
11/10/2018,6.8715
12/10/2018,10.5092
13/10/2018,8.99
14/10/2018,7.0385
15/10/2018,4.5692
16/10/2018,6.8262
17/10/2018,7.6146
18/10/2018,6.1738
19/10/2018,7.0238
20/10/2018,8.8208
21/10/2018,5.2923
22/10/2018,2.5677
23/10/2018,4.9362
24/10/2018,8.1177
25/10/2018,8.4462
26/10/2018,4.6262
27/10/2018,6.5338
28/10/2018,5.9331
29/10/2018,3.8877
30/10/2018,7.8492
31/10/2018,6.9754
1/11/2018,11.35
2/11/2018,6.9354
3/11/2018,12.4823
4/11/2018,13.2254
5/11/2018,8.7069
6/11/2018,7.5346
7/11/2018,9.5777
8/11/2018,11.5131
9/11/2018,9.3454
10/11/2018,5.0231
11/11/2018,4.0254
12/11/2018,3.6108
13/11/2018,3.8423
14/11/2018,4.2346
15/11/2018,6.8108
16/11/2018,7.4646
17/11/2018,6.4938
18/11/2018,9.7638
19/11/2018,6.3423
20/11/2018,4.9115
21/11/2018,3.8785
22/11/2018,4.6415
23/11/2018,4.6992
24/11/2018,5.4769
25/11/2018,8.6538
26/11/2018,7.7485
27/11/2018,7.5792
28/11/2018,7.5623
29/11/2018,6.4192
30/11/2018,6.0654
1/12/2018,8.25
2/12/2018,6.6777
3/12/2018,4.5915
4/12/2018,9.7308
5/12/2018,13.27
6/12/2018,8.0292
7/12/2018,6.6731
8/12/2018,5.9669
9/12/2018,6.5169
10/12/2018,6.3931
11/12/2018,3.4415
12/12/2018,3.3623
13/12/2018,4.2008
14/12/2018,2.7638
15/12/2018,3.6785
16/12/2018,3.2908
17/12/2018,6.7654
18/12/2018,9.7115
19/12/2018,7.1777
20/12/2018,6.1246
21/12/2018,4.66
22/12/2018,5.4738
23/12/2018,6.0423
24/12/2018,8.05
25/12/2018,7.5177
26/12/2018,6.4738
27/12/2018,3.5869
28/12/2018,4.1931
29/12/2018,7.9723
30/12/2018,9.2931
31/12/2018,6.1223
1/01/2019,4.6169
2/01/2019,9.4754
3/01/2019,10.7923
4/01/2019,6.6623
5/01/2019,8.3185
6/01/2019,10.2554
7/01/2019,7.6838
8/01/2019,5.4346
9/01/2019,6.5123
10/01/2019,10.2469
11/01/2019,8.1915
12/01/2019,5.8877
13/01/2019,8.4723
14/01/2019,7.8169
15/01/2019,9.6992
16/01/2019,7.3415
17/01/2019,4.1415
18/01/2019,4.2
19/01/2019,9.7992
20/01/2019,12.2577
21/01/2019,12.9377
22/01/2019,8.9138
23/01/2019,12.6415
24/01/2019,7.5223
25/01/2019,4.3992
26/01/2019,9.6192
27/01/2019,9.0323
28/01/2019,8.1185
29/01/2019,4.7254
30/01/2019,6.4969
31/01/2019,6.0031
1/02/2019,10.0377
2/02/2019,7.55
3/02/2019,4.4015
4/02/2019,8.2292
5/02/2019,10.1385
6/02/2019,8.5069
7/02/2019,6.9938
8/02/2019,4.9954
9/02/2019,6.4908
10/02/2019,5.7485
11/02/2019,4.3362
12/02/2019,7.1646
13/02/2019,5.2638
14/02/2019,7.3615
15/02/2019,6.5362
16/02/2019,8.0677
17/02/2019,5.5154
18/02/2019,7.4354
19/02/2019,7.6538
20/02/2019,7.1077
21/02/2019,6.1946
22/02/2019,9.6377
23/02/2019,5.0485
24/02/2019,9.4392
25/02/2019,9.6262
26/02/2019,5.3631
27/02/2019,10.7377
28/02/2019,8.2108
1/03/2019,4.6154
2/03/2019,5.3392
3/03/2019,3.5738
4/03/2019,7.9092
5/03/2019,7.3454
6/03/2019,6.8023
7/03/2019,9.4454
8/03/2019,5.5208
9/03/2019,4.6908
10/03/2019,6.63
11/03/2019,3.86
12/03/2019,6.3323
13/03/2019,8.7862
14/03/2019,4.7362
15/03/2019,5.18
16/03/2019,5.3462
17/03/2019,5.0977
18/03/2019,3.1308
19/03/2019,3.6131
20/03/2019,4.1031
21/03/2019,4.45
22/03/2019,3.1108
23/03/2019,2.9023
24/03/2019,5.2469
25/03/2019,8.0985
26/03/2019,10.5408
27/03/2019,11.2569
28/03/2019,6.8585
29/03/2019,5.84
30/03/2019,4.8215
31/03/2019,5.8585
1/04/2019,10.6923
2/04/2019,7.5577
3/04/2019,5.9908
4/04/2019,3.7923
5/04/2019,7.1554
6/04/2019,8.3531
7/04/2019,5.3677
8/04/2019,6.6885
9/04/2019,5.2615
10/04/2019,8.3392
11/04/2019,7.5031
12/04/2019,10.1723
13/04/2019,7.1062
14/04/2019,6.1492
15/04/2019,6.4977
16/04/2019,6.38
17/04/2019,4.6769
18/04/2019,3.4377
19/04/2019,5.1046
20/04/2019,7.5508
21/04/2019,6.1023
22/04/2019,4.6854
23/04/2019,4.1462
24/04/2019,3.8577
25/04/2019,5.1446
26/04/2019,7.2977
27/04/2019,9.7669
28/04/2019,8.0585
29/04/2019,11.4362
30/04/2019,9.7462
1/05/2019,5.6315
2/05/2019,4.5915
3/05/2019,2.7146
4/05/2019,6.9631
5/05/2019,4.97
6/05/2019,3.4646
7/05/2019,3.3985
8/05/2019,5.2054
9/05/2019,7.1508
10/05/2019,7.6223
11/05/2019,6.7323
12/05/2019,9.5546
13/05/2019,9.24
14/05/2019,9.2654
15/05/2019,13.5469
16/05/2019,12.1762
17/05/2019,6.0454
18/05/2019,9.7777
19/05/2019,9.1531
20/05/2019,6.2485
21/05/2019,5.5685
22/05/2019,8.2938
23/05/2019,4.2077
24/05/2019,7.0108
25/05/2019,8.8162
26/05/2019,7.9169
27/05/2019,7.5862
28/05/2019,9.2815
29/05/2019,12.2077
30/05/2019,12.5815
31/05/2019,10.1915
1/06/2019,12.4062
2/06/2019,10.7723
3/06/2019,6.9762
4/06/2019,8.7323
5/06/2019,7.9838
6/06/2019,9.6592
7/06/2019,9.5692
8/06/2019,10.6031
9/06/2019,7.7285
10/06/2019,6.5385
11/06/2019,6.6146
12/06/2019,5.1685
13/06/2019,7.0092
14/06/2019,5.4523
15/06/2019,4.8454
16/06/2019,8.8569
17/06/2019,9.0908
18/06/2019,6.7038
19/06/2019,3.2954
20/06/2019,6.2738
21/06/2019,8.64
22/06/2019,4.4569
23/06/2019,6.3985
24/06/2019,6.4923
25/06/2019,4.5023
26/06/2019,3.4331
27/06/2019,2.8423
28/06/2019,4.2323
29/06/2019,8.2423
30/06/2019,3.9915
1/07/2019,6.9354
2/07/2019,6.45
3/07/2019,9.9708
4/07/2019,8.5138
5/07/2019,10.8162
6/07/2019,9.5885
7/07/2019,8.5431
8/07/2019,6.6723
9/07/2019,7.9215
10/07/2019,7.2069
11/07/2019,7.7523
12/07/2019,8.2231
13/07/2019,9.5477
14/07/2019,12.1931
15/07/2019,9.1362
16/07/2019,9.6915
17/07/2019,10.3838
18/07/2019,7.4969
19/07/2019,6.5531
20/07/2019,6.5069
21/07/2019,5.2038
22/07/2019,2.8708
23/07/2019,3.8646
24/07/2019,4.1738
25/07/2019,3.9354
26/07/2019,4.0846
27/07/2019,5.2869
28/07/2019,5.2554
29/07/2019,4.3838
30/07/2019,7.5492
31/07/2019,9.1323
1/08/2019,8.4408
2/08/2019,12.4908
3/08/2019,9.4346
4/08/2019,10.6623
5/08/2019,9.9838
6/08/2019,9.0715
7/08/2019,9.0538
8/08/2019,8.54
9/08/2019,5.7146
10/08/2019,7.72
11/08/2019,8.5715
12/08/2019,7.4592
13/08/2019,10.5369
14/08/2019,7.1885
15/08/2019,4.9923
16/08/2019,9.5538
17/08/2019,9.6262
18/08/2019,7.7838
19/08/2019,5.7654
20/08/2019,9.0677
21/08/2019,7.5108
22/08/2019,9.5908
23/08/2019,5.7392
24/08/2019,8.8108
25/08/2019,9.7162
26/08/2019,11.5838
27/08/2019,6.0238
28/08/2019,7.5123
29/08/2019,10.2508
30/08/2019,6.6346
31/08/2019,4.9023
1/09/2019,7.7238
2/09/2019,5.1215
3/09/2019,5.4008
4/09/2019,8.8923
5/09/2019,5.2454
6/09/2019,8.2508
7/09/2019,7.0992
8/09/2019,5.9008
9/09/2019,8.5677
10/09/2019,7.5215
11/09/2019,6.8746
12/09/2019,9.3246
13/09/2019,10.44
14/09/2019,5.9292
15/09/2019,9.0915
16/09/2019,11.1115
17/09/2019,11.3777
18/09/2019,4.8892
19/09/2019,5.0692
20/09/2019,5.31
21/09/2019,2.8254
22/09/2019,6.5223
23/09/2019,11.3877
24/09/2019,8.9208
25/09/2019,12.2415
26/09/2019,12
27/09/2019,8.6508
28/09/2019,11.3477
29/09/2019,9.8815
30/09/2019,10.9746
1/10/2019,7.0808
2/10/2019,10.9162
3/10/2019,6.0869
4/10/2019,6.9838
5/10/2019,10.5031
6/10/2019,5.6585
7/10/2019,7.8092
8/10/2019,9.24
9/10/2019,7.7631
10/10/2019,8.3938
11/10/2019,7.1731
12/10/2019,4.1469
13/10/2019,4.4269
14/10/2019,6.5377
15/10/2019,10.7608
16/10/2019,7.7723
17/10/2019,7.9969
18/10/2019,9.3069
19/10/2019,9.7554
20/10/2019,8.1462
21/10/2019,10.8477
22/10/2019,10.5138
23/10/2019,10.8769
24/10/2019,11.1554
25/10/2019,7.1885
26/10/2019,8.0485
27/10/2019,10.0192
28/10/2019,8.4938
29/10/2019,8.0192
30/10/2019,8.39
31/10/2019,8.11
1/11/2019,6.0715
2/11/2019,6.0015
3/11/2019,7.5054
4/11/2019,8.8585
5/11/2019,9.1477
6/11/2019,6.4408
7/11/2019,7.1192
8/11/2019,9.9769
9/11/2019,8.7938
10/11/2019,7.8131
11/11/2019,6.5469
12/11/2019,4.5477
13/11/2019,9.9454
14/11/2019,12.0062
15/11/2019,10.5054
16/11/2019,11.2292
17/11/2019,9.5731
18/11/2019,9.6823
19/11/2019,9.6338
20/11/2019,8.6415
21/11/2019,5.6638
22/11/2019,9.4269
23/11/2019,5.4685
24/11/2019,8.0646
25/11/2019,6.0146
26/11/2019,7.2477
27/11/2019,9.0738
28/11/2019,7.3562
29/11/2019,5.1954
30/11/2019,4.2608
1/12/2019,9.9792
2/12/2019,9.5677
3/12/2019,13.5831
4/12/2019,11.2108
5/12/2019,10.1608
6/12/2019,9.4623
7/12/2019,10.9392
8/12/2019,10.0685
9/12/2019,6.6669
10/12/2019,4.9438
11/12/2019,4.5962
12/12/2019,4.9585
13/12/2019,7.6023
14/12/2019,8.73
15/12/2019,8.6162
16/12/2019,6.8638
17/12/2019,7.4377
18/12/2019,8.8223
19/12/2019,10.8585
20/12/2019,12.0331
21/12/2019,5.9854
22/12/2019,5.5408
23/12/2019,7.5677
24/12/2019,7.0731
25/12/2019,4.9892
26/12/2019,4.41
27/12/2019,9.9138
28/12/2019,7.6169
29/12/2019,8
30/12/2019,6.96
31/12/2019,3.9415
1/01/2020,7.6254
2/01/2020,8.5892
3/01/2020,8.8577
4/01/2020,6.9538
5/01/2020,10.9538
6/01/2020,13.3292
7/01/2020,8.02
8/01/2020,3.9669
9/01/2020,6.1862
10/01/2020,5.8469
11/01/2020,8.8846
12/01/2020,9.6046
13/01/2020,6.8285
14/01/2020,6.8885
15/01/2020,5.9854
16/01/2020,6.2131
17/01/2020,5.4092
18/01/2020,5.2815
19/01/2020,5.4792
20/01/2020,4.5931
21/01/2020,3.0746
22/01/2020,6.3415
23/01/2020,6.89
24/01/2020,5.3815
25/01/2020,6.5515
26/01/2020,5.5346
27/01/2020,8.27
28/01/2020,6.2062
29/01/2020,9.3885
30/01/2020,10.2238
31/01/2020,13.0431
1/02/2020,9.3077
2/02/2020,11.2277
3/02/2020,9.7177
4/02/2020,11.0692
5/02/2020,7.7631
6/02/2020,6.6869
7/02/2020,5.22
8/02/2020,9.3562
9/02/2020,4.8308
10/02/2020,5.1669
11/02/2020,5.4031
12/02/2020,4.3885
13/02/2020,6.8854
14/02/2020,4.5292
15/02/2020,4.2846
16/02/2020,8.2446
17/02/2020,7.5885
18/02/2020,5.2138
19/02/2020,6.0031
20/02/2020,4.2031
21/02/2020,8.8477
22/02/2020,7.8092
23/02/2020,8.1569
24/02/2020,5.1469
25/02/2020,4.4608
26/02/2020,3.9685
27/02/2020,6.5285
28/02/2020,7.7277
29/02/2020,7.5777
1/03/2020,4.1423
2/03/2020,5.0892
3/03/2020,8.7146
4/03/2020,9.25
5/03/2020,7.1138
6/03/2020,6.3262
7/03/2020,5.0638
8/03/2020,5.6608
9/03/2020,7.3377
10/03/2020,6.8677
11/03/2020,6.6454
12/03/2020,5.5962
13/03/2020,4.1346
14/03/2020,3.4738
15/03/2020,4.1331
16/03/2020,7.4792
17/03/2020,11.5877
18/03/2020,5.2923
19/03/2020,9.8885
20/03/2020,7.2269
21/03/2020,5.9715
22/03/2020,9.5915
23/03/2020,9.1208
24/03/2020,8.2223
25/03/2020,5.6069
26/03/2020,7.7623
27/03/2020,5.2985
28/03/2020,9.7392
29/03/2020,7.1746
30/03/2020,6.2769
31/03/2020,4.5238
1/04/2020,2.5762
2/04/2020,4.4177
3/04/2020,4.4992
4/04/2020,5.2269
5/04/2020,5.4538
6/04/2020,4.8992
7/04/2020,7.0731
8/04/2020,5.1669
9/04/2020,7.7469
10/04/2020,5.1446
11/04/2020,5.4985
12/04/2020,9.66
13/04/2020,14.1285
14/04/2020,10.0492
15/04/2020,6.9631
16/04/2020,9.0423
17/04/2020,9.3538
18/04/2020,10.0515
19/04/2020,10.9269
20/04/2020,7.6015
21/04/2020,4.0215
22/04/2020,4.9023
23/04/2020,6.7254
24/04/2020,5.8331
25/04/2020,8.9977
26/04/2020,5.9523
27/04/2020,10.3869
28/04/2020,6.3515
29/04/2020,5.3692
30/04/2020,9.3346
1/05/2020,8.5369
2/05/2020,10.1308
3/05/2020,11.8962
4/05/2020,8.9931
5/05/2020,8.7546
6/05/2020,6.8546
7/05/2020,9.0623
8/05/2020,6.4485
9/05/2020,4.0077
10/05/2020,4.9377
11/05/2020,5.2754
12/05/2020,5.1038
13/05/2020,5.1915
14/05/2020,5.2769
15/05/2020,4.0162
16/05/2020,5.4762
17/05/2020,4.5754
18/05/2020,3.9515
19/05/2020,6.0385
20/05/2020,3.99
21/05/2020,7.7408
22/05/2020,7.31
23/05/2020,4.7254
24/05/2020,5.4985
25/05/2020,6.4985
26/05/2020,5.8392
27/05/2020,4.9308
28/05/2020,2.9608
29/05/2020,4.1646
30/05/2020,5.5069
31/05/2020,6.4662
1/06/2020,7.8954
2/06/2020,6.1631
3/06/2020,7.3169
4/06/2020,7.5385
5/06/2020,6.1231
6/06/2020,7.6977
7/06/2020,6.8692
8/06/2020,8.0038
9/06/2020,6.4592
10/06/2020,6.04
11/06/2020,10.3523
12/06/2020,9.0177
13/06/2020,4.8385
14/06/2020,3.5792
15/06/2020,7.9923
16/06/2020,8.6238
17/06/2020,9.0477
18/06/2020,8.0485
19/06/2020,8.1508
20/06/2020,5.5862
21/06/2020,7.8108
22/06/2020,5.2654
23/06/2020,4.4008
24/06/2020,5.9354
25/06/2020,10.6346
26/06/2020,9.2123
27/06/2020,7.7562
28/06/2020,8.1
29/06/2020,6.6354
30/06/2020,8.4369
1/07/2020,8.5423
2/07/2020,10.0546
3/07/2020,5.0115
4/07/2020,6.6762
5/07/2020,7.9569
6/07/2020,8.5323
7/07/2020,9.5331
8/07/2020,8.5938
9/07/2020,8.3277
10/07/2020,5.3492
11/07/2020,7.2015
12/07/2020,10.6431
13/07/2020,6.8869
14/07/2020,3.8208
15/07/2020,7.0715
16/07/2020,9.2762
17/07/2020,7.9331
18/07/2020,6.5023
19/07/2020,5.9108
20/07/2020,6.4523
21/07/2020,8.2131
22/07/2020,8.8615
23/07/2020,12.3077
24/07/2020,7.3077
25/07/2020,5.9854
26/07/2020,4.3662
27/07/2020,3.5623
28/07/2020,5.2277
29/07/2020,4.0277
30/07/2020,5.0762
31/07/2020,6.0823
1/08/2020,6.41
2/08/2020,6.0662
3/08/2020,4.6377
4/08/2020,6.47
5/08/2020,4.4423
6/08/2020,5.4
7/08/2020,6.88
8/08/2020,8.3362
9/08/2020,7.8662
10/08/2020,8.2777
11/08/2020,6.4708
12/08/2020,7.0415
13/08/2020,4.0477
14/08/2020,5.6862
15/08/2020,2.44
16/08/2020,3.9877
17/08/2020,2.8031
18/08/2020,5.8408
19/08/2020,7.0123
20/08/2020,8.6162
21/08/2020,10.8577
22/08/2020,6.4323
23/08/2020,6.0985
24/08/2020,9.0377
25/08/2020,7.14
26/08/2020,6.7938
27/08/2020,7.29
28/08/2020,7.7831
29/08/2020,10.9254
30/08/2020,10.9715
31/08/2020,10.91
1/09/2020,8.7231
2/09/2020,7.11
3/09/2020,6.2654
4/09/2020,7.5192
5/09/2020,9.8492
6/09/2020,10.3392
7/09/2020,8.3946
8/09/2020,5.6554
9/09/2020,10.5223
10/09/2020,8.1377
11/09/2020,8.65
12/09/2020,6.0015
13/09/2020,8.8669
14/09/2020,11.7408
15/09/2020,14.4208
16/09/2020,11.9923
17/09/2020,13.2408
18/09/2020,10.4069
19/09/2020,5.9477
20/09/2020,3.48
21/09/2020,7.7292
22/09/2020,11.0046
23/09/2020,12.0769
24/09/2020,8.6654
25/09/2020,9.7015
26/09/2020,8.8562
27/09/2020,14.8846
28/09/2020,14.8508
29/09/2020,12.4015
30/09/2020,5.0631
1/10/2020,4.2092
2/10/2020,8.5108
3/10/2020,10.9523
4/10/2020,9.4708
5/10/2020,10.1262
6/10/2020,10.7523
7/10/2020,6.8931
8/10/2020,7.1646
9/10/2020,5.9354
10/10/2020,5.2062
11/10/2020,9.6315
12/10/2020,8.35
13/10/2020,6.7562
14/10/2020,7.6631
15/10/2020,8.6831
16/10/2020,5.77
17/10/2020,3.6138
18/10/2020,5.7262
19/10/2020,10.3069
20/10/2020,7.2792
21/10/2020,5.1315
22/10/2020,5.0415
23/10/2020,5.6031
24/10/2020,7.2408
25/10/2020,9.4254
26/10/2020,7.4169
27/10/2020,6.3254
28/10/2020,5.3877
29/10/2020,2.81
30/10/2020,6.7377
31/10/2020,11.1015
1/11/2020,10.1346
2/11/2020,5.5662
3/11/2020,6.4446
4/11/2020,7.4654
5/11/2020,7.1646
6/11/2020,4.6377
7/11/2020,6.7569
8/11/2020,9.3738
9/11/2020,10.6338
10/11/2020,8.9862
11/11/2020,5.9169
12/11/2020,5.0492
13/11/2020,7.85
14/11/2020,10.82
15/11/2020,7.6254
16/11/2020,7.5869
17/11/2020,9.3138
18/11/2020,8.9777
19/11/2020,8.26
20/11/2020,5.4092
21/11/2020,11.5792
22/11/2020,8.6415
23/11/2020,3.7754
24/11/2020,3.8077
25/11/2020,8.0777
26/11/2020,4.5954
27/11/2020,10
28/11/2020,7.6508
29/11/2020,7.8115
30/11/2020,7.3262
1/12/2020,10.9723
2/12/2020,8.8346
3/12/2020,10.4792
4/12/2020,9.7846
5/12/2020,9.6438
6/12/2020,7.3323
7/12/2020,12.3892
8/12/2020,11.8946
9/12/2020,7.59
10/12/2020,7.5369
11/12/2020,11.8392
12/12/2020,10.1308
13/12/2020,6.5723
14/12/2020,5.0862
15/12/2020,5.2677
16/12/2020,8.3069
17/12/2020,5.4738
18/12/2020,7.1077
19/12/2020,9.2654
20/12/2020,5.4362
21/12/2020,3.9877
22/12/2020,6.8992
23/12/2020,6.8831
24/12/2020,9.8869
25/12/2020,5.3685
26/12/2020,7.4785
27/12/2020,8.9846
28/12/2020,7.4985
29/12/2020,5.8038
30/12/2020,4.4323
31/12/2020,4.4546
1/01/2021,5.0954
2/01/2021,5.6269
3/01/2021,6.1138
4/01/2021,5.3377
5/01/2021,4.8692
6/01/2021,5.4
7/01/2021,7.5923
8/01/2021,5.7285
9/01/2021,4.0662
10/01/2021,7.5338
11/01/2021,6.0115
12/01/2021,4.1046
13/01/2021,3.8754
14/01/2021,4.0177
15/01/2021,3.7615
16/01/2021,4.64
17/01/2021,10.3846
18/01/2021,11.8223
19/01/2021,13.8677
20/01/2021,13.3
21/01/2021,12.0062
22/01/2021,7.0992
23/01/2021,10.5208
24/01/2021,11.1292
25/01/2021,9.0992
26/01/2021,7.8623
27/01/2021,8.6823
28/01/2021,10.1708
29/01/2021,7.7485
30/01/2021,6.5638
31/01/2021,3.7
1/02/2021,4.1415
2/02/2021,4.5077
3/02/2021,3.8177
4/02/2021,8.5154
5/02/2021,6.9923
6/02/2021,5.4723
7/02/2021,3.8908
8/02/2021,6.1515
9/02/2021,8.3185
10/02/2021,9.4762
11/02/2021,8.97
12/02/2021,5.7669
13/02/2021,3.8308
14/02/2021,4.5954
15/02/2021,5.3446
16/02/2021,12.0392
17/02/2021,7.9823
18/02/2021,3.7346
19/02/2021,4.6892
20/02/2021,5.9862
21/02/2021,6.37
22/02/2021,5.4846
23/02/2021,6.5954
24/02/2021,7.9438
25/02/2021,4.0238
26/02/2021,3.5585
27/02/2021,3.6892
28/02/2021,3.7777
1/03/2021,4.6115
2/03/2021,5.4946
3/03/2021,8.0785
4/03/2021,6.7169
5/03/2021,7.7715
6/03/2021,7.8862
7/03/2021,9.2315
8/03/2021,6.4162
9/03/2021,5.5031
10/03/2021,9.1369
11/03/2021,7.5446
12/03/2021,6.0792
13/03/2021,5.5115
14/03/2021,5.9977
15/03/2021,7.3269
16/03/2021,9.42
17/03/2021,5.26
18/03/2021,6.1208
19/03/2021,4.4977
20/03/2021,5.3731
21/03/2021,5.7108
22/03/2021,4.43
23/03/2021,2.6854
24/03/2021,4.0562
25/03/2021,4.5885
26/03/2021,5.6023
27/03/2021,6.2546
28/03/2021,7.3477
29/03/2021,6.9615
30/03/2021,4.1285
31/03/2021,4.81
1/04/2021,8.0408
2/04/2021,8.2877
3/04/2021,6.0769
4/04/2021,12.11
5/04/2021,11.3085
6/04/2021,5.8646
7/04/2021,4.5292
8/04/2021,4.7008
9/04/2021,5.3062
10/04/2021,9.7254
11/04/2021,7.6908
12/04/2021,5.5046
13/04/2021,7.7431
14/04/2021,4.6438
15/04/2021,8.4738
16/04/2021,9.9031
17/04/2021,7.4831
18/04/2021,7.7623
19/04/2021,8.8569
20/04/2021,6.0738
21/04/2021,5.02
22/04/2021,4.9046
23/04/2021,7.1008
24/04/2021,6.7646
25/04/2021,8.6662
26/04/2021,8.7892
27/04/2021,7.3038
28/04/2021,3.4523
29/04/2021,5.3454
30/04/2021,6.3708
1/05/2021,6.6915
2/05/2021,3.4223
3/05/2021,3.5731
4/05/2021,8.4692
5/05/2021,7.5231
6/05/2021,6.05
7/05/2021,5.2708
8/05/2021,6.5377
9/05/2021,9.6162
10/05/2021,8.6069
11/05/2021,10.6146
12/05/2021,8.7831
13/05/2021,6.6969
14/05/2021,5.07
15/05/2021,9.4638
16/05/2021,8.01
17/05/2021,8.4608
18/05/2021,14.1785
19/05/2021,10.4177
20/05/2021,5.5923
21/05/2021,7.5638
22/05/2021,5.8862
23/05/2021,8.8592
24/05/2021,11.3446
25/05/2021,9.1308
26/05/2021,5.1692
27/05/2021,5.0285
28/05/2021,5.5592
29/05/2021,7.8838
30/05/2021,5.8469
31/05/2021,6.3892
