DATE,POC_Code,RH2M
2023-11-06,COL0661,83.43
2023-11-07,COL0661,76.54
2023-11-08,COL0661,90.76
2023-11-09,COL0661,88.13
2023-11-10,COL0661,75.57
2023-11-11,COL0661,77.36
2023-11-12,COL0661,81.3
2023-11-13,COL0661,85.53
2023-11-14,COL0661,81.46
2023-11-15,COL0661,77.68
2023-11-16,COL0661,79.89
2023-11-17,COL0661,83.07
2023-11-18,COL0661,70.91
2023-11-19,COL0661,80.4
2023-11-20,COL0661,80.6
2023-11-21,COL0661,67.86
2023-11-22,COL0661,71.5
2023-11-23,COL0661,79.96
2023-11-24,COL0661,80.3
2023-11-25,COL0661,71.06
2023-11-26,COL0661,61.95
2023-11-27,COL0661,82.64
2023-11-28,COL0661,82.25
2023-11-29,COL0661,73.95
2023-11-30,COL0661,79.68
2023-12-01,COL0661,78.75
2023-12-02,COL0661,84.29
2023-12-03,COL0661,84.99
2023-12-04,COL0661,90.51
2023-12-05,COL0661,77.29
2023-12-06,COL0661,78.4
2023-12-07,COL0661,67.94
2023-12-08,COL0661,70.21
2023-12-09,COL0661,76.48
2023-12-10,COL0661,78.91
2023-12-11,COL0661,69.55
2023-12-12,COL0661,70.68
2023-12-13,COL0661,73.61
2023-12-14,COL0661,68.26
2023-12-15,COL0661,81.0
2023-12-16,COL0661,73.19
2023-12-17,COL0661,78.95
2023-12-18,COL0661,72.44
2023-12-19,COL0661,62.68
2023-12-20,COL0661,63.36
2023-12-21,COL0661,77.05
2023-12-22,COL0661,79.71
2023-12-23,COL0661,72.99
2023-12-24,COL0661,83.82
2023-12-25,COL0661,77.84
2023-12-26,COL0661,80.27
2023-12-27,COL0661,81.19
2023-12-28,COL0661,67.33
2023-12-29,COL0661,81.52
2023-12-30,COL0661,71.92
2023-12-31,COL0661,71.52
2024-01-01,COL0661,67.18
2024-01-02,COL0661,69.37
2024-01-03,COL0661,71.79
2024-01-04,COL0661,71.91
2024-01-05,COL0661,88.94
2024-01-06,COL0661,67.27
2024-01-07,COL0661,63.59
2024-01-08,COL0661,68.36
2024-01-09,COL0661,76.19
2024-01-10,COL0661,77.9
2024-01-11,COL0661,75.72
2024-01-12,COL0661,63.63
2024-01-13,COL0661,66.98
2024-01-14,COL0661,76.6
2024-01-15,COL0661,62.81
2024-01-16,COL0661,75.52
2024-01-17,COL0661,64.77
2024-01-18,COL0661,88.1
2024-01-19,COL0661,80.34
2024-01-20,COL0661,70.61
2024-01-21,COL0661,65.94
2024-01-22,COL0661,77.63
2024-01-23,COL0661,76.89
2024-01-24,COL0661,65.06
2024-01-25,COL0661,62.49
2024-01-26,COL0661,80.78
2024-01-27,COL0661,71.75
2024-01-28,COL0661,74.82
2024-01-29,COL0661,70.56
2024-01-30,COL0661,65.31
2024-01-31,COL0661,74.07
2024-02-01,COL0661,64.2
2024-02-02,COL0661,77.71
2024-02-03,COL0661,78.87
2024-02-04,COL0661,79.22
2024-02-05,COL0661,70.49
2024-02-06,COL0661,70.83
2024-02-07,COL0661,77.92
2024-02-08,COL0661,68.95
2024-02-09,COL0661,73.92
2024-02-10,COL0661,77.89
2024-02-11,COL0661,68.75
2024-02-12,COL0661,68.86
2024-02-13,COL0661,62.12
2024-02-14,COL0661,72.2
2024-02-15,COL0661,85.07
2024-02-16,COL0661,74.78
2024-02-17,COL0661,69.28
2024-02-18,COL0661,68.23
2024-02-19,COL0661,78.66
2024-02-20,COL0661,57.41
2024-02-21,COL0661,67.27
2024-02-22,COL0661,68.01
2024-02-23,COL0661,64.54
2024-02-24,COL0661,79.96
2024-02-25,COL0661,76.06
2024-02-26,COL0661,69.71
2024-02-27,COL0661,84.38
2024-02-28,COL0661,85.02
2024-02-29,COL0661,69.24
2024-03-01,COL0661,67.51
2024-03-02,COL0661,77.17
2024-03-03,COL0661,73.32
2024-03-04,COL0661,76.94
2024-03-05,COL0661,66.17
2024-03-06,COL0661,59.16
2024-03-07,COL0661,78.93
2024-03-08,COL0661,65.81
2024-03-09,COL0661,73.13
2024-03-10,COL0661,72.33
2024-03-11,COL0661,81.29
2024-03-12,COL0661,83.22
2024-03-13,COL0661,81.18
2024-03-14,COL0661,72.57
2024-03-15,COL0661,88.18
2024-03-16,COL0661,74.18
2024-03-17,COL0661,78.33
2024-03-18,COL0661,78.95
2024-03-19,COL0661,70.44
2024-03-20,COL0661,64.01
2024-03-21,COL0661,78.77
2024-03-22,COL0661,79.0
2024-03-23,COL0661,75.17
2024-03-24,COL0661,76.41
2024-03-25,COL0661,80.15
2024-03-26,COL0661,73.59
2024-03-27,COL0661,75.87
2024-03-28,COL0661,75.36
2024-03-29,COL0661,71.46
2024-03-30,COL0661,81.99
2024-03-31,COL0661,73.09
2024-04-01,COL0661,81.2
2024-04-02,COL0661,85.88
2024-04-03,COL0661,87.09
2024-04-04,COL0661,91.19
2024-04-05,COL0661,84.64
2024-04-06,COL0661,72.83
2024-04-07,COL0661,73.41
2024-04-08,COL0661,85.1
2024-04-09,COL0661,85.86
2024-04-10,COL0661,85.72
2024-04-11,COL0661,85.86
2024-04-12,COL0661,96.15
2024-04-13,COL0661,93.79
2024-04-14,COL0661,80.44
2024-04-15,COL0661,85.58
2024-04-16,COL0661,90.48
2024-04-17,COL0661,78.97
2024-04-18,COL0661,80.57
2024-04-19,COL0661,88.6
2024-04-20,COL0661,77.09
2024-04-21,COL0661,81.78
2024-04-22,COL0661,72.59
2024-04-23,COL0661,71.52
2024-04-24,COL0661,87.34
2024-04-25,COL0661,85.14
2024-04-26,COL0661,82.07
2024-04-27,COL0661,88.85
2024-04-28,COL0661,89.2
2024-04-29,COL0661,86.87
2024-04-30,COL0661,89.63
2024-05-01,COL0661,96.83
2024-05-02,COL0661,80.62
2024-05-03,COL0661,83.08
2024-05-04,COL0661,87.18
2024-05-05,COL0661,91.18
2024-05-06,COL0661,90.07
2024-05-07,COL0661,62.9
2024-05-08,COL0661,80.04
2024-05-09,COL0661,80.31
2024-05-10,COL0661,68.35
2024-05-11,COL0661,75.02
2024-05-12,COL0661,78.82
2024-05-13,COL0661,93.29
2024-05-14,COL0661,94.38
2024-05-15,COL0661,89.4
2024-05-16,COL0661,90.29
2024-05-17,COL0661,89.04
2024-05-18,COL0661,93.9
2024-05-19,COL0661,94.42
2024-05-20,COL0661,93.55
2024-05-21,COL0661,98.37
2024-05-22,COL0661,95.76
2024-05-23,COL0661,77.03
2024-05-24,COL0661,97.8
2024-05-25,COL0661,91.99
2024-05-26,COL0661,78.59
2024-05-27,COL0661,79.09
2024-05-28,COL0661,92.3
2024-05-29,COL0661,86.63
2024-05-30,COL0661,86.58
2024-05-31,COL0661,90.06
2024-06-01,COL0661,85.2
2024-06-02,COL0661,82.26
2024-06-03,COL0661,69.08
2024-06-04,COL0661,66.71
2024-06-05,COL0661,60.71
2024-06-06,COL0661,91.43
2024-06-07,COL0661,80.74
2024-06-08,COL0661,93.35
2024-06-09,COL0661,95.05
2024-06-10,COL0661,94.01
2024-06-11,COL0661,73.88
2024-06-12,COL0661,92.68
2024-06-13,COL0661,94.5
2024-06-14,COL0661,96.2
2024-06-15,COL0661,93.14
2024-06-16,COL0661,95.15
2024-06-17,COL0661,96.45
2024-06-18,COL0661,98.23
2024-06-19,COL0661,96.51
2024-06-20,COL0661,96.78
2024-06-21,COL0661,86.66
2024-06-22,COL0661,95.48
2024-06-23,COL0661,98.73
2024-06-24,COL0661,98.4
2024-06-25,COL0661,98.82
2024-06-26,COL0661,97.39
2024-06-27,COL0661,93.36
2024-06-28,COL0661,96.32
2024-06-29,COL0661,91.85
2024-06-30,COL0661,94.15
2024-07-01,COL0661,92.14
2024-07-02,COL0661,90.4
2024-07-03,COL0661,94.64
2024-07-04,COL0661,72.38
2024-07-05,COL0661,94.86
2024-07-06,COL0661,87.8
2024-07-07,COL0661,87.27
2024-07-08,COL0661,85.41
2024-07-09,COL0661,95.17
2024-07-10,COL0661,95.62
2024-07-11,COL0661,80.67
2024-07-12,COL0661,82.8
2024-07-13,COL0661,90.25
2024-07-14,COL0661,95.87
2024-07-15,COL0661,97.5
2024-07-16,COL0661,97.39
2024-07-17,COL0661,91.51
2024-07-18,COL0661,96.67
2024-07-19,COL0661,94.76
2024-07-20,COL0661,96.14
2024-07-21,COL0661,95.53
2024-07-22,COL0661,91.06
2024-07-23,COL0661,74.3
2024-07-24,COL0661,73.41
2024-07-25,COL0661,90.55
2024-07-26,COL0661,96.95
2024-07-27,COL0661,95.44
2024-07-28,COL0661,94.14
2024-07-29,COL0661,94.5
2024-07-30,COL0661,98.12
2024-07-31,COL0661,98.15
2024-08-01,COL0661,98.36
2024-08-02,COL0661,95.58
2024-08-03,COL0661,83.17
2024-08-04,COL0661,89.0
2024-08-05,COL0661,92.72
2024-08-06,COL0661,94.41
2024-08-07,COL0661,94.48
2024-08-08,COL0661,96.68
2024-08-09,COL0661,94.78
2024-08-10,COL0661,90.57
2024-08-11,COL0661,90.42
2024-08-12,COL0661,84.34
2024-08-13,COL0661,79.03
2024-08-14,COL0661,84.61
2024-08-15,COL0661,92.08
2024-08-16,COL0661,92.21
2024-08-17,COL0661,94.59
2024-08-18,COL0661,97.4
2024-08-19,COL0661,84.31
2024-08-20,COL0661,80.68
2024-08-21,COL0661,90.94
2024-08-22,COL0661,91.85
2024-08-23,COL0661,92.54
2024-08-24,COL0661,89.31
2024-08-25,COL0661,90.97
2024-08-26,COL0661,96.31
2024-08-27,COL0661,94.49
2024-08-28,COL0661,92.46
2024-08-29,COL0661,86.74
2024-08-30,COL0661,86.47
2024-08-31,COL0661,88.76
2024-09-01,COL0661,87.78
2024-09-02,COL0661,88.63
2024-09-03,COL0661,86.54
2024-09-04,COL0661,82.45
2024-09-05,COL0661,87.24
2024-09-06,COL0661,93.89
2024-09-07,COL0661,87.41
2024-09-08,COL0661,83.33
2024-09-09,COL0661,90.01
2024-09-10,COL0661,84.86
2024-09-11,COL0661,77.72
2024-09-12,COL0661,90.48
2024-09-13,COL0661,96.6
2024-09-14,COL0661,88.79
2024-09-15,COL0661,90.78
2024-09-16,COL0661,82.51
2024-09-17,COL0661,83.15
2024-09-18,COL0661,87.56
2024-09-19,COL0661,89.32
2024-09-20,COL0661,87.64
2024-09-21,COL0661,88.24
2024-09-22,COL0661,86.84
2024-09-23,COL0661,82.79
2024-09-24,COL0661,78.04
2024-09-25,COL0661,78.42
2024-09-26,COL0661,87.97
2024-09-27,COL0661,77.25
2024-09-28,COL0661,85.91
2024-09-29,COL0661,74.57
2024-09-30,COL0661,82.95
2024-10-01,COL0661,85.53
2024-10-02,COL0661,89.28
2024-10-03,COL0661,96.86
2024-10-04,COL0661,91.08
2024-10-05,COL0661,83.33
2024-10-06,COL0661,88.76
2024-10-07,COL0661,88.64
2024-10-08,COL0661,87.54
2024-10-09,COL0661,84.45
2024-10-10,COL0661,75.62
2024-10-11,COL0661,82.1
2024-10-12,COL0661,85.3
2024-10-13,COL0661,90.99
2024-10-14,COL0661,73.39
2024-10-15,COL0661,85.17
2024-10-16,COL0661,75.69
2024-10-17,COL0661,75.61
2024-10-18,COL0661,84.16
2024-10-19,COL0661,76.01
2024-10-20,COL0661,81.55
2024-10-21,COL0661,82.35
2024-10-22,COL0661,83.58
2024-10-23,COL0661,85.43
2024-10-24,COL0661,88.14
2024-10-25,COL0661,77.85
2024-10-26,COL0661,97.25
2024-10-27,COL0661,90.72
2024-10-28,COL0661,82.85
2024-10-29,COL0661,91.83
2024-10-30,COL0661,82.22
2024-10-31,COL0661,85.67
2024-11-01,COL0661,86.82
2024-11-02,COL0661,79.83
2024-11-03,COL0661,66.98
2024-11-04,COL0661,83.69
2024-11-05,COL0661,89.49
2024-11-06,COL0661,84.72
2024-11-07,COL0661,87.96
2024-11-08,COL0661,88.31
2024-11-09,COL0661,82.97
2024-11-10,COL0661,78.7
2024-11-11,COL0661,80.61
2024-11-12,COL0661,78.46
2024-11-13,COL0661,79.14
2024-11-14,COL0661,88.64
2024-11-15,COL0661,89.08
2024-11-16,COL0661,83.08
2024-11-17,COL0661,76.52
2024-11-18,COL0661,77.2
2024-11-19,COL0661,86.44
2024-11-20,COL0661,81.33
2024-11-21,COL0661,83.17
2024-11-22,COL0661,81.69
2024-11-23,COL0661,83.48
2024-11-24,COL0661,79.71
2024-11-25,COL0661,86.7
2024-11-26,COL0661,74.43
2024-11-27,COL0661,82.89
2024-11-28,COL0661,83.66
2024-11-29,COL0661,84.26
2024-11-30,COL0661,81.66
2024-12-01,COL0661,74.59
2024-12-02,COL0661,74.12
2024-12-03,COL0661,84.54
2024-12-04,COL0661,85.64
2024-12-05,COL0661,72.69
2024-12-06,COL0661,80.12
2024-12-07,COL0661,72.93
2024-12-08,COL0661,85.39
2024-12-09,COL0661,74.66
2024-12-10,COL0661,74.11
2024-12-11,COL0661,84.62
2024-12-12,COL0661,79.26
2024-12-13,COL0661,76.51
2024-12-14,COL0661,83.14
2024-12-15,COL0661,72.29
2024-12-16,COL0661,86.11
2024-12-17,COL0661,72.73
2024-12-18,COL0661,62.4
2024-12-19,COL0661,85.74
2024-12-20,COL0661,93.44
2024-12-21,COL0661,78.54
2024-12-22,COL0661,78.23
2024-12-23,COL0661,78.21
2024-12-24,COL0661,75.23
2024-12-25,COL0661,86.92
2024-12-26,COL0661,92.8
2024-12-27,COL0661,76.61
2024-12-28,COL0661,64.93
2024-12-29,COL0661,79.88
2024-12-30,COL0661,89.52
2024-12-31,COL0661,93.1
2025-01-01,COL0661,87.64
2025-01-02,COL0661,77.3
2025-01-03,COL0661,88.79
2025-01-04,COL0661,77.57
2025-01-05,COL0661,76.99
2025-01-06,COL0661,67.85
2025-01-07,COL0661,66.77
2025-01-08,COL0661,85.65
2025-01-09,COL0661,82.37
2025-01-10,COL0661,84.46
2025-01-11,COL0661,85.08
2025-01-12,COL0661,79.39
2025-01-13,COL0661,76.86
2025-01-14,COL0661,72.4
2025-01-15,COL0661,83.32
2025-01-16,COL0661,74.05
2025-01-17,COL0661,72.06
2025-01-18,COL0661,78.98
2025-01-19,COL0661,83.63
2025-01-20,COL0661,68.72
2025-01-21,COL0661,74.34
2025-01-22,COL0661,70.72
2025-01-23,COL0661,77.35
2025-01-24,COL0661,79.31
2025-01-25,COL0661,85.68
2025-01-26,COL0661,82.68
2025-01-27,COL0661,73.0
2025-01-28,COL0661,69.38
2025-01-29,COL0661,73.32
2025-01-30,COL0661,67.53
2025-01-31,COL0661,68.76
2025-02-01,COL0661,69.2
2025-02-02,COL0661,77.13
2025-02-03,COL0661,65.59
2025-02-04,COL0661,77.21
2025-02-05,COL0661,64.43
2025-02-06,COL0661,83.74
2025-02-07,COL0661,84.27
2025-02-08,COL0661,79.46
2025-02-09,COL0661,81.71
2025-02-10,COL0661,79.52
2025-02-11,COL0661,79.95
2025-02-12,COL0661,74.65
2025-02-13,COL0661,72.3
2025-02-14,COL0661,68.02
2025-02-15,COL0661,68.71
2025-02-16,COL0661,76.32
2025-02-17,COL0661,74.28
2025-02-18,COL0661,80.44
2025-02-19,COL0661,82.7
2025-02-20,COL0661,77.69
2025-02-21,COL0661,66.55
2025-02-22,COL0661,72.78
2025-02-23,COL0661,72.16
2025-02-24,COL0661,73.56
2025-02-25,COL0661,84.42
2025-02-26,COL0661,73.3
2025-02-27,COL0661,70.89
2025-02-28,COL0661,73.5
2015-01-01,CYD0331,69.37
2015-01-02,CYD0331,68.14
2015-01-03,CYD0331,60.33
2015-01-04,CYD0331,64.82
2015-01-05,CYD0331,71.78
2015-01-06,CYD0331,64.38
2015-01-07,CYD0331,65.23
2015-01-08,CYD0331,67.58
2015-01-09,CYD0331,61.45
2015-01-10,CYD0331,61.24
2015-01-11,CYD0331,80.15
2015-01-12,CYD0331,68.56
2015-01-13,CYD0331,67.8
2015-01-14,CYD0331,71.52
2015-01-15,CYD0331,70.48
2015-01-16,CYD0331,70.73
2015-01-17,CYD0331,72.12
2015-01-18,CYD0331,69.92
2015-01-19,CYD0331,79.03
2015-01-20,CYD0331,70.75
2015-01-21,CYD0331,67.22
2015-01-22,CYD0331,57.91
2015-01-23,CYD0331,53.12
2015-01-24,CYD0331,52.58
2015-01-25,CYD0331,53.19
2015-01-26,CYD0331,64.07
2015-01-27,CYD0331,78.63
2015-01-28,CYD0331,69.7
2015-01-29,CYD0331,70.12
2015-01-30,CYD0331,83.34
2015-01-31,CYD0331,83.11
2015-02-01,CYD0331,78.67
2015-02-02,CYD0331,81.8
2015-02-03,CYD0331,69.06
2015-02-04,CYD0331,67.41
2015-02-05,CYD0331,81.31
2015-02-06,CYD0331,77.46
2015-02-07,CYD0331,72.54
2015-02-08,CYD0331,70.47
2015-02-09,CYD0331,73.09
2015-02-10,CYD0331,66.7
2015-02-11,CYD0331,63.65
2015-02-12,CYD0331,67.79
2015-02-13,CYD0331,74.88
2015-02-14,CYD0331,69.57
2015-02-15,CYD0331,67.3
2015-02-16,CYD0331,68.12
2015-02-17,CYD0331,66.04
2015-02-18,CYD0331,70.5
2015-02-19,CYD0331,75.22
2015-02-20,CYD0331,74.64
2015-02-21,CYD0331,75.6
2015-02-22,CYD0331,76.11
2015-02-23,CYD0331,70.99
2015-02-24,CYD0331,77.24
2015-02-25,CYD0331,73.97
2015-02-26,CYD0331,66.06
2015-02-27,CYD0331,73.64
2015-02-28,CYD0331,84.31
2015-03-01,CYD0331,79.59
2015-03-02,CYD0331,83.04
2015-03-03,CYD0331,83.32
2015-03-04,CYD0331,65.47
2015-03-05,CYD0331,68.35
2015-03-06,CYD0331,73.87
2015-03-07,CYD0331,80.89
2015-03-08,CYD0331,78.11
2015-03-09,CYD0331,72.55
2015-03-10,CYD0331,77.65
2015-03-11,CYD0331,79.59
2015-03-12,CYD0331,79.06
2015-03-13,CYD0331,79.69
2015-03-14,CYD0331,71.86
2015-03-15,CYD0331,72.68
2015-03-16,CYD0331,88.58
2015-03-17,CYD0331,79.55
2015-03-18,CYD0331,79.06
2015-03-19,CYD0331,71.62
2015-03-20,CYD0331,75.99
2015-03-21,CYD0331,86.81
2015-03-22,CYD0331,87.02
2015-03-23,CYD0331,77.71
2015-03-24,CYD0331,80.98
2015-03-25,CYD0331,86.26
2015-03-26,CYD0331,78.75
2015-03-27,CYD0331,76.72
2015-03-28,CYD0331,86.46
2015-03-29,CYD0331,82.71
2015-03-30,CYD0331,79.73
2015-03-31,CYD0331,79.26
2015-04-01,CYD0331,80.99
2015-04-02,CYD0331,82.46
2015-04-03,CYD0331,80.94
2015-04-04,CYD0331,80.95
2015-04-05,CYD0331,83.42
2015-04-06,CYD0331,86.95
2015-04-07,CYD0331,75.59
2015-04-08,CYD0331,81.26
2015-04-09,CYD0331,88.34
2015-04-10,CYD0331,89.63
2015-04-11,CYD0331,74.43
2015-04-12,CYD0331,79.5
2015-04-13,CYD0331,90.47
2015-04-14,CYD0331,92.42
2015-04-15,CYD0331,90.15
2015-04-16,CYD0331,77.87
2015-04-17,CYD0331,95.74
2015-04-18,CYD0331,88.76
2015-04-19,CYD0331,84.43
2015-04-20,CYD0331,95.74
2015-04-21,CYD0331,96.38
2015-04-22,CYD0331,94.15
2015-04-23,CYD0331,91.65
2015-04-24,CYD0331,90.52
2015-04-25,CYD0331,87.3
2015-04-26,CYD0331,88.4
2015-04-27,CYD0331,94.59
2015-04-28,CYD0331,88.12
2015-04-29,CYD0331,86.27
2015-04-30,CYD0331,89.38
2015-05-01,CYD0331,88.6
2015-05-02,CYD0331,84.88
2015-05-03,CYD0331,86.13
2015-05-04,CYD0331,92.95
2015-05-05,CYD0331,91.89
2015-05-06,CYD0331,89.21
2015-05-07,CYD0331,86.63
2015-05-08,CYD0331,86.97
2015-05-09,CYD0331,89.03
2015-05-10,CYD0331,88.84
2015-05-11,CYD0331,90.05
2015-05-12,CYD0331,93.12
2015-05-13,CYD0331,90.43
2015-05-14,CYD0331,90.28
2015-05-15,CYD0331,96.22
2015-05-16,CYD0331,92.31
2015-05-17,CYD0331,91.51
2015-05-18,CYD0331,87.02
2015-05-19,CYD0331,83.51
2015-05-20,CYD0331,95.06
2015-05-21,CYD0331,88.77
2015-05-22,CYD0331,88.69
2015-05-23,CYD0331,92.99
2015-05-24,CYD0331,86.75
2015-05-25,CYD0331,86.75
2015-05-26,CYD0331,93.71
2015-05-27,CYD0331,93.52
2015-05-28,CYD0331,90.24
2015-05-29,CYD0331,95.2
2015-05-30,CYD0331,95.48
2015-05-31,CYD0331,95.31
2015-06-01,CYD0331,97.35
2015-06-02,CYD0331,97.29
2015-06-03,CYD0331,97.32
2015-06-04,CYD0331,94.62
2015-06-05,CYD0331,89.43
2015-06-06,CYD0331,93.06
2015-06-07,CYD0331,96.43
2015-06-08,CYD0331,95.91
2015-06-09,CYD0331,85.69
2015-06-10,CYD0331,92.75
2015-06-11,CYD0331,88.38
2015-06-12,CYD0331,86.08
2015-06-13,CYD0331,88.99
2015-06-14,CYD0331,91.96
2015-06-15,CYD0331,92.15
2015-06-16,CYD0331,91.53
2015-06-17,CYD0331,89.33
2015-06-18,CYD0331,95.34
2015-06-19,CYD0331,97.73
2015-06-20,CYD0331,95.94
2015-06-21,CYD0331,95.36
2015-06-22,CYD0331,95.1
2015-06-23,CYD0331,91.41
2015-06-24,CYD0331,97.92
2015-06-25,CYD0331,97.66
2015-06-26,CYD0331,95.65
2015-06-27,CYD0331,95.92
2015-06-28,CYD0331,94.21
2015-06-29,CYD0331,89.53
2015-06-30,CYD0331,92.55
2015-07-01,CYD0331,85.05
2015-07-02,CYD0331,94.91
2015-07-03,CYD0331,88.63
2015-07-04,CYD0331,91.64
2015-07-05,CYD0331,88.85
2015-07-06,CYD0331,89.16
2015-07-07,CYD0331,92.74
2015-07-08,CYD0331,95.7
2015-07-09,CYD0331,96.72
2015-07-10,CYD0331,86.47
2015-07-11,CYD0331,74.87
2015-07-12,CYD0331,92.73
2015-07-13,CYD0331,91.88
2015-07-14,CYD0331,95.82
2015-07-15,CYD0331,94.32
2015-07-16,CYD0331,99.03
2015-07-17,CYD0331,94.15
2015-07-18,CYD0331,93.26
2015-07-19,CYD0331,90.49
2015-07-20,CYD0331,91.63
2015-07-21,CYD0331,95.98
2015-07-22,CYD0331,94.58
2015-07-23,CYD0331,96.8
2015-07-24,CYD0331,92.6
2015-07-25,CYD0331,92.9
2015-07-26,CYD0331,89.47
2015-07-27,CYD0331,94.67
2015-07-28,CYD0331,96.55
2015-07-29,CYD0331,90.0
2015-07-30,CYD0331,84.57
2015-07-31,CYD0331,93.74
2015-08-01,CYD0331,95.1
2015-08-02,CYD0331,94.89
2015-08-03,CYD0331,94.37
2015-08-04,CYD0331,95.56
2015-08-05,CYD0331,92.4
2015-08-06,CYD0331,93.76
2015-08-07,CYD0331,94.57
2015-08-08,CYD0331,93.16
2015-08-09,CYD0331,93.72
2015-08-10,CYD0331,91.72
2015-08-11,CYD0331,77.57
2015-08-12,CYD0331,90.4
2015-08-13,CYD0331,93.88
2015-08-14,CYD0331,98.07
2015-08-15,CYD0331,96.24
2015-08-16,CYD0331,91.41
2015-08-17,CYD0331,95.22
2015-08-18,CYD0331,91.85
2015-08-19,CYD0331,88.8
2015-08-20,CYD0331,85.12
2015-08-21,CYD0331,85.28
2015-08-22,CYD0331,91.38
2015-08-23,CYD0331,92.02
2015-08-24,CYD0331,95.93
2015-08-25,CYD0331,87.21
2015-08-26,CYD0331,83.92
2015-08-27,CYD0331,87.39
2015-08-28,CYD0331,94.57
2015-08-29,CYD0331,93.82
2015-08-30,CYD0331,94.86
2015-08-31,CYD0331,92.69
2015-09-01,CYD0331,95.3
2015-09-02,CYD0331,91.94
2015-09-03,CYD0331,84.73
2015-09-04,CYD0331,81.29
2015-09-05,CYD0331,89.47
2015-09-06,CYD0331,83.68
2015-09-07,CYD0331,84.87
2015-09-08,CYD0331,79.59
2015-09-09,CYD0331,92.25
2015-09-10,CYD0331,91.67
2015-09-11,CYD0331,90.04
2015-09-12,CYD0331,85.41
2015-09-13,CYD0331,81.18
2015-09-14,CYD0331,81.39
2015-09-15,CYD0331,86.99
2015-09-16,CYD0331,86.81
2015-09-17,CYD0331,87.58
2015-09-18,CYD0331,87.52
2015-09-19,CYD0331,87.23
2015-09-20,CYD0331,81.01
2015-09-21,CYD0331,80.87
2015-09-22,CYD0331,75.94
2015-09-23,CYD0331,93.91
2015-09-24,CYD0331,87.56
2015-09-25,CYD0331,89.68
2015-09-26,CYD0331,87.79
2015-09-27,CYD0331,78.81
2015-09-28,CYD0331,81.67
2015-09-29,CYD0331,82.94
2015-09-30,CYD0331,83.32
2015-10-01,CYD0331,88.13
2015-10-02,CYD0331,86.82
2015-10-03,CYD0331,84.0
2015-10-04,CYD0331,82.16
2015-10-05,CYD0331,72.76
2015-10-06,CYD0331,77.2
2015-10-07,CYD0331,77.5
2015-10-08,CYD0331,76.8
2015-10-09,CYD0331,82.37
2015-10-10,CYD0331,81.86
2015-10-11,CYD0331,81.03
2015-10-12,CYD0331,85.74
2015-10-13,CYD0331,76.39
2015-10-14,CYD0331,79.64
2015-10-15,CYD0331,79.18
2015-10-16,CYD0331,84.93
2015-10-17,CYD0331,81.75
2015-10-18,CYD0331,77.08
2015-10-19,CYD0331,79.05
2015-10-20,CYD0331,84.7
2015-10-21,CYD0331,83.77
2015-10-22,CYD0331,70.1
2015-10-23,CYD0331,76.85
2015-10-24,CYD0331,76.23
2015-10-25,CYD0331,72.68
2015-10-26,CYD0331,80.62
2015-10-27,CYD0331,80.89
2015-10-28,CYD0331,79.35
2015-10-29,CYD0331,81.01
2015-10-30,CYD0331,76.3
2015-10-31,CYD0331,78.77
2015-11-01,CYD0331,77.43
2015-11-02,CYD0331,79.85
2015-11-03,CYD0331,86.38
2015-11-04,CYD0331,76.31
2015-11-05,CYD0331,70.75
2015-11-06,CYD0331,69.25
2015-11-07,CYD0331,80.88
2015-11-08,CYD0331,88.85
2015-11-09,CYD0331,79.49
2015-11-10,CYD0331,77.81
2015-11-11,CYD0331,73.5
2015-11-12,CYD0331,74.21
2015-11-13,CYD0331,72.49
2015-11-14,CYD0331,80.84
2015-11-15,CYD0331,78.86
2015-11-16,CYD0331,75.06
2015-11-17,CYD0331,74.61
2015-11-18,CYD0331,70.5
2015-11-19,CYD0331,78.27
2015-11-20,CYD0331,74.44
2015-11-21,CYD0331,79.84
2015-11-22,CYD0331,73.46
2015-11-23,CYD0331,78.48
2015-11-24,CYD0331,77.03
2015-11-25,CYD0331,79.07
2015-11-26,CYD0331,76.75
2015-11-27,CYD0331,71.22
2015-11-28,CYD0331,76.84
2015-11-29,CYD0331,67.18
2015-11-30,CYD0331,67.02
2015-12-01,CYD0331,79.45
2015-12-02,CYD0331,80.82
2015-12-03,CYD0331,77.52
2015-12-04,CYD0331,75.21
2015-12-05,CYD0331,78.92
2015-12-06,CYD0331,70.47
2015-12-07,CYD0331,71.15
2015-12-08,CYD0331,76.88
2015-12-09,CYD0331,69.26
2015-12-10,CYD0331,73.35
2015-12-11,CYD0331,64.63
2015-12-12,CYD0331,79.58
2015-12-13,CYD0331,71.93
2015-12-14,CYD0331,76.33
2015-12-15,CYD0331,77.24
2015-12-16,CYD0331,81.54
2015-12-17,CYD0331,72.21
2015-12-18,CYD0331,70.56
2015-12-19,CYD0331,68.64
2015-12-20,CYD0331,77.36
2015-12-21,CYD0331,73.26
2015-12-22,CYD0331,66.25
2015-12-23,CYD0331,63.41
2015-12-24,CYD0331,66.98
2015-12-25,CYD0331,68.16
2015-12-26,CYD0331,62.31
2015-12-27,CYD0331,56.69
2015-12-28,CYD0331,56.42
2015-12-29,CYD0331,67.36
2015-12-30,CYD0331,75.8
2015-12-31,CYD0331,58.4
2016-01-01,CYD0331,57.1
2016-01-02,CYD0331,58.41
2016-01-03,CYD0331,72.25
2016-01-04,CYD0331,57.35
