DATE,POC_Code,RH2M
2015-05-31,KPO1101,89.54
2015-06-01,KPO1101,94.76
2015-06-02,KPO1101,95.98
2015-06-03,KPO1101,94.55
2015-06-04,KPO1101,94.66
2015-06-05,KPO1101,85.39
2015-06-06,KPO1101,92.89
2015-06-07,KPO1101,92.47
2015-06-08,KPO1101,82.13
2015-06-09,KPO1101,91.79
2015-06-10,KPO1101,92.2
2015-06-11,KPO1101,85.53
2015-06-12,KPO1101,87.6
2015-06-13,KPO1101,80.12
2015-06-14,KPO1101,86.17
2015-06-15,KPO1101,84.48
2015-06-16,KPO1101,77.88
2015-06-17,KPO1101,82.73
2015-06-18,KPO1101,91.72
2015-06-19,KPO1101,93.82
2015-06-20,KPO1101,95.93
2015-06-21,KPO1101,86.22
2015-06-22,KPO1101,75.96
2015-06-23,KPO1101,81.17
2015-06-24,KPO1101,87.84
2015-06-25,KPO1101,87.97
2015-06-26,KPO1101,93.92
2015-06-27,KPO1101,81.95
2015-06-28,KPO1101,87.78
2015-06-29,KPO1101,86.55
2015-06-30,KPO1101,90.11
2015-07-01,KPO1101,87.12
2015-07-02,KPO1101,88.01
2015-07-03,KPO1101,92.86
2015-07-04,KPO1101,97.52
2015-07-05,KPO1101,91.25
2015-07-06,KPO1101,88.89
2015-07-07,KPO1101,95.44
2015-07-08,KPO1101,87.86
2015-07-09,KPO1101,84.34
2015-07-10,KPO1101,85.85
2015-07-11,KPO1101,84.74
2015-07-12,KPO1101,82.63
2015-07-13,KPO1101,86.31
2015-07-14,KPO1101,87.22
2015-07-15,KPO1101,91.23
2015-07-16,KPO1101,92.74
2015-07-17,KPO1101,91.04
2015-07-18,KPO1101,95.68
2015-07-19,KPO1101,78.74
2015-07-20,KPO1101,90.66
2015-07-21,KPO1101,82.88
2015-07-22,KPO1101,84.61
2015-07-23,KPO1101,82.18
2015-07-24,KPO1101,92.7
2015-07-25,KPO1101,88.97
2015-07-26,KPO1101,96.33
2015-07-27,KPO1101,97.68
2015-07-28,KPO1101,90.33
2015-07-29,KPO1101,87.97
2015-07-30,KPO1101,81.46
2015-07-31,KPO1101,94.54
2015-08-01,KPO1101,91.92
2015-08-02,KPO1101,93.42
2015-08-03,KPO1101,91.61
2015-08-04,KPO1101,93.56
2015-08-05,KPO1101,96.94
2015-08-06,KPO1101,91.4
2015-08-07,KPO1101,88.77
2015-08-08,KPO1101,84.6
2015-08-09,KPO1101,91.28
2015-08-10,KPO1101,83.99
2015-08-11,KPO1101,83.08
2015-08-12,KPO1101,84.16
2015-08-13,KPO1101,78.06
2015-08-14,KPO1101,93.42
2015-08-15,KPO1101,94.24
2015-08-16,KPO1101,88.64
2015-08-17,KPO1101,82.79
2015-08-18,KPO1101,87.17
2015-08-19,KPO1101,93.98
2015-08-20,KPO1101,86.75
2015-08-21,KPO1101,73.15
2015-08-22,KPO1101,84.95
2015-08-23,KPO1101,88.41
2015-08-24,KPO1101,85.58
2015-08-25,KPO1101,93.78
2015-08-26,KPO1101,82.56
2015-08-27,KPO1101,76.16
2015-08-28,KPO1101,81.08
2015-08-29,KPO1101,87.26
2015-08-30,KPO1101,95.15
2015-08-31,KPO1101,95.0
2015-09-01,KPO1101,94.99
2015-09-02,KPO1101,91.62
2015-09-03,KPO1101,89.57
2015-09-04,KPO1101,91.75
2015-09-05,KPO1101,84.6
2015-09-06,KPO1101,82.26
2015-09-07,KPO1101,73.88
2015-09-08,KPO1101,81.22
2015-09-09,KPO1101,85.75
2015-09-10,KPO1101,92.54
2015-09-11,KPO1101,81.2
2015-09-12,KPO1101,77.62
2015-09-13,KPO1101,83.9
2015-09-14,KPO1101,84.85
2015-09-15,KPO1101,86.83
2015-09-16,KPO1101,82.9
2015-09-17,KPO1101,86.07
2015-09-18,KPO1101,90.34
2015-09-19,KPO1101,80.37
2015-09-20,KPO1101,91.44
2015-09-21,KPO1101,85.95
2015-09-22,KPO1101,83.88
2015-09-23,KPO1101,89.04
2015-09-24,KPO1101,85.2
2015-09-25,KPO1101,73.85
2015-09-26,KPO1101,74.73
2015-09-27,KPO1101,70.21
2015-09-28,KPO1101,79.17
2015-09-29,KPO1101,69.28
2015-09-30,KPO1101,78.16
2015-10-01,KPO1101,80.28
2015-10-02,KPO1101,90.22
2015-10-03,KPO1101,79.27
2015-10-04,KPO1101,85.6
2015-10-05,KPO1101,74.65
2015-10-06,KPO1101,79.47
2015-10-07,KPO1101,80.13
2015-10-08,KPO1101,77.03
2015-10-09,KPO1101,68.38
2015-10-10,KPO1101,81.7
2015-10-11,KPO1101,78.62
2015-10-12,KPO1101,80.96
2015-10-13,KPO1101,86.33
2015-10-14,KPO1101,81.82
2015-10-15,KPO1101,79.05
2015-10-16,KPO1101,78.77
2015-10-17,KPO1101,77.41
2015-10-18,KPO1101,84.61
2015-10-19,KPO1101,72.26
2015-10-20,KPO1101,78.32
2015-10-21,KPO1101,83.29
2015-10-22,KPO1101,87.43
2015-10-23,KPO1101,81.19
2015-10-24,KPO1101,86.44
2015-10-25,KPO1101,77.29
2015-10-26,KPO1101,79.92
2015-10-27,KPO1101,79.4
2015-10-28,KPO1101,78.38
2015-10-29,KPO1101,81.87
2015-10-30,KPO1101,71.36
2015-10-31,KPO1101,70.32
2015-11-01,KPO1101,70.94
2015-11-02,KPO1101,76.73
2015-11-03,KPO1101,77.84
2015-11-04,KPO1101,84.91
2015-11-05,KPO1101,66.51
2015-11-06,KPO1101,62.72
2015-11-07,KPO1101,66.03
2015-11-08,KPO1101,70.56
2015-11-09,KPO1101,79.18
2015-11-10,KPO1101,77.78
2015-11-11,KPO1101,75.42
2015-11-12,KPO1101,71.2
2015-11-13,KPO1101,59.06
2015-11-14,KPO1101,67.77
2015-11-15,KPO1101,87.88
2015-11-16,KPO1101,92.0
2015-11-17,KPO1101,78.89
2015-11-18,KPO1101,71.01
2015-11-19,KPO1101,68.68
2015-11-20,KPO1101,85.69
2015-11-21,KPO1101,87.9
2015-11-22,KPO1101,78.58
2015-11-23,KPO1101,67.99
2015-11-24,KPO1101,72.27
2015-11-25,KPO1101,68.19
2015-11-26,KPO1101,74.34
2015-11-27,KPO1101,79.98
2015-11-28,KPO1101,86.58
2015-11-29,KPO1101,66.8
2015-11-30,KPO1101,78.06
2015-12-01,KPO1101,83.76
2015-12-02,KPO1101,78.04
2015-12-03,KPO1101,70.36
2015-12-04,KPO1101,80.92
2015-12-05,KPO1101,74.88
2015-12-06,KPO1101,76.91
2015-12-07,KPO1101,76.08
2015-12-08,KPO1101,65.89
2015-12-09,KPO1101,71.11
2015-12-10,KPO1101,76.98
2015-12-11,KPO1101,79.48
2015-12-12,KPO1101,82.84
2015-12-13,KPO1101,74.97
2015-12-14,KPO1101,67.25
2015-12-15,KPO1101,74.94
2015-12-16,KPO1101,76.41
2015-12-17,KPO1101,69.37
2015-12-18,KPO1101,66.4
2015-12-19,KPO1101,65.07
2015-12-20,KPO1101,67.02
2015-12-21,KPO1101,76.95
2015-12-22,KPO1101,75.74
2015-12-23,KPO1101,74.42
2015-12-24,KPO1101,83.06
2015-12-25,KPO1101,78.35
2015-12-26,KPO1101,67.98
2015-12-27,KPO1101,63.93
2015-12-28,KPO1101,66.72
2015-12-29,KPO1101,65.89
2015-12-30,KPO1101,57.48
2015-12-31,KPO1101,70.31
2016-01-01,KPO1101,80.86
2016-01-02,KPO1101,92.07
2016-01-03,KPO1101,87.39
2016-01-04,KPO1101,68.47
2016-01-05,KPO1101,58.97
2016-01-06,KPO1101,65.39
2016-01-07,KPO1101,69.28
2016-01-08,KPO1101,89.86
2016-01-09,KPO1101,74.58
2016-01-10,KPO1101,76.55
2016-01-11,KPO1101,80.02
2016-01-12,KPO1101,82.54
2016-01-13,KPO1101,70.98
2016-01-14,KPO1101,70.51
2016-01-15,KPO1101,75.16
2016-01-16,KPO1101,71.03
2016-01-17,KPO1101,72.03
2016-01-18,KPO1101,84.39
2016-01-19,KPO1101,77.64
2016-01-20,KPO1101,70.62
2016-01-21,KPO1101,66.57
2016-01-22,KPO1101,66.72
2016-01-23,KPO1101,68.24
2016-01-24,KPO1101,67.23
2016-01-25,KPO1101,74.5
2016-01-26,KPO1101,73.2
2016-01-27,KPO1101,82.2
2016-01-28,KPO1101,82.05
2016-01-29,KPO1101,76.38
2016-01-30,KPO1101,72.59
2016-01-31,KPO1101,75.96
2016-02-01,KPO1101,78.9
2016-02-02,KPO1101,70.32
2016-02-03,KPO1101,73.07
2016-02-04,KPO1101,73.78
2016-02-05,KPO1101,84.36
2016-02-06,KPO1101,89.86
2016-02-07,KPO1101,74.82
2016-02-08,KPO1101,74.54
2016-02-09,KPO1101,78.52
2016-02-10,KPO1101,72.09
2016-02-11,KPO1101,75.11
2016-02-12,KPO1101,69.36
2016-02-13,KPO1101,72.64
2016-02-14,KPO1101,69.85
2016-02-15,KPO1101,74.55
2016-02-16,KPO1101,78.5
2016-02-17,KPO1101,84.7
2016-02-18,KPO1101,88.69
2016-02-19,KPO1101,82.41
2016-02-20,KPO1101,74.67
2016-02-21,KPO1101,74.22
2016-02-22,KPO1101,71.37
2016-02-23,KPO1101,75.42
2016-02-24,KPO1101,74.81
2016-02-25,KPO1101,75.54
2016-02-26,KPO1101,74.82
2016-02-27,KPO1101,79.93
2016-02-28,KPO1101,86.96
2016-02-29,KPO1101,92.57
2016-03-01,KPO1101,83.7
2016-03-02,KPO1101,75.33
2016-03-03,KPO1101,67.67
2016-03-04,KPO1101,69.73
2016-03-05,KPO1101,74.22
2016-03-06,KPO1101,77.6
2016-03-07,KPO1101,79.43
2016-03-08,KPO1101,78.95
2016-03-09,KPO1101,68.98
2016-03-10,KPO1101,78.11
2016-03-11,KPO1101,66.39
2016-03-12,KPO1101,60.7
2016-03-13,KPO1101,73.45
2016-03-14,KPO1101,79.98
2016-03-15,KPO1101,84.46
2016-03-16,KPO1101,82.31
2016-03-17,KPO1101,87.52
2016-03-18,KPO1101,88.16
2016-03-19,KPO1101,81.36
2016-03-20,KPO1101,86.23
2016-03-21,KPO1101,83.55
2016-03-22,KPO1101,81.37
2016-03-23,KPO1101,85.32
2016-03-24,KPO1101,94.95
2016-03-25,KPO1101,81.69
2016-03-26,KPO1101,79.18
2016-03-27,KPO1101,81.5
2016-03-28,KPO1101,81.95
2016-03-29,KPO1101,72.09
2016-03-30,KPO1101,65.83
2016-03-31,KPO1101,73.23
2016-04-01,KPO1101,81.57
2016-04-02,KPO1101,89.71
2016-04-03,KPO1101,86.83
2016-04-04,KPO1101,79.16
2016-04-05,KPO1101,73.98
2016-04-06,KPO1101,66.27
2016-04-07,KPO1101,82.44
2016-04-08,KPO1101,84.79
2016-04-09,KPO1101,85.71
2016-04-10,KPO1101,87.86
2016-04-11,KPO1101,87.29
2016-04-12,KPO1101,88.64
2016-04-13,KPO1101,83.8
2016-04-14,KPO1101,66.61
2016-04-15,KPO1101,64.32
2016-04-16,KPO1101,78.77
2016-04-17,KPO1101,93.76
2016-04-18,KPO1101,82.84
2016-04-19,KPO1101,75.94
2016-04-20,KPO1101,83.32
2016-04-21,KPO1101,82.32
2016-04-22,KPO1101,81.36
2016-04-23,KPO1101,82.58
2016-04-24,KPO1101,91.17
2016-04-25,KPO1101,81.99
2016-04-26,KPO1101,80.92
2016-04-27,KPO1101,82.97
2016-04-28,KPO1101,83.03
2016-04-29,KPO1101,85.05
2016-04-30,KPO1101,80.09
2016-05-01,KPO1101,83.91
2016-05-02,KPO1101,88.8
2016-05-03,KPO1101,86.4
2016-05-04,KPO1101,86.68
2016-05-05,KPO1101,94.89
2016-05-06,KPO1101,91.74
2016-05-07,KPO1101,81.48
2016-05-08,KPO1101,74.41
2016-05-09,KPO1101,80.46
2016-05-10,KPO1101,86.01
2016-05-11,KPO1101,95.89
2016-05-12,KPO1101,87.29
2016-05-13,KPO1101,92.15
2016-05-14,KPO1101,86.75
2016-05-15,KPO1101,87.4
2016-05-16,KPO1101,88.91
2016-05-17,KPO1101,75.04
2016-05-18,KPO1101,87.52
2016-05-19,KPO1101,82.89
2016-05-20,KPO1101,87.07
2016-05-21,KPO1101,93.4
2016-05-22,KPO1101,87.56
2016-05-23,KPO1101,93.17
2016-05-24,KPO1101,90.85
2016-05-25,KPO1101,93.42
2016-05-26,KPO1101,90.08
2016-05-27,KPO1101,90.8
2016-05-28,KPO1101,90.08
2016-05-29,KPO1101,92.73
2016-05-30,KPO1101,86.91
2016-05-31,KPO1101,88.74
2016-06-01,KPO1101,83.9
2016-06-02,KPO1101,79.73
2016-06-03,KPO1101,76.28
2016-06-04,KPO1101,75.12
2016-06-05,KPO1101,76.13
2016-06-06,KPO1101,86.5
2016-06-07,KPO1101,89.01
2016-06-08,KPO1101,89.31
2016-06-09,KPO1101,90.35
2016-06-10,KPO1101,96.7
2016-06-11,KPO1101,90.06
2016-06-12,KPO1101,87.32
2016-06-13,KPO1101,79.47
2016-06-14,KPO1101,91.82
2016-06-15,KPO1101,91.83
2016-06-16,KPO1101,88.41
2016-06-17,KPO1101,90.99
2016-06-18,KPO1101,89.8
2016-06-19,KPO1101,90.87
2016-06-20,KPO1101,90.05
2016-06-21,KPO1101,96.2
2016-06-22,KPO1101,97.14
2016-06-23,KPO1101,95.33
2016-06-24,KPO1101,88.39
2016-06-25,KPO1101,96.31
2016-06-26,KPO1101,93.1
2016-06-27,KPO1101,93.36
2016-06-28,KPO1101,92.64
2016-06-29,KPO1101,96.61
2016-06-30,KPO1101,93.81
2016-07-01,KPO1101,79.33
2016-07-02,KPO1101,82.67
2016-07-03,KPO1101,84.21
2016-07-04,KPO1101,81.78
2016-07-05,KPO1101,91.82
2016-07-06,KPO1101,86.26
2016-07-07,KPO1101,91.99
2016-07-08,KPO1101,88.6
2016-07-09,KPO1101,79.99
2016-07-10,KPO1101,86.89
2016-07-11,KPO1101,85.03
2016-07-12,KPO1101,84.66
2016-07-13,KPO1101,89.82
2016-07-14,KPO1101,88.34
2016-07-15,KPO1101,88.76
2016-07-16,KPO1101,86.48
2016-07-17,KPO1101,86.58
2016-07-18,KPO1101,81.12
2016-07-19,KPO1101,95.38
2016-07-20,KPO1101,86.03
2016-07-21,KPO1101,80.35
2016-07-22,KPO1101,91.12
2016-07-23,KPO1101,95.37
2016-07-24,KPO1101,83.86
2016-07-25,KPO1101,82.39
2016-07-26,KPO1101,95.95
2016-07-27,KPO1101,90.81
2016-07-28,KPO1101,96.17
2016-07-29,KPO1101,83.93
2016-07-30,KPO1101,89.85
2016-07-31,KPO1101,85.02
2016-08-01,KPO1101,89.09
2016-08-02,KPO1101,84.95
2016-08-03,KPO1101,95.05
2016-08-04,KPO1101,95.36
2016-08-05,KPO1101,94.97
2016-08-06,KPO1101,87.31
2016-08-07,KPO1101,77.31
2016-08-08,KPO1101,77.92
2016-08-09,KPO1101,85.33
2016-08-10,KPO1101,89.5
2016-08-11,KPO1101,89.9
2016-08-12,KPO1101,87.62
2016-08-13,KPO1101,93.57
2016-08-14,KPO1101,83.81
2016-08-15,KPO1101,75.29
2016-08-16,KPO1101,75.26
2016-08-17,KPO1101,74.4
2016-08-18,KPO1101,74.19
2016-08-19,KPO1101,79.69
2016-08-20,KPO1101,83.81
2016-08-21,KPO1101,85.73
2016-08-22,KPO1101,84.55
2016-08-23,KPO1101,87.17
2016-08-24,KPO1101,89.22
2016-08-25,KPO1101,96.59
2016-08-26,KPO1101,90.07
2016-08-27,KPO1101,79.46
2016-08-28,KPO1101,82.22
2016-08-29,KPO1101,91.77
2016-08-30,KPO1101,80.47
2016-08-31,KPO1101,80.29
2016-09-01,KPO1101,85.36
2016-09-02,KPO1101,90.22
2016-09-03,KPO1101,87.81
2016-09-04,KPO1101,89.98
2016-09-05,KPO1101,86.37
2016-09-06,KPO1101,83.73
2016-09-07,KPO1101,86.07
2016-09-08,KPO1101,75.97
2016-09-09,KPO1101,70.96
2016-09-10,KPO1101,75.06
2016-09-11,KPO1101,75.29
2016-09-12,KPO1101,80.17
2016-09-13,KPO1101,82.98
2016-09-14,KPO1101,91.06
2016-09-15,KPO1101,95.82
2016-09-16,KPO1101,96.31
2016-09-17,KPO1101,95.51
2016-09-18,KPO1101,91.64
2016-09-19,KPO1101,79.17
2016-09-20,KPO1101,83.78
2016-09-21,KPO1101,91.13
2016-09-22,KPO1101,91.39
2016-09-23,KPO1101,86.44
2016-09-24,KPO1101,88.22
2016-09-25,KPO1101,93.67
2016-09-26,KPO1101,87.38
2016-09-27,KPO1101,85.73
2016-09-28,KPO1101,89.8
2016-09-29,KPO1101,92.73
2016-09-30,KPO1101,86.82
2016-10-01,KPO1101,88.52
2016-10-02,KPO1101,93.52
2016-10-03,KPO1101,86.29
2016-10-04,KPO1101,83.34
2016-10-05,KPO1101,84.17
2016-10-06,KPO1101,89.61
2016-10-07,KPO1101,87.59
2016-10-08,KPO1101,82.16
2016-10-09,KPO1101,89.28
2016-10-10,KPO1101,83.26
2016-10-11,KPO1101,87.38
2016-10-12,KPO1101,89.05
2016-10-13,KPO1101,75.27
2016-10-14,KPO1101,85.87
2016-10-15,KPO1101,84.67
2016-10-16,KPO1101,82.01
2016-10-17,KPO1101,79.06
2016-10-18,KPO1101,79.38
2016-10-19,KPO1101,85.98
2016-10-20,KPO1101,89.81
2016-10-21,KPO1101,76.84
2016-10-22,KPO1101,75.14
2016-10-23,KPO1101,70.87
2016-10-24,KPO1101,80.4
2016-10-25,KPO1101,87.33
2016-10-26,KPO1101,85.48
2016-10-27,KPO1101,79.68
2016-10-28,KPO1101,80.89
2016-10-29,KPO1101,72.1
2016-10-30,KPO1101,66.9
2016-10-31,KPO1101,61.08
2016-11-01,KPO1101,67.07
2016-11-02,KPO1101,81.73
2016-11-03,KPO1101,74.31
2016-11-04,KPO1101,73.22
2016-11-05,KPO1101,81.39
2016-11-06,KPO1101,81.29
2016-11-07,KPO1101,89.81
2016-11-08,KPO1101,78.7
2016-11-09,KPO1101,79.36
2016-11-10,KPO1101,81.24
2016-11-11,KPO1101,84.11
2016-11-12,KPO1101,87.42
2016-11-13,KPO1101,72.34
2016-11-14,KPO1101,77.81
2016-11-15,KPO1101,94.06
2016-11-16,KPO1101,80.73
2016-11-17,KPO1101,86.49
2016-11-18,KPO1101,70.8
2016-11-19,KPO1101,82.68
2016-11-20,KPO1101,69.77
2016-11-21,KPO1101,71.87
2016-11-22,KPO1101,72.24
2016-11-23,KPO1101,76.38
2016-11-24,KPO1101,70.01
2016-11-25,KPO1101,90.31
2016-11-26,KPO1101,78.47
2016-11-27,KPO1101,78.33
2016-11-28,KPO1101,67.89
2016-11-29,KPO1101,76.44
2016-11-30,KPO1101,78.72
2016-12-01,KPO1101,78.58
2016-12-02,KPO1101,76.36
2016-12-03,KPO1101,71.62
2016-12-04,KPO1101,73.09
2016-12-05,KPO1101,78.91
2016-12-06,KPO1101,74.0
2016-12-07,KPO1101,81.8
2016-12-08,KPO1101,89.59
2016-12-09,KPO1101,82.36
2016-12-10,KPO1101,84.97
2016-12-11,KPO1101,69.53
2016-12-12,KPO1101,69.68
2016-12-13,KPO1101,67.1
2016-12-14,KPO1101,82.2
2016-12-15,KPO1101,82.77
2016-12-16,KPO1101,66.35
2016-12-17,KPO1101,67.58
2016-12-18,KPO1101,74.31
2016-12-19,KPO1101,83.32
2016-12-20,KPO1101,64.38
2016-12-21,KPO1101,71.51
2016-12-22,KPO1101,78.31
2016-12-23,KPO1101,73.51
2016-12-24,KPO1101,72.16
2016-12-25,KPO1101,76.52
2016-12-26,KPO1101,72.97
2016-12-27,KPO1101,76.16
2016-12-28,KPO1101,72.28
2016-12-29,KPO1101,74.74
2016-12-30,KPO1101,63.88
2016-12-31,KPO1101,67.63
2017-01-01,KPO1101,78.29
2017-01-02,KPO1101,86.99
2017-01-03,KPO1101,91.65
2017-01-04,KPO1101,73.27
2017-01-05,KPO1101,59.36
2017-01-06,KPO1101,73.23
2017-01-07,KPO1101,66.95
2017-01-08,KPO1101,70.07
2017-01-09,KPO1101,74.47
2017-01-10,KPO1101,77.97
2017-01-11,KPO1101,77.18
2017-01-12,KPO1101,76.01
2017-01-13,KPO1101,71.87
2017-01-14,KPO1101,66.59
2017-01-15,KPO1101,81.77
2017-01-16,KPO1101,68.02
2017-01-17,KPO1101,71.4
2017-01-18,KPO1101,80.08
2017-01-19,KPO1101,79.12
2017-01-20,KPO1101,69.19
2017-01-21,KPO1101,71.09
2017-01-22,KPO1101,79.1
2017-01-23,KPO1101,75.88
2017-01-24,KPO1101,68.24
2017-01-25,KPO1101,80.06
2017-01-26,KPO1101,72.06
2017-01-27,KPO1101,72.59
2017-01-28,KPO1101,65.42
2017-01-29,KPO1101,71.94
2017-01-30,KPO1101,71.7
2017-01-31,KPO1101,76.97
2017-02-01,KPO1101,80.23
2017-02-02,KPO1101,82.64
2017-02-03,KPO1101,75.28
2017-02-04,KPO1101,71.2
2017-02-05,KPO1101,69.8
2017-02-06,KPO1101,73.74
2017-02-07,KPO1101,81.1
2017-02-08,KPO1101,82.04
2017-02-09,KPO1101,69.07
2017-02-10,KPO1101,65.92
2017-02-11,KPO1101,68.59
2017-02-12,KPO1101,81.29
2017-02-13,KPO1101,82.75
2017-02-14,KPO1101,81.5
2017-02-15,KPO1101,67.37
2017-02-16,KPO1101,85.39
2017-02-17,KPO1101,89.72
2017-02-18,KPO1101,88.26
2017-02-19,KPO1101,85.03
2017-02-20,KPO1101,79.7
2017-02-21,KPO1101,70.09
2017-02-22,KPO1101,73.15
2017-02-23,KPO1101,72.72
2017-02-24,KPO1101,68.97
2017-02-25,KPO1101,73.26
2017-02-26,KPO1101,71.37
2017-02-27,KPO1101,78.31
2017-02-28,KPO1101,77.34
2017-03-01,KPO1101,75.1
2017-03-02,KPO1101,74.45
2017-03-03,KPO1101,75.8
2017-03-04,KPO1101,80.66
2017-03-05,KPO1101,76.1
2017-03-06,KPO1101,75.61
2017-03-07,KPO1101,87.64
2017-03-08,KPO1101,87.53
2017-03-09,KPO1101,86.08
2017-03-10,KPO1101,87.87
2017-03-11,KPO1101,92.28
2017-03-12,KPO1101,92.98
2017-03-13,KPO1101,82.25
2017-03-14,KPO1101,75.75
2017-03-15,KPO1101,67.32
2017-03-16,KPO1101,72.56
2017-03-17,KPO1101,76.43
2017-03-18,KPO1101,77.22
2017-03-19,KPO1101,73.86
2017-03-20,KPO1101,82.26
2017-03-21,KPO1101,76.49
2017-03-22,KPO1101,87.78
2017-03-23,KPO1101,76.86
2017-03-24,KPO1101,86.17
2017-03-25,KPO1101,86.85
2017-03-26,KPO1101,93.03
2017-03-27,KPO1101,90.48
2017-03-28,KPO1101,86.21
2017-03-29,KPO1101,93.14
2017-03-30,KPO1101,88.2
2017-03-31,KPO1101,80.46
2017-04-01,KPO1101,77.98
2017-04-02,KPO1101,81.69
2017-04-03,KPO1101,84.63
2017-04-04,KPO1101,95.24
2017-04-05,KPO1101,96.8
2017-04-06,KPO1101,81.09
2017-04-07,KPO1101,78.5
2017-04-08,KPO1101,73.55
2017-04-09,KPO1101,81.58
2017-04-10,KPO1101,87.73
2017-04-11,KPO1101,90.96
2017-04-12,KPO1101,96.36
2017-04-13,KPO1101,94.51
2017-04-14,KPO1101,88.51
2017-04-15,KPO1101,90.66
2017-04-16,KPO1101,88.2
2017-04-17,KPO1101,90.6
2017-04-18,KPO1101,79.38
2017-04-19,KPO1101,83.77
2017-04-20,KPO1101,78.21
2017-04-21,KPO1101,70.64
2017-04-22,KPO1101,72.59
2017-04-23,KPO1101,86.4
2017-04-24,KPO1101,83.92
2017-04-25,KPO1101,79.22
2017-04-26,KPO1101,81.87
2017-04-27,KPO1101,80.61
2017-04-28,KPO1101,85.27
2017-04-29,KPO1101,95.86
2017-04-30,KPO1101,93.34
2017-05-01,KPO1101,80.06
2017-05-02,KPO1101,76.76
2017-05-03,KPO1101,87.52
2017-05-04,KPO1101,82.54
2017-05-05,KPO1101,78.82
2017-05-06,KPO1101,79.3
2017-05-07,KPO1101,87.33
2017-05-08,KPO1101,84.69
2017-05-09,KPO1101,83.9
2017-05-10,KPO1101,88.08
2017-05-11,KPO1101,95.73
2017-05-12,KPO1101,93.04
2017-05-13,KPO1101,78.87
2017-05-14,KPO1101,85.71
2017-05-15,KPO1101,87.69
2017-05-16,KPO1101,85.2
2017-05-17,KPO1101,95.82
2017-05-18,KPO1101,93.52
2017-05-19,KPO1101,78.62
2017-05-20,KPO1101,85.54
2017-05-21,KPO1101,79.09
2017-05-22,KPO1101,75.61
2017-05-23,KPO1101,89.26
2017-05-24,KPO1101,96.92
2017-05-25,KPO1101,90.88
2017-05-26,KPO1101,94.28
2017-05-27,KPO1101,93.73
2017-05-28,KPO1101,94.57
2017-05-29,KPO1101,92.01
2017-05-30,KPO1101,87.89
2017-05-31,KPO1101,90.95
2017-06-01,KPO1101,88.98
2017-06-02,KPO1101,95.84
2017-06-03,KPO1101,92.25
2017-06-04,KPO1101,79.13
2017-06-05,KPO1101,94.31
2017-06-06,KPO1101,88.33
2017-06-07,KPO1101,93.36
2017-06-08,KPO1101,87.5
2017-06-09,KPO1101,88.59
2017-06-10,KPO1101,92.41
2017-06-11,KPO1101,87.72
2017-06-12,KPO1101,93.61
2017-06-13,KPO1101,93.13
2017-06-14,KPO1101,83.31
2017-06-15,KPO1101,88.28
2017-06-16,KPO1101,91.93
2017-06-17,KPO1101,88.62
2017-06-18,KPO1101,95.41
2017-06-19,KPO1101,93.03
2017-06-20,KPO1101,92.82
2017-06-21,KPO1101,88.54
2017-06-22,KPO1101,93.52
2017-06-23,KPO1101,97.8
2017-06-24,KPO1101,92.27
2017-06-25,KPO1101,92.61
2017-06-26,KPO1101,88.48
2017-06-27,KPO1101,86.79
2017-06-28,KPO1101,79.03
2017-06-29,KPO1101,72.89
2017-06-30,KPO1101,93.04
2017-07-01,KPO1101,95.84
2017-07-02,KPO1101,94.24
2017-07-03,KPO1101,96.51
2017-07-04,KPO1101,93.36
2017-07-05,KPO1101,91.68
2017-07-06,KPO1101,96.72
2017-07-07,KPO1101,94.65
2017-07-08,KPO1101,93.72
2017-07-09,KPO1101,96.23
2017-07-10,KPO1101,92.62
2017-07-11,KPO1101,89.24
2017-07-12,KPO1101,89.19
2017-07-13,KPO1101,93.66
2017-07-14,KPO1101,91.17
2017-07-15,KPO1101,89.76
2017-07-16,KPO1101,87.04
2017-07-17,KPO1101,93.18
2017-07-18,KPO1101,96.53
2017-07-19,KPO1101,95.35
2017-07-20,KPO1101,96.92
2017-07-21,KPO1101,93.9
2017-07-22,KPO1101,95.36
2017-07-23,KPO1101,91.62
2017-07-24,KPO1101,91.78
2017-07-25,KPO1101,92.1
2017-07-26,KPO1101,89.41
2017-07-27,KPO1101,95.6
2017-07-28,KPO1101,86.72
2017-07-29,KPO1101,82.35
2017-07-30,KPO1101,83.45
2017-07-31,KPO1101,86.21
2017-08-01,KPO1101,95.47
2017-08-02,KPO1101,94.51
2017-08-03,KPO1101,85.57
2017-08-04,KPO1101,78.44
2017-08-05,KPO1101,87.13
2017-08-06,KPO1101,92.1
2017-08-07,KPO1101,86.83
2017-08-08,KPO1101,92.62
2017-08-09,KPO1101,96.96
2017-08-10,KPO1101,93.37
2017-08-11,KPO1101,89.66
2017-08-12,KPO1101,92.07
2017-08-13,KPO1101,87.53
2017-08-14,KPO1101,93.69
2017-08-15,KPO1101,91.22
2017-08-16,KPO1101,89.76
2017-08-17,KPO1101,94.15
2017-08-18,KPO1101,82.93
2017-08-19,KPO1101,95.31
2017-08-20,KPO1101,94.9
2017-08-21,KPO1101,85.43
2017-08-22,KPO1101,77.07
2017-08-23,KPO1101,77.21
2017-08-24,KPO1101,80.6
2017-08-25,KPO1101,87.12
2017-08-26,KPO1101,91.27
2017-08-27,KPO1101,86.93
2017-08-28,KPO1101,95.46
2017-08-29,KPO1101,90.51
