Site_Code,POC_Code,Nwk_Code,Gen_Code,Fuel_Code,Tech_Code,Trading_date,TP1,TP2,TP3,TP4,TP5,TP6,TP7,TP8,TP9,TP10,TP11,TP12,TP13,TP14,TP15,TP16,TP17,TP18,TP19,TP20,TP21,TP22,TP23,TP24,TP25,TP26,TP27,TP28,TP29,TP30,TP31,TP32,TP33,TP34,TP35,TP36,TP37,TP38,TP39,TP40,TP41,TP42,TP43,TP44,TP45,TP46,TP47,TP48,TP49,TP50
ARA,ARA2201,MRPL,aratiatia,Hydro,Hydro,2011-02-01,13490,13490,13480,13490,13480,13480,13480,13470,13480,13510,13530,13550,13550,13550,13540,13530,13540,13710,13500,13520,13340,13150,13080,13050,13360,13380,13380,13300,13590,13600,13570,13560,13520,13500,13520,13500,13440,13490,13470,13500,13510,13500,13500,13500,13490,13440,13470,13480,,
ARG,ARG1101,TRUS,argyle_wairau,Hydro,Hydro,2011-02-01,3018,3014,3017,3009,3014,3009,3003,3008,3006,101,0,0,0,0,762,5360,5461,5448,5442,5291,4948,4927,5339,5325,4743,4717,5372,5233,4726,4717,4714,4945,5175,5024,5120,5170,3184,2762,2748,2742,2738,80,0,0,0,0,0,0,,
ARI,ARI1101,MRPL,arapuni,Hydro,Hydro,2011-02-01,65830,67690,66750,66690,63010,61850,61820,61750,61450,63660,65650,65020,65230,66450,55780,66330,64630,65210,65450,66100,65970,65980,65960,66080,52680,49990,50460,51340,49550,48330,47980,47850,47950,48900,55440,55220,48540,48310,47860,48360,50590,49990,49730,49700,49650,49360,48810,42910,,
ARI,ARI1102,MRPL,arapuni,Hydro,Hydro,2011-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
HBK,ASB0661,EASH,highbank,Hydro,Hydro,2011-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
ATI,ATI2201,MRPL,atiamuri,Hydro,Hydro,2011-02-01,16450,18190,17950,12180,5630,3090,4400,4560,4990,7360,17600,23580,27580,28310,33130,36570,36470,36680,36550,36680,36680,36740,36730,36760,36710,36710,36740,36490,37140,29150,28690,28530,29540,36590,30080,28190,28220,28330,28270,28380,28430,28430,28420,28390,28430,28320,26770,17150,,
AVI,AVI2201,MERI,aviemore,Hydro,Hydro,2011-02-01,19080,18710,14320,13970,14020,13800,13670,14040,13980,14060,14030,14020,13930,22890,52010,59000,78500,74800,74740,68660,43580,45230,48950,44090,39240,39200,39050,38900,43810,43860,48640,48330,48860,49300,49750,53790,53530,53080,47770,29010,12760,40390,77300,87360,73060,23350,23240,23530,,
BEN,BEN0162,MERI,benmore,Hydro,Hydro,2011-02-01,0,0,0,0,0,0,0,0,0,0,0,0,4,0,21544,53287,95745,93945,71717,52397,66379,74123,91816,97354,102804,106983,107031,107341,119329,118741,86674,70549,42346,38586,38712,38384,40618,39363,31299,53,0,27976,35171,27920,0,0,0,0,,
BEN,BEN0163,MERI,benmore,Hydro,Hydro,2011-02-01,67152,55007,46297,45382,45459,44739,44392,41007,49556,35088,49322,57666,64111,58052,71222,77997,79165,71023,77116,78002,70885,77935,78853,71335,73093,74063,75376,74444,82058,82504,78784,74437,82745,80551,80253,79711,86901,83825,66215,70816,61588,73318,76643,63675,58743,46380,42793,38218,,
BEN,BEN2202,MERI,benmore,Hydro,Hydro,2011-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
TWF,BPE0331,POCO,twf_12,Wind,Wind,2011-02-01,15094.250207999999,14556.674214000001,14538.418433999999,11179.13832,0,0,0,0,0,0,0,0,0,3997.9126799999999,12645.644724,12558.873041999999,13488.783282,14165.123831999999,14307.508602,14215.744944,13992.79752,13773.903498,13684.501746,14242.117842,14380.933967999999,13509.215316,0,7260.6537539999999,15090.444342000001,15378.029603999999,15411.271626,15462.408438,15477.270912,15467.482926000001,15227.579286,13738.547106,14080.72437,14540.109930000001,14519.492243999999,14590.968263999999,14798.300292,15184.342998,15416.067636,15498.466182,15499.497582,15506.500787999999,3370.72,0,,
WPI,BWK1101,TRUS,waipori,Hydro,Hydro,2011-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5782,8563,8813,8801,8783,10290,7509,6765,9188,9248,9242,9278,911,0,0,0,0,0,0,0,,
COB,COB0661,TRUS,cobb,Hydro,Hydro,2011-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,556,9145,11132,11118,10989,10950,10941,10939,10974,10900,10917,10915,10880,10878,10911,10904,10924,10833,10921,10914,10888,10852,10829,10803,10929,10863,10899,10975,10892,10873,10853,7892,7115,1957,,
COL,COL0661,TRUS,coleridge,Hydro,Hydro,2011-02-01,0,0,0,0,0,0,0,0,0,0,0,0,1290,4343,17766,17969,17956,17956,18014,18142,18143,18142,18141,18141,18142,18143,18144,18144,18147,18147,18149,18148,18149,18159,18159,18156,18153,18154,18157,18154,18156,18156,18156,18153,18151,16266,17771,16713,,
CYD,CYD2201,CTCT,clyde,Hydro,Hydro,2011-02-01,81630,45370,45810,43130,34430,33880,33660,34420,34280,45220,53320,93550,129370,145520,187390,195700,193850,184810,195920,188580,195660,194790,195250,192980,195910,195600,195060,194430,167010,186220,185680,192130,194760,196530,196300,194910,194420,177970,152510,136800,137360,151850,136630,140390,136160,125480,115500,109620,,
GLN,GLN0332,NZST,glenbrook_kilns,Gas,Cogen,2011-02-01,39956.410000000003,39431.979999999996,39696.43,39219.410000000003,37865.07,36952.620000000003,37164.279999999999,38740.720000000001,39077.830000000002,39341.040000000001,39757.150000000001,39492.040000000001,39268.389999999999,39416.349999999999,39158.300000000003,39210.869999999995,39018.309999999998,39411.160000000003,39287.639999999999,39246.279999999999,39024.139999999999,38543.540000000001,38602.410000000003,38993.650000000001,38407.75,39561.190000000002,38049.259999999995,38433.910000000003,38794.57,38916.510000000002,38979.889999999999,35347.880000000005,31523.440000000002,21532.959999999999,19924.139999999999,19730.079999999998,19685.629999999997,26593.75,28175.880000000001,31966.009999999998,32022.099999999999,32041.5,37707.040000000001,37426.459999999999,37597.360000000001,37920.82,38943.7,39374.6,,
HLY,HLY2201,GENE,huntly_e3p,Gas,Thrml,2011-02-01,118862,118878,118867,118871,118874,118877,118878,118871,118870,118869,118680,116183,120115,138112,172503,187700,187546,187208,186558,186549,186167,152402,150188,150192,150192,150195,150187,150181,150202,150198,150198,150190,155127,154673,164175,155513,150197,150191,150193,150192,148421,150186,150191,126712,125194,125207,125213,120250,,
HLY,HLY2201,GENE,huntly_1_4,Coal,Thrml,2011-02-01,0,0,0,0,0,0,0,0,5753,9172,14578,21786,32616,40475,45642,47890,41750,41940,42366,42194,43325,29995,27385,27667,27972,27937,27910,27669,28090,28079,28012,28003,28040,28024,28122,27934,28030,27951,27833,27920,27761,3579,0,0,0,0,0,0,,
HLY,HLY2201,GENE,huntly_p40,Gas,Thrml,2011-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
PTA,HWA1101,TRUS,patea,Hydro,Hydro,2011-02-01,291,291,291,291,287,287,287,291,287,287,291,295,291,291,8303,10042,13910,13200,13120,7533,6257,8187,15186,15306,4291,4558,13428,12044,8969,8546,7107,13874,14899,14409,15334,15346,7378,1117,287,287,291,287,291,287,295,287,291,291,,
WAA,HWA1102,KIWI,whareroa,Gas,Cogen,2011-02-01,1992,1808,2104,1895,1319,760,888,952,928,720,984,984,816,759,800,832,1071,1448,872,944,856,952,928,896,1071,1064,944,671,704,616,928,1384,1568,1455,1416,1432,1431,1304,1304,1168,1464,1487,1608,1511,1656,1552,2127,2623,,
KAG,KAW1101,KRGL,kawerau_new,Geo,Geo,2011-02-01,46967,46985,46964,46932,46926,46907,46853,46842,46841,46875,46827,46884,46856,46847,46948,46862,46925,46854,46896,46886,46903,46895,46864,46901,46836,46845,46810,46802,46849,46878,46860,46903,46950,46904,46978,46783,46932,46888,46929,46942,46880,46910,46943,46883,46910,46875,46887,46928,,
KIN,KIN0112,CHHE,kinleith,Wood,Cogen,2011-02-01,13722,13720,13717,13715,13712,13715,13717,13717,13715,13717,13710,13722,13725,13732,13727,13705,13717,13715,13717,13730,13717,13722,13715,13722,13710,13717,13500,12027,12529,11375,10152,10149,12214,13033,13517,13715,13447,13715,13727,13715,13722,13720,13722,13737,13725,13732,13735,13737,,
KOE,KOE0331,TOPE,ngawha,Geo,Geo,2011-02-01,11278.75,11288.620000000001,11278.65,11272.459999999999,11283.49,11308.940000000001,11331.82,11317.940000000001,11324.860000000001,11323.209999999999,11311.940000000001,11297.370000000001,11303.18,11294.57,11294.280000000001,11289.92,11274.15,11268.629999999999,11292.780000000001,11236.99,11194.219999999999,11220.540000000001,11201.52,11164.75,11119.950000000001,11014.860000000001,10889.879999999999,10677.57,10641.58,10555.74,10452.59,10457.190000000001,10421.33,10392.5,10400.43,10456.309999999999,10494.1,10577.030000000001,10693.879999999999,10811.5,10951.23,11058.110000000001,11187.83,11256.15,11347.4,11370.530000000001,11403.3,11394,,
KPI,KPA1101,KAPE,kapuni,Gas,Cogen,2011-02-01,3132,3100,3124,3128,3140,3192,3232,3280,3260,3288,3320,3278,7614,8588,8640,8704,8744,8766,8714,8708,8650,8642,8578,8598,8598,8554,8524,8480,8490,8366,8306,8362,8392,8320,8324,8304,8300,8288,8384,8380,8512,8532,8694,8678,4474,3726,3676,3612,,
