Site_Code,POC_Code,Nwk_Code,Gen_Code,Fuel_Code,Tech_Code,Trading_date,TP1,TP2,TP3,TP4,TP5,TP6,TP7,TP8,TP9,TP10,TP11,TP12,TP13,TP14,TP15,TP16,TP17,TP18,TP19,TP20,TP21,TP22,TP23,TP24,TP25,TP26,TP27,TP28,TP29,TP30,TP31,TP32,TP33,TP34,TP35,TP36,TP37,TP38,TP39,TP40,TP41,TP42,TP43,TP44,TP45,TP46,TP47,TP48,TP49,TP50
ARA,ARA2201,MRPL,aratiatia,Hydro,Hydro,2012-03-01,13740,13860,13730,13840,13730,13740,13580,13780,13860,13630,13900,13800,13840,23010,27430,27390,27580,27580,27590,27580,25040,23030,24070,25700,25930,25610,25960,25820,25500,25700,18730,14660,13780,13600,13080,13290,13300,13280,13250,13330,13360,13370,12710,12460,12280,12260,12310,12270,,
ARG,ARG1101,TRUS,argyle_wairau,Hydro,Hydro,2012-03-01,0,0,0,0,0,0,0,0,0,0,0,0,4212,4190,4455,4282,4967,4941,5334,5097,5036,4497,4494,4497,4504,4053,4053,4056,4061,4051,4048,4039,4041,4032,4023,4024,4023,4011,4006,101,0,0,0,0,0,0,0,0,,
ARI,ARI1101,MRPL,arapuni,Hydro,Hydro,2012-03-01,17047,16734,16946,17183,17133,12246,7552,7212,7398,7626,11706,21457,25842,33536,29155,27929,27574,27799,28080,27990,27986,27993,28018,27960,28681,28345,28773,27958,27674,27656,27915,27753,28155,27559,27770,27882,27978,27962,28093,28307,27907,27946,27483,27409,27621,27661,27691,27836,,
ARI,ARI1102,MRPL,arapuni,Hydro,Hydro,2012-03-01,6703,3394,0,0,0,0,0,0,0,0,0,0,0,0,14803,37446,38394,31098,31095,26662,20094,20013,23608,30877,29170,35965,42003,41720,28992,36350,37063,36744,37553,37075,40061,41491,41694,41684,41743,43255,50579,50705,50161,50364,50345,47162,39324,19609,,
HBK,ASB0661,EASH,highbank,Hydro,Hydro,2012-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
ATI,ATI2201,MRPL,atiamuri,Hydro,Hydro,2012-03-01,0,0,0,0,0,0,0,0,0,0,700,7840,18080,23420,28030,27870,28000,28140,28210,28160,28290,28310,28330,28220,28630,28370,28580,28330,28430,28340,28160,27930,27990,27890,19100,18090,18740,18760,18820,21340,27680,27490,21580,18520,18020,10030,6300,0,,
AVI,AVI2201,MERI,aviemore,Hydro,Hydro,2012-03-01,45169,41568,40393,38958,39162,39070,39116,38925,39228,38932,38979,38187,36375,43745,51331,64539,61450,53690,53937,53657,51874,43422,49000,54232,53553,55015,69886,73255,64275,61743,59333,59250,55822,64789,64104,45598,36718,36964,36835,43067,48451,52479,48312,57111,57618,51858,41896,28261,,
BEN,BEN0162,MERI,benmore,Hydro,Hydro,2012-03-01,0,0,0,0,0,0,0,0,0,0,28549,14835,31595,34460,25104,2649,4920,20,0,0,0,0,0,0,0,0,0,33366,36843,34613,32856,1396,0,0,0,0,0,0,0,10130,66096,79975,64611,71452,40697,44266,71344,76114,,
BEN,BEN2202,MERI,benmore,Hydro,Hydro,2012-03-01,82378,64090,107063,86989,70544,69647,62858,65414,74029,72213,73666,62836,67208,74423,64850,114329,108776,105772,106494,104449,99797,80281,72883,77079,72279,84404,115922,121301,122813,114232,101711,124720,129202,129616,129712,113335,86441,76715,71066,75678,77420,81610,76448,105100,125750,111884,87160,77726,,
TWF,BPE0331,POCO,twf_12,Wind,Wind,2012-03-01,8742.1980000000003,12263.284100000001,11703.8012,5990.8559999999998,4467.9835000000003,7319.8973999999998,10253.6322,14534.004000000001,15314.5985,14607.7698,14549.475,15039.823200000001,15844.016100000001,15665.398300000001,15815.797,15857.5584,15730.469300000001,15851.566000000001,15811.877699999999,15365.0237,15487.162,15095.322899999999,15574.0265,15240.6471,15158.4136,14853.3977,11310.332399999999,8203.7659000000003,6110.9624999999996,5745.2692999999999,7183.0717999999997,12694.6878,15840.1587,15851.906300000001,15838.570299999999,15846.7184,15808.504999999999,15781.564899999999,15314.1137,8597.6265999999996,1672.6007999999999,433.45620000000002,745.98069999999996,630.2989,27.1052,0.44350000000000001,0,121.839,,
