Site_Code,POC_Code,Nwk_Code,Gen_Code,Fuel_Code,Tech_Code,Trading_date,TP1,TP2,TP3,TP4,TP5,TP6,TP7,TP8,TP9,TP10,TP11,TP12,TP13,TP14,TP15,TP16,TP17,TP18,TP19,TP20,TP21,TP22,TP23,TP24,TP25,TP26,TP27,TP28,TP29,TP30,TP31,TP32,TP33,TP34,TP35,TP36,TP37,TP38,TP39,TP40,TP41,TP42,TP43,TP44,TP45,TP46,TP47,TP48,TP49,TP50
ANI,ANI0111,BOPE,aniwhenua,Hydro,Hydro,2004-08-01,12236,12246,12241,12246,12236,12241,12246,12241,12246,12239,12239,12231,12241,12231,12236,12221,12241,12256,12281,12296,12296,12311,12306,12316,12316,12321,12308,12303,12301,12316,12306,12306,12298,12298,12308,12313,12311,12321,12326,12331,12323,12328,12321,12306,12331,12321,12313,12313,,
ARA,ARA2201,MRPL,aratiatia,Hydro,Hydro,2004-08-01,35810,36420,29850,30240,29580,30170,32110,30640,31910,31900,34650,39700,39750,39610,39560,39280,39420,39130,39070,39040,37960,37880,38050,38090,34250,23330,23420,25090,23190,25160,33940,36620,37590,38330,38860,40630,40400,40220,40040,39870,39710,39550,39390,39240,39060,38920,38780,37290,,
ARG,ARG1101,TRUS,argyle_wairau,Hydro,Hydro,2004-08-01,2592,2589,2579,2573,2579,2569,2555,2555,2554,2549,2542,2534,2530,4713,4954,4970,4980,4977,4976,4974,4985,4986,5003,5009,4339,4131,4145,4154,3025,2869,3470,4003,3986,4034,5364,5346,5361,5376,5385,5394,5401,5407,5424,5088,4110,3492,2585,2543,,
ARI,ARI1101,MRPL,arapuni,Hydro,Hydro,2004-08-01,72410,72270,77650,80220,79460,79700,81000,88770,90950,90780,90920,89410,90190,80370,64660,80900,81460,78580,72630,73440,71340,73440,80460,81530,80620,81230,78720,68660,66750,68850,55810,54390,75450,81280,84270,92140,91060,91930,91550,93320,95580,95610,95590,95490,85850,82260,83430,74690,,
ATI,ATI2201,MRPL,atiamuri,Hydro,Hydro,2004-08-01,25880,24130,17370,16990,20590,26630,31170,31340,30260,30020,30030,29770,29870,33880,38360,33610,33490,33370,33430,34300,33720,35650,38750,38550,38470,38430,38370,38330,38250,34290,34740,36370,35730,36350,36370,37780,37930,37920,37980,37990,38020,38030,37940,32620,29850,26870,25580,18400,,
AVI,AVI2201,MERI,aviemore,Hydro,Hydro,2004-08-01,54820,46090,46290,46400,45990,46520,44240,44410,43400,43320,44070,43750,33570,29360,29110,58840,72530,74910,74720,74030,75110,74600,74330,75000,74480,74250,74970,74490,74620,74600,75020,74410,74590,74700,74800,85540,92920,88730,87230,71920,71000,65090,48670,48480,49030,45110,47740,48120,,
BEN,BEN2202,MERI,benmore,Hydro,Hydro,2004-08-01,162750,140870,136560,157170,161840,143860,135030,136250,134390,147670,151380,146370,105290,80640,74700,117380,147630,157200,179270,184990,183840,177610,146230,136700,167140,155540,181290,154060,163380,148960,130040,132880,142800,159570,177590,194380,191160,193940,202650,200780,186190,162440,158840,158160,187050,144970,165420,159500,,
BWK,BWK1101,TRUS,waipori,Hydro,Hydro,2004-08-01,935,0,0,0,0,0,0,0,0,0,0,0,0,1816,4334,4655,4298,4084,4137,3709,3709,3625,3619,3655,3465,3429,3417,3435,3417,3447,3411,3441,4715,4822,4792,5453,6959,6703,6667,6667,6685,6673,7453,7715,7709,7727,4661,1524,,
COB,COB0661,CTCT,cobb,Hydro,Hydro,2004-08-01,15917,15562,13428,10285,15921,6952,712,610,617,661,729,693,740,697,765,2265,10982,12376,12785,12347,12373,9068,8788,7790,7695,7710,7787,7706,4770,4633,4669,7441,11473,14632,16277,15964,15924,15915,15856,15907,15921,15928,15907,15799,15484,13993,15868,6007,,
COL,COL0661,TRUS,coleridge,Hydro,Hydro,2004-08-01,14800,8770,7810,7390,11110,7570,7370,7380,7380,7370,7380,7380,7380,7370,7380,7380,9790,11330,11400,11400,11390,9210,9380,8420,8420,8420,8420,8420,8420,8410,8420,8410,9460,11180,11870,16620,16820,16830,16830,16830,16820,16820,15800,10150,9490,7740,8730,7430,,
