Site_Code,POC_Code,Nwk_Code,Gen_Code,Fuel_Code,Tech_Code,Trading_date,TP1,TP2,TP3,TP4,TP5,TP6,TP7,TP8,TP9,TP10,TP11,TP12,TP13,TP14,TP15,TP16,TP17,TP18,TP19,TP20,TP21,TP22,TP23,TP24,TP25,TP26,TP27,TP28,TP29,TP30,TP31,TP32,TP33,TP34,TP35,TP36,TP37,TP38,TP39,TP40,TP41,TP42,TP43,TP44,TP45,TP46,TP47,TP48,TP49,TP50
ARA,ARA2201,MRPL,aratiatia,Hydro,Hydro,2011-05-01,12230,12240,12250,12220,12300,12220,12190,12260,13290,13710,13580,13800,13630,13720,13710,13660,13760,13850,13710,13750,16050,26890,26790,26690,23740,17250,17690,20710,27190,27000,27400,27430,27440,27390,27370,27320,27300,27340,27410,27340,27470,27410,21290,16080,16130,16090,16120,16200,,
ARG,ARG1101,TRUS,argyle_wairau,Hydro,Hydro,2011-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
ARI,ARI1101,MRPL,arapuni,Hydro,Hydro,2011-05-01,43140,40690,38230,32310,32770,24150,21860,19830,16970,18600,21190,20790,21270,26060,32480,32560,32590,34450,43640,43470,43260,43710,44060,44450,44380,44530,45570,45590,45670,45600,45550,45480,45620,45510,45780,45420,45480,45390,45980,45170,45790,45420,45390,45560,45740,42880,44810,43320,,
ARI,ARI1102,MRPL,arapuni,Hydro,Hydro,2011-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9260,10500,10410,4730,9810,9870,9860,9980,10620,8770,0,0,0,7150,9790,9760,12510,20110,20080,20070,20350,13230,10060,9960,9830,9980,1690,5720,15470,4320,,
HBK,ASB0661,EASH,highbank,Hydro,Hydro,2011-05-01,9253.9806000000008,9260.1720000000005,9261.2837999999992,9262.8035999999993,9261.2633999999998,9256.7039999999997,9260.6718000000001,9252.2567999999992,9258.9377999999997,9235.8348000000005,9250.9817999999996,9254.7150000000001,9248.4521999999997,12735.108,12743.522999999999,12758.364,12746.328,12757.599,12760.9956,12767.8398,12763.7598,9099.9197999999997,8998.6746000000003,9017.3916000000008,9016.8101999999999,9016.0452000000005,8990.6370000000006,9001.7651999999998,9019.6661999999997,9020.4312000000009,9022.5527999999995,9013.6380000000008,9011.3430000000008,9070.1255999999994,12721.3176,12757.6908,12762.290999999999,12761.883,12765.351000000001,12762.4236,12757.8336,12756.1404,12750.663,12759.373799999999,9328.6955999999991,9247.1874000000007,9258.95,9251.83,,
ATI,ATI2201,MRPL,atiamuri,Hydro,Hydro,2011-05-01,3850,3680,3510,3510,3410,660,0,0,0,0,510,2010,1760,4380,10280,18740,18920,18930,19850,19830,19810,19840,19810,19820,19830,19800,19810,19770,18340,9590,10140,19460,23670,24180,28710,28550,28550,28660,28950,28800,28890,22680,19750,15860,9050,0,0,0,,
AVI,AVI2201,MERI,aviemore,Hydro,Hydro,2011-05-01,53350,53510,53630,53140,47530,33310,25070,24260,24260,24290,24240,24260,25790,33440,52310,64640,53490,63340,69210,65810,63710,52570,49780,49640,49490,49690,54360,66330,66760,66650,66740,59250,55820,48760,61100,68230,68150,68040,61350,53680,50660,50710,49550,43680,43890,43780,43980,43800,,
BEN,BEN0162,MERI,benmore,Hydro,Hydro,2011-05-01,77345,74531,74598,73813,55259,28409,0,13509,0,19967,35605,34370,41065,39152,36692,40159,37125,36497,38837,37375,39410,50502,72020,73651,76418,77394,77021,81138,82989,79243,75600,77443,78428,77226,74997,79159,78911,78824,78831,78982,73903,77662,54167,42447,36684,33489,31973,32122,,
BEN,BEN0163,MERI,benmore,Hydro,Hydro,2011-05-01,84283,78812,78797,78020,78515,66816,75859,44923,57608,37422,35800,33761,41219,43873,73771,81032,76018,74601,78580,77724,79225,81269,74133,75306,77818,78330,79160,83841,85029,81140,79104,78694,82246,79514,75786,79757,78916,78816,78898,79066,76455,81745,78359,78139,77411,69627,69893,71038,,
BEN,BEN2202,MERI,benmore,Hydro,Hydro,2011-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
