Site_Code,POC_Code,Nwk_Code,Gen_Code,Fuel_Code,Tech_Code,Trading_date,TP1,TP2,TP3,TP4,TP5,TP6,TP7,TP8,TP9,TP10,TP11,TP12,TP13,TP14,TP15,TP16,TP17,TP18,TP19,TP20,TP21,TP22,TP23,TP24,TP25,TP26,TP27,TP28,TP29,TP30,TP31,TP32,TP33,TP34,TP35,TP36,TP37,TP38,TP39,TP40,TP41,TP42,TP43,TP44,TP45,TP46,TP47,TP48,TP49,TP50
ARA,ARA2201,MRPL,aratiatia,Hydro,Hydro,2009-02-01,10780,10860,10820,8880,8400,8290,9690,10010,12130,10120,7950,7360,7410,7330,7270,20120,24350,24990,26820,27060,26670,26470,26860,26970,26550,26290,26690,26790,26390,26150,26550,26650,26230,25950,26360,26430,26470,26630,26770,26850,26870,26860,26860,26840,26820,26820,26810,26800,,
ARG,ARG1101,TRUS,argyle_wairau,Hydro,Hydro,2009-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2159,2377,2360,2350,2335,2325,2317,119,0,0,0,0,0,0,0,0,0,2046,2341,2335,2325,2316,2314,2307,2301,2304,2303,2305,2316,2322,2322,2329,2328,,
ARI,ARI1101,MRPL,arapuni,Hydro,Hydro,2009-02-01,44710,45600,39110,18400,17510,11870,18620,10430,10690,9070,3450,12180,11720,14750,33910,44170,38460,53360,54650,54910,54740,57690,61340,58340,60080,59620,58050,48850,47880,49580,50880,49670,50400,54970,59270,61900,68110,64420,44590,47580,54480,59900,70450,77880,77830,75600,44880,19380,,
HBK,ASB0661,EASH,highbank,Hydro,Hydro,2009-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
ATI,ATI2201,MRPL,atiamuri,Hydro,Hydro,2009-02-01,9650,2760,460,0,0,0,0,0,0,0,0,1640,1640,1600,1740,1650,1870,2000,13790,20940,29770,23130,25650,24660,26280,25900,20590,20780,14440,16460,13390,12710,16610,20620,15910,20180,21290,19620,8640,7660,8880,8540,8010,8270,7120,5480,590,0,,
AVI,AVI2201,MERI,aviemore,Hydro,Hydro,2009-02-01,52020,51230,50050,42500,48000,44910,26190,25290,40810,44880,43190,48480,46070,44940,36070,37090,56830,50100,47650,63910,49120,53400,49700,48760,48780,62810,62820,60470,50410,51300,61110,63380,72630,73230,73150,61820,48780,57200,67460,68400,68090,73180,73210,73100,71710,50020,49910,44410,,
BEN,BEN0162,MERI,benmore,Hydro,Hydro,2009-02-01,38853,38008,35356,6578,31341,23913,0,0,0,0,0,0,0,0,0,13763,63563,43505,54376,82622,80916,80608,80174,84314,79797,77193,78840,68877,40696,38604,71951,81348,89088,86368,89107,89235,85002,83978,73963,59774,35350,70574,71054,68024,39640,38947,38786,35564,,
BEN,BEN0163,MERI,benmore,Hydro,Hydro,2009-02-01,79542,77315,72302,73742,66772,71458,67405,66848,64865,74701,63980,77869,71400,72015,48284,63313,74879,84018,80976,83234,81590,81958,82441,84818,81330,79304,80838,77601,86358,81614,82023,83847,88951,87826,88949,89007,88272,86749,77825,71633,77957,73736,72734,71117,79151,79197,81008,73494,,
TWF,BPE0331,POCO,twf_12,Wind,Wind,2009-02-01,4136.9499999999998,5772.2299999999996,9844.2000000000007,11988.48,13168.92,13753.719999999999,15389,16320.360000000001,16342.02,16092.93,16082.1,16082.1,16092.93,16082.1,16082.1,16092.93,16082.1,16082.1,16092.93,16082.1,16092.93,16071.27,15778.870000000001,12670.75,12703.24,14544.290000000001,15811.360000000001,16071.27,15399.83,15085.77,15973.809999999999,16082.1,16082.1,15962.98,16082.1,16082.1,16071.27,16092.93,16071.27,15778.870000000001,15703.07,15020.790000000001,14132.76,9183.5900000000001,3422.1900000000001,194.93000000000001,6097.12,8230.57,,
WPI,BWK1101,TRUS,waipori,Hydro,Hydro,2009-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
COB,COB0661,TRUS,cobb,Hydro,Hydro,2009-02-01,8256,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,353,1979,1940,1971,14,0,0,0,0,0,0,0,0,0,,
COL,COL0661,TRUS,coleridge,Hydro,Hydro,2009-02-01,3970,1240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4080,4940,590,0,0,,
CYD,CYD2201,CTCT,clyde,Hydro,Hydro,2009-02-01,100560,96230,99680,101900,53880,51240,51170,52530,52920,49890,100640,103420,104210,102680,102790,98890,95850,151080,156880,154850,150390,152840,155830,154520,154330,109850,114240,107900,115410,113570,110490,110050,109890,153950,156820,153750,154810,156630,156460,151530,154640,101100,102300,103460,102430,100180,102060,103020,,
GLN,GLN0332,NZST,glenbrook_kilns,Gas,Cogen,2009-02-01,38319.040000000001,38327.270000000004,38041.889999999999,38187.690000000002,38225.099999999999,38016.169999999998,38268.949999999997,38417.32,38422.900000000001,37831.720000000001,38378.839999999997,38460.360000000001,37441.630000000005,38346.490000000005,38245.309999999998,37378.5,37871.32,38017.040000000001,38136.910000000003,37658.360000000001,37881.699999999997,38867.93,38483.290000000001,38604.610000000001,38488.610000000001,38338.709999999999,39217.720000000001,39129.18,37948.369999999995,39367.68,38864.57,38786.459999999999,38688.68,37703.089999999997,38857.209999999999,38938.729999999996,37974.449999999997,38209.910000000003,36412.220000000001,37933.770000000004,38417.509999999995,38684.290000000001,39126.389999999999,38998.959999999999,39249.869999999995,39022.229999999996,38626.6,38347.9,,
HLY,HLY2201,GENE,huntly_1_4,Coal,Thrml,2009-02-01,129899,121491,100865,78275,61512,57339,58242,58445,58365,57216,73907,60084,70598,78588,79823,80676,81692,88436,90626,94983,103885,113874,115946,112871,112402,113522,113454,107868,141920,117427,113893,113889,115346,120540,128167,115573,132287,135485,145836,150350,147637,141088,138090,132286,131003,108242,78840,64633,,
HLY,HLY2201,GENE,huntly_p40,Gas,Thrml,2009-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
HLY,HLY2201,GENE,huntly_e3p,Gas,Thrml,2009-02-01,35620,71515,103097,153683,160292,160303,159792,154590,148993,140375,142083,159325,146734,159829,170365,175245,178256,180548,188581,186863,188608,186283,176484,175299,175287,175304,175290,175301,175305,175303,175293,175305,175293,175290,175300,175296,186568,185822,175288,175302,175291,188113,189541,189449,189523,189474,188861,175874,,
PTA,HWA1101,TRUS,patea,Hydro,Hydro,2009-02-01,116,120,116,120,275,291,283,291,287,287,291,291,287,287,291,291,291,291,291,287,295,291,295,287,291,291,291,287,295,291,295,291,295,2748,2924,2928,2920,315,291,287,291,287,291,287,287,287,283,287,,
WAA,HWA1102,KIWI,whareroa,Gas,Cogen,2009-02-01,4077,3964,4165,4292,4172,4085,4188,4101,3980,4125,4435,4069,4444,4348,4092,4572,4651,4692,4611,4588,4412,4316,3845,4092,3837,4109,4364,3941,3581,3422,3189,2966,2990,3022,3070,3270,3293,3182,3222,3158,3149,3110,3438,3525,3541,3574,3221,3006,,
KAG,KAW1101,KRGL,kawerau_new,Geo,Geo,2009-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
