Site_Code,POC_Code,Nwk_Code,Gen_Code,Fuel_Code,Tech_Code,Trading_date,TP1,TP2,TP3,TP4,TP5,TP6,TP7,TP8,TP9,TP10,TP11,TP12,TP13,TP14,TP15,TP16,TP17,TP18,TP19,TP20,TP21,TP22,TP23,TP24,TP25,TP26,TP27,TP28,TP29,TP30,TP31,TP32,TP33,TP34,TP35,TP36,TP37,TP38,TP39,TP40,TP41,TP42,TP43,TP44,TP45,TP46,TP47,TP48,TP49,TP50
ARA,ARA2201,MRPL,aratiatia,Hydro,Hydro,2014-08-01,11170,9650,10440,9800,10310,10890,10990,10960,10820,11000,11070,9900,10650,10570,10140,10250,10520,10230,10320,10340,10160,11360,11590,11740,11130,11680,11510,11660,11500,11380,11140,11080,11170,11070,11000,11140,10950,10960,10950,10980,11030,10870,10800,11030,11050,10980,11060,10840,,
ARG,ARG1101,TRUS,argyle_wairau,Hydro,Hydro,2014-08-01,0,0,0,2652,2981,2985,2982,2987,2987,2988,2984,2989,2987,2981,2973,2968,2959,2953,2977,2988,2995,3006,3005,3013,3023,3027,3031,3038,3036,3039,3041,4238,3101,3098,3102,3106,3110,3105,3108,3105,3100,3108,3157,3087,3088,3086,3087,3085,,
ARI,ARI1101,MRPL,arapuni,Hydro,Hydro,2014-08-01,0,521,0,0,0,0,0,0,0,0,900,7020,19688,24695,25717,26475,26578,26590,26539,26493,26582,26647,26548,26608,26238,26712,26534,26612,13449,7957,8052,12489,23742,23794,22684,25046,26522,26571,26341,24691,24845,24722,24757,26050,26046,20936,20433,21230,,
ARI,ARI1102,MRPL,arapuni,Hydro,Hydro,2014-08-01,108,0,0,0,0,0,0,0,0,0,0,0,10016,22127,39491,34642,33370,23204,19807,23461,17686,18600,18817,18909,23607,19367,19116,11978,11982,10311,10409,11937,12658,12663,24941,33347,29848,32791,33405,33502,34005,33797,33755,17957,13233,9107,0,0,,
HBK,ASB0661,EASH,highbank,Hydro,Hydro,2014-08-01,8163.4476000000004,7998.4422000000004,8014.1909999999998,8025.6149999999998,8132.0213999999996,8190.7734,8190.7121999999999,8182.8275999999996,8191.7219999999998,8379.0450000000001,11440.473,11495.7978,11521.991400000001,11526.754800000001,13629.913200000001,13841.7876,13846.989600000001,13849.019399999999,13844.725200000001,13848.2034,13845.8676,13845.000599999999,8671.1016,8284.2360000000008,8280.3701999999994,8338.6937999999991,8351.5151999999998,8360.4401999999991,8355.9521999999997,8359.3691999999992,11394.8892,11435.097599999999,11438.0046,11441.176799999999,13809.0762,13838.8398,13839.8802,13838.7888,13840.645200000001,13843.236000000001,10455.9486,10330.5396,10337.4858,10332.6612,10321.788,10268.4216,11212.1,11244.7,,
ATI,ATI2201,MRPL,atiamuri,Hydro,Hydro,2014-08-01,0,0,0,0,0,0,0,0,0,0,320,1820,10860,15010,22670,28790,30290,36920,28350,28420,22470,19530,19410,19480,24050,14620,16380,9840,9900,9810,9750,9610,14370,18310,18270,24570,27510,27640,28230,28220,27970,27870,27600,27550,19130,17780,17770,9110,,
AVI,AVI2201,MERI,aviemore,Hydro,Hydro,2014-08-01,58489,59139,59260,59207,56519,56519,54457,49269,51212,51501,51390,51364,55909,63717,73182,73563,78140,79008,78508,78986,80455,81400,81294,81263,81220,69442,68803,63932,64034,61856,61681,61465,61492,68717,80730,81297,81355,81308,81386,81471,81237,81498,81224,78968,63009,42647,25971,24834,,
BEN,BEN2202,MERI,benmore,Hydro,Hydro,2014-08-01,72301,73956,73951,60519,54795,49079,48684,49406,59288,60808,76302,98286,133044,169568,219697,236025,237515,237778,229194,222877,232266,237612,232082,197585,192034,178447,149678,142206,138057,132999,132944,132615,195020,236298,236778,237683,237577,237427,237846,238216,237433,224959,223804,225449,156390,94855,63678,54202,,
TWF,BPE0331,POCO,twf_12,Wind,Wind,2014-08-01,2285.2111,2255.5376999999999,2604.8213000000001,2637.9086000000002,2471.8532,2638.5378000000001,751.89059999999995,0,0,0,0,0,9730.4958000000006,16342.780500000001,16165.575699999999,16025.552799999999,15160.8271,15060.214,15940.885200000001,16014.2281,16022.829900000001,16314.1592,16277.173199999999,16106.754999999999,14257.9498,16325.1127,16360.9125,16098.2253,15878.3205,15747.332700000001,15594.902099999999,7894.6656000000003,4919.0353999999998,4849.9418999999998,4822.5789000000004,4857.2647999999999,4799.3724000000002,4782.0964000000004,3989.9915000000001,0,0,0,803.24400000000003,6280.1842999999999,12739.2649,13240.1127,13880.3,14092.6,,
WPI,BWK1101,TRUS,waipori,Hydro,Hydro,2014-08-01,0,0,0,0,0,0,0,0,0,0,0,0,3,150,13930,23608,24179,23684,23695,24597,19277,14824,14712,8076,714,0,0,0,0,0,0,0,3533,10521,22130,24654,24696,24202,19239,18425,17193,9335,8992,821,0,0,0,0,,
COB,COB0661,TRUS,cobb,Hydro,Hydro,2014-08-01,10581,10779,14970,11702,10571,10595,10584,10584,14722,11317,14061,12526,14213,15016,13942,15743,15765,15776,15734,3966,8187,14197,4950,8622,15265,15696,15714,15707,15724,15731,15709,15678,15725,9521,15490,15758,15745,15694,15686,13491,13671,15719,15715,15188,14661,11584,10748,13315,,
COL,COL0661,TRUS,coleridge,Hydro,Hydro,2014-08-01,13190,13915,13915,13915,13887,13880,13880,13883,13884,13885,13888,13890,15857,16635,15153,13904,4408,0,0,0,9136,15641,7999,14706,15828,18935,19401,19400,19399,19395,19395,19396,18866,14936,11668,12383,18336,16468,14159,13178,17435,19090,19110,18639,15796,14393,13921,18551,,
CYD,CYD2201,CTCT,clyde,Hydro,Hydro,2014-08-01,92210,91880,45080,39300,52320,56980,56720,56660,56940,56930,56810,90390,98550,146130,173940,174470,173360,172900,173160,173530,165430,173050,175460,174130,171250,174390,181430,180410,179130,175370,177720,189460,173120,170070,164040,161420,173590,173140,175500,183300,181970,180370,185990,178250,172690,163250,154060,99060,,
GLN,GLN0332,NZST,glenbrook_kilns,Gas,Cogen,2014-08-01,38421.860000000001,38345.260000000002,38382.110000000001,37431.43,37265.25,37443.889999999999,38501.669999999998,38392.279999999999,37877.690000000002,37789.909999999996,37842.949999999997,37435.580000000002,39811.339999999997,39598.440000000002,39949.099999999999,39973.900000000001,34974.739999999998,34997.910000000003,36445.220000000001,36779.93,36625.660000000003,37634.07,37991.369999999995,38016.619999999995,38112.260000000002,37722.840000000004,37665.019999999997,38897.949999999997,38580.519999999997,38433.490000000005,37868.18,38515.279999999999,38396.639999999999,38261.020000000004,38243.040000000001,36625.75,35276.900000000001,35531.370000000003,36878.690000000002,37684.540000000001,37658.239999999998,38086.440000000002,38804.130000000005,39032.260000000002,39041.409999999996,39000.529999999999,38798.3,38855.9,,
HLY,HLY2201,GENE,huntly_1_4,Coal,Thrml,2014-08-01,60780,57705,50383,32919,20650,18830,18550,18717,18753,27757,40374,55796,58001,70672,75350,82835,83850,79449,90854,80597,77884,77118,77729,61929,56512,56280,56626,57337,59449,59938,60253,59711,59903,59852,58869,57417,72890,79560,77422,60141,59192,59827,57676,57476,60368,57887,56907,58901,,
HLY,HLY2201,GENE,huntly_p40,Gas,Thrml,2014-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
HLY,HLY2201,GENE,huntly_e3p,Gas,Thrml,2014-08-01,125258,103565,91911,91245,91184,91325,91337,91235,91297,91436,91411,120477,145420,142026,149264,146277,143810,139807,163070,133138,148418,145229,141287,138234,152490,151797,152790,149508,143210,127902,125276,138313,126189,138892,129581,130214,129964,127854,125564,125203,126893,146448,152107,141756,132182,133614,141962,139795,,
PTA,HWA1101,TRUS,patea,Hydro,Hydro,2014-08-01,423,414,390,427,418,429,438,427,424,408,415,385,2666,4119,4464,4447,4633,4881,5203,4631,4625,1418,1971,770,1067,1444,1087,460,454,450,462,2118,592,455,454,458,454,467,472,459,465,448,1467,448,446,442,428,427,,
