Site_Code,POC_Code,Nwk_Code,Gen_Code,Fuel_Code,Tech_Code,Trading_date,TP1,TP2,TP3,TP4,TP5,TP6,TP7,TP8,TP9,TP10,TP11,TP12,TP13,TP14,TP15,TP16,TP17,TP18,TP19,TP20,TP21,TP22,TP23,TP24,TP25,TP26,TP27,TP28,TP29,TP30,TP31,TP32,TP33,TP34,TP35,TP36,TP37,TP38,TP39,TP40,TP41,TP42,TP43,TP44,TP45,TP46,TP47,TP48,TP49,TP50
WPI,BWK1101,TRUS,waipori,Hydro,Hydro,2009-06-01,10779,10779,10457,10430,10814,11070,11052,11052,11052,11046,11058,11058,11052,11338,12220,12220,12208,12208,12208,12202,12196,12214,12208,12196,12202,12208,12208,12214,12214,12214,12261,12416,11356,11320,11154,10957,10987,11183,11356,11338,11136,10969,10993,11231,11368,11350,11112,10993,,
COB,COB0661,TRUS,cobb,Hydro,Hydro,2009-06-01,1247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,629,3145,1559,1493,1179,0,0,0,0,0,0,0,0,0,0,359,7243,4871,5712,3048,4723,4770,4767,2864,485,734,0,0,0,,
COL,COL0661,TRUS,coleridge,Hydro,Hydro,2009-06-01,3970,3950,3960,3960,3950,3950,3950,3950,3950,3960,3950,3950,3960,3950,3950,3960,3950,3950,3950,3970,3950,3960,3970,3960,3960,3960,3960,3970,3960,3960,3960,3960,3950,3970,4000,3980,3960,3970,3940,3960,3950,3960,3960,3950,4700,710,0,0,,
CYD,CYD2201,CTCT,clyde,Hydro,Hydro,2009-06-01,133800,133420,103390,102040,93390,94300,93040,93000,93290,94160,94400,93760,99050,102590,100580,116370,139510,141350,147380,144470,149200,149160,139480,140600,142140,137920,142170,135620,143920,135210,126410,135190,139030,141850,145050,146140,144580,147500,148120,151440,142120,139420,141600,136920,138800,127500,132660,121460,,
GLN,GLN0332,NZST,glenbrook_kilns,Gas,Cogen,2009-06-01,37642.630000000005,37562.25,37632.330000000002,33073.68,31083.660000000003,34389.010000000002,38468.650000000001,38895.730000000003,39017.010000000002,38726.43,37845.720000000001,37883,37335.489999999998,37008.970000000001,37420.809999999998,35773.229999999996,37882.709999999999,38134.25,38188.709999999999,38969.610000000001,42134.959999999999,43714.009999999995,44188.630000000005,43979.599999999999,38999.550000000003,38432.740000000005,38101.979999999996,39582.040000000001,39069.410000000003,38925.880000000005,38608.990000000005,38025.110000000001,38492.009999999995,42223.900000000001,40586.869999999995,40865.809999999998,39070.259999999995,40986.479999999996,40890.589999999997,40308.029999999999,40221.630000000005,36982.519999999997,36695.669999999998,36425.419999999998,36389.440000000002,36221.139999999999,35574.2,35664.1,,
HLY,HLY2201,GENE,huntly_1_4,Coal,Thrml,2009-06-01,139635,136366,119926,113138,101693,97456,97240,98818,98072,98407,110604,116628,114206,114545,114218,127062,155294,181199,195498,218938,215774,219757,207350,209363,207710,205517,179491,175164,175913,176184,175718,175966,178016,206788,266683,298857,290169,293593,265136,258403,254448,261479,253615,239056,231291,202711,176168,174721,,
HLY,HLY2201,GENE,huntly_p40,Gas,Thrml,2009-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
HLY,HLY2201,GENE,huntly_e3p,Gas,Thrml,2009-06-01,159007,126529,116812,126483,129617,125958,130623,120050,118972,118888,118614,118620,127074,162162,175286,201539,204102,203975,203394,202614,201224,201253,199306,199269,196655,196578,196573,196571,196574,196565,196582,196581,196572,196576,197587,197576,199269,199257,199599,199594,200219,200252,200512,200577,201224,201242,201238,159932,,
PTA,HWA1101,TRUS,patea,Hydro,Hydro,2009-06-01,3985,2337,802,2640,3634,3055,2872,1260,1360,3745,2991,1855,4379,4419,4459,4435,4471,4495,5484,6824,9915,13190,13286,13274,13318,11228,7411,3171,2329,1456,311,1683,4136,4886,8492,8707,10207,11571,9026,13082,6102,9856,11702,12269,5169,2317,2652,2210,,
WAA,HWA1102,KIWI,whareroa,Gas,Cogen,2009-06-01,6803,8128,8095,8830,8869,9724,13729,14119,14144,14095,14064,14074,14026,14019,14018,13946,13907,13899,13907,13899,13898,13954,13907,13946,13906,13763,13716,9287,8498,8402,8132,8131,8139,8124,8171,8179,8211,7501,7501,7438,7645,7134,6950,7007,7061,6940,6971,6963,,
KAG,KAW1101,KRGL,kawerau_new,Geo,Geo,2009-06-01,51758,51791,51797,51776,51778,51781,51789,51814,51776,51753,51761,51802,51779,51784,51860,52021,51926,51879,51864,51871,51897,51841,51882,51878,51887,51906,51970,51917,51873,51880,51947,51895,51911,51884,51837,51859,51856,51871,51875,51872,51891,51816,51922,51868,51859,51915,51944,51941,,
KIN,KIN0112,CHHE,kinleith,Wood,Cogen,2009-06-01,19629,19322,19202,18786,18833,19205,19018,19153,19445,19510,19714,19160,19392,19427,19442,18835,19133,19609,19724,18933,19352,18805,19153,19587,17882,16466,16224,18486,18768,18091,18945,18488,18840,18873,18476,18958,18351,18241,18553,18176,18681,18196,18458,19020,18968,19577,19217,19290,,
KOE,KOE0331,TOPE,ngawha,Geo,Geo,2009-06-01,4390.3599999999997,4384.3599999999997,4373.5299999999997,4371.1999999999998,4373.7700000000004,4382.6700000000001,4388.7700000000004,4393.4099999999999,4420.8000000000002,4424.3299999999999,4404.3500000000004,4382.2399999999998,4352.2399999999998,4363.8000000000002,4356.54,4350.6400000000003,4358.7700000000004,4383.3000000000002,4363.0299999999997,4338.1599999999999,4316.7700000000004,4308.1599999999999,4311.6400000000003,4288.1800000000003,4264.6599999999999,4235.2399999999998,4209.3599999999997,4224.2600000000002,4219.04,4229.6800000000003,4223.25,4258.3199999999997,4271.7700000000004,4310.29,4342.2200000000003,4349.7200000000003,4341.6899999999996,4340.8699999999999,4345.75,4339.0299999999997,4326.5900000000001,4322.6300000000001,4320.1099999999997,4333.5600000000004,4322.9200000000001,4318.1800000000003,4292.43,4329.69,,
KPI,KPA1101,KAPE,kapuni,Gas,Cogen,2009-06-01,4748,4138,3928,4046,3970,3976,3990,4182,4076,4054,4002,3988,8192,8794,8718,8708,8590,8676,8754,8780,8706,8704,8542,8542,8516,8502,8506,8556,8672,8682,8544,8356,8408,8272,8300,8310,8446,8484,8492,8268,8774,8430,8986,9200,9320,9266,9300,9208,,
KPO,KPO1101,MRPL,karapiro,Hydro,Hydro,2009-06-01,19430,19470,19420,19450,19300,19370,19290,19400,19440,19320,19450,19400,19390,19500,19580,22610,29010,29240,29200,29130,29250,29320,29220,29120,29190,29130,29100,29180,29300,29260,29130,29160,29140,29050,30130,43620,43680,43730,43800,43730,43860,43630,43730,41360,38000,33180,32060,32120,,
TWF,LTN0331,POCO,twf_12,Wind,Wind,2009-06-01,1891.4300000000001,2384.6300000000001,3482.8800000000001,4708.25,2959.1799999999998,701.65999999999997,864.37,1560.9400000000001,335.57999999999998,177.96000000000001,274.56,132.19999999999999,10.17,5.0800000000000001,10.17,15.25,0,0,25.420000000000002,203.38,254.22999999999999,711.83000000000004,361,1133.8399999999999,635.55999999999995,483.02999999999997,203.38,233.88999999999999,127.11,111.86,116.94,132.19999999999999,0,0,0,0,0,0,0,5.0800000000000001,0,122.03,45.759999999999998,15.25,15.25,66.099999999999994,137.28,716.91,,
MAN,MAN2201,MERI,manapouri,Hydro,Hydro,2009-06-01,351860,350910,350980,348050,347620,353870,348420,307900,305320,308080,308860,329950,348570,349470,360240,352170,360750,361020,360810,360680,359150,358640,362900,362450,361310,361420,360770,360960,361820,360270,361000,361090,360840,360740,361520,361250,361440,361170,361150,359620,359750,359990,360250,359750,359990,359700,360020,360730,,
ANI,MAT1101,BOPD,aniwhenua,Hydro,Hydro,2009-06-01,3506.0500000000002,3513.5900000000001,3511.4099999999999,3517.4299999999998,3515.4299999999998,3514.8699999999999,3514.5900000000001,3526.77,3514.02,3519.0799999999999,3510.8200000000002,3507.0700000000002,4434.2600000000002,5831.3999999999996,7087.7700000000004,6956.9300000000003,6947.46,6939.9700000000003,6534.5600000000004,5487.5,4978.4899999999998,4511.0100000000002,4510.7200000000003,4507.1599999999999,4509.54,4509.1099999999997,4508.6400000000003,4508.54,4510.4700000000003,4500.29,4484.1899999999996,4702.4899999999998,4869.8500000000004,5186.9799999999996,6098.25,6130.04,6133.9399999999996,6129.1700000000001,6128.5500000000002,6122.1700000000001,6105.9399999999996,5107.9799999999996,3708.6500000000001,3505.3400000000001,3502.96,3507.96,3509.53,3507.59,,
MAT,MAT1101,TRUS,matahina,Hydro,Hydro,2009-06-01,5800,5460,5480,5530,5400,5420,5360,5500,5350,5460,5480,5540,9410,9470,9440,9320,9500,9660,9540,9780,9750,9430,9400,9350,9320,9210,9200,9110,9480,9370,9240,9220,9190,9100,9380,9220,9240,9230,9210,9210,9660,9340,9550,9360,9570,9260,9330,9500,,
MHO,MHO0331,KING,mangahao,Hydro,Hydro,2009-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,5030,5890,5890,5910,5890,5900,5900,5900,5890,5900,5890,5890,5890,5890,5880,5880,5890,5900,5900,5890,5900,5880,5880,5860,5860,5860,5850,500,0,0,0,,
MTI,MTI2201,MRPL,maraetai,Hydro,Hydro,2009-06-01,3730,2490,16110,9470,15570,20860,6510,13650,26400,23290,3690,3360,20300,31960,50490,35590,62510,63510,71020,71970,78110,59140,53020,52390,38220,29060,32140,17530,15610,18400,31880,43630,33880,33380,51070,83480,88200,69660,63470,34580,52140,90130,18280,20370,13300,10070,7030,10750,,
WHL,NMA0331,TPCO,white_hill,Wind,Wind,2009-06-01,6088.7399999999998,4852.6099999999997,3744.7800000000002,3505.4099999999999,3143.4699999999998,2149.5900000000001,1699.5599999999999,3087.9400000000001,4200.5500000000002,3694.04,3022.8299999999999,2394.71,2006.9200000000001,1496.5699999999999,1060.01,947.05999999999995,669.99000000000001,918.10000000000002,504.89999999999998,739.5,928.71000000000004,767.49000000000001,665.15999999999997,230.72999999999999,1.9299999999999999,6.7599999999999998,0,0,0,0,0,0,0,45.369999999999997,0,0,0,0,0,0,0,0,709.57000000000005,2512.9400000000001,8903.8799999999992,11856.08,12054.9,11395.2,,
NPL,NPL1101,CTCT,new_plymouth,Gas&Oil,Thrml,2009-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
NPL,NPL2201,CTCT,new_plymouth,Gas&Oil,Thrml,2009-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
PRU,NSY0331,OTPO,paerau,Hydro,Hydro,2009-06-01,5889.8400000000001,5889.6099999999997,5867.6700000000001,5866.9399999999996,5867.6000000000004,5867.1300000000001,5867.21,5867.29,5867.0299999999997,5889.3699999999999,5889.79,5889.8299999999999,5844.3699999999999,5845.0299999999997,5867.2799999999997,5866.5799999999999,5867.0900000000001,5844.6000000000004,5867.0600000000004,5844.3400000000001,5867.0500000000002,5867.0200000000004,5866.8900000000003,5867.04,5866.8299999999999,5867.04,5889.5699999999997,5867.3199999999997,5889.6599999999999,5889.8599999999997,5867.3699999999999,5888.9799999999996,5889.1599999999999,5867.0799999999999,5867.5200000000004,5867.2299999999996,5867.46,5867.1999999999998,5867.6800000000003,5912.5200000000004,5867.71,5867.7600000000002,5912.6899999999996,5867.75,5890.25,5890.2600000000002,5845.24,5822.81,,
OHA,OHA2201,MERI,ohau_a,Hydro,Hydro,2009-06-01,53580,53560,53420,49710,48710,49600,48830,51790,48980,25370,29640,29530,25720,24100,24810,52750,54760,81400,85990,87510,87260,82120,83070,83010,82810,81160,77810,77880,78040,77730,77950,75590,51380,46340,62490,85080,80770,77380,75950,74370,82500,82630,74790,73400,54840,56140,51480,49480,,
OHB,OHB2201,MERI,ohau_b,Hydro,Hydro,2009-06-01,46400,45970,44050,38730,34700,24640,24330,24350,24550,40020,46460,46470,41100,38870,38990,39080,39840,44080,50740,67050,67840,67760,68520,68450,68280,67590,65800,65870,52130,48510,48630,48590,48520,47840,62120,73160,69340,68400,67650,70380,73400,72280,68420,58600,46720,45780,39070,36580,,
OHC,OHC2201,MERI,ohau_c,Hydro,Hydro,2009-06-01,44960,45960,43560,39220,34040,23990,23860,24190,24200,40020,46550,45790,40870,38620,39350,39080,39660,44210,50550,66730,65770,67610,68310,66760,67720,67780,64410,63870,51970,48710,47520,48230,48260,47550,61120,72080,69020,66740,66710,70550,72870,70910,68240,57190,45450,45910,38380,36420,,
OHK,OHK2201,MRPL,ohakuri,Hydro,Hydro,2009-06-01,1090,0,0,0,0,0,0,0,0,0,0,0,5180,11590,18380,28510,30630,35250,34940,39130,39300,39010,34690,23620,19490,18230,12010,10370,7120,7350,7240,7230,10790,28510,41540,41460,41400,41370,41270,33730,24870,17490,23450,11440,4730,2150,0,0,,
OKI,OKI2201,CTCT,ohaaki,Geo,Geo,2009-06-01,32140,32110,32000,32170,31850,31640,31780,31780,31850,31830,31820,31940,32060,32110,32090,32100,32020,32240,32200,32070,32060,32120,31860,31540,31100,31210,31040,31180,31340,31300,31320,31400,31460,31370,31440,31450,31590,31530,31370,31100,31800,31460,31130,31110,31180,31340,31350,31440,,
OTA,OTA1101,CTCT,otahuhu_a,Gas,Thrml,2009-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
OTC,OTA2202,CTCT,otahuhu_b,Gas,Thrml,2009-06-01,119750,119760,119760,119760,119760,119770,119770,119780,119780,119770,119780,119780,119770,119780,119780,119810,119830,119820,119820,119800,119800,119800,119800,119790,119790,119800,144700,149700,149690,149690,149690,149690,149700,177420,184530,184540,184550,184540,184550,184560,157440,149690,129860,119780,119770,119770,119750,119760,,
PPI,PPI2201,CTCT,poihipi,Geo,Geo,2009-06-01,22920,22930,22920,22920,22920,22930,22930,22930,22920,22920,22920,22930,22930,22940,22930,22930,22930,22920,22920,22930,22930,22930,22920,22920,22910,22920,22910,22900,22900,22900,22910,22900,22900,22900,22900,22910,22910,22910,22900,22900,22900,22910,22920,22930,22930,22930,22930,22930,,
WHE,ROT1101,TRUS,wheao_flaxy,Hydro,Hydro,2009-06-01,2938,2946,2934,2934,2934,2934,2922,2926,2922,2926,2946,2906,2906,2922,2918,2922,3452,3420,3424,3416,2934,2922,2922,2930,2922,2922,2922,2922,2922,2922,2922,2922,2922,2922,2926,2920,2926,3006,3428,3374,2982,3024,2914,2916,2900,2926,2926,2932,,
ROX,ROX1101,CTCT,roxburgh,Hydro,Hydro,2009-06-01,22180,22620,22310,22110,22090,22610,22150,22140,22240,22560,22650,22410,22410,22150,21670,22900,23300,22470,22280,24280,24540,20860,22280,22470,22190,22150,23440,21870,24380,22020,22240,22040,22040,23220,24700,29750,26460,28290,25180,31050,29740,29550,25780,23390,24920,22550,25340,24600,,
ROX,ROX2201,CTCT,roxburgh,Hydro,Hydro,2009-06-01,92630,93580,92640,93600,93560,94880,93740,93680,93960,94720,94950,94400,93130,93240,91170,93960,93900,93130,92310,92740,95970,94940,92460,93060,92130,92400,93980,90980,93950,91250,93650,92130,91650,92140,94750,95430,94500,96080,96110,96420,95930,94330,95440,96500,96610,91040,91200,90670,,
RPO,RPO2201,GENE,rangipo,Hydro,Hydro,2009-06-01,29960,29030,29020,29030,29020,29040,29030,29030,28050,26900,26890,26900,28600,29140,24930,24090,28990,30560,34040,34060,34050,34070,34060,34060,34060,34070,34060,33220,33190,33190,33180,33190,33180,33180,33190,33170,33180,33190,33170,33180,33200,33190,33180,33180,33170,33170,33180,33190,,
SFD,SFD2201,CTCT,stratford,Gas,Thrml,2009-06-01,82610,80820,80810,80800,80770,80790,80810,80810,80800,80800,80840,80980,80960,80980,80980,80990,86750,101460,148290,158450,141290,131570,131360,131380,154070,156300,156280,156290,156320,156310,156300,156300,183860,187240,187240,188580,187740,186860,187030,186890,186770,160730,157300,133800,130860,103960,100830,100810,,
SWN,SWN2201,MRPL,southdown,Gas,Thrml,2009-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13670,41330,68040,69570,68900,69380,69150,69140,46330,45090,27520,22750,1410,0,0,0,,
KMI,TGA0331,POCO,kaimai,Hydro,Hydro,2009-06-01,52.32,51.840000000000003,51.119999999999997,50.399999999999999,51.600000000000001,50.399999999999999,48.719999999999999,47.520000000000003,47.520000000000003,46.799999999999997,46.079999999999998,44.159999999999997,44.159999999999997,46.079999999999998,8109.75,14636.450000000001,15727,15627,15620.65,14952.5,15067.200000000001,15126,15132.450000000001,15137.299999999999,15108.799999999999,6334.4499999999998,5964.1999999999998,3552.5,3727.4499999999998,3743.0500000000002,3730.3000000000002,3728.1999999999998,3730.3000000000002,7906.5500000000002,13462.299999999999,17910,18152.5,18134.5,18122,18030.5,16030.5,15991.5,15742,10783.200000000001,6304.8500000000004,3188.5999999999999,278.01,47.04,,
TKA,TKA0111,MERI,tekapo_a,Hydro,Hydro,2009-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
TKB,TKB2201,MERI,tekapo_b,Hydro,Hydro,2009-06-01,54560,54460,54380,53940,53780,54850,54080,53880,56120,58450,58790,56450,57790,57930,58060,58220,58140,60210,61380,62990,62780,62600,63190,63330,62170,60680,61810,63030,63160,62870,60660,60350,58190,58220,58240,58190,58250,58220,58220,58190,58090,58130,58200,58130,58160,58400,60620,58670,,
TKU,TKU2201,GENE,tokaanu,Hydro,Hydro,2009-06-01,12640,19780,0,0,0,0,0,0,1660,4110,22690,29750,0,0,3150,5570,11230,22350,23070,19490,19410,19130,19120,22080,22100,18790,19890,19600,19540,19610,19600,19610,15890,16890,52620,54890,54980,54950,54950,53970,54990,28790,40000,19920,14400,12360,13900,0,,
TUI,TUI1101,GENE,waikaremoana,Hydro,Hydro,2009-06-01,6960,7120,7130,7090,7100,7040,7000,7120,7070,7020,7150,7070,6980,7040,7040,19580,22070,27890,39720,39280,41840,22370,19540,19790,19720,19550,19700,19660,19530,19900,19730,19640,19640,19610,22310,41560,41770,41780,41750,19990,20070,9090,7410,7600,7230,7270,7330,7280,,
TWC,TWC2201,TRPG,twf_3,Wind,Wind,2009-06-01,7320,11158.370000000001,11251.370000000001,13543.629999999999,9349.7800000000007,3251.3800000000001,3801.3800000000001,5403.9499999999998,2520.6999999999998,1176.99,2287.5,1107.4100000000001,503.99000000000001,739.11000000000001,315.02999999999997,555.64999999999998,422.44999999999999,393.73000000000002,551.13,1339.6500000000001,1492.6900000000001,3043.79,1702.98,3583.6300000000001,2370.8600000000001,2573.0799999999999,2404.7800000000002,2283.48,1679.9300000000001,756.38999999999999,597,734.16999999999996,321.85000000000002,0,112.34999999999999,0,0,423.41000000000003,142.81999999999999,0,0,1072.22,779.47000000000003,994.5,375.26999999999998,360.97000000000003,1016.5,2864.52,,
TRH,TWC2201,TRPG,te_rere_hau,Wind,Wind,2009-06-01,176.08000000000001,255.71000000000001,517.24000000000001,520.69000000000005,274.24000000000001,0.01,166.55000000000001,61.329999999999998,0,0,134.65000000000001,0.73999999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.03,436.85,,
TRC,TWH0331,WAIK,te_rapa,Gas,Cogen,2009-06-01,6468.3999999999996,6396.3000000000002,6396.3000000000002,6396.3000000000002,6355.1000000000004,6375.6999999999998,6375.6999999999998,6437.5,6396.3000000000002,6386,6437.5,6355.1000000000004,6396.3000000000002,6365.3999999999996,6283,6355.1000000000004,6334.5,6303.6000000000004,6293.3000000000002,6293.3000000000002,18241.299999999999,20733.900000000001,20713.299999999999,20692.700000000001,20620.599999999999,9527.5,6437.5,6437.5,6396.3000000000002,6375.6999999999998,6355.1000000000004,6355.1000000000004,6396.3000000000002,18921.099999999999,22299.5,22320.099999999999,22299.5,22361.299999999999,22423.099999999999,22340.700000000001,12277.6,6386,6386,6437.5,6478.6999999999998,6499.3000000000002,6437.5,6499.3,,
TAP,WDV1101,MERI,te_apiti,Wind,Wind,2009-06-01,543,950,1015,5260,6072,667,9,602,92,264,173,404,0,0,0,28,47,309,1222,2667,3657,9384,4398,7693,4922,5172,3760,5086,2688,2529,2897,1602,1051,139,0,0,0,24,0,0,0,228,424,52,167,246,81,41,,
WHI,WHI2201,CTCT,whirinaki,Diesel,Thrml,2009-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
MOK,WKM2201,TUAR,mokai,Geo,Geo,2009-06-01,56979,57025,57475,57552,57521,57406,57195,57263,57197,57183,57100,57356,57285,57234,57132,56742,56461,55979,55791,55474,55189,55272,54963,54769,54747,54546,54157,54386,54471,54555,54588,54781,55073,55099,54705,55305,55777,55808,54575,54967,55045,55386,55834,55912,56319,56148,55972,56411,,
WKM,WKM2201,MRPL,whakamaru,Hydro,Hydro,2009-06-01,9190,1600,1600,2290,1950,1920,1720,1640,1980,5090,8080,8180,22070,22010,22240,28300,31350,36730,45400,50610,50590,50530,49030,37530,27400,22130,16990,15790,15220,13940,13490,13450,20470,34600,50460,50450,50430,43680,41910,41940,41360,37690,39980,23210,12450,1330,4130,2550,,
WPA,WPA2201,MRPL,waipapa,Hydro,Hydro,2009-06-01,4740,4110,4100,4300,4020,4530,4440,4630,4550,4590,4350,4560,4440,4580,5900,9400,14290,17040,17750,18340,18380,18200,17310,17390,17790,18660,19180,17020,16060,13570,11640,11540,11440,11330,14780,21530,22140,18250,16260,13530,9510,11560,13230,9760,10260,7220,4460,4740,,
WPI,WPG0331,TRPG,waipori,Hydro,Hydro,2009-06-01,12271.51,12262.51,8927.3199999999997,8428.1800000000003,8573.4099999999999,8471.7700000000004,8484.2199999999993,8496.3199999999997,8465.8099999999995,8454.3199999999997,8454.7700000000004,8451.6900000000005,8472.5900000000001,11684.870000000001,12180.51,12172.690000000001,12169.709999999999,12181.98,12175.57,12116.440000000001,12110.16,12129.120000000001,12148.790000000001,12163.870000000001,12169.42,12150.709999999999,12198.059999999999,12203.139999999999,12205.870000000001,12189.139999999999,12188.51,12173.41,12007.870000000001,12008.98,12023.870000000001,12026.629999999999,12045.26,12041.440000000001,12045.440000000001,12045.530000000001,12046.02,12019.75,12014.200000000001,12006.690000000001,12001.610000000001,11993.059999999999,11992.5,11997.6,,
