Fuel_Code,POC_Code,Trading_date,Total_TP
Hydro,ANI0111,2000-07-01,288438.0
Hydro,ANI0111,2000-07-02,278056.0
Hydro,ANI0111,2000-07-03,280204.0
Hydro,ANI0111,2000-07-04,257043.0
Hydro,ANI0111,2000-07-05,297503.0
Hydro,ANI0111,2000-07-06,237677.0
Hydro,ANI0111,2000-07-07,219426.0
Hydro,ANI0111,2000-07-08,376672.0
Hydro,ANI0111,2000-07-09,397597.0
Hydro,ANI0111,2000-07-10,309209.0
Hydro,ANI0111,2000-07-11,477880.0
Hydro,ANI0111,2000-07-12,488988.0
Hydro,ANI0111,2000-07-13,512756.0
Hydro,ANI0111,2000-07-14,453975.0
Hydro,ANI0111,2000-07-15,422278.0
Hydro,ANI0111,2000-07-16,403999.0
Hydro,ANI0111,2000-07-17,396136.0
Hydro,ANI0111,2000-07-18,382102.0
Hydro,ANI0111,2000-07-19,364218.0
Hydro,ANI0111,2000-07-20,352015.0
Hydro,ANI0111,2000-07-21,346154.0
Hydro,ANI0111,2000-07-22,338003.0
Hydro,ANI0111,2000-07-23,323296.0
Hydro,ANI0111,2000-07-24,321371.0
Hydro,ANI0111,2000-07-25,318782.0
Hydro,ANI0111,2000-07-26,307360.0
Hydro,ANI0111,2000-07-27,311198.0
Hydro,ANI0111,2000-07-28,299910.0
Hydro,ANI0111,2000-07-29,291827.0
Hydro,ANI0111,2000-07-30,289522.0
Hydro,ANI0111,2000-07-31,307017.0
Hydro,ARA2201,2000-07-01,620780.0
Hydro,ARA2201,2000-07-02,695760.0
Hydro,ARA2201,2000-07-03,1321710.0
Hydro,ARA2201,2000-07-04,1302570.0
Hydro,ARA2201,2000-07-05,939570.0
Hydro,ARA2201,2000-07-06,939430.0
Hydro,ARA2201,2000-07-07,872200.0
Hydro,ARA2201,2000-07-08,743580.0
Hydro,ARA2201,2000-07-09,1210390.0
Hydro,ARA2201,2000-07-10,1166210.0
Hydro,ARA2201,2000-07-11,999960.0
Hydro,ARA2201,2000-07-12,1115800.0
Hydro,ARA2201,2000-07-13,893550.0
Hydro,ARA2201,2000-07-14,971030.0
Hydro,ARA2201,2000-07-15,731490.0
Hydro,ARA2201,2000-07-16,768560.0
Hydro,ARA2201,2000-07-17,1058540.0
Hydro,ARA2201,2000-07-18,1105880.0
Hydro,ARA2201,2000-07-19,1089560.0
Hydro,ARA2201,2000-07-20,1120430.0
Hydro,ARA2201,2000-07-21,571860.0
Hydro,ARA2201,2000-07-22,272390.0
Hydro,ARA2201,2000-07-23,576990.0
Hydro,ARA2201,2000-07-24,964750.0
Hydro,ARA2201,2000-07-25,813620.0
Hydro,ARA2201,2000-07-26,788950.0
Hydro,ARA2201,2000-07-27,628400.0
Hydro,ARA2201,2000-07-28,858330.0
Hydro,ARA2201,2000-07-29,824460.0
Hydro,ARA2201,2000-07-30,630650.0
Hydro,ARA2201,2000-07-31,1178700.0
Hydro,ARG1101,2000-07-01,259728.0
Hydro,ARG1101,2000-07-02,246807.0
Hydro,ARG1101,2000-07-03,233691.0
Hydro,ARG1101,2000-07-04,215614.0
Hydro,ARG1101,2000-07-05,192528.0
Hydro,ARG1101,2000-07-06,166893.0
Hydro,ARG1101,2000-07-07,174708.0
Hydro,ARG1101,2000-07-08,161421.0
Hydro,ARG1101,2000-07-09,151743.0
Hydro,ARG1101,2000-07-10,138129.0
Hydro,ARG1101,2000-07-11,121486.0
Hydro,ARG1101,2000-07-12,129244.0
Hydro,ARG1101,2000-07-13,108909.0
Hydro,ARG1101,2000-07-14,107688.0
Hydro,ARG1101,2000-07-15,110372.0
Hydro,ARG1101,2000-07-16,102838.0
Hydro,ARG1101,2000-07-17,94715.0
Hydro,ARG1101,2000-07-18,100183.0
Hydro,ARG1101,2000-07-19,84044.0
Hydro,ARG1101,2000-07-20,142640.0
Hydro,ARG1101,2000-07-21,12214.0
Hydro,ARG1101,2000-07-22,147811.0
Hydro,ARG1101,2000-07-23,261505.0
Hydro,ARG1101,2000-07-24,217759.0
Hydro,ARG1101,2000-07-25,249213.0
Hydro,ARG1101,2000-07-26,259130.0
Hydro,ARG1101,2000-07-27,160328.0
Hydro,ARG1101,2000-07-28,0.0
Hydro,ARG1101,2000-07-29,148288.0
Hydro,ARG1101,2000-07-30,260006.0
Hydro,ARG1101,2000-07-31,260184.0
Hydro,ARI1101,2000-07-01,2150050.0
Hydro,ARI1101,2000-07-02,2157160.0
Hydro,ARI1101,2000-07-03,2770530.0
Hydro,ARI1101,2000-07-04,2826740.0
Hydro,ARI1101,2000-07-05,2126620.0
Hydro,ARI1101,2000-07-06,2335400.0
Hydro,ARI1101,2000-07-07,2034250.0
Hydro,ARI1101,2000-07-08,2317700.0
Hydro,ARI1101,2000-07-09,2692740.0
Hydro,ARI1101,2000-07-10,2456280.0
Hydro,ARI1101,2000-07-11,2409770.0
Hydro,ARI1101,2000-07-12,2303310.0
Hydro,ARI1101,2000-07-13,2253700.0
Hydro,ARI1101,2000-07-14,2507020.0
Hydro,ARI1101,2000-07-15,2027320.0
Hydro,ARI1101,2000-07-16,2068440.0
Hydro,ARI1101,2000-07-17,2416070.0
Hydro,ARI1101,2000-07-18,2451730.0
Hydro,ARI1101,2000-07-19,2315580.0
Hydro,ARI1101,2000-07-20,2642340.0
Hydro,ARI1101,2000-07-21,2590360.0
Hydro,ARI1101,2000-07-22,1877120.0
Hydro,ARI1101,2000-07-23,1968440.0
Hydro,ARI1101,2000-07-24,2489730.0
Hydro,ARI1101,2000-07-25,2150510.0
Hydro,ARI1101,2000-07-26,1974110.0
Hydro,ARI1101,2000-07-27,2623440.0
Hydro,ARI1101,2000-07-28,2890480.0
Hydro,ARI1101,2000-07-29,2366250.0
Hydro,ARI1101,2000-07-30,2137670.0
Hydro,ARI1101,2000-07-31,2620760.0
Hydro,ATI2201,2000-07-01,795120.0
Hydro,ATI2201,2000-07-02,580870.0
Hydro,ATI2201,2000-07-03,967710.0
Hydro,ATI2201,2000-07-04,834490.0
Hydro,ATI2201,2000-07-05,868430.0
Hydro,ATI2201,2000-07-06,830200.0
Hydro,ATI2201,2000-07-07,713550.0
Hydro,ATI2201,2000-07-08,811760.0
Hydro,ATI2201,2000-07-09,856870.0
Hydro,ATI2201,2000-07-10,843640.0
Hydro,ATI2201,2000-07-11,794510.0
Hydro,ATI2201,2000-07-12,840500.0
Hydro,ATI2201,2000-07-13,830570.0
Hydro,ATI2201,2000-07-14,744060.0
Hydro,ATI2201,2000-07-15,621290.0
Hydro,ATI2201,2000-07-16,694500.0
Hydro,ATI2201,2000-07-17,812600.0
Hydro,ATI2201,2000-07-18,810270.0
Hydro,ATI2201,2000-07-19,802790.0
Hydro,ATI2201,2000-07-20,1005970.0
Hydro,ATI2201,2000-07-21,715070.0
Hydro,ATI2201,2000-07-22,515430.0
Hydro,ATI2201,2000-07-23,603720.0
Hydro,ATI2201,2000-07-24,685070.0
Hydro,ATI2201,2000-07-25,668080.0
Hydro,ATI2201,2000-07-26,587530.0
Hydro,ATI2201,2000-07-27,831140.0
Hydro,ATI2201,2000-07-28,704750.0
Hydro,ATI2201,2000-07-29,641640.0
Hydro,ATI2201,2000-07-30,655150.0
Hydro,ATI2201,2000-07-31,755770.0
Hydro,AVI2201,2000-07-01,2766150.0
Hydro,AVI2201,2000-07-02,2605490.0
Hydro,AVI2201,2000-07-03,3089800.0
Hydro,AVI2201,2000-07-04,3359280.0
Hydro,AVI2201,2000-07-05,3214070.0
Hydro,AVI2201,2000-07-06,2575930.0
Hydro,AVI2201,2000-07-07,3095350.0
Hydro,AVI2201,2000-07-08,2081130.0
Hydro,AVI2201,2000-07-09,1932990.0
Hydro,AVI2201,2000-07-10,2270720.0
Hydro,AVI2201,2000-07-11,2578840.0
Hydro,AVI2201,2000-07-12,2417840.0
Hydro,AVI2201,2000-07-13,2708830.0
Hydro,AVI2201,2000-07-14,2958600.0
Hydro,AVI2201,2000-07-15,2214210.0
Hydro,AVI2201,2000-07-16,2053380.0
Hydro,AVI2201,2000-07-17,2537130.0
Hydro,AVI2201,2000-07-18,2544950.0
Hydro,AVI2201,2000-07-19,3065930.0
Hydro,AVI2201,2000-07-20,2457820.0
Hydro,AVI2201,2000-07-21,2363920.0
Hydro,AVI2201,2000-07-22,1845080.0
Hydro,AVI2201,2000-07-23,1711550.0
Hydro,AVI2201,2000-07-24,2317480.0
Hydro,AVI2201,2000-07-25,2389360.0
Hydro,AVI2201,2000-07-26,2895200.0
Hydro,AVI2201,2000-07-27,2841720.0
Hydro,AVI2201,2000-07-28,3447820.0
Hydro,AVI2201,2000-07-29,2504020.0
Hydro,AVI2201,2000-07-30,2518440.0
Hydro,AVI2201,2000-07-31,3337890.0
Hydro,BEN2202,2000-07-01,6667830.0
Hydro,BEN2202,2000-07-02,5890920.0
Hydro,BEN2202,2000-07-03,7799500.0
Hydro,BEN2202,2000-07-04,7345450.0
Hydro,BEN2202,2000-07-05,7375380.0
Hydro,BEN2202,2000-07-06,6556340.0
Hydro,BEN2202,2000-07-07,6096900.0
Hydro,BEN2202,2000-07-08,5200340.0
Hydro,BEN2202,2000-07-09,3570510.0
Hydro,BEN2202,2000-07-10,6096010.0
Hydro,BEN2202,2000-07-11,6136690.0
Hydro,BEN2202,2000-07-12,6010810.0
Hydro,BEN2202,2000-07-13,5909600.0
Hydro,BEN2202,2000-07-14,6644470.0
Hydro,BEN2202,2000-07-15,5579330.0
Hydro,BEN2202,2000-07-16,4276530.0
Hydro,BEN2202,2000-07-17,7436580.0
Hydro,BEN2202,2000-07-18,6646610.0
Hydro,BEN2202,2000-07-19,6282190.0
Hydro,BEN2202,2000-07-20,6456480.0
Hydro,BEN2202,2000-07-21,5050650.0
Hydro,BEN2202,2000-07-22,4614450.0
Hydro,BEN2202,2000-07-23,4276690.0
Hydro,BEN2202,2000-07-24,5722420.0
Hydro,BEN2202,2000-07-25,4994980.0
Hydro,BEN2202,2000-07-26,6203100.0
Hydro,BEN2202,2000-07-27,7270850.0
Hydro,BEN2202,2000-07-28,6685130.0
Hydro,BEN2202,2000-07-29,4472480.0
Hydro,BEN2202,2000-07-30,4664460.0
Hydro,BEN2202,2000-07-31,7535490.0
Hydro,BWK1101,2000-07-01,86434.0
Hydro,BWK1101,2000-07-02,19124.0
Hydro,BWK1101,2000-07-03,304185.0
Hydro,BWK1101,2000-07-04,305858.0
Hydro,BWK1101,2000-07-05,322352.0
Hydro,BWK1101,2000-07-06,321951.0
Hydro,BWK1101,2000-07-07,270312.0
Hydro,BWK1101,2000-07-08,325159.0
Hydro,BWK1101,2000-07-09,481086.0
Hydro,BWK1101,2000-07-10,427274.0
Hydro,BWK1101,2000-07-11,499361.0
Hydro,BWK1101,2000-07-12,476140.0
Hydro,BWK1101,2000-07-13,395123.0
Hydro,BWK1101,2000-07-14,643044.0
Hydro,BWK1101,2000-07-15,643734.0
Hydro,BWK1101,2000-07-16,510735.0
Hydro,BWK1101,2000-07-17,510605.0
Hydro,BWK1101,2000-07-18,621820.0
Hydro,BWK1101,2000-07-19,644517.0
Hydro,BWK1101,2000-07-20,426101.0
Hydro,BWK1101,2000-07-21,330956.0
Hydro,BWK1101,2000-07-22,236619.0
Hydro,BWK1101,2000-07-23,259673.0
Hydro,BWK1101,2000-07-24,265079.0
Hydro,BWK1101,2000-07-25,262225.0
Hydro,BWK1101,2000-07-26,204427.0
Hydro,BWK1101,2000-07-27,477803.0
Hydro,BWK1101,2000-07-28,162642.0
Hydro,BWK1101,2000-07-29,95281.0
Hydro,BWK1101,2000-07-30,61283.0
Hydro,BWK1101,2000-07-31,283445.0
Hydro,COB0661,2000-07-01,752940.0
Hydro,COB0661,2000-07-02,752700.0
Hydro,COB0661,2000-07-03,751760.0
Hydro,COB0661,2000-07-04,751880.0
Hydro,COB0661,2000-07-05,751220.0
Hydro,COB0661,2000-07-06,751010.0
Hydro,COB0661,2000-07-07,750150.0
Hydro,COB0661,2000-07-08,750220.0
Hydro,COB0661,2000-07-09,750010.0
Hydro,COB0661,2000-07-10,749370.0
Hydro,COB0661,2000-07-11,721110.0
Hydro,COB0661,2000-07-12,710140.0
Hydro,COB0661,2000-07-13,584660.0
Hydro,COB0661,2000-07-14,695790.0
Hydro,COB0661,2000-07-15,667440.0
Hydro,COB0661,2000-07-16,608720.0
Hydro,COB0661,2000-07-17,539190.0
Hydro,COB0661,2000-07-18,476520.0
Hydro,COB0661,2000-07-19,482930.0
Hydro,COB0661,2000-07-20,491490.0
