Fuel_Code,POC_Code,Trading_date,Total_TP
Hydro,ANI0111,2005-08-01,380501.0
Hydro,ANI0111,2005-08-02,380592.0
Hydro,ANI0111,2005-08-03,365195.0
Hydro,ANI0111,2005-08-04,358185.0
Hydro,ANI0111,2005-08-05,351399.0
Hydro,ANI0111,2005-08-06,348095.0
Hydro,ANI0111,2005-08-07,347851.0
Hydro,ANI0111,2005-08-08,381960.0
Hydro,ANI0111,2005-08-09,350191.0
Hydro,ANI0111,2005-08-10,351563.0
Hydro,ANI0111,2005-08-11,337460.0
Hydro,ANI0111,2005-08-12,338422.0
Hydro,ANI0111,2005-08-13,333769.0
Hydro,ANI0111,2005-08-14,329150.0
Hydro,ANI0111,2005-08-15,323867.0
Hydro,ANI0111,2005-08-16,323985.0
Hydro,ANI0111,2005-08-17,313135.0
Hydro,ANI0111,2005-08-18,311606.0
Hydro,ANI0111,2005-08-19,307529.0
Hydro,ANI0111,2005-08-20,305811.0
Hydro,ANI0111,2005-08-21,299192.0
Hydro,ANI0111,2005-08-22,300317.0
Hydro,ANI0111,2005-08-23,304006.0
Hydro,ANI0111,2005-08-24,334566.0
Hydro,ANI0111,2005-08-25,430700.0
Hydro,ANI0111,2005-08-26,361494.0
Hydro,ANI0111,2005-08-27,332570.0
Hydro,ANI0111,2005-08-28,319523.0
Hydro,ANI0111,2005-08-29,313966.0
Hydro,ANI0111,2005-08-30,306414.0
Hydro,ANI0111,2005-08-31,310879.0
Hydro,ARA2201,2005-08-01,769800.0
Hydro,ARA2201,2005-08-02,667450.0
Hydro,ARA2201,2005-08-03,604630.0
Hydro,ARA2201,2005-08-04,1090810.0
Hydro,ARA2201,2005-08-05,779230.0
Hydro,ARA2201,2005-08-06,373120.0
Hydro,ARA2201,2005-08-07,509400.0
Hydro,ARA2201,2005-08-08,987370.0
Hydro,ARA2201,2005-08-09,592530.0
Hydro,ARA2201,2005-08-10,726420.0
Hydro,ARA2201,2005-08-11,999630.0
Hydro,ARA2201,2005-08-12,528930.0
Hydro,ARA2201,2005-08-13,444790.0
Hydro,ARA2201,2005-08-14,402730.0
Hydro,ARA2201,2005-08-15,974070.0
Hydro,ARA2201,2005-08-16,919840.0
Hydro,ARA2201,2005-08-17,667390.0
Hydro,ARA2201,2005-08-18,728170.0
Hydro,ARA2201,2005-08-19,845180.0
Hydro,ARA2201,2005-08-20,484310.0
Hydro,ARA2201,2005-08-21,420240.0
Hydro,ARA2201,2005-08-22,667980.0
Hydro,ARA2201,2005-08-23,896170.0
Hydro,ARA2201,2005-08-24,678830.0
Hydro,ARA2201,2005-08-25,647630.0
Hydro,ARA2201,2005-08-26,586790.0
Hydro,ARA2201,2005-08-27,545900.0
Hydro,ARA2201,2005-08-28,403410.0
Hydro,ARA2201,2005-08-29,748270.0
Hydro,ARA2201,2005-08-30,891650.0
Hydro,ARA2201,2005-08-31,719150.0
Hydro,ARG1101,2005-08-01,243168.0
Hydro,ARG1101,2005-08-02,214201.0
Hydro,ARG1101,2005-08-03,198887.0
Hydro,ARG1101,2005-08-04,178836.0
Hydro,ARG1101,2005-08-05,171192.0
Hydro,ARG1101,2005-08-06,152930.0
Hydro,ARG1101,2005-08-07,151344.0
Hydro,ARG1101,2005-08-08,124987.0
Hydro,ARG1101,2005-08-09,136238.0
Hydro,ARG1101,2005-08-10,125105.0
Hydro,ARG1101,2005-08-11,110844.0
Hydro,ARG1101,2005-08-12,183707.0
Hydro,ARG1101,2005-08-13,230786.0
Hydro,ARG1101,2005-08-14,200972.0
Hydro,ARG1101,2005-08-15,203307.0
Hydro,ARG1101,2005-08-16,171201.0
Hydro,ARG1101,2005-08-17,180309.0
Hydro,ARG1101,2005-08-18,218249.0
Hydro,ARG1101,2005-08-19,162987.0
Hydro,ARG1101,2005-08-20,166730.0
Hydro,ARG1101,2005-08-21,139898.0
Hydro,ARG1101,2005-08-22,139674.0
Hydro,ARG1101,2005-08-23,201397.0
Hydro,ARG1101,2005-08-24,253421.0
Hydro,ARG1101,2005-08-25,226776.0
Hydro,ARG1101,2005-08-26,225007.0
Hydro,ARG1101,2005-08-27,223675.0
Hydro,ARG1101,2005-08-28,196649.0
Hydro,ARG1101,2005-08-29,211316.0
Hydro,ARG1101,2005-08-30,168315.0
Hydro,ARG1101,2005-08-31,169707.0
Hydro,ARI1101,2005-08-01,2396030.0
Hydro,ARI1101,2005-08-02,2560420.0
Hydro,ARI1101,2005-08-03,2071950.0
Hydro,ARI1101,2005-08-04,2503490.0
