Fuel_Code,POC_Code,Trading_date,Total_TP
Hydro,ARA2201,2019-03-01,511660.0
Hydro,ARA2201,2019-03-02,430620.0
Hydro,ARA2201,2019-03-03,257850.0
Hydro,ARA2201,2019-03-04,445840.0
Hydro,ARA2201,2019-03-05,827410.0
Hydro,ARA2201,2019-03-06,791940.0
Hydro,ARA2201,2019-03-07,639840.0
Hydro,ARA2201,2019-03-08,571360.0
Hydro,ARA2201,2019-03-09,299770.0
Hydro,ARA2201,2019-03-10,359170.0
Hydro,ARA2201,2019-03-11,858910.0
Hydro,ARA2201,2019-03-12,953430.0
Hydro,ARA2201,2019-03-13,690820.0
Hydro,ARA2201,2019-03-14,878080.0
Hydro,ARA2201,2019-03-15,680370.0
Hydro,ARA2201,2019-03-16,688730.0
Hydro,ARA2201,2019-03-17,596580.0
Hydro,ARA2201,2019-03-18,900640.0
Hydro,ARA2201,2019-03-19,807010.0
Hydro,ARA2201,2019-03-20,818110.0
Hydro,ARA2201,2019-03-21,748810.0
Hydro,ARA2201,2019-03-22,664530.0
Hydro,ARA2201,2019-03-23,316430.0
Hydro,ARA2201,2019-03-24,521440.0
Hydro,ARA2201,2019-03-25,968560.0
Hydro,ARA2201,2019-03-26,872980.0
Hydro,ARA2201,2019-03-27,630130.0
Hydro,ARA2201,2019-03-28,463130.0
Hydro,ARA2201,2019-03-29,393510.0
Hydro,ARA2201,2019-03-30,287770.0
Hydro,ARA2201,2019-03-31,286910.0
Hydro,ARG1101,2019-03-01,0.0
Hydro,ARG1101,2019-03-02,0.0
Hydro,ARG1101,2019-03-03,0.0
Hydro,ARG1101,2019-03-04,11550.0
Hydro,ARG1101,2019-03-05,14927.0
Hydro,ARG1101,2019-03-06,19071.0
Hydro,ARG1101,2019-03-07,5647.0
Hydro,ARG1101,2019-03-08,62253.0
Hydro,ARG1101,2019-03-09,11393.0
Hydro,ARG1101,2019-03-10,26494.0
Hydro,ARG1101,2019-03-11,51985.0
Hydro,ARG1101,2019-03-12,28984.0
Hydro,ARG1101,2019-03-13,82129.0
Hydro,ARG1101,2019-03-14,66064.0
Hydro,ARG1101,2019-03-15,50379.0
Hydro,ARG1101,2019-03-16,17510.0
Hydro,ARG1101,2019-03-17,47632.0
Hydro,ARG1101,2019-03-18,46547.0
Hydro,ARG1101,2019-03-19,35818.0
Hydro,ARG1101,2019-03-20,44793.0
Hydro,ARG1101,2019-03-21,34895.0
Hydro,ARG1101,2019-03-22,27689.0
Hydro,ARG1101,2019-03-23,0.0
Hydro,ARG1101,2019-03-24,5144.0
Hydro,ARG1101,2019-03-25,34591.0
Hydro,ARG1101,2019-03-26,31084.0
Hydro,ARG1101,2019-03-27,60408.0
Hydro,ARG1101,2019-03-28,70425.0
Hydro,ARG1101,2019-03-29,114257.0
Hydro,ARG1101,2019-03-30,86488.0
Hydro,ARG1101,2019-03-31,106802.0
Hydro,ARI1101,2019-03-01,1285607.0
Hydro,ARI1101,2019-03-02,1420745.0
Hydro,ARI1101,2019-03-03,1098688.0
Hydro,ARI1101,2019-03-04,1237446.0
Hydro,ARI1101,2019-03-05,1242338.0
Hydro,ARI1101,2019-03-06,1376631.0
Hydro,ARI1101,2019-03-07,1202706.0
Hydro,ARI1101,2019-03-08,1464280.0
Hydro,ARI1101,2019-03-09,1459448.0
Hydro,ARI1101,2019-03-10,1364375.0
Hydro,ARI1101,2019-03-11,920875.0
Hydro,ARI1101,2019-03-12,1256722.0
Hydro,ARI1101,2019-03-13,904148.0
Hydro,ARI1101,2019-03-14,1423073.0
Hydro,ARI1101,2019-03-15,1494732.0
Hydro,ARI1101,2019-03-16,1272304.0
Hydro,ARI1101,2019-03-17,1212374.0
Hydro,ARI1101,2019-03-18,1589451.0
Hydro,ARI1101,2019-03-19,1273800.0
Hydro,ARI1101,2019-03-20,1106194.0
Hydro,ARI1101,2019-03-21,1087541.0
Hydro,ARI1101,2019-03-22,1311799.0
Hydro,ARI1101,2019-03-23,1249924.0
Hydro,ARI1101,2019-03-24,1368794.0
Hydro,ARI1101,2019-03-25,1283665.0
Hydro,ARI1101,2019-03-26,891382.0
Hydro,ARI1101,2019-03-27,1303652.0
Hydro,ARI1101,2019-03-28,1164619.0
Hydro,ARI1101,2019-03-29,1538751.0
Hydro,ARI1101,2019-03-30,1342260.0
Hydro,ARI1101,2019-03-31,810787.0
Hydro,ARI1102,2019-03-01,377792.0
Hydro,ARI1102,2019-03-02,126611.0
Hydro,ARI1102,2019-03-03,445711.0
Hydro,ARI1102,2019-03-04,450107.0
Hydro,ARI1102,2019-03-05,316648.0
Hydro,ARI1102,2019-03-06,327394.0
Hydro,ARI1102,2019-03-07,617346.0
