Fuel_Code,POC_Code,Trading_date,Total_TP
Hydro,ARA2201,2017-06-01,1535120.0
Hydro,ARA2201,2017-06-02,1056690.0
Hydro,ARA2201,2017-06-03,1003510.0
Hydro,ARA2201,2017-06-04,1359250.0
Hydro,ARA2201,2017-06-05,1661150.0
Hydro,ARA2201,2017-06-06,1483800.0
Hydro,ARA2201,2017-06-07,1612600.0
Hydro,ARA2201,2017-06-08,1695860.0
Hydro,ARA2201,2017-06-09,1714210.0
Hydro,ARA2201,2017-06-10,1078460.0
Hydro,ARA2201,2017-06-11,1023420.0
Hydro,ARA2201,2017-06-12,1608510.0
Hydro,ARA2201,2017-06-13,1472700.0
Hydro,ARA2201,2017-06-14,1013230.0
Hydro,ARA2201,2017-06-15,1377970.0
Hydro,ARA2201,2017-06-16,1251640.0
Hydro,ARA2201,2017-06-17,908220.0
Hydro,ARA2201,2017-06-18,983030.0
Hydro,ARA2201,2017-06-19,1212180.0
Hydro,ARA2201,2017-06-20,1428480.0
Hydro,ARA2201,2017-06-21,1350890.0
Hydro,ARA2201,2017-06-22,1277600.0
Hydro,ARA2201,2017-06-23,1323220.0
Hydro,ARA2201,2017-06-24,958850.0
Hydro,ARA2201,2017-06-25,908760.0
Hydro,ARA2201,2017-06-26,1185300.0
Hydro,ARA2201,2017-06-27,1389450.0
Hydro,ARA2201,2017-06-28,1690890.0
Hydro,ARA2201,2017-06-29,1329350.0
Hydro,ARA2201,2017-06-30,1464560.0
Hydro,ARG1101,2017-06-01,154650.0
Hydro,ARG1101,2017-06-02,123403.0
Hydro,ARG1101,2017-06-03,126356.0
Hydro,ARG1101,2017-06-04,120789.0
Hydro,ARG1101,2017-06-05,107288.0
Hydro,ARG1101,2017-06-06,97717.0
Hydro,ARG1101,2017-06-07,100919.0
Hydro,ARG1101,2017-06-08,83954.0
Hydro,ARG1101,2017-06-09,93318.0
Hydro,ARG1101,2017-06-10,80048.0
Hydro,ARG1101,2017-06-11,67868.0
Hydro,ARG1101,2017-06-12,89366.0
Hydro,ARG1101,2017-06-13,104479.0
Hydro,ARG1101,2017-06-14,130293.0
Hydro,ARG1101,2017-06-15,88325.0
Hydro,ARG1101,2017-06-16,94065.0
Hydro,ARG1101,2017-06-17,59890.0
Hydro,ARG1101,2017-06-18,79478.0
Hydro,ARG1101,2017-06-19,60750.0
Hydro,ARG1101,2017-06-20,81382.0
Hydro,ARG1101,2017-06-21,77918.0
Hydro,ARG1101,2017-06-22,63157.0
Hydro,ARG1101,2017-06-23,71849.0
Hydro,ARG1101,2017-06-24,42766.0
Hydro,ARG1101,2017-06-25,64767.0
Hydro,ARG1101,2017-06-26,72325.0
Hydro,ARG1101,2017-06-27,54799.0
Hydro,ARG1101,2017-06-28,63681.0
