Fuel_Code,POC_Code,Trading_date,Total_TP
Hydro,ARA2201,2019-08-01,1372250.0
Hydro,ARA2201,2019-08-02,1357840.0
Hydro,ARA2201,2019-08-03,1372760.0
Hydro,ARA2201,2019-08-04,1195490.0
Hydro,ARA2201,2019-08-05,1311680.0
Hydro,ARA2201,2019-08-06,1372860.0
Hydro,ARA2201,2019-08-07,1372620.0
Hydro,ARA2201,2019-08-08,1269770.0
Hydro,ARA2201,2019-08-09,912510.0
Hydro,ARA2201,2019-08-10,1014270.0
Hydro,ARA2201,2019-08-11,947030.0
Hydro,ARA2201,2019-08-12,953930.0
Hydro,ARA2201,2019-08-13,837980.0
Hydro,ARA2201,2019-08-14,1175310.0
Hydro,ARA2201,2019-08-15,1179900.0
Hydro,ARA2201,2019-08-16,1234510.0
Hydro,ARA2201,2019-08-17,656560.0
Hydro,ARA2201,2019-08-18,1135490.0
Hydro,ARA2201,2019-08-19,1365510.0
Hydro,ARA2201,2019-08-20,1373680.0
Hydro,ARA2201,2019-08-21,1125990.0
Hydro,ARA2201,2019-08-22,1257240.0
Hydro,ARA2201,2019-08-23,1163060.0
Hydro,ARA2201,2019-08-24,787690.0
Hydro,ARA2201,2019-08-25,862780.0
Hydro,ARA2201,2019-08-26,1033120.0
Hydro,ARA2201,2019-08-27,1062980.0
Hydro,ARA2201,2019-08-28,1235990.0
Hydro,ARA2201,2019-08-29,1036930.0
Hydro,ARA2201,2019-08-30,1022780.0
Hydro,ARA2201,2019-08-31,800030.0
Hydro,ARG1101,2019-08-01,136898.0
Hydro,ARG1101,2019-08-02,137260.0
Hydro,ARG1101,2019-08-03,114644.0
Hydro,ARG1101,2019-08-04,150200.0
Hydro,ARG1101,2019-08-05,133220.0
Hydro,ARG1101,2019-08-06,114678.0
Hydro,ARG1101,2019-08-07,110877.0
Hydro,ARG1101,2019-08-08,107109.0
Hydro,ARG1101,2019-08-09,104365.0
Hydro,ARG1101,2019-08-10,112152.0
Hydro,ARG1101,2019-08-11,147501.0
Hydro,ARG1101,2019-08-12,180972.0
Hydro,ARG1101,2019-08-13,188281.0
Hydro,ARG1101,2019-08-14,149994.0
Hydro,ARG1101,2019-08-15,140754.0
Hydro,ARG1101,2019-08-16,128481.0
Hydro,ARG1101,2019-08-17,131010.0
Hydro,ARG1101,2019-08-18,132661.0
