Fuel_Code,POC_Code,Trading_date,Total_TP
Hydro,ANI0111,2006-09-01,472985.0
Hydro,ANI0111,2006-09-02,467876.0
Hydro,ANI0111,2006-09-03,457385.0
Hydro,ANI0111,2006-09-04,453641.0
Hydro,ANI0111,2006-09-05,449849.0
Hydro,ANI0111,2006-09-06,462060.0
Hydro,ANI0111,2006-09-07,479964.0
Hydro,ANI0111,2006-09-08,443845.0
Hydro,ANI0111,2006-09-09,443535.0
Hydro,ANI0111,2006-09-10,470019.0
Hydro,ANI0111,2006-09-11,459420.0
Hydro,ANI0111,2006-09-12,442465.0
Hydro,ANI0111,2006-09-13,434866.0
Hydro,ANI0111,2006-09-14,427860.0
Hydro,ANI0111,2006-09-15,423957.0
Hydro,ANI0111,2006-09-16,418617.0
Hydro,ANI0111,2006-09-17,414990.0
Hydro,ANI0111,2006-09-18,409805.0
Hydro,ANI0111,2006-09-19,406791.0
Hydro,ANI0111,2006-09-20,401063.0
Hydro,ANI0111,2006-09-21,397722.0
Hydro,ANI0111,2006-09-22,392186.0
Hydro,ANI0111,2006-09-23,392131.0
Hydro,ANI0111,2006-09-24,389439.0
Hydro,ANI0111,2006-09-25,377115.0
Hydro,ANI0111,2006-09-26,384830.0
Hydro,ANI0111,2006-09-27,374034.0
Hydro,ANI0111,2006-09-28,372541.0
Hydro,ANI0111,2006-09-29,387569.0
Hydro,ANI0111,2006-09-30,370985.0
Hydro,ARA2201,2006-09-01,1132030.0
Hydro,ARA2201,2006-09-02,1084150.0
Hydro,ARA2201,2006-09-03,1129890.0
Hydro,ARA2201,2006-09-04,1178570.0
Hydro,ARA2201,2006-09-05,1237190.0
Hydro,ARA2201,2006-09-06,1097000.0
Hydro,ARA2201,2006-09-07,1040970.0
Hydro,ARA2201,2006-09-08,796420.0
Hydro,ARA2201,2006-09-09,904160.0
Hydro,ARA2201,2006-09-10,899660.0
Hydro,ARA2201,2006-09-11,1084710.0
Hydro,ARA2201,2006-09-12,1428020.0
Hydro,ARA2201,2006-09-13,1361680.0
Hydro,ARA2201,2006-09-14,1406150.0
Hydro,ARA2201,2006-09-15,1135550.0
Hydro,ARA2201,2006-09-16,872680.0
Hydro,ARA2201,2006-09-17,714930.0
Hydro,ARA2201,2006-09-18,1302200.0
Hydro,ARA2201,2006-09-19,1313110.0
Hydro,ARA2201,2006-09-20,1218950.0
Hydro,ARA2201,2006-09-21,983470.0
Hydro,ARA2201,2006-09-22,956130.0
Hydro,ARA2201,2006-09-23,513060.0
Hydro,ARA2201,2006-09-24,645210.0
Hydro,ARA2201,2006-09-25,1044760.0
Hydro,ARA2201,2006-09-26,907040.0
Hydro,ARA2201,2006-09-27,802720.0
Hydro,ARA2201,2006-09-28,744120.0
Hydro,ARA2201,2006-09-29,616480.0
Hydro,ARA2201,2006-09-30,518240.0
Hydro,ARG1101,2006-09-01,97237.0
Hydro,ARG1101,2006-09-02,86429.0
Hydro,ARG1101,2006-09-03,124432.0
Hydro,ARG1101,2006-09-04,131686.0
Hydro,ARG1101,2006-09-05,210177.0
Hydro,ARG1101,2006-09-06,258101.0
Hydro,ARG1101,2006-09-07,205546.0
Hydro,ARG1101,2006-09-08,199794.0
Hydro,ARG1101,2006-09-09,179122.0
Hydro,ARG1101,2006-09-10,133183.0
