Fuel_Code,POC_Code,Trading_date,Total_TP
Hydro,ARA2201,2018-08-01,1667650.0
Hydro,ARA2201,2018-08-02,1465950.0
Hydro,ARA2201,2018-08-03,1327290.0
Hydro,ARA2201,2018-08-04,1190240.0
Hydro,ARA2201,2018-08-05,865480.0
Hydro,ARA2201,2018-08-06,1633000.0
Hydro,ARA2201,2018-08-07,1576230.0
Hydro,ARA2201,2018-08-08,1328220.0
Hydro,ARA2201,2018-08-09,1233500.0
Hydro,ARA2201,2018-08-10,1299800.0
Hydro,ARA2201,2018-08-11,585940.0
Hydro,ARA2201,2018-08-12,935650.0
Hydro,ARA2201,2018-08-13,1770240.0
Hydro,ARA2201,2018-08-14,1533160.0
Hydro,ARA2201,2018-08-15,1446590.0
Hydro,ARA2201,2018-08-16,1239130.0
Hydro,ARA2201,2018-08-17,1228610.0
Hydro,ARA2201,2018-08-18,767970.0
Hydro,ARA2201,2018-08-19,854200.0
Hydro,ARA2201,2018-08-20,1601980.0
Hydro,ARA2201,2018-08-21,1752540.0
Hydro,ARA2201,2018-08-22,1352190.0
Hydro,ARA2201,2018-08-23,1349240.0
Hydro,ARA2201,2018-08-24,1492580.0
Hydro,ARA2201,2018-08-25,1549930.0
Hydro,ARA2201,2018-08-26,1139160.0
Hydro,ARA2201,2018-08-27,1469400.0
Hydro,ARA2201,2018-08-28,1694360.0
Hydro,ARA2201,2018-08-29,1456310.0
Hydro,ARA2201,2018-08-30,1506390.0
Hydro,ARA2201,2018-08-31,1539760.0
Hydro,ARG1101,2018-08-01,0.0
Hydro,ARG1101,2018-08-02,0.0
Hydro,ARG1101,2018-08-03,0.0
Hydro,ARG1101,2018-08-04,0.0
Hydro,ARG1101,2018-08-05,0.0
Hydro,ARG1101,2018-08-06,0.0
Hydro,ARG1101,2018-08-07,0.0
Hydro,ARG1101,2018-08-08,0.0
Hydro,ARG1101,2018-08-09,0.0
Hydro,ARG1101,2018-08-10,40167.0
Hydro,ARG1101,2018-08-11,251411.0
Hydro,ARG1101,2018-08-12,228193.0
