Fuel_Code,POC_Code,Trading_date,Total_TP
Hydro,ARA2201,2015-12-01,1189250.0
Hydro,ARA2201,2015-12-02,674020.0
Hydro,ARA2201,2015-12-03,724100.0
Hydro,ARA2201,2015-12-04,612340.0
Hydro,ARA2201,2015-12-05,308940.0
Hydro,ARA2201,2015-12-06,717490.0
Hydro,ARA2201,2015-12-07,1005450.0
Hydro,ARA2201,2015-12-08,944740.0
Hydro,ARA2201,2015-12-09,1019460.0
Hydro,ARA2201,2015-12-10,967670.0
Hydro,ARA2201,2015-12-11,1071040.0
Hydro,ARA2201,2015-12-12,656590.0
Hydro,ARA2201,2015-12-13,549760.0
Hydro,ARA2201,2015-12-14,791460.0
Hydro,ARA2201,2015-12-15,1171320.0
Hydro,ARA2201,2015-12-16,1247590.0
Hydro,ARA2201,2015-12-17,991940.0
Hydro,ARA2201,2015-12-18,824950.0
Hydro,ARA2201,2015-12-19,653960.0
Hydro,ARA2201,2015-12-20,606100.0
Hydro,ARA2201,2015-12-21,681410.0
Hydro,ARA2201,2015-12-22,792880.0
Hydro,ARA2201,2015-12-23,808450.0
Hydro,ARA2201,2015-12-24,586960.0
Hydro,ARA2201,2015-12-25,358170.0
Hydro,ARA2201,2015-12-26,230750.0
Hydro,ARA2201,2015-12-27,372250.0
Hydro,ARA2201,2015-12-28,518110.0
Hydro,ARA2201,2015-12-29,1024730.0
Hydro,ARA2201,2015-12-30,897860.0
Hydro,ARA2201,2015-12-31,579220.0
Hydro,ARG1101,2015-12-01,60456.0
Hydro,ARG1101,2015-12-02,86887.0
Hydro,ARG1101,2015-12-03,132291.0
Hydro,ARG1101,2015-12-04,110020.0
Hydro,ARG1101,2015-12-05,86828.0
Hydro,ARG1101,2015-12-06,66342.0
Hydro,ARG1101,2015-12-07,90404.0
Hydro,ARG1101,2015-12-08,72859.0
Hydro,ARG1101,2015-12-09,40006.0
Hydro,ARG1101,2015-12-10,62529.0
Hydro,ARG1101,2015-12-11,67863.0
Hydro,ARG1101,2015-12-12,44438.0
Hydro,ARG1101,2015-12-13,126461.0
Hydro,ARG1101,2015-12-14,94100.0
Hydro,ARG1101,2015-12-15,73813.0
Hydro,ARG1101,2015-12-16,57996.0
Hydro,ARG1101,2015-12-17,74172.0
Hydro,ARG1101,2015-12-18,75474.0
Hydro,ARG1101,2015-12-19,38166.0
Hydro,ARG1101,2015-12-20,54468.0
Hydro,ARG1101,2015-12-21,65418.0
Hydro,ARG1101,2015-12-22,62276.0
Hydro,ARG1101,2015-12-23,38815.0
Hydro,ARG1101,2015-12-24,49850.0
Hydro,ARG1101,2015-12-25,48906.0
Hydro,ARG1101,2015-12-26,16772.0
Hydro,ARG1101,2015-12-27,51359.0
Hydro,ARG1101,2015-12-28,31202.0
Hydro,ARG1101,2015-12-29,58276.0
Hydro,ARG1101,2015-12-30,47047.0
Hydro,ARG1101,2015-12-31,25913.0
Hydro,ARI1101,2015-12-01,1282139.0
Hydro,ARI1101,2015-12-02,1182631.0
Hydro,ARI1101,2015-12-03,1258018.0
Hydro,ARI1101,2015-12-04,1229114.0
Hydro,ARI1101,2015-12-05,883456.0
Hydro,ARI1101,2015-12-06,974482.0
Hydro,ARI1101,2015-12-07,944649.0
Hydro,ARI1101,2015-12-08,1131655.0
Hydro,ARI1101,2015-12-09,1215248.0
Hydro,ARI1101,2015-12-10,1195631.0
Hydro,ARI1101,2015-12-11,1149617.0
Hydro,ARI1101,2015-12-12,1292300.0
Hydro,ARI1101,2015-12-13,865205.0
Hydro,ARI1101,2015-12-14,1106762.0
Hydro,ARI1101,2015-12-15,973803.0
Hydro,ARI1101,2015-12-16,980981.0
Hydro,ARI1101,2015-12-17,1009572.0
Hydro,ARI1101,2015-12-18,1032807.0
Hydro,ARI1101,2015-12-19,958008.0
Hydro,ARI1101,2015-12-20,886135.0
Hydro,ARI1101,2015-12-21,932177.0
Hydro,ARI1101,2015-12-22,1002668.0
Hydro,ARI1101,2015-12-23,1124602.0
Hydro,ARI1101,2015-12-24,1180872.0
Hydro,ARI1101,2015-12-25,991337.0
Hydro,ARI1101,2015-12-26,818880.0
Hydro,ARI1101,2015-12-27,1045344.0
Hydro,ARI1101,2015-12-28,901493.0
Hydro,ARI1101,2015-12-29,743836.0
Hydro,ARI1101,2015-12-30,906771.0
Hydro,ARI1101,2015-12-31,1019021.0
Hydro,ARI1102,2015-12-01,1232472.0
Hydro,ARI1102,2015-12-02,961665.0
Hydro,ARI1102,2015-12-03,673987.0
Hydro,ARI1102,2015-12-04,804499.0
Hydro,ARI1102,2015-12-05,713241.0
Hydro,ARI1102,2015-12-06,408742.0
Hydro,ARI1102,2015-12-07,1004819.0
Hydro,ARI1102,2015-12-08,1147741.0
Hydro,ARI1102,2015-12-09,896695.0
Hydro,ARI1102,2015-12-10,865396.0
Hydro,ARI1102,2015-12-11,1146431.0
Hydro,ARI1102,2015-12-12,570394.0
Hydro,ARI1102,2015-12-13,559498.0
Hydro,ARI1102,2015-12-14,1083375.0
Hydro,ARI1102,2015-12-15,1201862.0
Hydro,ARI1102,2015-12-16,1359475.0
Hydro,ARI1102,2015-12-17,1554511.0
Hydro,ARI1102,2015-12-18,899161.0
Hydro,ARI1102,2015-12-19,733650.0
Hydro,ARI1102,2015-12-20,734278.0
Hydro,ARI1102,2015-12-21,677636.0
Hydro,ARI1102,2015-12-22,811314.0
Hydro,ARI1102,2015-12-23,683268.0
Hydro,ARI1102,2015-12-24,565131.0
Hydro,ARI1102,2015-12-25,545887.0
