Fuel_Code,POC_Code,Trading_date,Total_TP
Hydro,ARA2201,2013-03-01,627900.0
Hydro,ARA2201,2013-03-02,515700.0
Hydro,ARA2201,2013-03-03,513530.0
Hydro,ARA2201,2013-03-04,904320.0
Hydro,ARA2201,2013-03-05,1058320.0
Hydro,ARA2201,2013-03-06,755210.0
Hydro,ARA2201,2013-03-07,730810.0
Hydro,ARA2201,2013-03-08,827820.0
Hydro,ARA2201,2013-03-09,257310.0
Hydro,ARA2201,2013-03-10,256000.0
Hydro,ARA2201,2013-03-11,538460.0
Hydro,ARA2201,2013-03-12,880970.0
Hydro,ARA2201,2013-03-13,476960.0
Hydro,ARA2201,2013-03-14,836820.0
Hydro,ARA2201,2013-03-15,933470.0
Hydro,ARA2201,2013-03-16,635670.0
Hydro,ARA2201,2013-03-17,362550.0
Hydro,ARA2201,2013-03-18,401160.0
Hydro,ARA2201,2013-03-19,541870.0
Hydro,ARA2201,2013-03-20,614840.0
Hydro,ARA2201,2013-03-21,731650.0
Hydro,ARA2201,2013-03-22,539900.0
Hydro,ARA2201,2013-03-23,572820.0
Hydro,ARA2201,2013-03-24,319470.0
Hydro,ARA2201,2013-03-25,557070.0
Hydro,ARA2201,2013-03-26,660280.0
Hydro,ARA2201,2013-03-27,744400.0
Hydro,ARA2201,2013-03-28,595630.0
Hydro,ARA2201,2013-03-29,445780.0
Hydro,ARA2201,2013-03-30,318590.0
Hydro,ARA2201,2013-03-31,304220.0
Hydro,ARG1101,2013-03-01,25422.0
Hydro,ARG1101,2013-03-02,8511.0
Hydro,ARG1101,2013-03-03,22545.0
Hydro,ARG1101,2013-03-04,32975.0
Hydro,ARG1101,2013-03-05,38446.0
Hydro,ARG1101,2013-03-06,25039.0
Hydro,ARG1101,2013-03-07,49512.0
Hydro,ARG1101,2013-03-08,37936.0
Hydro,ARG1101,2013-03-09,3929.0
Hydro,ARG1101,2013-03-10,0.0
Hydro,ARG1101,2013-03-11,42033.0
Hydro,ARG1101,2013-03-12,30705.0
Hydro,ARG1101,2013-03-13,43622.0
Hydro,ARG1101,2013-03-14,5066.0
Hydro,ARG1101,2013-03-15,33310.0
Hydro,ARG1101,2013-03-16,13366.0
Hydro,ARG1101,2013-03-17,0.0
Hydro,ARG1101,2013-03-18,104387.0
Hydro,ARG1101,2013-03-19,100003.0
Hydro,ARG1101,2013-03-20,51959.0
Hydro,ARG1101,2013-03-21,87828.0
Hydro,ARG1101,2013-03-22,65851.0
Hydro,ARG1101,2013-03-23,48488.0
Hydro,ARG1101,2013-03-24,35386.0
Hydro,ARG1101,2013-03-25,65025.0
Hydro,ARG1101,2013-03-26,59244.0
Hydro,ARG1101,2013-03-27,31575.0
Hydro,ARG1101,2013-03-28,38582.0
Hydro,ARG1101,2013-03-29,40321.0
Hydro,ARG1101,2013-03-30,18455.0
Hydro,ARG1101,2013-03-31,66228.0
Hydro,ARI1101,2013-03-01,956895.0
Hydro,ARI1101,2013-03-02,1176220.0
Hydro,ARI1101,2013-03-03,891492.0
Hydro,ARI1101,2013-03-04,938297.0
Hydro,ARI1101,2013-03-05,1009038.0
Hydro,ARI1101,2013-03-06,880124.0
Hydro,ARI1101,2013-03-07,1208382.0
Hydro,ARI1101,2013-03-08,1149420.0
Hydro,ARI1101,2013-03-09,1060156.0
Hydro,ARI1101,2013-03-10,947528.0
Hydro,ARI1101,2013-03-11,765630.0
Hydro,ARI1101,2013-03-12,841540.0
Hydro,ARI1101,2013-03-13,642242.0
Hydro,ARI1101,2013-03-14,910523.0
Hydro,ARI1101,2013-03-15,815267.0
Hydro,ARI1101,2013-03-16,813737.0
Hydro,ARI1101,2013-03-17,843906.0
Hydro,ARI1101,2013-03-18,860410.0
Hydro,ARI1101,2013-03-19,780674.0
Hydro,ARI1101,2013-03-20,930058.0
Hydro,ARI1101,2013-03-21,933634.0
Hydro,ARI1101,2013-03-22,930140.0
Hydro,ARI1101,2013-03-23,857120.0
Hydro,ARI1101,2013-03-24,730540.0
Hydro,ARI1101,2013-03-25,817147.0
Hydro,ARI1101,2013-03-26,929557.0
Hydro,ARI1101,2013-03-27,826109.0
Hydro,ARI1101,2013-03-28,847111.0
Hydro,ARI1101,2013-03-29,842776.0
