Fuel_Code,POC_Code,Trading_date,Total_TP
Hydro,ANI0111,2001-03-01,310996.0
Hydro,ANI0111,2001-03-02,311242.0
Hydro,ANI0111,2001-03-03,310905.0
Hydro,ANI0111,2001-03-04,310664.0
Hydro,ANI0111,2001-03-05,310287.0
Hydro,ANI0111,2001-03-06,300744.0
Hydro,ANI0111,2001-03-07,302966.0
Hydro,ANI0111,2001-03-08,294633.0
Hydro,ANI0111,2001-03-09,304633.0
Hydro,ANI0111,2001-03-10,309464.0
Hydro,ANI0111,2001-03-11,297247.0
Hydro,ANI0111,2001-03-12,305642.0
Hydro,ANI0111,2001-03-13,300945.0
Hydro,ANI0111,2001-03-14,281038.0
Hydro,ANI0111,2001-03-15,285820.0
Hydro,ANI0111,2001-03-16,275944.0
Hydro,ANI0111,2001-03-17,269531.0
Hydro,ANI0111,2001-03-18,270490.0
Hydro,ANI0111,2001-03-19,263906.0
Hydro,ANI0111,2001-03-20,267274.0
Hydro,ANI0111,2001-03-21,262974.0
Hydro,ANI0111,2001-03-22,257642.0
Hydro,ANI0111,2001-03-23,261228.0
Hydro,ANI0111,2001-03-24,251303.0
Hydro,ANI0111,2001-03-25,252850.0
Hydro,ANI0111,2001-03-26,245663.0
Hydro,ANI0111,2001-03-27,250217.0
Hydro,ANI0111,2001-03-28,260211.0
Hydro,ANI0111,2001-03-29,281018.0
Hydro,ANI0111,2001-03-30,254527.0
Hydro,ANI0111,2001-03-31,254200.0
Hydro,ARA2201,2001-03-01,1014350.0
Hydro,ARA2201,2001-03-02,692170.0
Hydro,ARA2201,2001-03-03,541790.0
Hydro,ARA2201,2001-03-04,506150.0
Hydro,ARA2201,2001-03-05,1148700.0
Hydro,ARA2201,2001-03-06,1157480.0
Hydro,ARA2201,2001-03-07,771380.0
Hydro,ARA2201,2001-03-08,908640.0
Hydro,ARA2201,2001-03-09,847860.0
Hydro,ARA2201,2001-03-10,546280.0
Hydro,ARA2201,2001-03-11,543550.0
Hydro,ARA2201,2001-03-12,1131260.0
Hydro,ARA2201,2001-03-13,992480.0
Hydro,ARA2201,2001-03-14,1012290.0
Hydro,ARA2201,2001-03-15,717250.0
Hydro,ARA2201,2001-03-16,576800.0
Hydro,ARA2201,2001-03-17,824690.0
Hydro,ARA2201,2001-03-18,684080.0
Hydro,ARA2201,2001-03-19,850060.0
Hydro,ARA2201,2001-03-20,1209660.0
Hydro,ARA2201,2001-03-21,1265920.0
Hydro,ARA2201,2001-03-22,1136690.0
Hydro,ARA2201,2001-03-23,982020.0
Hydro,ARA2201,2001-03-24,570770.0
Hydro,ARA2201,2001-03-25,489380.0
Hydro,ARA2201,2001-03-26,1250240.0
Hydro,ARA2201,2001-03-27,1328410.0
Hydro,ARA2201,2001-03-28,1228560.0
Hydro,ARA2201,2001-03-29,894380.0
Hydro,ARA2201,2001-03-30,533190.0
Hydro,ARA2201,2001-03-31,577930.0
Hydro,ARG1101,2001-03-01,44285.0
Hydro,ARG1101,2001-03-02,34388.0
Hydro,ARG1101,2001-03-03,38664.0
Hydro,ARG1101,2001-03-04,16230.0
Hydro,ARG1101,2001-03-05,32795.0
Hydro,ARG1101,2001-03-06,33417.0
Hydro,ARG1101,2001-03-07,30049.0
Hydro,ARG1101,2001-03-08,25822.0
Hydro,ARG1101,2001-03-09,27065.0
Hydro,ARG1101,2001-03-10,17722.0
Hydro,ARG1101,2001-03-11,32160.0
Hydro,ARG1101,2001-03-12,30965.0
Hydro,ARG1101,2001-03-13,31547.0
Hydro,ARG1101,2001-03-14,36528.0
Hydro,ARG1101,2001-03-15,35926.0
Hydro,ARG1101,2001-03-16,29289.0
Hydro,ARG1101,2001-03-17,14710.0
Hydro,ARG1101,2001-03-18,14657.0
Hydro,ARG1101,2001-03-19,29388.0
Hydro,ARG1101,2001-03-20,28397.0
Hydro,ARG1101,2001-03-21,40198.0
Hydro,ARG1101,2001-03-22,25315.0
Hydro,ARG1101,2001-03-23,28272.0
Hydro,ARG1101,2001-03-24,27954.0
Hydro,ARG1101,2001-03-25,26833.0
Hydro,ARG1101,2001-03-26,19881.0
Hydro,ARG1101,2001-03-27,25673.0
Hydro,ARG1101,2001-03-28,55032.0
Hydro,ARG1101,2001-03-29,166153.0
Hydro,ARG1101,2001-03-30,74958.0
Hydro,ARG1101,2001-03-31,91516.0
Hydro,ARI1101,2001-03-01,2342680.0
Hydro,ARI1101,2001-03-02,2185900.0
Hydro,ARI1101,2001-03-03,2305120.0
Hydro,ARI1101,2001-03-04,2036680.0
Hydro,ARI1101,2001-03-05,2569890.0
Hydro,ARI1101,2001-03-06,2248010.0
Hydro,ARI1101,2001-03-07,2382330.0
Hydro,ARI1101,2001-03-08,2487690.0
Hydro,ARI1101,2001-03-09,2671380.0
Hydro,ARI1101,2001-03-10,2010470.0
Hydro,ARI1101,2001-03-11,1522830.0
Hydro,ARI1101,2001-03-12,2154480.0
Hydro,ARI1101,2001-03-13,2253220.0
Hydro,ARI1101,2001-03-14,2453060.0
Hydro,ARI1101,2001-03-15,2277030.0
Hydro,ARI1101,2001-03-16,2019770.0
Hydro,ARI1101,2001-03-17,1892360.0
Hydro,ARI1101,2001-03-18,1398130.0
Hydro,ARI1101,2001-03-19,2569660.0
Hydro,ARI1101,2001-03-20,2606220.0
Hydro,ARI1101,2001-03-21,2522970.0
Hydro,ARI1101,2001-03-22,2666830.0
Hydro,ARI1101,2001-03-23,2567550.0
Hydro,ARI1101,2001-03-24,1617590.0
Hydro,ARI1101,2001-03-25,1663590.0
Hydro,ARI1101,2001-03-26,2475380.0
Hydro,ARI1101,2001-03-27,2735130.0
Hydro,ARI1101,2001-03-28,2504280.0
Hydro,ARI1101,2001-03-29,2286580.0
Hydro,ARI1101,2001-03-30,2088820.0
Hydro,ARI1101,2001-03-31,1866570.0
Hydro,ATI2201,2001-03-01,747790.0
Hydro,ATI2201,2001-03-02,730080.0
Hydro,ATI2201,2001-03-03,596230.0
Hydro,ATI2201,2001-03-04,392570.0
Hydro,ATI2201,2001-03-05,868430.0
Hydro,ATI2201,2001-03-06,728690.0
Hydro,ATI2201,2001-03-07,743270.0
Hydro,ATI2201,2001-03-08,794740.0
Hydro,ATI2201,2001-03-09,742400.0
Hydro,ATI2201,2001-03-10,351040.0
Hydro,ATI2201,2001-03-11,492870.0
Hydro,ATI2201,2001-03-12,706580.0
Hydro,ATI2201,2001-03-13,706260.0
Hydro,ATI2201,2001-03-14,644570.0
Hydro,ATI2201,2001-03-15,581080.0
Hydro,ATI2201,2001-03-16,709660.0
Hydro,ATI2201,2001-03-17,601610.0
Hydro,ATI2201,2001-03-18,450510.0
Hydro,ATI2201,2001-03-19,847970.0
Hydro,ATI2201,2001-03-20,823290.0
Hydro,ATI2201,2001-03-21,865230.0
Hydro,ATI2201,2001-03-22,885890.0
Hydro,ATI2201,2001-03-23,871380.0
Hydro,ATI2201,2001-03-24,615480.0
Hydro,ATI2201,2001-03-25,560450.0
Hydro,ATI2201,2001-03-26,681780.0
Hydro,ATI2201,2001-03-27,640300.0
Hydro,ATI2201,2001-03-28,909430.0
Hydro,ATI2201,2001-03-29,824850.0
Hydro,ATI2201,2001-03-30,630150.0
