Fuel_Code,POC_Code,Trading_date,Total_TP
Hydro,ARA2201,2022-12-01,1498890.0
Hydro,ARA2201,2022-12-02,1576780.0
Hydro,ARA2201,2022-12-03,1526330.0
Hydro,ARA2201,2022-12-04,1274490.0
Hydro,ARA2201,2022-12-05,1378130.0
Hydro,ARA2201,2022-12-06,1479990.0
Hydro,ARA2201,2022-12-07,1659350.0
Hydro,ARA2201,2022-12-08,1380830.0
Hydro,ARA2201,2022-12-09,1210830.0
Hydro,ARA2201,2022-12-10,1092690.0
Hydro,ARA2201,2022-12-11,1274720.0
Hydro,ARA2201,2022-12-12,1873600.0
Hydro,ARA2201,2022-12-13,1873280.0
Hydro,ARA2201,2022-12-14,1878040.0
Hydro,ARA2201,2022-12-15,1874170.0
Hydro,ARA2201,2022-12-16,1882800.0
Hydro,ARA2201,2022-12-17,1879670.0
Hydro,ARA2201,2022-12-18,1612070.0
Hydro,ARA2201,2022-12-19,1620950.0
Hydro,ARA2201,2022-12-20,1527800.0
Hydro,ARA2201,2022-12-21,1205810.0
Hydro,ARA2201,2022-12-22,1277400.0
Hydro,ARA2201,2022-12-23,1493720.0
Hydro,ARA2201,2022-12-24,1405710.0
Hydro,ARA2201,2022-12-25,1395960.0
Hydro,ARA2201,2022-12-26,1582640.0
Hydro,ARA2201,2022-12-27,1591340.0
Hydro,ARA2201,2022-12-28,1646150.0
Hydro,ARA2201,2022-12-29,1863080.0
Hydro,ARA2201,2022-12-30,1600110.0
Hydro,ARA2201,2022-12-31,785500.0
Hydro,ARG1101,2022-12-01,198178.0
Hydro,ARG1101,2022-12-02,175196.0
Hydro,ARG1101,2022-12-03,186232.0
Hydro,ARG1101,2022-12-04,85442.0
Hydro,ARG1101,2022-12-05,59082.0
Hydro,ARG1101,2022-12-06,97259.0
Hydro,ARG1101,2022-12-07,81868.0
Hydro,ARG1101,2022-12-08,114931.0
Hydro,ARG1101,2022-12-09,158358.0
Hydro,ARG1101,2022-12-10,121302.0
Hydro,ARG1101,2022-12-11,107793.0
Hydro,ARG1101,2022-12-12,68700.0
Hydro,ARG1101,2022-12-13,34083.0
Hydro,ARG1101,2022-12-14,82743.0
Hydro,ARG1101,2022-12-15,108088.0
Hydro,ARG1101,2022-12-16,68136.0
Hydro,ARG1101,2022-12-17,83354.0
Hydro,ARG1101,2022-12-18,74156.0
Hydro,ARG1101,2022-12-19,74482.0
Hydro,ARG1101,2022-12-20,515.0
Hydro,ARG1101,2022-12-21,5327.0
Hydro,ARG1101,2022-12-22,5146.0
Hydro,ARG1101,2022-12-23,0.0
Hydro,ARG1101,2022-12-24,0.0
Hydro,ARG1101,2022-12-25,0.0
Hydro,ARG1101,2022-12-26,0.0
Hydro,ARG1101,2022-12-27,0.0
Hydro,ARG1101,2022-12-28,0.0
Hydro,ARG1101,2022-12-29,0.0
Hydro,ARG1101,2022-12-30,0.0
Hydro,ARG1101,2022-12-31,0.0
Hydro,ARI1101,2022-12-01,1734447.0
Hydro,ARI1101,2022-12-02,1765161.0
Hydro,ARI1101,2022-12-03,1772652.0
Hydro,ARI1101,2022-12-04,1644241.0
Hydro,ARI1101,2022-12-05,1746561.0
Hydro,ARI1101,2022-12-06,1695809.0
Hydro,ARI1101,2022-12-07,1670648.0
Hydro,ARI1101,2022-12-08,1748023.0
Hydro,ARI1101,2022-12-09,1719535.0
Hydro,ARI1101,2022-12-10,1462186.0
Hydro,ARI1101,2022-12-11,1669937.0
Hydro,ARI1101,2022-12-12,1703552.0
Hydro,ARI1101,2022-12-13,1779357.0
Hydro,ARI1101,2022-12-14,1639641.0
Hydro,ARI1101,2022-12-15,1787054.0
Hydro,ARI1101,2022-12-16,1771129.0
Hydro,ARI1101,2022-12-17,1682593.0
Hydro,ARI1101,2022-12-18,1690191.0
Hydro,ARI1101,2022-12-19,1777678.0
Hydro,ARI1101,2022-12-20,1698406.0
Hydro,ARI1101,2022-12-21,1691851.0
Hydro,ARI1101,2022-12-22,1723554.0
Hydro,ARI1101,2022-12-23,1733401.0
Hydro,ARI1101,2022-12-24,1855948.0
Hydro,ARI1101,2022-12-25,1699400.0
Hydro,ARI1101,2022-12-26,1709595.0
Hydro,ARI1101,2022-12-27,1709960.0
Hydro,ARI1101,2022-12-28,1720867.0
Hydro,ARI1101,2022-12-29,1790373.0
Hydro,ARI1101,2022-12-30,1825519.0
Hydro,ARI1101,2022-12-31,1784298.0
Hydro,ARI1102,2022-12-01,2214744.0
Hydro,ARI1102,2022-12-02,2058522.0
Hydro,ARI1102,2022-12-03,2082548.0
Hydro,ARI1102,2022-12-04,1591554.0
Hydro,ARI1102,2022-12-05,1447572.0
Hydro,ARI1102,2022-12-06,1608196.0
Hydro,ARI1102,2022-12-07,1063701.0
Hydro,ARI1102,2022-12-08,1979453.0
Hydro,ARI1102,2022-12-09,1760570.0
Hydro,ARI1102,2022-12-10,1443677.0
Hydro,ARI1102,2022-12-11,1114810.0
Hydro,ARI1102,2022-12-12,1975406.0
Hydro,ARI1102,2022-12-13,1951633.0
Hydro,ARI1102,2022-12-14,2073930.0
