Fuel_Code,Trading_date,Total_TP
Wind,2016-08-16,2128519.5834
Wind,2016-08-17,2366015.6564
Wind,2016-08-18,2783210.7058
Wind,2016-08-19,2363317.4105
Wind,2016-08-20,1396297.8544
Wind,2016-08-21,2864941.4894000003
Wind,2016-08-22,5995273.9482
Wind,2016-08-23,2685594.0113000004
Wind,2016-08-24,2519022.9429
Wind,2016-08-25,1664988.5019
Wind,2016-08-26,3318277.1255
Wind,2016-08-27,6773514.7473
Wind,2016-08-28,6489709.145
Wind,2016-08-29,4451619.5015
Wind,2016-08-30,1333948.3882
Wind,2016-08-31,1623458.5733
Wind,2016-09-01,8332180.0311
Wind,2016-09-02,9985098.2852
Wind,2016-09-03,5951891.7661
Wind,2016-09-04,4003623.7626
Wind,2016-09-05,7430494.8759
Wind,2016-09-06,2485643.546
Wind,2016-09-07,7273687.4838
Wind,2016-09-08,4822199.8506000005
Wind,2016-09-09,5031762.8441
Wind,2016-09-10,4247475.9919
Wind,2016-09-11,3361378.151
Wind,2016-09-12,8454027.5945
Wind,2016-09-13,6051870.3434
Wind,2016-09-14,5722889.1274
Wind,2016-09-15,2552234.3353
Wind,2016-09-16,7311766.4805
Wind,2016-09-17,4935341.596
Wind,2016-09-18,3542980.3574
Wind,2016-09-19,2626023.0634
Wind,2016-09-20,4050234.6387
Wind,2016-09-21,4518701.9463
Wind,2016-09-22,4743404.156
Wind,2016-09-23,2707315.4417
Wind,2016-09-24,4230049.5941
Wind,2016-09-25,6637597.851299999
Wind,2016-09-26,6987678.0927
Wind,2016-09-27,5306901.432899999
Wind,2016-09-28,3678666.9216
Wind,2016-09-29,5047232.3795
Wind,2016-09-30,2281880.9255
Wind,2016-10-01,2198829.8364
Wind,2016-10-02,3590423.814
Wind,2016-10-03,1545218.8347999998
Wind,2016-10-04,4121546.4622
Wind,2016-10-05,8488524.3203
Wind,2016-10-06,7847987.1333
Wind,2016-10-07,4446361.458
Wind,2016-10-08,9236266.7618
Wind,2016-10-09,4598927.3082
Wind,2016-10-10,3677040.4047
Wind,2016-10-11,7821573.1723
Wind,2016-10-12,6766263.7769
Wind,2016-10-13,5599823.4469
Wind,2016-10-14,4304717.8354
Wind,2016-10-15,3454019.7523
Wind,2016-10-16,8113535.895500001
Wind,2016-10-17,9314383.246
Wind,2016-10-18,9148660.3392
Wind,2016-10-19,9286302.6793
Wind,2016-10-20,4772165.9316
Wind,2016-10-21,5968656.8724
Wind,2016-10-22,3662953.0065
Wind,2016-10-23,1360531.5439
Wind,2016-10-24,1149144.5056
Wind,2016-10-25,2083566.5137
Wind,2016-10-26,4470132.8479
Wind,2016-10-27,6582507.9255
Wind,2016-10-28,8993756.5997
Wind,2016-10-29,5091145.2851
Wind,2016-10-30,2541270.4508
Wind,2016-10-31,1639221.0558999998
Wind,2016-11-01,3143633.359
Wind,2016-11-02,4789527.6581
Wind,2016-11-03,7599974.5482
Wind,2016-11-04,4643221.1812
Wind,2016-11-05,5904334.7491
Wind,2016-11-06,7524935.8561
Wind,2016-11-07,4291463.519400001
Wind,2016-11-08,4784129.7
Wind,2016-11-09,7146286.2487
Wind,2016-11-10,4292087.4894
Wind,2016-11-11,5033949.9535
Wind,2016-11-12,5220464.8212
Wind,2016-11-13,3777324.464
Wind,2016-11-14,3923086.5356
Wind,2016-11-15,8108209.6748
Wind,2016-11-16,7952964.8511
Wind,2016-11-17,5035076.8673
Wind,2016-11-18,5338622.5127
Wind,2016-11-19,9275608.5055
Wind,2016-11-20,7783879.2429
Wind,2016-11-21,9329976.6401
Wind,2016-11-22,7604351.192299999
Wind,2016-11-23,9028072.4122
Wind,2016-11-24,4497468.5213
Wind,2016-11-25,6423909.7923
Wind,2016-11-26,9725636.2675
Wind,2016-11-27,9715325.2875
Wind,2016-11-28,8872300.3058
Wind,2016-11-29,9140031.2088
Wind,2016-11-30,5072309.6053
Wind,2016-12-01,636670.8501
Wind,2016-12-02,2243982.1775
Wind,2016-12-03,4000981.4374
Wind,2016-12-04,3875503.7282
Wind,2016-12-05,1642167.5736
Wind,2016-12-06,6110761.1384
Wind,2016-12-07,5872415.8771
Wind,2016-12-08,1375914.7418
Wind,2016-12-09,2030522.7794
Wind,2016-12-10,6042114.8054
Wind,2016-12-11,6008149.7071
Wind,2016-12-12,5696468.507300001
Wind,2016-12-13,4901065.2561
Wind,2016-12-14,8536747.1166
Wind,2016-12-15,9676171.5799
Wind,2016-12-16,8364928.7278
Wind,2016-12-17,6038371.1526
Wind,2016-12-18,7062910.0023
Wind,2016-12-19,8244115.1123
Wind,2016-12-20,2852108.8536
Wind,2016-12-21,5577564.865499999
Wind,2016-12-22,5646861.2467
Wind,2016-12-23,4932641.534700001
Wind,2016-12-24,4167031.7817
Wind,2016-12-25,3811633.4873
Wind,2016-12-26,2300566.4522
Wind,2016-12-27,8909518.4828
Wind,2016-12-28,5549876.0518
Wind,2016-12-29,4696236.5823
Wind,2016-12-30,1122430.6134
Wind,2016-12-31,5626160.2628
Wind,2017-01-01,8154757.2882
Wind,2017-01-02,6595555.0827
Wind,2017-01-03,4294862.4538
Wind,2017-01-04,7885399.0367
Wind,2017-01-05,1433564.5935
Wind,2017-01-06,7388327.7305
Wind,2017-01-07,5704382.448
Wind,2017-01-08,7194858.4022
Wind,2017-01-09,7753082.251399999
Wind,2017-01-10,7074832.6234
Wind,2017-01-11,7636167.189300001
Wind,2017-01-12,9014768.3107
Wind,2017-01-13,7922921.503599999
Wind,2017-01-14,5797019.4998
Wind,2017-01-15,8081868.8728
Wind,2017-01-16,8973023.7359
Wind,2017-01-17,8898504.128899999
Wind,2017-01-18,8262216.2616
Wind,2017-01-19,8310583.869
Wind,2017-01-20,2367307.9514
Wind,2017-01-21,2373635.6875
Wind,2017-01-22,6830543.8638
Wind,2017-01-23,4773565.5473
Wind,2017-01-24,5941049.3853
Wind,2017-01-25,7313423.9508
Wind,2017-01-26,7789156.085100001
Wind,2017-01-27,7832654.6598
Wind,2017-01-28,2466622.1786
Wind,2017-01-29,7290441.5637
Wind,2017-01-30,3591375.8589
Wind,2017-01-31,7666826.0728
Wind,2017-02-01,8131399.856
Wind,2017-02-02,5169270.3805
Wind,2017-02-03,8369740.765000001
Wind,2017-02-04,8623918.8421
Wind,2017-02-05,6599090.9597000005
Wind,2017-02-06,7587423.1772
Wind,2017-02-07,5010344.3362
Wind,2017-02-08,6273191.3641
Wind,2017-02-09,5287116.8147
Wind,2017-02-10,1777149.0396
Wind,2017-02-11,1478660.4214
Wind,2017-02-12,8113792.5429
Wind,2017-02-13,8582032.0959
Wind,2017-02-14,7651104.8527
Wind,2017-02-15,3911851.0552
Wind,2017-02-16,3425727.3429
