DATE,Avg_PS
2018-03-15,99.9069
2018-03-16,99.6292
2018-03-17,100.8169
2018-03-18,101.2123
2018-03-19,101.13
2018-03-20,101.1031
2018-03-21,100.7308
2018-03-22,100.7115
2018-03-23,100.8177
2018-03-24,100.6238
2018-03-25,100.5323
2018-03-26,100.6192
2018-03-27,100.4762
2018-03-28,100.52
2018-03-29,100.3138
2018-03-30,100.15
2018-03-31,99.6346
2018-04-01,100.33
2018-04-02,100.1438
2018-04-03,99.8938
2018-04-04,99.6262
2018-04-05,99.9608
2018-04-06,99.9331
2018-04-07,99.9769
2018-04-08,99.9592
2018-04-09,99.3162
2018-04-10,98.3708
2018-04-11,99.1962
2018-04-12,99.0438
2018-04-13,99.3331
2018-04-14,99.8131
2018-04-15,99.78
2018-04-16,98.8377
2018-04-17,98.9338
2018-04-18,99.3146
2018-04-19,99.9331
2018-04-20,99.6138
2018-04-21,99.3192
2018-04-22,100.1469
2018-04-23,100.54
2018-04-24,100.22
2018-04-25,100.4092
2018-04-26,100.54
2018-04-27,100.1215
2018-04-28,99.6754
2018-04-29,99.0962
2018-04-30,98.8246
2018-05-01,99.0169
2018-05-02,100.0454
2018-05-03,100.7438
2018-05-04,101.0031
2018-05-05,100.6585
2018-05-06,99.9808
2018-05-07,100.1254
2018-05-08,100.4308
2018-05-09,100.9285
2018-05-10,100.9154
2018-05-11,100.2215
2018-05-12,100.3008
2018-05-13,100.1054
2018-05-14,100.1708
2018-05-15,99.7015
2018-05-16,98.7631
2018-05-17,99.1569
2018-05-18,99.6308
2018-05-19,99.2038
2018-05-20,98.9185
2018-05-21,98.7592
2018-05-22,98.1285
2018-05-23,97.79
2018-05-24,98.28
2018-05-25,98.5138
2018-05-26,99.3115
2018-05-27,99.4554
2018-05-28,100.2638
2018-05-29,100.7092
2018-05-30,100.6477
2018-05-31,100.6338
2018-06-01,100.9546
2018-06-02,101.0246
2018-06-03,100.1508
2018-06-04,99.03
2018-06-05,98.7015
2018-06-06,99.6169
2018-06-07,100.1446
2018-06-08,100.9238
2018-06-09,100.8354
2018-06-10,100.7531
2018-06-11,100.68
2018-06-12,99.6877
2018-06-13,99.19
2018-06-14,99.8446
2018-06-15,99.9492
2018-06-16,99.5677
2018-06-17,99.3585
2018-06-18,99.1092
2018-06-19,99.8708
2018-06-20,100.6538
2018-06-21,100.5354
2018-06-22,100.3969
2018-06-23,100.0292
2018-06-24,99.2108
2018-06-25,98.8392
2018-06-26,99.3208
2018-06-27,100.4031
2018-06-28,100.7138
2018-06-29,101.1631
2018-06-30,101.3669
2018-07-01,100.2623
2018-07-02,100.0862
2018-07-03,101.08
2018-07-04,101.1031
2018-07-05,101.0715
2018-07-06,100.4492
2018-07-07,99.5308
2018-07-08,98.56
2018-07-09,97.8192
2018-07-10,98.9685
2018-07-11,100.08
2018-07-12,100.9669
2018-07-13,101.0369
2018-07-14,100.7177
2018-07-15,100.2031
2018-07-16,99.3762
2018-07-17,99.4677
2018-07-18,99.7362
2018-07-19,99.8685
2018-07-20,100.1731
2018-07-21,99.7008
2018-07-22,99.1738
2018-07-23,99.7623
2018-07-24,100.1015
2018-07-25,99.6315
2018-07-26,99.0292
2018-07-27,99.0215
2018-07-28,98.9162
2018-07-29,98.9677
2018-07-30,99.9954
2018-07-31,99.8715
2018-08-01,100.0162
2018-08-02,100.0492
2018-08-03,100.0169
2018-08-04,100.2646
2018-08-05,100.0792
2018-08-06,99.7192
2018-08-07,99.7592
2018-08-08,99.4354
2018-08-09,99.8077
2018-08-10,100.5892
2018-08-11,100.9338
2018-08-12,100.4169
2018-08-13,99.3192
2018-08-14,98.0669
2018-08-15,98.4762
2018-08-16,98.7062
2018-08-17,98.6138
2018-08-18,99.3377
2018-08-19,99.4362
2018-08-20,98.3338
2018-08-21,97.4408
2018-08-22,98.2754
2018-08-23,98.7054
2018-08-24,99.1408
2018-08-25,99.6208
2018-08-26,100.2738
2018-08-27,100.4746
2018-08-28,100.5954
2018-08-29,99.8131
2018-08-30,99.3446
2018-08-31,98.7877
2018-09-01,98.5485
2018-09-02,97.8408
2018-09-03,99.1177
2018-09-04,100.4769
2018-09-05,100.8454
2018-09-06,100.7023
2018-09-07,100.5885
2018-09-08,100.2923
2018-09-09,99.4808
2018-09-10,99.1938
2018-09-11,99.84
2018-09-12,100.5515
2018-09-13,100.5315
2018-09-14,100.6508
2018-09-15,100.7085
2018-09-16,100.3277
2018-09-17,100.1277
2018-09-18,100.4023
2018-09-19,100.2754
2018-09-20,99.4462
2018-09-21,99.2638
2018-09-22,99.9885
2018-09-23,99.6515
2018-09-24,98.9215
2018-09-25,98.5385
2018-09-26,99.0762
2018-09-27,100.1546
2018-09-28,100.6723
2018-09-29,100.6731
2018-09-30,100.7662
2018-10-01,100.5946
2018-10-02,100.4985
2018-10-03,100.6623
2018-10-04,100.2169
2018-10-05,100.46
2018-10-06,101.0069
2018-10-07,100.73
2018-10-08,100.6015
2018-10-09,100.1115
2018-10-10,99.6631
2018-10-11,99.5246
2018-10-12,99.0046
2018-10-13,100.4962
2018-10-14,101.2777
2018-10-15,101.6877
2018-10-16,101.1892
2018-10-17,100.4223
2018-10-18,100.8577
2018-10-19,101.1777
2018-10-20,100.9331
2018-10-21,100.9646
2018-10-22,101.0238
2018-10-23,100.7977
2018-10-24,100.3138
2018-10-25,99.86
2018-10-26,99.7515
2018-10-27,99.0862
2018-10-28,98.4023
2018-10-29,97.97
2018-10-30,98.3885
2018-10-31,99.3077
2018-11-01,99.6154
2018-11-02,100.4385
2018-11-03,98.9169
2018-11-04,98.5208
2018-11-05,99.3008
2018-11-06,99.9408
2018-11-07,99.7492
2018-11-08,99.4138
2018-11-09,99.5469
2018-11-10,100.3977
2018-11-11,100.7585
2018-11-12,100.7169
2018-11-13,100.7769
2018-11-14,101.0269
2018-11-15,100.8746
2018-11-16,100.4154
2018-11-17,99.9285
2018-11-18,99.1846
2018-11-19,99.0346
2018-11-20,98.9715
2018-11-21,99.1069
2018-11-22,99.1254
2018-11-23,99.4408
2018-11-24,99.1746
2018-11-25,98.6977
2018-11-26,98.7308
2018-11-27,98.6515
2018-11-28,98.9708
2018-11-29,99.7723
2018-11-30,99.9085
2018-12-01,99.5715
2018-12-02,99.15
2018-12-03,98.5523
2018-12-04,98.3508
2018-12-05,98.7923
2018-12-06,99.7046
2018-12-07,100.6015
2018-12-08,100.4846
2018-12-09,100.0638
2018-12-10,99.9838
2018-12-11,99.8377
2018-12-12,99.7592
2018-12-13,100.0069
2018-12-14,100.3169
2018-12-15,100.6523
2018-12-16,100.9431
2018-12-17,100.6385
2018-12-18,99.6808
2018-12-19,99.1015
2018-12-20,98.6838
2018-12-21,98.5762
2018-12-22,99.0123
2018-12-23,99.7231
2018-12-24,100.0115
2018-12-25,99.0815
2018-12-26,99.4415
2018-12-27,100.04
2018-12-28,100.4423
2018-12-29,100.4315
2018-12-30,100.1877
2018-12-31,100.0
2019-01-01,99.7123
2019-01-02,99.36
2019-01-03,99.3262
2019-01-04,99.7946
2019-01-05,99.9215
2019-01-06,99.7331
2019-01-07,99.9754
2019-01-08,100.2777
2019-01-09,100.1054
2019-01-10,99.9523
2019-01-11,100.2623
2019-01-12,100.7462
2019-01-13,99.85
2019-01-14,99.2969
2019-01-15,99.63
2019-01-16,99.5808
2019-01-17,99.3315
2019-01-18,99.5838
2019-01-19,99.3338
2019-01-20,99.0454
2019-01-21,99.0169
2019-01-22,99.4331
2019-01-23,99.0808
2019-01-24,99.8185
2019-01-25,100.1246
2019-01-26,99.6915
2019-01-27,99.6569
2019-01-28,99.8823
2019-01-29,100.4369
2019-01-30,100.6954
2019-01-31,100.4123
2019-02-01,99.8615
2019-02-02,100.5331
2019-02-03,100.8169
2019-02-04,100.3946
2019-02-05,99.98
2019-02-06,100.7469
2019-02-07,101.1854
2019-02-08,100.6108
2019-02-09,100.1085
2019-02-10,99.6154
2019-02-11,99.0638
2019-02-12,98.9815
2019-02-13,99.49
2019-02-14,99.62
2019-02-15,99.6915
2019-02-16,99.8692
2019-02-17,99.9162
2019-02-18,99.7523
2019-02-19,99.6923
2019-02-20,99.8523
2019-02-21,99.9746
2019-02-22,99.5685
2019-02-23,98.9815
2019-02-24,98.9323
2019-02-25,100.44
2019-02-26,100.5615
2019-02-27,99.8985
2019-02-28,100.6615
2019-03-01,101.1762
2019-03-02,101.4131
2019-03-03,101.4077
2019-03-04,100.9223
2019-03-05,100.6277
2019-03-06,100.5077
2019-03-07,100.1754
2019-03-08,100.1854
2019-03-09,100.3777
2019-03-10,100.4223
2019-03-11,100.2308
2019-03-12,100.1038
2019-03-13,99.9885
2019-03-14,100.5808
2019-03-15,100.6415
2019-03-16,100.7569
2019-03-17,101.2223
2019-03-18,100.9762
2019-03-19,100.9515
2019-03-20,101.0085
2019-03-21,101.1446
2019-03-22,101.0523
2019-03-23,100.7885
2019-03-24,100.6423
2019-03-25,100.6738
2019-03-26,100.35
2019-03-27,100.0262
2019-03-28,100.8738
2019-03-29,101.2585
2019-03-30,101.1654
2019-03-31,100.4177
2019-04-01,99.5654
2019-04-02,100.4938
2019-04-03,101.1192
2019-04-04,100.7515
2019-04-05,100.8269
2019-04-06,100.7846
2019-04-07,100.4215
2019-04-08,100.2792
2019-04-09,100.2154
2019-04-10,99.81
2019-04-11,99.1031
2019-04-12,99.5523
2019-04-13,100.2538
2019-04-14,100.3638
2019-04-15,100.8923
2019-04-16,101.4085
2019-04-17,101.86
2019-04-18,101.96
2019-04-19,101.71
2019-04-20,101.0731
2019-04-21,100.8015
2019-04-22,100.7638
2019-04-23,100.4946
2019-04-24,100.3069
2019-04-25,99.9054
2019-04-26,99.7254
2019-04-27,99.5092
2019-04-28,99.2438
2019-04-29,98.7446
2019-04-30,100.3185
2019-05-01,101.1854
2019-05-02,100.7738
2019-05-03,100.9031
2019-05-04,100.85
2019-05-05,101.0192
2019-05-06,101.3754
2019-05-07,101.2854
2019-05-08,100.8577
2019-05-09,100.5977
2019-05-10,100.5108
2019-05-11,100.6331
2019-05-12,99.3892
2019-05-13,99.6438
2019-05-14,100.3846
2019-05-15,99.4746
2019-05-16,99.3138
2019-05-17,100.3577
2019-05-18,100.0562
2019-05-19,99.7408
2019-05-20,100.3054
2019-05-21,100.67
2019-05-22,100.5792
2019-05-23,100.8885
2019-05-24,100.9762
2019-05-25,100.5869
2019-05-26,100.1962
2019-05-27,99.8285
2019-05-28,98.6892
2019-05-29,98.8723
2019-05-30,98.9992
2019-05-31,98.0246
2019-06-01,97.6062
2019-06-02,98.81
2019-06-03,99.6131
2019-06-04,99.2592
2019-06-05,98.4208
2019-06-06,98.1846
2019-06-07,98.76
2019-06-08,99.03
2019-06-09,99.9462
2019-06-10,100.1877
2019-06-11,99.9777
2019-06-12,99.6831
2019-06-13,99.61
2019-06-14,99.3854
2019-06-15,99.0823
2019-06-16,99.3415
2019-06-17,99.7377
2019-06-18,100.5523
2019-06-19,101.0677
2019-06-20,100.6046
2019-06-21,99.6646
2019-06-22,99.66
2019-06-23,99.3631
2019-06-24,100.1631
2019-06-25,101.3338
2019-06-26,101.6662
2019-06-27,101.98
2019-06-28,102.1962
2019-06-29,101.89
2019-06-30,101.7154
2019-07-01,101.3892
2019-07-02,101.3146
2019-07-03,100.6423
2019-07-04,100.5931
2019-07-05,100.4708
2019-07-06,100.9131
2019-07-07,100.3538
2019-07-08,99.5531
2019-07-09,99.4485
2019-07-10,99.6792
2019-07-11,99.8923
2019-07-12,99.5215
2019-07-13,99.37
2019-07-14,98.0892
2019-07-15,98.4085
2019-07-16,97.6154
2019-07-17,97.7069
2019-07-18,98.9023
2019-07-19,98.7169
2019-07-20,98.6162
2019-07-21,99.15
2019-07-22,99.9977
2019-07-23,100.2408
2019-07-24,100.1831
2019-07-25,100.3269
2019-07-26,100.7377
2019-07-27,100.9469
2019-07-28,100.85
2019-07-29,100.0323
2019-07-30,98.65
2019-07-31,98.4954
2019-08-01,98.8969
2019-08-02,98.5354
2019-08-03,98.8685
2019-08-04,98.5369
2019-08-05,99.0562
2019-08-06,99.7685
2019-08-07,99.6638
2019-08-08,99.2377
2019-08-09,98.2885
2019-08-10,98.2715
2019-08-11,97.9069
2019-08-12,97.7423
2019-08-13,98.3331
2019-08-14,99.5285
2019-08-15,100.1377
2019-08-16,99.5262
2019-08-17,99.51
2019-08-18,100.7946
2019-08-19,100.8138
2019-08-20,99.3123
2019-08-21,97.8531
2019-08-22,97.4238
2019-08-23,97.9685
2019-08-24,98.7715
2019-08-25,99.1108
2019-08-26,99.0254
2019-08-27,100.0023
2019-08-28,100.2438
2019-08-29,100.1123
2019-08-30,100.3769
2019-08-31,100.7438
2019-09-01,100.9408
2019-09-02,100.5423
2019-09-03,100.0323
2019-09-04,98.9054
2019-09-05,97.7485
2019-09-06,97.8923
2019-09-07,98.8331
2019-09-08,98.8315
2019-09-09,98.8677
2019-09-10,98.8438
2019-09-11,99.3185
2019-09-12,99.6131
2019-09-13,99.5554
2019-09-14,99.5538
2019-09-15,99.2146
2019-09-16,99.42
2019-09-17,99.9462
2019-09-18,101.4
2019-09-19,101.7508
2019-09-20,101.9846
2019-09-21,102.0223
2019-09-22,101.3162
2019-09-23,99.99
2019-09-24,98.5685
2019-09-25,98.2262
2019-09-26,98.7208
2019-09-27,99.4031
2019-09-28,99.6885
2019-09-29,99.75
2019-09-30,98.8785
2019-10-01,99.2515
2019-10-02,99.24
2019-10-03,99.9023
2019-10-04,99.8438
2019-10-05,99.61
2019-10-06,100.5477
2019-10-07,100.41
2019-10-08,100.2169
2019-10-09,100.3131
2019-10-10,99.8823
2019-10-11,99.7823
2019-10-12,100.2162
2019-10-13,100.4862
2019-10-14,100.0269
2019-10-15,99.0685
2019-10-16,98.7346
2019-10-17,99.5146
2019-10-18,99.6577
2019-10-19,99.1523
2019-10-20,99.7292
2019-10-21,99.0977
2019-10-22,98.6069
2019-10-23,98.7338
2019-10-24,98.8523
2019-10-25,99.2908
2019-10-26,99.5015
2019-10-27,99.4908
2019-10-28,99.6277
2019-10-29,99.4377
2019-10-30,99.3662
2019-10-31,99.6177
2019-11-01,99.8969
2019-11-02,100.4592
2019-11-03,100.5508
2019-11-04,100.1977
2019-11-05,99.6777
2019-11-06,99.6654
2019-11-07,99.6792
2019-11-08,99.6492
2019-11-09,99.4115
2019-11-10,98.3446
2019-11-11,98.1738
2019-11-12,99.1215
2019-11-13,99.0762
2019-11-14,98.4346
2019-11-15,98.9769
2019-11-16,99.5608
2019-11-17,99.6069
2019-11-18,99.1962
2019-11-19,99.2023
2019-11-20,99.3662
2019-11-21,100.2854
2019-11-22,100.1523
2019-11-23,100.0654
2019-11-24,99.7262
2019-11-25,100.1231
2019-11-26,100.0023
2019-11-27,99.8323
2019-11-28,99.9254
2019-11-29,100.26
2019-11-30,100.1677
2019-12-01,99.5308
2019-12-02,99.3208
2019-12-03,98.5308
2019-12-04,98.97
2019-12-05,99.1262
2019-12-06,99.4246
2019-12-07,99.6177
2019-12-08,99.49
2019-12-09,99.9115
2019-12-10,100.2462
2019-12-11,99.8877
2019-12-12,99.6454
2019-12-13,98.9977
2019-12-14,99.2292
2019-12-15,99.4777
2019-12-16,99.4915
2019-12-17,98.6531
2019-12-18,98.6092
2019-12-19,99.3854
2019-12-20,98.8577
2019-12-21,99.7777
2019-12-22,99.6138
2019-12-23,99.4954
2019-12-24,99.6792
2019-12-25,100.0369
2019-12-26,100.3208
2019-12-27,99.95
2019-12-28,99.9669
2019-12-29,99.9362
2019-12-30,99.7377
2019-12-31,100.0431
2020-01-01,99.9492
2020-01-02,99.4254
2020-01-03,98.8723
2020-01-04,99.1362
2020-01-05,98.8938
2020-01-06,98.5431
2020-01-07,99.4215
2020-01-08,100.0485
2020-01-09,100.0885
2020-01-10,100.3238
2020-01-11,100.0485
2020-01-12,99.9054
2020-01-13,100.31
2020-01-14,100.8346
2020-01-15,100.7277
2020-01-16,100.7031
2020-01-17,100.5554
2020-01-18,100.3308
2020-01-19,100.1892
2020-01-20,100.1254
2020-01-21,100.0469
2020-01-22,99.9731
2020-01-23,100.0146
2020-01-24,100.0877
2020-01-25,100.0738
2020-01-26,100.2723
2020-01-27,100.0662
2020-01-28,99.9269
2020-01-29,99.4785
2020-01-30,99.5
2020-01-31,99.8223
2020-02-01,99.9577
2020-02-02,99.5246
2020-02-03,99.4354
2020-02-04,99.0469
2020-02-05,99.8392
2020-02-06,100.4215
2020-02-07,100.8462
2020-02-08,100.3277
2020-02-09,100.4908
2020-02-10,100.4762
2020-02-11,100.3954
2020-02-12,100.3946
2020-02-13,100.2723
2020-02-14,100.6015
2020-02-15,100.5569
2020-02-16,100.0577
2020-02-17,100.1292
2020-02-18,100.0308
2020-02-19,99.6777
2020-02-20,99.6485
2020-02-21,99.4062
2020-02-22,99.6
2020-02-23,100.4138
2020-02-24,100.7477
2020-02-25,100.4038
2020-02-26,100.0954
2020-02-27,99.8254
2020-02-28,99.6223
2020-02-29,99.9577
2020-03-01,100.7308
2020-03-02,100.5023
2020-03-03,99.6569
2020-03-04,100.0577
2020-03-05,101.05
2020-03-06,101.1269
2020-03-07,100.4954
2020-03-08,99.8862
2020-03-09,99.2531
2020-03-10,99.1723
2020-03-11,99.9738
2020-03-12,100.7485
2020-03-13,100.8515
2020-03-14,100.2238
2020-03-15,99.8923
2020-03-16,99.7669
2020-03-17,100.2723
2020-03-18,100.5292
2020-03-19,99.8685
2020-03-20,99.8015
2020-03-21,100.0185
2020-03-22,99.5938
2020-03-23,98.8723
2020-03-24,99.1315
2020-03-25,99.9846
2020-03-26,100.0192
2020-03-27,100.1423
2020-03-28,100.5892
2020-03-29,100.8623
2020-03-30,100.7592
2020-03-31,100.4531
2020-04-01,100.3831
2020-04-02,100.4385
2020-04-03,100.6446
2020-04-04,100.9908
2020-04-05,101.0762
2020-04-06,100.6354
2020-04-07,99.7685
2020-04-08,99.5077
2020-04-09,99.5408
2020-04-10,99.9954
2020-04-11,99.7631
2020-04-12,98.8115
2020-04-13,98.0623
2020-04-14,99.0869
2020-04-15,99.4115
2020-04-16,98.8938
2020-04-17,98.4892
2020-04-18,98.3877
2020-04-19,99.1915
2020-04-20,99.9385
2020-04-21,100.0969
2020-04-22,100.1785
2020-04-23,99.9123
2020-04-24,99.7385
2020-04-25,99.81
2020-04-26,100.2546
2020-04-27,99.9769
2020-04-28,100.8246
2020-04-29,101.5515
2020-04-30,101.3162
2020-05-01,100.7992
2020-05-02,99.8923
2020-05-03,98.8762
2020-05-04,98.3446
2020-05-05,98.7508
2020-05-06,99.8785
2020-05-07,99.9562
2020-05-08,100.3392
2020-05-09,100.8969
2020-05-10,100.8623
2020-05-11,100.5254
2020-05-12,100.7515
2020-05-13,101.0077
2020-05-14,100.7069
2020-05-15,100.7677
2020-05-16,101.1823
2020-05-17,101.3069
2020-05-18,101.1838
2020-05-19,101.4877
2020-05-20,101.4269
2020-05-21,100.9877
2020-05-22,100.5438
2020-05-23,100.5415
2020-05-24,100.1423
2020-05-25,99.5092
2020-05-26,100.4977
2020-05-27,100.8569
2020-05-28,100.7023
2020-05-29,100.3562
2020-05-30,100.9415
2020-05-31,101.3231
2020-06-01,100.2946
2020-06-02,99.7623
2020-06-03,99.3946
2020-06-04,98.8685
2020-06-05,99.1369
2020-06-06,99.2092
2020-06-07,99.8031
2020-06-08,100.3031
2020-06-09,100.6192
2020-06-10,100.9323
2020-06-11,100.5685
2020-06-12,100.9
2020-06-13,102.0646
2020-06-14,102.1308
2020-06-15,101.2985
2020-06-16,101.0246
2020-06-17,100.7823
2020-06-18,100.7423
2020-06-19,100.7431
2020-06-20,100.5738
2020-06-21,100.8292
2020-06-22,100.8777
2020-06-23,100.9608
2020-06-24,100.6654
2020-06-25,100.4346
2020-06-26,100.3492
2020-06-27,99.5523
2020-06-28,98.9992
2020-06-29,99.0285
2020-06-30,98.9962
2020-07-01,99.08
2020-07-02,99.8208
2020-07-03,100.6
2020-07-04,100.3592
2020-07-05,99.6177
2020-07-06,98.39
2020-07-07,98.1938
2020-07-08,98.5854
2020-07-09,99.9523
2020-07-10,100.6431
2020-07-11,100.3454
2020-07-12,100.0738
2020-07-13,100.6369
2020-07-14,100.8377
2020-07-15,100.6485
2020-07-16,100.3538
2020-07-17,100.2554
2020-07-18,100.2677
2020-07-19,100.5069
2020-07-20,99.9338
2020-07-21,98.3677
2020-07-22,98.1154
2020-07-23,98.9592
2020-07-24,100.0892
2020-07-25,100.88
2020-07-26,101.1669
2020-07-27,101.5785
2020-07-28,101.8562
2020-07-29,101.9454
2020-07-30,101.4131
2020-07-31,101.0838
2020-08-01,101.1708
2020-08-02,101.0392
2020-08-03,100.5485
2020-08-04,100.1615
2020-08-05,100.4254
2020-08-06,100.0538
2020-08-07,98.9277
2020-08-08,99.1331
2020-08-09,99.3615
2020-08-10,99.5385
2020-08-11,99.34
2020-08-12,99.2531
2020-08-13,99.9438
2020-08-14,100.9338
2020-08-15,101.2146
2020-08-16,101.47
2020-08-17,101.3523
2020-08-18,100.5585
2020-08-19,98.9108
2020-08-20,97.7038
2020-08-21,97.6954
2020-08-22,99.1454
2020-08-23,99.17
2020-08-24,98.0685
2020-08-25,98.4177
2020-08-26,99.2162
2020-08-27,99.4115
2020-08-28,99.9362
2020-08-29,99.9346
2020-08-30,100.0023
2020-08-31,99.5769
2020-09-01,99.3215
2020-09-02,100.0123
2020-09-03,100.7823
2020-09-04,100.6523
2020-09-05,100.3146
2020-09-06,100.1054
2020-09-07,101.2123
2020-09-08,101.5908
2020-09-09,100.4285
2020-09-10,99.6623
2020-09-11,100.5469
2020-09-12,101.1692
2020-09-13,100.67
2020-09-14,99.9785
2020-09-15,99.2708
2020-09-16,100.06
2020-09-17,100.2362
2020-09-18,99.8331
2020-09-19,100.6262
2020-09-20,101.2515
2020-09-21,101.1231
2020-09-22,100.3192
2020-09-23,99.3962
2020-09-24,99.0431
2020-09-25,99.4254
2020-09-26,99.6662
2020-09-27,98.2862
2020-09-28,98.4077
2020-09-29,98.8392
2020-09-30,100.1531
2020-10-01,100.9992
2020-10-02,101.0915
2020-10-03,101.0292
2020-10-04,101.0831
2020-10-05,100.7554
2020-10-06,100.0085
2020-10-07,99.6192
2020-10-08,100.7146
2020-10-09,101.5762
2020-10-10,101.5715
2020-10-11,100.8577
2020-10-12,100.6462
2020-10-13,100.2869
2020-10-14,100.2631
2020-10-15,100.8646
2020-10-16,100.3623
2020-10-17,100.2108
2020-10-18,100.1154
2020-10-19,99.49
2020-10-20,99.8946
2020-10-21,100.3831
2020-10-22,100.5715
2020-10-23,100.7638
2020-10-24,100.7892
2020-10-25,100.6185
2020-10-26,100.69
2020-10-27,100.9738
2020-10-28,101.2631
2020-10-29,100.8662
2020-10-30,100.4054
2020-10-31,99.8423
2020-11-01,100.3
2020-11-02,100.9254
2020-11-03,100.9992
2020-11-04,100.6192
2020-11-05,99.6885
2020-11-06,99.2369
2020-11-07,99.1362
2020-11-08,98.7969
2020-11-09,99.8131
2020-11-10,99.8054
2020-11-11,99.9008
2020-11-12,100.2569
2020-11-13,100.4154
2020-11-14,100.0362
2020-11-15,99.8685
2020-11-16,99.65
2020-11-17,99.3846
2020-11-18,99.3023
2020-11-19,100.1108
2020-11-20,100.3462
2020-11-21,99.7177
2020-11-22,99.7615
2020-11-23,99.9169
2020-11-24,99.6454
2020-11-25,99.34
2020-11-26,99.0354
2020-11-27,99.0315
2020-11-28,99.4608
2020-11-29,98.7138
2020-11-30,98.5115
2020-12-01,99.6754
2020-12-02,99.9192
2020-12-03,99.4969
2020-12-04,99.4362
2020-12-05,99.0346
2020-12-06,99.4269
2020-12-07,99.26
2020-12-08,99.3031
2020-12-09,99.4262
2020-12-10,99.13
2020-12-11,99.4885
2020-12-12,100.0077
2020-12-13,100.4746
2020-12-14,100.9508
2020-12-15,100.71
2020-12-16,100.2908
2020-12-17,100.3738
2020-12-18,100.3015
2020-12-19,100.0631
2020-12-20,100.2262
2020-12-21,100.1738
2020-12-22,99.6862
2020-12-23,99.0915
2020-12-24,98.3308
2020-12-25,99.2215
2020-12-26,99.5923
2020-12-27,100.1277
2020-12-28,100.1777
2020-12-29,100.1408
2020-12-30,100.4638
2020-12-31,100.5585
2021-01-01,100.0615
2021-01-02,99.83
2021-01-03,100.0669
2021-01-04,100.4462
2021-01-05,100.4162
2021-01-06,99.9085
2021-01-07,99.2608
2021-01-08,99.2031
2021-01-09,99.5969
2021-01-10,99.6269
2021-01-11,100.0877
2021-01-12,100.5269
2021-01-13,100.5723
2021-01-14,100.1269
2021-01-15,99.7969
2021-01-16,99.36
2021-01-17,98.5677
2021-01-18,98.5769
2021-01-19,98.1715
2021-01-20,97.9862
2021-01-21,98.38
2021-01-22,99.2885
2021-01-23,99.4492
2021-01-24,99.2685
2021-01-25,99.3615
2021-01-26,99.5915
2021-01-27,99.5838
2021-01-28,99.3269
2021-01-29,99.9369
2021-01-30,100.6115
2021-01-31,100.7677
2021-02-01,100.6569
2021-02-02,100.3892
2021-02-03,100.3031
2021-02-04,100.7638
2021-02-05,100.7323
2021-02-06,100.6208
2021-02-07,100.2492
2021-02-08,99.7546
2021-02-09,99.0146
2021-02-10,98.6123
2021-02-11,99.0862
2021-02-12,99.8177
2021-02-13,100.2792
2021-02-14,100.3085
2021-02-15,99.8192
2021-02-16,100.0615
2021-02-17,101.1315
2021-02-18,101.6369
2021-02-19,101.2446
2021-02-20,100.8315
2021-02-21,100.7354
2021-02-22,100.7569
2021-02-23,100.4923
2021-02-24,100.3415
2021-02-25,100.6769
2021-02-26,100.5738
2021-02-27,100.2615
2021-02-28,100.0492
2021-03-01,99.7331
2021-03-02,99.2315
2021-03-03,98.7877
2021-03-04,98.5392
2021-03-05,98.3208
2021-03-06,98.1485
2021-03-07,98.1492
2021-03-08,99.3738
2021-03-09,100.0077
2021-03-10,99.6531
2021-03-11,100.3115
2021-03-12,101.0846
2021-03-13,101.3231
2021-03-14,100.8254
2021-03-15,100.2246
2021-03-16,99.7962
2021-03-17,100.7262
2021-03-18,101.7546
2021-03-19,101.8362
2021-03-20,101.5508
2021-03-21,101.3738
2021-03-22,101.2946
2021-03-23,100.7938
2021-03-24,100.3654
2021-03-25,100.5523
2021-03-26,100.79
2021-03-27,100.6654
2021-03-28,100.2762
2021-03-29,99.9908
2021-03-30,99.8523
2021-03-31,99.3738
2021-04-01,99.7415
2021-04-02,99.8908
2021-04-03,100.5315
2021-04-04,100.0
2021-04-05,99.9877
2021-04-06,100.2185
2021-04-07,100.38
2021-04-08,100.2892
2021-04-09,99.9754
2021-04-10,99.0462
2021-04-11,99.2115
2021-04-12,99.4285
2021-04-13,99.0685
2021-04-14,98.9662
2021-04-15,98.9408
2021-04-16,98.9454
2021-04-17,99.4246
2021-04-18,99.7908
2021-04-19,100.0215
2021-04-20,99.8654
2021-04-21,98.8054
2021-04-22,99.3377
2021-04-23,99.3685
2021-04-24,99.32
2021-04-25,99.2785
2021-04-26,99.1962
2021-04-27,99.5092
2021-04-28,100.2169
2021-04-29,100.5562
2021-04-30,100.8869
2021-05-01,101.52
2021-05-02,101.4869
2021-05-03,101.1369
2021-05-04,100.5962
2021-05-05,100.8623
2021-05-06,101.3446
2021-05-07,101.8
2021-05-08,101.3231
2021-05-09,100.6162
2021-05-10,100.5554
2021-05-11,100.1269
2021-05-12,100.8192
2021-05-13,101.2015
2021-05-14,99.8815
2021-05-15,98.82
2021-05-16,99.5177
2021-05-17,98.6477
2021-05-18,98.4838
2021-05-19,99.5823
2021-05-20,100.6215
2021-05-21,100.6369
2021-05-22,100.7315
2021-05-23,100.4631
2021-05-24,100.7069
2021-05-25,101.2315
2021-05-26,100.9554
2021-05-27,99.8731
2021-05-28,98.7238
2021-05-29,98.0015
2021-05-30,97.5931
